,LRP1B (53353)
ACH-000178,-0.0352426848839
ACH-000182,-0.162428903237
ACH-000183,-0.184888732053
ACH-000188,-0.27936820998100004
ACH-000189,-0.331583350404
ACH-000190,-0.385560576789
ACH-000198,-0.437164353678
ACH-000204,-0.295002237823
ACH-000206,-0.279821523172
ACH-000207,0.165405685933
ACH-000211,-0.12590746787499998
ACH-000215,-0.256505897619
ACH-000221,-0.21643782146899998
ACH-000222,-0.419725755546
ACH-000223,-0.44608982623000004
ACH-000226,-0.43868638026600004
ACH-000227,-0.220383993435
ACH-000228,-0.272002697714
ACH-000231,-0.204321528703
ACH-000232,-0.207006358095
ACH-000233,-0.201857060603
ACH-000234,-0.431973641201
ACH-000235,-0.22784017200599999
ACH-000237,-0.255194914967
ACH-000238,-0.5117796529959999
ACH-000243,-0.29134842774
ACH-000244,-0.43121557945600003
ACH-000246,-0.258800740752
ACH-000248,-0.225447919403
ACH-000250,-0.235952674824
ACH-000251,-0.534665183461
ACH-000253,-0.08255713061549999
ACH-000255,-0.206429011279
ACH-000256,-0.38832618717399997
ACH-000257,0.023175917497299997
ACH-000258,-0.276555151489
ACH-000259,-0.262688092388
ACH-000260,-0.304601968148
ACH-000261,-0.34161338838399996
ACH-000262,-0.22558193536499999
ACH-000263,-0.34264857575400004
ACH-000264,-0.188115128063
ACH-000265,-0.420954839103
ACH-000266,-0.245276193832
ACH-000272,-0.201530549857
ACH-000273,-0.39586898947
ACH-000274,-0.303643641231
ACH-000277,-0.1532746419
ACH-000278,-0.30457249021899996
ACH-000279,-0.39369820341300005
ACH-000280,-0.178125554737
ACH-000281,-0.0477350934347
ACH-000288,-0.200847578686
ACH-000291,-0.155845279434
ACH-000293,-0.257334711159
ACH-000294,-0.35638034803499996
ACH-000295,-0.06686798980519999
ACH-000296,-0.367291873613
ACH-000302,-0.32124085745700004
ACH-000304,0.0198691042957
ACH-000307,-0.165496144806
ACH-000308,-0.23609842748799997
ACH-000310,-0.420035032664
ACH-000311,-0.15477973886
ACH-000312,-0.254523876767
ACH-000315,-0.29554587788000003
ACH-000316,-0.47945948972900004
ACH-000317,-0.126097901025
ACH-000318,-0.25247401992
ACH-000319,-0.0628045231327
ACH-000320,-0.27864746332699997
ACH-000322,-0.329633524645
ACH-000323,-0.10747592884099999
ACH-000324,-0.401443051158
ACH-000329,-0.332074785165
ACH-000330,-0.329135838492
ACH-000331,-0.309963886343
ACH-000332,-0.240717293973
ACH-000334,-0.217836134708
ACH-000335,-0.48304185613300005
ACH-000336,-0.504804289479
ACH-000337,-0.123916170595
ACH-000339,-0.360984970052
ACH-000341,-0.314820366286
ACH-000348,-0.257461252845
ACH-000350,-0.366421713639
ACH-000352,-0.25248141171
ACH-000356,-0.245405323915
ACH-000361,-0.356277702817
ACH-000362,-0.446344908074
ACH-000363,-0.17107062476799997
ACH-000364,-0.0687089490528
ACH-000365,-0.263654902265
ACH-000366,-0.18308791536200003
ACH-000368,-0.32030458575599996
ACH-000374,-0.318177391378
ACH-000375,-0.224385191928
ACH-000376,-0.23953362150600002
ACH-000381,-0.156756848053
ACH-000383,-0.336144708255
ACH-000387,-0.464239346
ACH-000389,0.143110028358
ACH-000390,-0.286233578958
ACH-000393,-0.321644863094
ACH-000395,-0.342008183636
ACH-000397,-0.167158206875
ACH-000401,-0.227242771243
ACH-000402,0.113875771784
ACH-000403,-0.357519369765
ACH-000404,-1.03989085255
ACH-000406,-0.17463865760400002
ACH-000407,-0.34785505267300004
ACH-000408,0.08669089919379999
ACH-000410,-0.10522498887
ACH-000411,-0.0960361830589
ACH-000414,-0.48337082912100005
ACH-000415,-0.300363696107
ACH-000416,-0.277958564233
ACH-000420,-0.40283877846199995
ACH-000421,-0.36537343779200004
ACH-000424,-0.385045730022
ACH-000425,-0.31886937526500003
ACH-000426,-0.0313356788435
ACH-000427,-0.16871230154300002
ACH-000433,-0.179098948515
ACH-000436,-0.45920316197300004
ACH-000444,-0.32491474965100003
ACH-000445,-0.129845678947
ACH-000448,-0.324889236348
ACH-000450,-0.29581333646200003
ACH-000452,-0.301303469153
ACH-000454,-0.319960838079
ACH-000458,-0.103198356029
ACH-000459,-0.298507198173
ACH-000460,-0.32266535450399997
ACH-000461,-0.326506852124
ACH-000463,-0.173812067346
ACH-000464,-0.130756660139
ACH-000466,-0.0656859277106
ACH-000467,-0.287754110184
ACH-000468,-0.101086476713
ACH-000469,-0.174860059958
ACH-000470,-0.215581412901
ACH-000471,-0.331234050793
ACH-000472,-0.233362269515
ACH-000473,-0.102828728837
ACH-000475,-0.317202937511
ACH-000476,-0.309559817123
ACH-000477,-0.0653476387755
ACH-000480,-0.35564049054200003
ACH-000481,-0.267960059815
ACH-000483,-0.315195515345
ACH-000484,0.006599253650560001
ACH-000485,-0.188484732623
ACH-000486,-0.28465148294799997
ACH-000487,-0.0445153748342
ACH-000488,-0.212923796688
ACH-000490,-0.210107129018
ACH-000491,-0.408304982477
ACH-000495,-0.249419299754
ACH-000496,-0.290865969195
ACH-000499,-0.30697259506499996
ACH-000500,-0.137877918506
ACH-000502,-0.24474145538000003
ACH-000503,-0.5560863414630001
ACH-000505,-0.286554475403
ACH-000507,-0.18803234085200002
ACH-000510,-0.137640340293
ACH-000511,-0.270913403155
ACH-000512,-0.361124997848
ACH-000516,-0.47861390085699995
ACH-000517,-0.19474722328400002
ACH-000518,-0.151861329408
ACH-000520,-0.34257877029
ACH-000521,-0.155608880326
ACH-000522,-0.35068771613399996
ACH-000524,-0.19309719335499997
ACH-000527,-0.298472685154
ACH-000528,-0.301630027383
ACH-000537,-0.32836830472600004
ACH-000541,-0.204944841049
ACH-000542,-0.415077849719
ACH-000544,-0.32698545069400003
ACH-000545,-0.367843048584
ACH-000547,-0.043220739003400004
ACH-000548,-0.218762663105
ACH-000549,-0.328273119818
ACH-000550,-0.142906609775
ACH-000552,-0.0790714796502
ACH-000556,-0.236019627797
ACH-000557,0.009154852846450002
ACH-000570,-0.330195501038
ACH-000571,-0.318110236003
ACH-000573,-0.0892282818843
ACH-000576,-0.323851592751
ACH-000580,0.131819241031
ACH-000584,-0.532122212633
ACH-000585,-0.298018201621
ACH-000588,-0.184614365781
ACH-000589,-0.38805657614699995
ACH-000591,-0.39644717068700003
ACH-000593,-0.41553642215400005
ACH-000600,-0.206755108726
ACH-000601,-0.333801243711
ACH-000604,-0.435504591145
ACH-000605,-0.09725942777510001
ACH-000606,-0.292879160345
ACH-000608,-0.123838271297
ACH-000614,-0.491229245567
ACH-000616,-0.116605598974
ACH-000618,-0.37386088466
ACH-000619,-0.307689370583
ACH-000620,-0.278486829588
ACH-000621,-0.172146623839
ACH-000622,-0.19749305159400002
ACH-000623,-0.445149187206
ACH-000624,-0.23260925450199998
ACH-000627,-0.33153844281
ACH-000630,-0.252282752329
ACH-000632,-0.34523266354500004
ACH-000633,-0.384164068343
ACH-000637,-0.200677614912
ACH-000638,-0.42984589222499997
ACH-000646,-0.477203807084
ACH-000647,-0.43338551229999994
ACH-000648,-0.294454199707
ACH-000649,-0.189239770274
ACH-000651,-0.242215634457
ACH-000652,0.087169299495
ACH-000653,-0.352563647825
ACH-000657,-0.349560412218
ACH-000658,-0.0493931903553
ACH-000661,-0.370893480828
ACH-000662,0.275441837541
ACH-000663,-0.30003309377
ACH-000665,-0.181074829636
ACH-000671,-0.0145038538102
ACH-000673,-0.201282235402
ACH-000676,-0.0952579426739
ACH-000677,-0.41501629393100004
ACH-000681,-0.357967676377
ACH-000682,-0.260750118275
ACH-000683,-0.21591548993700002
ACH-000684,-0.426925171461
ACH-000688,-0.271918813835
ACH-000693,-0.36892978198299997
ACH-000694,-0.47661439431599995
ACH-000695,-0.356117474328
ACH-000696,-0.297982245682
ACH-000697,0.024841545196700003
ACH-000699,-0.19503594377500003
ACH-000701,-0.372539414577
ACH-000706,-0.132327261294
ACH-000711,-0.28681262204700003
ACH-000713,-0.278195120178
ACH-000714,-0.245297467458
ACH-000718,-0.29758036506700003
ACH-000720,-0.585452565785
ACH-000721,-0.21806754101999998
ACH-000724,-0.433488374918
ACH-000725,-0.5527370641839999
ACH-000732,-0.217422721939
ACH-000734,-0.338775769467
ACH-000735,-0.395044876353
ACH-000736,-0.144949599157
ACH-000738,-0.251832164871
ACH-000746,0.045128749067
ACH-000747,-0.40477032374099997
ACH-000748,-0.311771313075
ACH-000753,-0.224373200967
ACH-000756,-0.509401647804
ACH-000757,-0.31540462689800003
ACH-000758,-0.248085636474
ACH-000760,-0.19579716031599997
ACH-000763,-0.24469591704100002
ACH-000764,-0.514966115387
ACH-000765,-0.227177069588
ACH-000766,-0.299842385208
ACH-000767,-0.294588844156
ACH-000768,-0.308448192088
ACH-000769,-0.24991487240600002
ACH-000770,-0.25464747476599997
ACH-000771,-0.323366141508
ACH-000773,-0.297529283282
ACH-000776,-0.30789659335
ACH-000777,-0.0867510392956
ACH-000778,-0.324893563278
ACH-000781,-0.355421300946
ACH-000782,-0.050942907199
ACH-000783,-0.222216494595
ACH-000784,-0.34273680732600004
ACH-000785,-0.287101513046
ACH-000787,-0.41807955111100004
ACH-000788,-0.434675824788
ACH-000791,-0.29537738246899997
ACH-000792,-0.324102778187
ACH-000794,-0.37767565921499996
ACH-000796,-0.35044924176299996
ACH-000799,-0.43946910936300004
ACH-000800,-0.268946380142
ACH-000802,-0.187178873466
ACH-000804,-0.42609982688299997
ACH-000805,-0.321529737881
ACH-000809,-0.444623047817
ACH-000810,-0.162255261854
ACH-000811,-0.171605037991
ACH-000817,-0.351310840774
ACH-000819,-0.279776144715
ACH-000820,-0.21946116640000002
ACH-000821,-0.48199762291299997
ACH-000822,-0.24152200353
ACH-000823,-0.340068124159
ACH-000824,-0.18891520975499998
ACH-000827,-0.224796807947
ACH-000829,-0.262046827069
ACH-000831,-0.265852151217
ACH-000832,-0.334793408457
ACH-000833,-0.415737357069
ACH-000834,-0.13097132868699998
ACH-000835,-0.352349504022
ACH-000836,-0.574551093306
ACH-000837,-0.207515118997
ACH-000838,0.343677812791
ACH-000839,-0.141130768092
ACH-000840,-0.160671606544
ACH-000841,-0.0884209515527
ACH-000843,-0.06771197478180001
ACH-000846,-0.520307402578
ACH-000847,0.015965477094
ACH-000848,-0.0988199968681
ACH-000849,-0.360575031769
ACH-000851,-0.18449993378199997
ACH-000855,-0.39134975133199995
ACH-000856,-0.174895440519
ACH-000858,-0.319490833013
ACH-000859,-0.246121537736
ACH-000861,-0.29616718815000004
ACH-000862,-0.269200272265
ACH-000865,-0.44052572769599996
ACH-000866,-0.225397254314
ACH-000867,-0.16578606215
ACH-000869,-0.114814749132
ACH-000872,-0.314038126516
ACH-000873,-0.319542135744
ACH-000876,-0.345694089949
ACH-000878,-0.36413172706999997
ACH-000880,-0.28119085628699997
ACH-000881,-0.23558284943500002
ACH-000882,-0.19583584705499998
ACH-000884,-0.362066431379
ACH-000885,-0.12257686113199999
ACH-000887,-0.210850708741
ACH-000888,-0.334098297615
ACH-000889,-0.145002311148
ACH-000890,-0.528068873867
ACH-000896,-0.34270668301299995
ACH-000898,-0.10872541342900001
ACH-000900,-0.33277146106
ACH-000901,-0.34761522510399995
ACH-000905,-0.158640687472
ACH-000906,-0.368688995162
ACH-000907,-0.41206844861599995
ACH-000910,-0.36953652784999996
ACH-000911,-0.278920943026
ACH-000912,-0.284406394708
ACH-000913,-0.201719284359
ACH-000915,-0.29897622946400004
ACH-000916,0.0377714006754
ACH-000917,-0.215009142455
ACH-000921,-0.225339918492
ACH-000924,-0.284789805563
ACH-000926,-0.213647057179
ACH-000928,-0.137788228761
ACH-000929,-0.383912006357
ACH-000932,-0.201837535221
ACH-000935,-0.0734958400715
ACH-000936,-0.316599804634
ACH-000937,-0.38258231256499997
ACH-000938,-0.319067471591
ACH-000939,-0.285443764184
ACH-000941,-0.278745146071
ACH-000943,-0.256271989127
ACH-000946,-0.38023238595
ACH-000947,-0.376290372832
ACH-000948,-0.354294455982
ACH-000950,-0.37664885962800004
ACH-000953,-0.29310565388300003
ACH-000957,-0.12865744434499998
ACH-000958,-0.513102698186
ACH-000960,-0.225575464615
ACH-000963,-0.471402992451
ACH-000968,-0.262706687446
ACH-000969,-0.360761430235
ACH-000973,-0.357717798353
ACH-000974,-0.257779159689
ACH-000975,-0.405717515538
ACH-000976,-0.533610993645
ACH-000978,-0.501269561199
ACH-000980,-0.23225696057300002
ACH-000984,-0.254599979292
ACH-000986,-0.21572100479400003
ACH-000988,-0.17333399180700002
ACH-000993,-0.407774900847
ACH-000994,-0.08676475389360001
ACH-000996,-0.139741027425
ACH-001001,-0.35478893920800003
ACH-001020,-0.408791479226
ACH-001028,-0.177296016556
ACH-001031,-0.23367127829300002
ACH-001038,-0.308090625783
ACH-001048,-0.37800002652
ACH-001050,-0.161312334747
ACH-001053,-0.330133170922
ACH-001054,-0.305793898171
ACH-001061,-0.222816858043
ACH-001067,-0.319578965085
ACH-001075,-0.181355753397
ACH-001096,-0.511703654221
ACH-001128,-0.5170088480899999
ACH-001134,-0.24750397273000002
ACH-001151,-0.20841281672400003
ACH-001163,-0.308369141145
ACH-001164,-0.266013082816
ACH-001173,-0.42753727713600004
ACH-001183,-0.277101249049
ACH-001184,-0.204904873321
ACH-001190,-0.328980871676
ACH-001192,-0.22303975042399998
ACH-001193,-0.691385540057
ACH-001196,-0.059303488243500006
ACH-001197,-0.38533045958000006
ACH-001205,-0.668184933367
ACH-001211,-0.34720292053400004
ACH-001212,-0.5509734639239999
ACH-001228,-0.236491907518
ACH-001232,-0.17639827417
ACH-001239,-0.115384963168
ACH-001274,-0.151615044233
ACH-001275,-0.460076155819
ACH-001277,-0.419975251554
ACH-001278,-0.26067596675500004
ACH-001280,0.0046104949198500006
ACH-001283,-0.310317004092
ACH-001289,-0.34488106353299997
ACH-001295,-0.291158520704
ACH-001300,-0.377338660323
ACH-001301,0.0772775043813
ACH-001302,0.103190270175
ACH-001303,-0.599030276378
ACH-001306,-0.223650380031
ACH-001318,-0.327440426659
ACH-001322,-0.327367471943
ACH-001328,-0.113423166073
ACH-001332,-0.148955123379
ACH-001333,-0.11895455472100001
ACH-001336,-0.43245608336900004
ACH-001340,-0.310690775129
ACH-001346,-0.36605491905500004
ACH-001353,-0.33699909233900005
ACH-001354,-0.597969484693
ACH-001367,-0.658680571509
ACH-001368,-0.290035676061
ACH-001374,0.0444631798573
ACH-001375,-0.100046470933
ACH-001377,-0.192252668776
ACH-001380,-0.417613620505
ACH-001391,-0.219201616175
ACH-001407,-0.290524547385
ACH-001408,-0.3892892816
ACH-001413,-0.5036673463419999
ACH-001430,-0.5509592076250001
ACH-001431,-0.202497985528
ACH-001450,-0.287809986751
ACH-001496,-0.193764216828
ACH-001500,-0.377355846572
ACH-001521,-0.566654071211
ACH-001523,-0.303430082271
ACH-001532,-0.24269347332400001
ACH-001536,-0.197128926106
ACH-001550,-0.326952272889
ACH-001552,-0.167511112048
ACH-001554,-0.35827430361
ACH-001645,-0.272322530146
ACH-001654,-0.21760464630999998
ACH-001715,-0.07652205207339999
ACH-001735,-0.186938328697
ACH-001736,-0.218592738396
ACH-001737,-0.25477010638
ACH-001740,0.102423165825
ACH-001745,-0.157685801457
ACH-001750,-0.00465453149079
ACH-001765,-0.346677230113
ACH-001956,-0.310951759912
ACH-001957,-0.286977545529
