,DNAJC5G (285126)
ACH-000004,-0.0440117081213
ACH-000007,-0.306307161493
ACH-000009,-0.418498929028
ACH-000011,-0.044099897697099995
ACH-000012,-0.0653415298632
ACH-000013,-0.0418015271143
ACH-000014,-0.22150521177700003
ACH-000015,-0.06951598540010001
ACH-000017,-0.5795939734969999
ACH-000018,-0.303470265754
ACH-000019,-0.33909502050800006
ACH-000021,-0.18169179791600001
ACH-000022,-0.202420422691
ACH-000025,-0.22200512957199997
ACH-000028,-0.0150806963759
ACH-000030,-0.144722534794
ACH-000035,-0.22449445699200002
ACH-000036,-0.383207857301
ACH-000037,-0.0960714055136
ACH-000039,-0.40643295206600005
ACH-000040,-0.112817073731
ACH-000041,-0.10880924180299999
ACH-000042,-0.20589085518
ACH-000045,-0.026050374144700003
ACH-000047,-0.157043314756
ACH-000052,0.018153377410099997
ACH-000053,-0.242985795821
ACH-000054,-0.245865902234
ACH-000055,-0.17543827825199998
ACH-000060,-0.134731129023
ACH-000067,-0.271011665966
ACH-000070,-0.0858100984759
ACH-000075,-0.0989929161411
ACH-000078,-0.401151187571
ACH-000082,-0.24831515651900002
ACH-000085,-0.306931359561
ACH-000086,-0.152904024739
ACH-000087,-0.416256370168
ACH-000092,-0.395578449032
ACH-000095,-0.27397866275800004
ACH-000097,-0.103644435461
ACH-000098,-0.157261357127
ACH-000099,-0.0762141280462
ACH-000108,-0.26648960828699997
ACH-000113,-0.41547305311399996
ACH-000115,0.00353028495146
ACH-000116,-0.0186947083328
ACH-000118,-0.187610069524
ACH-000120,0.03486446655580001
ACH-000123,-0.203050925568
ACH-000127,-0.0467114532779
ACH-000128,-0.175073416028
ACH-000132,-0.17203067576900002
ACH-000133,-0.0349187232781
ACH-000137,0.0316727430593
ACH-000138,-0.158819098816
ACH-000142,-0.306409896769
ACH-000143,-0.265028702559
ACH-000146,-0.251307733176
ACH-000148,-0.10330944423
ACH-000150,-0.020331416215599998
ACH-000152,-0.10611844889699999
ACH-000153,-0.34286904611999997
ACH-000159,-0.080372152823
ACH-000160,-0.144979349083
ACH-000163,0.00110527965934
ACH-000167,-0.345757061228
ACH-000168,-0.11093454467700001
ACH-000169,-0.18494402076400002
ACH-000178,-0.09476381211339999
ACH-000182,-0.020740256842
ACH-000183,-0.31341590573
