,EFHD2 (79180)
ACH-000004,0.11568887479000001
ACH-000007,0.0575782045051
ACH-000009,-0.00450753922446
ACH-000011,0.0154743248592
ACH-000012,-0.0701070690781
ACH-000013,-0.0356125512849
ACH-000014,0.191843696697
ACH-000015,-0.0377813957521
ACH-000017,0.103796510331
ACH-000018,0.142992568761
ACH-000019,0.135345295343
ACH-000021,0.10276410349300001
ACH-000022,-0.139423473169
ACH-000025,0.0273384113132
ACH-000028,0.135669825344
ACH-000030,0.072666856581
ACH-000035,-0.181890727374
ACH-000036,0.0495661203599
ACH-000037,-0.145143331017
ACH-000039,0.011814033841999999
ACH-000040,0.0184688455802
ACH-000041,0.0257072220917
ACH-000042,0.0381701611832
ACH-000045,-0.0880407755797
ACH-000047,-0.0803365739318
ACH-000052,0.193489025622
ACH-000053,-0.00835838820935
ACH-000054,-0.030023963965599997
ACH-000055,0.124703421728
ACH-000060,-0.273795908312
ACH-000067,0.15735813412
ACH-000070,0.0634489422072
ACH-000075,-0.167074461324
ACH-000078,0.0623980793879
ACH-000082,-0.0671621662657
ACH-000085,-0.058738426161199994
ACH-000086,0.18468474490200001
ACH-000087,0.19846279568599998
ACH-000092,-0.128298511334
ACH-000095,-0.165423095346
ACH-000097,0.0147726645655
ACH-000098,-0.160901138464
ACH-000099,0.0086455805146
ACH-000108,0.0529919384557
ACH-000113,-0.0415825046806
ACH-000115,-0.24161609357299998
ACH-000116,-0.0889143114241
ACH-000118,0.0911191753239
ACH-000120,-0.167178905357
ACH-000123,0.143256788811
ACH-000127,-0.0107067510198
ACH-000128,-0.0442333615503
ACH-000132,0.09286392293680001
ACH-000133,0.08317981315089999
ACH-000137,-0.148211589565
ACH-000138,0.140955908745
ACH-000142,-0.11683625570100001
ACH-000143,-0.15427420065
ACH-000146,0.22540226391100002
ACH-000148,0.004552174165779999
ACH-000150,-0.0902330877069
ACH-000152,-0.237171825302
ACH-000153,-0.041544906611699996
ACH-000159,-0.024682596659499997
ACH-000160,0.0698746027231
ACH-000163,0.09307557345680001
ACH-000167,-0.197887591867
ACH-000168,0.292560523294
ACH-000169,-0.0812546028687
ACH-000178,0.0549018598675
ACH-000182,-0.010435337413799999
ACH-000183,-0.130626178633
