,HNRNPA0 (10949)
ACH-000004,-0.22644387323100001
ACH-000007,-0.309203046424
ACH-000009,-0.44363841555
ACH-000011,-0.800913138644
ACH-000012,-0.482701661594
ACH-000013,-0.248748773279
ACH-000014,-0.512578481854
ACH-000015,-0.34047610319399996
ACH-000017,-0.165699363289
ACH-000018,-0.8739047882250001
ACH-000019,-0.0997536682505
ACH-000021,-0.5702129728199999
ACH-000022,-0.39315725672300006
ACH-000025,-0.294941169201
ACH-000028,-0.243051625057
ACH-000030,-0.497875656122
ACH-000035,-0.418972110119
ACH-000036,-0.391606500608
ACH-000037,-0.39077093125699996
ACH-000039,-0.624856056628
ACH-000040,-0.30056542603
ACH-000041,-0.28327387945
ACH-000042,-0.6369793888759999
ACH-000045,-0.46445882794200005
ACH-000047,-0.49668445329800004
ACH-000052,-0.200582822496
ACH-000053,-0.327453086835
ACH-000054,-0.541211045781
ACH-000055,-0.290228727654
ACH-000060,-0.43262614400300003
ACH-000067,-0.520108393718
ACH-000070,-0.38043928335500005
ACH-000075,-0.455126320765
ACH-000078,-0.204418330784
ACH-000082,-0.5830795391800001
ACH-000085,-0.166848521518
ACH-000086,-0.33046608678000006
ACH-000087,-0.457196757933
ACH-000092,-0.5714056399790001
ACH-000095,-0.238351432947
ACH-000097,-0.320740208765
ACH-000098,-0.362768256524
ACH-000099,-0.5059123381449999
ACH-000108,-0.283459893925
ACH-000113,-0.575439206506
ACH-000115,-1.07528579121
ACH-000116,-0.17566615787300002
ACH-000118,-0.39905141867
ACH-000120,-0.236133031505
ACH-000123,-0.36656062074199997
ACH-000127,-0.40944520171800003
ACH-000128,-0.305497166178
ACH-000132,-0.259394184951
ACH-000133,-0.552887068328
ACH-000137,-0.444993576653
ACH-000138,-0.405548796968
ACH-000142,-0.399512964696
ACH-000143,-0.465901146733
ACH-000146,-0.328965408785
ACH-000148,-0.467778035533
ACH-000150,-0.433476730612
ACH-000152,-0.40975812466600003
ACH-000153,-0.302051051108
ACH-000159,-0.552075690579
ACH-000160,-0.416296718955
ACH-000163,-0.516805867652
ACH-000167,-0.745276402614
ACH-000168,-0.40469952580300006
ACH-000169,-0.552922329501
ACH-000178,-0.448006495363
ACH-000182,-0.421486608409
ACH-000183,-0.561188996463
ACH-000188,-0.370238765263
ACH-000189,-0.740326978791
ACH-000190,-0.418471584093
ACH-000198,-0.475022231514
ACH-000204,-0.45486728621699996
ACH-000206,-0.410724977111
ACH-000207,0.0204536307293
ACH-000211,-0.340944320814
ACH-000215,-0.385987086185
ACH-000221,-0.155731016834
ACH-000222,-0.655735218543
ACH-000223,-0.321218148678
ACH-000226,-0.277005399599
ACH-000227,-0.311933654993
ACH-000228,-0.386424640413
ACH-000231,-0.4248361779
ACH-000232,-0.49411295524
ACH-000233,-0.48311812368600004
ACH-000234,-0.289344092589
ACH-000235,-0.39595206972099994
ACH-000237,-0.27937172180500003
ACH-000238,-0.442157780563
ACH-000243,-0.603891690326
ACH-000244,-0.461052055176
ACH-000246,-0.531970076173
ACH-000248,-0.138166362991
ACH-000250,-0.470540491494
ACH-000251,-0.852704721988
ACH-000253,-0.172221763728
ACH-000255,-0.33989328435000005
ACH-000256,-0.35853846516800003
ACH-000257,-0.293979273878
ACH-000258,-0.841957807032
ACH-000259,-0.581867364869
