,SLC35B2 (347734)
ACH-000004,0.043601055082900006
ACH-000007,-0.188663475302
ACH-000009,-0.315565415358
ACH-000011,-0.247073609554
ACH-000012,-0.12281801085
ACH-000013,-0.208734101034
ACH-000014,-0.354068708213
ACH-000015,-0.689934989368
ACH-000017,0.11304701940999999
ACH-000018,-0.239644192403
ACH-000019,-0.17811481946899999
ACH-000021,-0.45804647870399995
ACH-000022,-0.10502987379100001
ACH-000025,-0.396287461801
ACH-000028,-0.407052732643
ACH-000030,-0.115808530019
ACH-000035,-0.386060167145
ACH-000036,-0.545947247065
ACH-000037,0.00971246967557
ACH-000039,-0.620294785687
ACH-000040,-0.324534233717
ACH-000041,-0.41311849059699995
ACH-000042,-0.392652948086
ACH-000045,-0.185568548942
ACH-000047,-0.374058246426
ACH-000052,-0.285291247054
ACH-000053,-0.043152704868099995
ACH-000054,-0.324837115885
ACH-000055,-0.62509466555
ACH-000060,-0.26761548221000003
ACH-000067,-0.268680730907
ACH-000070,-0.6797848048649999
ACH-000075,-0.7629208874869999
ACH-000078,-0.478480264596
ACH-000082,-1.4399183241799998
ACH-000085,-0.380056938931
ACH-000086,-0.565573651859
ACH-000087,-0.661569251369
ACH-000092,-0.320512699234
ACH-000095,-0.239887312891
ACH-000097,-0.11430158021299999
ACH-000098,-1.3322548155
ACH-000099,-0.72212183558
ACH-000108,-0.0838041439041
ACH-000113,-0.21031214461699999
ACH-000115,-0.261493833544
ACH-000116,-0.1779204015
ACH-000118,-0.19244867964200002
ACH-000120,-0.35591084723300004
ACH-000123,-0.594479667102
ACH-000127,-0.15829137608
ACH-000128,-0.548896069304
ACH-000132,-0.637922617786
ACH-000133,-0.347045570277
ACH-000137,-0.0978550875584
ACH-000138,-0.371705039774
ACH-000142,-0.67823013391
ACH-000143,-0.5057386352359999
ACH-000146,-0.19553182549800002
ACH-000148,-0.65058828936
ACH-000150,-0.630345644839
ACH-000152,-0.5412177147330001
ACH-000153,-0.38145709063199995
ACH-000159,-0.244896083497
ACH-000160,-0.45054717765
ACH-000163,-0.647416349089
ACH-000167,-0.404669424565
ACH-000168,-0.273949732766
ACH-000169,-0.229566437861
ACH-000178,-0.18297355275
ACH-000182,-0.32812750355500003
ACH-000183,-0.439314753904
ACH-000188,-0.398938259309
ACH-000189,-0.128105605549
ACH-000190,-0.57264592977
ACH-000198,-0.28052474833
ACH-000204,-0.663953917384
ACH-000206,-0.28646862792100003
ACH-000207,-0.8652076537890001
ACH-000211,-0.190722945062
ACH-000215,0.0859494834438
ACH-000221,-0.327842241913
ACH-000222,-0.631655534885
ACH-000223,-0.223470446868
ACH-000226,-0.120695319077
ACH-000227,-0.269505556201
ACH-000228,-0.491309727266
ACH-000231,-0.375420248947
ACH-000232,-0.565008983713
ACH-000233,-0.175327093569
ACH-000234,0.018452194701200002
ACH-000235,-0.118712406053
ACH-000237,-0.212997019775
ACH-000238,-0.7491852546879999
ACH-000243,-0.532187145897
ACH-000244,-0.262318003915
ACH-000246,-0.31482666243900004
