,KATNBL1 (79768)
ACH-000004,-0.0719354480984
ACH-000007,0.15031670026
ACH-000009,-0.0812613531922
ACH-000011,0.27814407178399997
ACH-000012,0.156018280971
ACH-000013,0.128211716212
ACH-000014,-0.00674964065991
ACH-000015,0.12196120972100001
ACH-000017,0.0327228205006
ACH-000018,0.360052740203
ACH-000019,0.163370997239
ACH-000021,0.11065046611500001
ACH-000022,-0.090945499394
ACH-000025,-0.14485976563300001
ACH-000028,0.10096024692500001
ACH-000030,0.143015824371
ACH-000035,0.18247258416700002
ACH-000036,0.0802287371421
ACH-000037,0.315873417335
ACH-000039,0.0409791571554
ACH-000040,0.190101283629
ACH-000041,0.05083205906069999
ACH-000042,0.09322592189069999
ACH-000045,0.15719890703199998
ACH-000047,0.123012133225
ACH-000052,-0.0634661481774
ACH-000053,0.12194585471
ACH-000054,0.031543668627
ACH-000055,-0.055209296502599994
ACH-000060,-0.00636377142645
ACH-000067,0.0151293422019
ACH-000070,0.18496101467700002
ACH-000075,0.11753916572100001
ACH-000078,0.09633361258749999
ACH-000082,0.191960976698
ACH-000085,0.308568811357
ACH-000086,0.021693676577499998
ACH-000087,-0.0051219107280200005
ACH-000092,-0.00729234838147
ACH-000095,-0.0185979179103
ACH-000097,0.029955450328099997
ACH-000098,0.190660174626
ACH-000099,-0.047860857467
ACH-000108,0.209409709692
ACH-000113,-0.0402450865234
ACH-000115,0.330582178794
ACH-000116,0.054300081710900006
ACH-000118,0.102634724291
ACH-000120,0.00035548836929800005
ACH-000123,0.0355935163385
ACH-000127,0.0416407278175
ACH-000128,0.058587939608500006
ACH-000132,-0.0569934747986
ACH-000133,0.050893883457199994
ACH-000137,0.233971598644
ACH-000138,0.109086391457
ACH-000142,0.0756501711109
ACH-000143,0.0485274679706
ACH-000146,0.0889055588173
ACH-000148,0.152848216173
ACH-000150,0.08573314596750001
ACH-000152,0.138468142537
ACH-000153,-0.109017331286
ACH-000159,0.0527135222603
ACH-000160,0.0138999081134
