,UTP20 (27340)
ACH-000004,-1.5288841228499999
ACH-000007,-1.24664213605
ACH-000009,-1.38563783683
ACH-000011,-1.4010447052200001
ACH-000012,-1.23465191801
ACH-000013,-1.27395933
ACH-000014,-1.5056824660600001
ACH-000015,-1.40725337894
ACH-000017,-1.0620881997299998
ACH-000018,-1.2763590678399999
ACH-000019,-1.13305269131
ACH-000021,-1.41088523389
ACH-000022,-1.36249214516
ACH-000025,-1.5378660289300001
ACH-000028,-1.24183514097
ACH-000030,-1.3107654599
ACH-000035,-1.47197360019
ACH-000036,-1.52244824028
ACH-000037,-1.42962629878
ACH-000039,-1.3794695403100001
ACH-000040,-1.3254379109
ACH-000041,-1.37875818659
ACH-000042,-1.2707120784700001
ACH-000045,-1.39406851756
ACH-000047,-1.11897994244
ACH-000052,-1.38355233784
ACH-000053,-1.40261164091
ACH-000054,-1.44530421472
ACH-000055,-1.34863859926
ACH-000060,-1.09897307409
ACH-000067,-1.3037465745399999
ACH-000070,-1.4044843679499999
ACH-000075,-1.39192574761
ACH-000078,-1.6201123478600001
ACH-000082,-1.59693635484
ACH-000085,-1.54581118451
ACH-000086,-1.1737446384899999
ACH-000087,-1.18337882243
ACH-000092,-1.3087946204
ACH-000095,-1.57301103099
ACH-000097,-1.31331933931
ACH-000098,-1.37649014688
ACH-000099,-1.3006553014
ACH-000108,-1.2531480240600001
ACH-000113,-1.20563697945
ACH-000115,-1.36557629956
ACH-000116,-1.3189368559799999
ACH-000118,-1.4332666552000002
ACH-000120,-1.33195137908
ACH-000123,-1.3922142563600002
ACH-000127,-1.14768573411
ACH-000128,-1.4493325303400002
ACH-000132,-1.10828910752
ACH-000133,-1.45272492947
ACH-000137,-1.3962536139300001
ACH-000138,-1.23859567103
ACH-000142,-1.4290706340600001
ACH-000143,-1.35176723243
ACH-000146,-1.5570641296799999
ACH-000148,-1.39503598592
ACH-000150,-1.5751576263999998
ACH-000152,-1.2873868176899999
ACH-000153,-1.6627046045299998
ACH-000159,-1.08311427261
