,SAPCD1 (401251)
ACH-000004,-0.259252753688
ACH-000007,-0.15784408483100001
ACH-000009,-0.120635098409
ACH-000011,-0.0354121761999
ACH-000012,-0.173977058774
ACH-000013,-0.125295602585
ACH-000014,-0.207668786204
ACH-000015,-0.162382749736
ACH-000017,0.0356947505809
ACH-000018,0.0662474057694
ACH-000019,0.0107326387641
ACH-000021,-0.034443034126699995
ACH-000022,-0.10509672567
ACH-000025,0.0229557724057
ACH-000028,-0.0995454247934
ACH-000030,-0.030383709685
ACH-000035,-0.251793121513
ACH-000036,0.0648355056407
ACH-000037,0.121734782422
ACH-000039,-0.12049428545
ACH-000040,-0.0938837985224
ACH-000041,-0.344624557867
ACH-000042,0.0183379066446
ACH-000045,-0.11900760122300001
ACH-000047,-0.33238956910399997
ACH-000052,-0.306401125238
ACH-000053,-0.0547851923442
ACH-000054,0.10662198933599999
ACH-000055,-0.07262071629139999
ACH-000060,-0.037293386733
ACH-000067,-0.0972629959791
ACH-000070,-0.0129652051524
ACH-000075,-0.21179438695099997
ACH-000078,0.0852590021526
ACH-000082,-0.116360963813
ACH-000085,-0.08513072336279999
ACH-000086,-0.103136157758
ACH-000087,0.00487662576116
ACH-000092,0.0722416324823
ACH-000095,-0.22066091781599997
ACH-000097,-0.012274360408299998
ACH-000098,-0.0811666357066
ACH-000099,-0.031148380447200003
ACH-000108,0.042910209068800005
ACH-000113,0.14139700903400002
ACH-000115,-0.234939029758
ACH-000116,0.07938034391410001
ACH-000118,0.0973550818134
ACH-000120,-0.01177463172
ACH-000123,-0.0821204809133
ACH-000127,-0.08929888891110001
ACH-000128,-0.223906252101
ACH-000132,-0.0871265971996
ACH-000133,0.0213133280278
ACH-000137,0.161648691665
ACH-000138,0.051095486694
ACH-000142,-0.041485807229400005
ACH-000143,-0.0558691293613
ACH-000146,-0.0417631544541
ACH-000148,-0.0319992178651
ACH-000150,-0.145074103609
ACH-000152,-0.0850328226999
ACH-000153,-0.438708705969
ACH-000159,-0.150445419565
ACH-000160,-0.0139372957812
ACH-000163,0.004264998106699999
ACH-000167,0.0311480140367
ACH-000168,-0.0023216696311100004
ACH-000169,-0.057105729164
ACH-000178,0.0362161446901
ACH-000182,-0.0148660069972
ACH-000183,-0.323386290129
ACH-000188,-0.173860365194
ACH-000189,-0.00462958267812
ACH-000190,-0.11758927484899999
ACH-000198,0.00657222929991
ACH-000204,0.0554330506324
ACH-000206,0.0985174979133
ACH-000207,-0.285599257535
ACH-000211,-0.151978976628
ACH-000215,0.0100182483014
ACH-000221,-0.09173049493180001
ACH-000222,0.0955765897559
ACH-000223,-0.0071953934834799995
ACH-000226,0.07217844495180001
ACH-000227,-0.0425412565673
ACH-000228,-0.09205511341
ACH-000231,-0.07254130855980001
ACH-000232,0.00236561914735
ACH-000233,0.0627227527919
ACH-000234,-0.17961322517
ACH-000235,-0.0619981947833
ACH-000237,0.00829841378776
ACH-000238,0.10304945246
ACH-000243,-0.046881271544099996
ACH-000244,-0.270166860868
ACH-000246,-0.0146557663421
ACH-000248,-0.055715348957400004
ACH-000250,-0.0986468741147
ACH-000251,-0.34604162225699997
ACH-000253,-0.118160996851
ACH-000255,0.016004058692299997
ACH-000256,-0.40033018947800003
ACH-000257,-0.356960646958
ACH-000258,0.208136915294
ACH-000259,0.005682375494319999
ACH-000260,-0.0708079796705
ACH-000261,-0.0271096786413
ACH-000262,-0.12822618082599999
ACH-000263,-0.0735071425664
