,CRYL1 (51084)
ACH-000004,0.123054196246
ACH-000007,0.029153767588299996
ACH-000009,0.17364573548300002
ACH-000011,0.114562747716
ACH-000012,0.154537721868
ACH-000013,0.0667913987947
ACH-000014,0.21701227376600002
ACH-000015,0.0554668438467
ACH-000017,0.0115283833044
ACH-000018,-0.116014676444
ACH-000019,-0.0188569779244
ACH-000021,0.0157557003818
ACH-000022,0.0151779418808
ACH-000025,0.0837276365218
ACH-000028,0.108835352082
ACH-000030,-0.0485072326469
ACH-000035,-0.0572775571268
ACH-000036,-0.00413685096234
ACH-000037,0.0172873722847
ACH-000039,0.112737619423
ACH-000040,0.0653355849576
ACH-000041,0.0151568567785
ACH-000042,-0.0478472731133
ACH-000045,-0.058574869993
ACH-000047,0.0376387421209
ACH-000052,-0.0594578676293
ACH-000053,-0.0120250635535
ACH-000054,-0.05414795419290001
ACH-000055,-0.0049427313601199995
ACH-000060,0.108772660466
ACH-000067,-0.216535859466
ACH-000070,-0.036283264763099995
ACH-000075,-0.0513126822743
ACH-000078,-0.0639215695916
ACH-000082,0.11308342148900001
ACH-000085,-0.0336316307935
ACH-000086,-0.111746020891
ACH-000087,0.059860096559300004
ACH-000092,0.0685343573068
ACH-000095,-0.00840007788907
ACH-000097,-0.099815948148
ACH-000098,0.137764087744
ACH-000099,-0.0174523148
ACH-000108,0.00838770857296
ACH-000113,-0.0282552275593
ACH-000115,-0.08955913522389998
ACH-000116,-0.031298772896
ACH-000118,0.0570918425543
ACH-000120,0.0179217005752
ACH-000123,-0.08963223719039999
ACH-000127,-0.0331090441506
ACH-000128,0.0971997407391
ACH-000132,-0.10102451417700001
ACH-000133,0.0442533338234
ACH-000137,0.192511831877
ACH-000138,0.129281483818
ACH-000142,0.010851265031600001
ACH-000143,0.0301017537673
ACH-000146,-0.054015901294
ACH-000148,-0.0873433276931
ACH-000150,0.06296221690930001
ACH-000152,-0.118606381674
ACH-000153,0.08483998536630001
ACH-000159,-0.172588651727
ACH-000160,0.06932028634080001
ACH-000163,0.05894642366359999
ACH-000167,-0.252340621763
ACH-000168,0.0616558061802
ACH-000169,-0.036637905671599996
ACH-000178,0.168692630764
ACH-000182,-0.06859951684150001
ACH-000183,-0.014741608405500001
ACH-000188,-0.021483562442099997
ACH-000189,0.156700774284
ACH-000190,0.17748758688299998
ACH-000198,0.139596111151
ACH-000204,0.0720719389139
ACH-000206,0.06699807278030001
ACH-000207,-0.142818000173
ACH-000211,-0.0077523711578
ACH-000215,0.0454728589676
ACH-000221,0.0402061423129
ACH-000222,0.11803414469799998
ACH-000223,-0.022472050101099997
ACH-000226,-0.14539625491
ACH-000227,0.013937277388500001
ACH-000228,0.04402371380199999
ACH-000231,0.0519845444391
ACH-000232,0.194945254008
ACH-000233,0.0148560546104
ACH-000234,0.17999309474
ACH-000235,0.12466759251800001
ACH-000237,0.00564201875322
ACH-000238,-0.0827297077708
ACH-000243,0.131229182684
ACH-000244,0.157635339056
