,TMEM38A (79041)
ACH-000004,-0.329930304423
ACH-000007,-0.10594953185900001
ACH-000009,-0.21638211371399999
ACH-000011,-0.28307186398699996
ACH-000012,-0.284785667236
ACH-000013,-0.282531392176
ACH-000014,-0.31497380688
ACH-000015,-0.308329456527
ACH-000017,-0.205535655367
ACH-000018,-0.524519607385
ACH-000019,-0.657946488287
ACH-000021,-0.267951577228
ACH-000022,-0.303627157847
ACH-000025,-0.17359265547699998
ACH-000028,-0.34831582384599996
ACH-000030,-0.339866449498
ACH-000035,-0.34812082763700003
ACH-000036,-0.107245274965
ACH-000037,-0.0416658880322
ACH-000039,-0.161356163397
ACH-000040,-0.35688929053999996
ACH-000041,-0.186545371186
ACH-000042,-0.24673765046
ACH-000045,-0.329683446682
ACH-000047,-0.36564427600999994
ACH-000052,-0.21937125657499998
ACH-000053,-0.305104572206
ACH-000054,-0.40609670091600003
ACH-000055,0.10835682608899999
ACH-000060,-0.11310643575099999
ACH-000067,-0.346900597632
ACH-000070,-0.281689258695
ACH-000075,-0.093358986938
ACH-000078,-0.26474327703
ACH-000082,-0.08613924899839999
ACH-000085,-0.325485355529
ACH-000086,-0.42258796843
ACH-000087,-0.109204242557
ACH-000092,-0.272657537225
ACH-000095,-0.363391619023
ACH-000097,-0.24931314565499998
ACH-000098,-0.438464087151
ACH-000099,-0.27743168982599997
ACH-000108,-0.164904946808
ACH-000113,-0.222270004007
ACH-000115,-0.144212487977
ACH-000116,-0.33555813697
ACH-000118,-0.249758898815
ACH-000120,-0.33410678589299997
ACH-000123,-0.38686209602300003
ACH-000127,-0.310163339842
ACH-000128,-0.335513726256
ACH-000132,-0.17852724165
ACH-000133,-0.10000812313400001
ACH-000137,-0.108559975894
ACH-000138,-0.374996812795
ACH-000142,-0.322083850816
ACH-000143,-0.246788300218
ACH-000146,-0.23214616494000004
ACH-000148,-0.231593627234
ACH-000150,-0.236740915218
ACH-000152,-0.26310373603
ACH-000153,-0.0433465850882
ACH-000159,-0.240162262437
ACH-000160,-0.327650480454
ACH-000163,-0.507199071813
ACH-000167,-0.288702460378
ACH-000168,-0.33590124491400003
ACH-000169,-0.0829314386244
ACH-000178,-0.195056546547
ACH-000182,-0.255032694659
ACH-000183,-0.34773130387900003
ACH-000188,-0.282613971541
ACH-000189,-0.188651783367
ACH-000190,-0.244000117262
ACH-000198,-0.183286948378
ACH-000204,-0.5397677177619999
ACH-000206,-0.23396317209800002
ACH-000207,-0.222707993956
ACH-000211,-0.32105416133000003
ACH-000215,-0.197870642221
ACH-000221,-0.328076301646
ACH-000222,0.00810752641114
ACH-000223,-0.317475578957
ACH-000226,-0.356036697741
ACH-000227,-0.17763683240800002
ACH-000228,-0.49175900176200005
ACH-000231,-0.167161593311
ACH-000232,-0.149034524916
ACH-000233,-0.386018739206
ACH-000234,-0.480061814199
ACH-000235,-0.218928094128
ACH-000237,-0.178977442927
ACH-000238,-0.111920798175
ACH-000243,-0.338492584198
ACH-000244,-0.47072595650300003
ACH-000246,-0.284910119213
ACH-000248,-0.176160273081
ACH-000250,-0.286739775875
ACH-000251,-0.798194372778
ACH-000253,-0.257555280206
ACH-000255,-0.380172977011
ACH-000256,-0.12998610454600001
ACH-000257,-0.12127678432
ACH-000258,-0.0451660746626
ACH-000259,-0.24220481290399998
ACH-000260,-0.26546329379
ACH-000261,-0.312259651653
ACH-000262,-0.258517225868
ACH-000263,-0.13116476095000001
ACH-000264,-0.16860625282000002
ACH-000265,-0.189884358664
ACH-000266,-0.17013759510600002
ACH-000272,-0.147317611087
ACH-000273,-0.36503282575400003
ACH-000274,-0.24603047713000004
ACH-000277,-0.14752533835
ACH-000278,-0.37330420718400004
ACH-000279,-0.040540583658800006
ACH-000280,-0.136088162656
ACH-000281,-0.258373849457
ACH-000288,-0.142473350891
ACH-000291,-0.366604402065
ACH-000293,-0.23156279739
ACH-000294,-0.42119627224600004
ACH-000295,-0.103587887284
ACH-000296,-0.625201074632
ACH-000302,-0.43733661347400005
ACH-000304,0.187070611026
ACH-000307,-0.24561734924000003
ACH-000308,-0.234264367194
ACH-000310,-0.216256960667
ACH-000311,-0.152847619891
ACH-000312,-0.278846977009
ACH-000315,-0.50639933989
ACH-000316,-0.0698732900958
ACH-000317,-0.060325031591800006
ACH-000318,-0.362995622367
ACH-000319,-0.359021234715
ACH-000320,-0.0768736331024
ACH-000322,-0.08680149696039999
ACH-000323,-0.236448331112
ACH-000324,-0.179203435774
ACH-000329,-0.322551505384
ACH-000330,0.014969270650500001
ACH-000331,-0.22128865286600002
ACH-000332,-0.28524538195099997
ACH-000334,-0.581259579171
ACH-000335,-0.130174680124
ACH-000336,-0.659536368118
ACH-000337,-0.381072996713
ACH-000339,-0.177248343115
ACH-000341,-0.401937018409
ACH-000348,-0.0925846330008
ACH-000350,-0.153964137937
ACH-000352,-0.139497533555
ACH-000356,-0.24136351219000002
ACH-000361,-0.653174120196
ACH-000362,-0.34137785706999996
ACH-000363,-0.27157390947099996
ACH-000364,-0.329797462773
ACH-000365,-0.0834420502887
ACH-000366,-0.213056592087
ACH-000368,-0.213795869336
ACH-000374,-0.336038091526
ACH-000375,-0.138172908793
ACH-000376,-0.166850969155
ACH-000381,-0.338862318869
ACH-000383,-0.169636070467
ACH-000387,-0.324111865834
ACH-000389,-0.0522840240216
ACH-000390,-0.292548928198
ACH-000393,-0.340466435453
ACH-000395,-0.584191235909
ACH-000397,-0.220984903514
ACH-000401,0.23257269136
ACH-000402,-0.119795679378
ACH-000403,-0.210318920636
ACH-000404,0.179276028359
ACH-000406,-0.246592005559
ACH-000407,-0.211881080052
ACH-000408,-0.115663762111
ACH-000410,-0.311746036472
ACH-000411,-0.19168784441300002
ACH-000414,-0.055784346741
ACH-000415,-0.229783947496
ACH-000416,-0.318689835175
ACH-000420,-0.25441769505199996
ACH-000421,-0.230372526504
ACH-000424,-0.293950274051
ACH-000425,-0.202742837948
ACH-000426,-0.22441493472
ACH-000427,-0.23131171781999998
ACH-000433,-0.47449139985600003
ACH-000436,-0.320990764272
ACH-000444,-0.129987874513
ACH-000445,-0.540578539158
ACH-000448,-0.340013286596
ACH-000450,-0.35099953126199995
ACH-000452,-0.38687695609
ACH-000454,-0.434251891863
ACH-000458,-0.148468465017
ACH-000459,-0.40904819951099997
ACH-000460,-0.319717410739
ACH-000461,-0.317871261631
ACH-000463,-0.273411629563
ACH-000464,-0.29056069673900004
ACH-000466,-0.304147014795
ACH-000467,-0.148951667239
ACH-000468,-0.422783816889
ACH-000469,-0.197080201815
ACH-000470,-0.293788173887
ACH-000471,-0.331299299452
ACH-000472,-0.328322863169
ACH-000473,-0.29064231216499997
ACH-000475,-0.296863673491
ACH-000476,-0.1656621485
ACH-000477,-0.285819793873
ACH-000480,-0.36172590151
ACH-000481,-0.212363221818
