,CRMP1 (1400)
ACH-000004,-0.132654817319
ACH-000007,-0.129983518199
ACH-000009,-0.335021439054
ACH-000011,-0.0615773572086
ACH-000012,-0.015051545583600001
ACH-000013,0.0737227685069
ACH-000014,0.008382621581380001
ACH-000015,-0.159961385501
ACH-000017,-0.144489647651
ACH-000018,-0.121958583665
ACH-000019,-0.030051027300299998
ACH-000021,-0.11922339964999999
ACH-000022,-0.43210221417800004
ACH-000025,-0.0376583954167
ACH-000028,0.0426407543897
ACH-000030,-0.163581232977
ACH-000035,0.0796923553535
ACH-000036,-0.14982607122000002
ACH-000037,-0.143500589864
ACH-000039,-0.054239930800900005
ACH-000040,-0.143735796725
ACH-000041,-0.17769462661600002
ACH-000042,-0.20208266787300003
ACH-000045,-0.240797550387
ACH-000047,-0.0289327644312
ACH-000052,-0.505819006909
ACH-000053,-0.0659366900093
ACH-000054,0.110209745077
ACH-000055,0.113638618204
ACH-000060,-0.117925838741
ACH-000067,-0.0955375776312
ACH-000070,0.046738268575
ACH-000075,0.278456863294
ACH-000078,-0.199446980358
ACH-000082,-0.148898586676
ACH-000085,-0.0910001768754
ACH-000086,-0.195885585871
ACH-000087,-0.131397605296
ACH-000092,0.00233068583352
ACH-000095,-0.07267809143069999
ACH-000097,-0.127328328973
ACH-000098,-0.12055228535599999
ACH-000099,-0.24291940959000002
ACH-000108,-0.166381894235
ACH-000113,-0.185582265095
ACH-000115,-0.042204106312800006
ACH-000116,-0.0879305351182
ACH-000118,-0.129313668101
ACH-000120,-0.196252406233
ACH-000123,-0.296456469699
ACH-000127,-0.11949116632300001
ACH-000128,-0.17537472015500002
ACH-000132,-0.188241188939
ACH-000133,-0.167633949957
ACH-000137,-0.287625877596
ACH-000138,-0.23448505569000003
ACH-000142,-0.111764284485
ACH-000143,-0.15013248916400002
ACH-000146,-0.0726846333682
ACH-000148,-0.22997071559
ACH-000150,-0.0111730173933
ACH-000152,-0.114908813227
ACH-000153,0.168341624584
ACH-000159,-0.17605417458500003
ACH-000160,-0.145667441975
ACH-000163,-0.140478219707
ACH-000167,-0.11295479016799999
ACH-000168,-0.122873629881
ACH-000169,-0.0534796858373
ACH-000178,-0.103316090468
ACH-000182,-0.06971536908260001
ACH-000183,-0.08919654834480001
ACH-000188,-0.22063698315900002
ACH-000189,0.117162282437
ACH-000190,-0.0194169515298
ACH-000198,-0.194772221223
ACH-000204,-0.0915144026561
ACH-000206,0.00762398217513
ACH-000207,-0.125111836975
ACH-000211,-0.128347732084
ACH-000215,-0.113596427009
ACH-000221,-0.023149953969700002
ACH-000222,-0.155166712299
ACH-000223,-0.17152697781100001
ACH-000226,0.10092736965
ACH-000227,-0.242989026528
ACH-000228,-0.329884087547
ACH-000231,-0.20272611059700002
ACH-000232,-0.09843995941360001
ACH-000233,-0.300446313931
ACH-000234,-0.227676165711
ACH-000235,-0.0948661783624
ACH-000237,-0.132268132391
ACH-000238,-0.0986093667731
ACH-000243,-0.21274953280099998
ACH-000244,-0.29535381019900003
ACH-000246,-0.133286526264
ACH-000248,-0.09712571801200001
ACH-000250,-0.09907950998060001
ACH-000251,0.08317736321460001
ACH-000253,-0.128273026018
ACH-000255,0.021704547456
ACH-000256,-0.0982498356357
ACH-000257,0.08441612818739999
ACH-000258,-0.27861190986900003
ACH-000259,-0.0835263935862
ACH-000260,-0.18021068789500003
ACH-000261,-0.115150386875
ACH-000262,-0.202535604834
ACH-000263,-0.23951623630600002
ACH-000264,-0.08842681510610001
ACH-000265,-0.125569109604
ACH-000266,-0.10741115433000001
ACH-000272,-0.212134334787
ACH-000273,-0.0821835839587
ACH-000274,-0.188738857134
ACH-000277,0.099689239234
ACH-000278,-0.10590036794299999
ACH-000279,-0.325415612099
ACH-000280,-0.058407097173100005
ACH-000281,-0.283748716458
ACH-000288,-0.0650397996239
ACH-000291,-0.191282253458
ACH-000293,0.126384377242
ACH-000294,-0.38445344001299997
ACH-000295,-0.00877310538773
ACH-000296,0.00150084480873
ACH-000302,-0.11612002404999999
ACH-000304,-0.209423495275
ACH-000307,0.00772798089056
ACH-000308,-0.19603439301699999
ACH-000310,-0.0285580321675
ACH-000311,-0.0355072921595
ACH-000312,-0.131329587402
ACH-000315,-0.144368344949
ACH-000316,-0.0025346300113000004
ACH-000317,-0.0683864341094
ACH-000318,-0.153791527917
ACH-000319,-0.06913527097950001
ACH-000320,0.00681977605212
ACH-000322,-0.0231807064025
ACH-000323,-0.22754172694000002
ACH-000324,-0.10757312952400001
ACH-000329,-0.222638366629
ACH-000330,-0.295664975196
ACH-000331,-0.09809888593910002
ACH-000332,-0.118763854057
ACH-000334,0.0373616944012
ACH-000335,-0.0608831785949
ACH-000336,-0.40465024161700003
ACH-000337,-0.0514552868427
ACH-000339,-0.0463628830869
ACH-000341,-0.0179224937667
ACH-000348,-0.0866444280644
ACH-000350,-0.305015850804
ACH-000352,-0.189325568085
ACH-000356,-0.0197572898422
ACH-000361,-0.276836196573
ACH-000362,-0.0594745526623
ACH-000363,0.0296704395229
ACH-000364,-0.111958709607
ACH-000365,-0.148580784232
ACH-000366,-0.135227017712
ACH-000368,-0.219935412803
ACH-000374,-0.0555418172006
ACH-000375,-0.176343254372
ACH-000376,-0.06150042250440001
ACH-000381,-0.0366984069396
ACH-000383,-0.0853221104782
ACH-000387,-0.078181148274
ACH-000389,-0.222675129896
ACH-000390,-0.17698657296300002
ACH-000393,-0.199955659623
ACH-000395,-0.28616967613600003
ACH-000397,-0.170303921241
ACH-000401,-0.164164428831
ACH-000402,-0.181858938297
ACH-000403,-0.09333203345730001
ACH-000404,-0.084235232513
ACH-000406,-0.14719246775
ACH-000407,-0.136728959677
ACH-000408,-0.0111778465945
ACH-000410,-0.226990239468
ACH-000411,-0.107922363314
ACH-000414,-0.23039244964299999
ACH-000415,-0.143947920922
ACH-000416,-0.144560119749
ACH-000420,-0.06014925183519999
ACH-000421,-0.11776059854
ACH-000424,-0.09262565572180001
ACH-000425,-0.154203642633
ACH-000426,-0.22845327943500002
ACH-000427,-0.032124913135700005
ACH-000433,-0.14353134430700001
ACH-000436,-0.198588612573
ACH-000444,-0.167249188697
ACH-000445,-0.031150810913999998
ACH-000448,-0.188688202764
ACH-000450,-0.137045821924
