,MCRS1 (10445)
ACH-000004,-0.40304566499399996
ACH-000007,-0.757032026429
ACH-000009,-0.39782165097499994
ACH-000011,-0.507653873465
ACH-000012,-0.476657390198
ACH-000013,-0.613418892506
ACH-000014,-0.517476876868
ACH-000015,-0.411331547748
ACH-000017,-0.41195808062899997
ACH-000018,-0.376571156154
ACH-000019,-0.593771699464
ACH-000021,-0.350422487222
ACH-000022,-0.6915360142479999
ACH-000025,-0.7066542616150001
ACH-000028,-0.495782067306
ACH-000030,-0.5566553332949999
ACH-000035,-0.568587170941
ACH-000036,-0.840241509311
ACH-000037,-0.415372479503
ACH-000039,-0.367899808772
ACH-000040,-0.6895985032520001
ACH-000041,-0.31498554847800003
ACH-000042,-0.531154702347
ACH-000045,-0.568799975547
ACH-000047,-0.44659823081999994
ACH-000052,-0.579982912948
ACH-000053,-0.564720044643
ACH-000054,-0.353884546337
ACH-000055,-0.625679783974
ACH-000060,-0.7322582628550001
ACH-000067,-0.153578084083
ACH-000070,-0.8515397499709999
ACH-000075,-0.395955134799
ACH-000078,-0.458423605547
ACH-000082,-0.5103280302409999
ACH-000085,-0.38391975871899997
ACH-000086,-0.42523759962499996
ACH-000087,-0.247645583939
ACH-000092,-0.5314528085469999
ACH-000095,-0.478379128844
ACH-000097,-0.680488434598
ACH-000098,-0.43197466383999994
ACH-000099,-0.40061969597900005
ACH-000108,-0.33510969953200004
ACH-000113,-0.452862926848
ACH-000115,-0.7945879957940001
ACH-000116,-0.583072217462
ACH-000118,-0.7121563022390001
ACH-000120,-0.464222663564
ACH-000123,-0.554533781282
ACH-000127,-0.32408259786800003
ACH-000128,-0.460214441381
ACH-000132,-0.25080591987
ACH-000133,-0.47688949258999996
ACH-000137,-0.538466285435
ACH-000138,-0.417972418643
ACH-000142,-0.576209324401
ACH-000143,-0.43250083476
ACH-000146,-0.794602913121
ACH-000148,-0.331343408864
ACH-000150,-0.49885827605300004
ACH-000152,-0.47829612407300004
ACH-000153,-0.753650213586
ACH-000159,-0.25560640618
ACH-000160,-0.219599983409
ACH-000163,-0.438100908229
ACH-000167,0.10465001546599999
ACH-000168,-0.695874745839
ACH-000169,-0.691721176874
ACH-000178,-0.328319309626
ACH-000182,-0.566923943148
ACH-000183,-0.616097802088
ACH-000188,-0.32365460209
ACH-000189,-0.452617347035
ACH-000190,-0.232916619386
ACH-000198,-0.530486064396
ACH-000204,-0.540030600441
ACH-000206,-0.62206680702
ACH-000207,-0.432746780484
ACH-000211,-0.413285544638
ACH-000215,-0.541535960122
ACH-000221,-0.401689703352
ACH-000222,-0.548684836035
ACH-000223,-0.454092808885
ACH-000226,-0.548321110242
ACH-000227,-0.533536306312
ACH-000228,-0.699085728704
ACH-000231,-0.7795611771430001
ACH-000232,-0.595592270117
ACH-000233,-0.5149895808680001
ACH-000234,-0.5373344458739999
ACH-000235,-0.413814042162
ACH-000237,-0.442254706201
ACH-000238,-0.46969959036799996
ACH-000243,-0.498030523346
ACH-000244,-0.649389239595
ACH-000246,-0.39083524020300003
ACH-000248,-0.382283699371
ACH-000250,-0.604852647113
ACH-000251,-0.128222933746
ACH-000253,-0.513017812411
ACH-000255,-0.517872477492
ACH-000256,-0.401417458701
ACH-000257,-0.412805798176
ACH-000258,-0.8504010624639999
ACH-000259,-0.492351516065
ACH-000260,-0.513380794274
ACH-000261,-0.606317407669
ACH-000262,-0.364763639631
ACH-000263,-0.115437550667
ACH-000264,-0.569729652377
ACH-000265,-0.37489347474699997
ACH-000266,-0.678763463011
ACH-000272,-0.313146112067
ACH-000273,-0.26091950235100003
ACH-000274,-0.482379423679
ACH-000277,-0.5460802254680001
ACH-000278,-0.520323787228
ACH-000279,-0.364644365455
ACH-000280,-0.640797122491
ACH-000281,-0.730921322097
ACH-000288,-0.537233586991
ACH-000291,-0.506627711603
ACH-000293,-0.565462037597
ACH-000294,-0.409332248981
ACH-000295,-0.583262043499
ACH-000296,-0.305418116898
ACH-000302,-0.50209917502
ACH-000304,-0.07968935355769999
ACH-000307,-0.354261122552
ACH-000308,-0.408697962513
ACH-000310,-0.240895697768
ACH-000311,-0.620050233796
ACH-000312,-0.49178760378200004
ACH-000315,-0.537087199758
ACH-000316,-0.314086153165
ACH-000317,-0.315473458462
ACH-000318,-0.38942433916999997
ACH-000319,-0.384623689608
ACH-000320,-0.219336161688
ACH-000322,-0.63591637705
ACH-000323,-0.32084528181099997
ACH-000324,-0.439802035335
ACH-000329,-0.584062564989
ACH-000330,-0.6268116200899999
ACH-000331,-0.638998498039
ACH-000332,-0.612029657466
ACH-000334,-0.473144004509
ACH-000335,-0.168270843838
ACH-000336,-0.512893793861
ACH-000337,-0.708749352988
ACH-000339,-0.53632490628
ACH-000341,-0.34130252142300005
ACH-000348,-0.541846156804
ACH-000350,-0.540960020105
ACH-000352,-0.775057155638
ACH-000356,-0.86079741287
ACH-000361,-0.461866497542
ACH-000362,-0.501096842023
ACH-000363,-0.557342916933
ACH-000364,-0.418203602198
ACH-000365,-0.366445071013
ACH-000366,-0.428434235744
ACH-000368,-0.525450416255
ACH-000374,-0.547070329055
ACH-000375,-0.630337823326
ACH-000376,-0.41574972061899995
ACH-000381,-0.147312503083
ACH-000383,-0.26906073649900003
ACH-000387,-0.47294791776100004
ACH-000389,-0.608481140267
ACH-000390,-0.584829436398
ACH-000393,-0.6103695732509999
ACH-000395,-0.406865059677
ACH-000397,-0.530730735933
ACH-000401,-0.428591456752
ACH-000402,-0.459315760805
ACH-000403,-0.52675858047
ACH-000404,-0.588735747711
ACH-000406,-0.592385737958
ACH-000407,-0.36716824828100003
ACH-000408,-0.358560463344
ACH-000410,-0.597346758045
ACH-000411,-0.45008019282
ACH-000414,-0.455171081241
ACH-000415,-0.49055163318899997
ACH-000416,-0.494948222338
ACH-000420,-0.806647396893
ACH-000421,-0.421866533501
ACH-000424,-0.456506991971
ACH-000425,-0.273752020223
ACH-000426,-0.678130341549
ACH-000427,-0.728192114889
ACH-000433,-0.604555777496
ACH-000436,-0.6247943505219999
ACH-000444,-0.309080535741
ACH-000445,-0.35829673220299996
ACH-000448,-0.597514813121
ACH-000450,-0.577688436881
ACH-000452,-0.509820510589
ACH-000454,-0.530625803553
ACH-000458,-0.5222069152350001
ACH-000459,-0.486296293053
ACH-000460,-0.553097386052
ACH-000461,-0.7426627787469999
ACH-000463,-0.370183891403
ACH-000464,-0.6258287568909999
ACH-000466,-0.6767047027580001
ACH-000467,-0.352400733615
ACH-000468,-0.43298966854599996
ACH-000469,-0.35219923069200004
ACH-000470,-0.376259735074
ACH-000471,-0.33879394011999997
ACH-000472,-0.360232195922
ACH-000473,-0.540478017879
ACH-000475,-0.568835806603
ACH-000476,-0.718873337818
ACH-000477,-0.100260224584
ACH-000480,-0.56013432303
ACH-000481,-0.8018697040270001
ACH-000483,-0.506222200509
ACH-000484,-0.891491562872
ACH-000485,-0.395453534987
ACH-000486,-0.52351101043
ACH-000487,-0.277868530451
ACH-000488,-0.384498525677
ACH-000490,-0.530059534178
ACH-000491,-0.465832743298
ACH-000495,-0.0336864502444
ACH-000496,-0.354377582408
ACH-000499,-0.613602665629
ACH-000500,-0.53061364112
ACH-000502,-0.29087488068000006
ACH-000503,-0.4632132628
ACH-000505,-0.476561125635
ACH-000507,-0.526764998812
ACH-000510,-0.09376606319910001
ACH-000511,-0.597127665534
ACH-000512,-0.827815429262
ACH-000516,-0.646964726814
ACH-000517,-0.498603960689
ACH-000518,-0.391586718176
ACH-000520,-0.572437364733
ACH-000521,-0.455490263869
ACH-000522,-0.316919690592
ACH-000524,-0.865518029864
ACH-000527,-0.472539211243
ACH-000528,-0.485792744468
ACH-000537,-0.386792079952
ACH-000541,-0.804098339742
ACH-000542,-0.31064877099
ACH-000544,-0.41716662490199996
ACH-000545,-0.510400477077
ACH-000547,-0.792117842048
ACH-000548,-0.590148378781
ACH-000549,-0.593855860739
ACH-000550,-0.7940563399789999
ACH-000552,-0.47260869829999996
ACH-000556,-0.5832050212650001
ACH-000557,-0.468791795619
ACH-000570,-0.478882870932
ACH-000571,-0.607814076727
ACH-000573,-0.481062838584
ACH-000576,-0.620747282033
ACH-000580,-0.49729302490099997
ACH-000584,-0.493754915676
ACH-000585,-0.34624306572700003
ACH-000588,-0.33520646290100004
ACH-000589,-0.450856111276
ACH-000591,-0.559906214575
ACH-000593,-0.4620193046600001
ACH-000600,-0.557120252036
ACH-000601,-0.600258018316
ACH-000604,-0.641489871007
ACH-000605,-0.520006687716
ACH-000606,-0.582285436822
ACH-000608,-0.551888151573
ACH-000614,-0.327189153355
ACH-000616,-0.486354568714
ACH-000618,-0.608660129389
ACH-000619,-0.578620829492
ACH-000620,-0.19872267337299998
ACH-000621,-0.44876445041599994
ACH-000622,-0.750944850285
ACH-000623,-0.351114359054
ACH-000624,-0.512647838745
ACH-000627,-0.128139683534
ACH-000630,-0.575304903191
