,RASL10B (91608)
ACH-000004,-0.035163807982
ACH-000007,-0.113065520364
ACH-000009,-0.24639948996999997
ACH-000011,-0.0980808935026
ACH-000012,-0.0770347085593
ACH-000013,-0.24930512648000003
ACH-000014,-0.270306091558
ACH-000015,-0.07847427461539999
ACH-000017,-0.005635054688939999
ACH-000018,-0.341774711479
ACH-000019,-0.103350893817
ACH-000021,-0.12253493609300001
ACH-000022,-0.22726698660999997
ACH-000025,-0.163378089671
ACH-000028,-0.203249904111
ACH-000030,-0.297085449588
ACH-000035,-0.36037320107799997
ACH-000036,-0.286671626667
ACH-000037,0.24485747033000005
ACH-000039,-0.363922666938
ACH-000040,-0.38576713885200004
ACH-000041,-0.210266845887
ACH-000042,-0.147899976339
ACH-000045,-0.148018761467
ACH-000047,-0.218194047626
ACH-000052,-0.14098640625800002
ACH-000053,-0.271911160998
ACH-000054,-0.05914146316380001
ACH-000055,-0.260799119789
ACH-000060,-0.162383489633
ACH-000067,-0.20390490257599997
ACH-000070,-0.0344955811042
ACH-000075,-0.07477365635139999
ACH-000078,-0.0537420208842
ACH-000082,-0.215121829717
ACH-000085,-0.041184813171699995
ACH-000086,-0.267858125619
ACH-000087,-0.017153246326299998
ACH-000092,-0.35868710344000004
ACH-000095,-0.29903630347300003
ACH-000097,-0.132153536766
ACH-000098,-0.23169678501200003
ACH-000099,-0.101383145981
ACH-000108,-0.43618031261600004
ACH-000113,0.0393103773445
ACH-000115,-0.304071383478
ACH-000116,-0.316134354544
ACH-000118,-0.0856708344215
ACH-000120,-0.157679793825
ACH-000123,-0.0880229531144
ACH-000127,-0.239945006259
ACH-000128,-0.150618314975
ACH-000132,-0.0366103681589
ACH-000133,-0.198654866987
ACH-000137,-0.211394639543
ACH-000138,-0.132827524769
ACH-000142,-0.201555447931
ACH-000143,-0.16723278813
ACH-000146,-0.0693155467985
ACH-000148,-0.34939201817800003
ACH-000150,0.0214070496527
ACH-000152,-0.434566512672
ACH-000153,-0.061051311870099996
ACH-000159,-0.17644954807100002
ACH-000160,-0.222177084948
ACH-000163,-0.23373748210499998
ACH-000167,-0.0359438993611
ACH-000168,-0.29748497192699996
ACH-000169,-0.09570542077369999
ACH-000178,-0.22783288774500002
ACH-000182,-0.379665164141
ACH-000183,-0.127901428289
ACH-000188,-0.38066297880000005
ACH-000189,-0.486965129475
ACH-000190,-0.115916597972
ACH-000198,-0.166719018208
ACH-000204,-0.157091806471
ACH-000206,-0.252459700246
ACH-000207,-0.271096074039
ACH-000211,-0.38554431801600003
ACH-000215,-0.272648231064
ACH-000221,-0.22132388056699998
ACH-000222,-0.28411211524999996
ACH-000223,-0.22305346631499998
ACH-000226,-0.293577001312
ACH-000227,0.133331001547
ACH-000228,0.017615906732400002
ACH-000231,-0.24434434822099999
ACH-000232,-0.14463605262
ACH-000233,-0.166335380059
ACH-000234,-0.19010999939
ACH-000235,-0.321343151765
ACH-000237,-0.174467118779
ACH-000238,-0.358358999121
ACH-000243,-0.345255337605
ACH-000244,-0.454606163099
