,HLA-DPA1 (3113)
ACH-000004,-0.292450860817
ACH-000007,-0.102353739868
ACH-000009,-0.044891962297199994
ACH-000011,0.013695661505499999
ACH-000012,0.0157004795799
ACH-000013,0.0442514313772
ACH-000014,-0.0663191573726
ACH-000015,0.0138209139629
ACH-000017,-0.08195284980619999
ACH-000018,-0.0271765340098
ACH-000019,0.17942682569
ACH-000021,0.056056075091900005
ACH-000022,0.0469209427795
ACH-000025,-0.0776544676966
ACH-000028,-0.0537783137022
ACH-000030,0.022415344116199998
ACH-000035,-0.21134172098499998
ACH-000036,0.11400188649
ACH-000037,-0.024372477046699998
ACH-000039,-0.214498759424
ACH-000040,0.108670432654
ACH-000041,0.00447597151632
ACH-000042,0.0530766093028
ACH-000045,-0.0026412793825900003
ACH-000047,0.15887439731
ACH-000052,0.09718568580330002
ACH-000053,0.056800732101800006
ACH-000054,0.029365116442200002
ACH-000055,-0.010781661284700001
ACH-000060,-0.045760683167
ACH-000067,-0.10726188980799999
ACH-000070,-0.022359919175999998
ACH-000075,0.005799677370380001
ACH-000078,-0.132947036121
ACH-000082,0.0686848168514
ACH-000085,0.048952971596
ACH-000086,0.035884757133199996
ACH-000087,0.109967105785
ACH-000092,0.0240045261439
ACH-000095,0.07293748546630001
ACH-000097,0.0473057716012
ACH-000098,0.0261236307932
ACH-000099,0.0037907057315300003
ACH-000108,0.139924877696
ACH-000113,0.0699637963975
ACH-000115,-0.0713512492838
ACH-000116,0.12888991868
ACH-000118,0.11535681372500001
ACH-000120,-0.0293757117518
ACH-000123,0.0406257380624
ACH-000127,-0.0281327949596
ACH-000128,0.0792311018783
ACH-000132,0.100259354563
ACH-000133,-0.0651674602057
ACH-000137,0.20625683015500001
ACH-000138,0.133641343823
ACH-000142,0.0872242406226
ACH-000143,0.07870751909030001
ACH-000146,0.0768032366047
ACH-000148,0.265066311825
ACH-000150,0.145554908447
ACH-000152,0.0481615719546
ACH-000153,-0.0871331771632
ACH-000159,0.0161873237412
ACH-000160,0.11946943139900001
ACH-000163,0.0121848110433
ACH-000167,-0.0245269481515
ACH-000168,0.09841245148080001
ACH-000169,-0.060023742255499994
ACH-000178,0.118251445052
