,ETV3L (440695)
ACH-000004,0.24009667604200002
ACH-000007,-0.0427177837623
ACH-000009,-0.17722645173700002
ACH-000011,0.101802980078
ACH-000012,-0.0978158038067
ACH-000013,0.07357688946289999
ACH-000014,0.117881022975
ACH-000015,-0.009520245784229999
ACH-000017,0.109135794225
ACH-000018,0.131954316948
ACH-000019,0.0194213709356
ACH-000021,0.0632426003936
ACH-000022,0.06259406213190001
ACH-000025,-0.014362691979
ACH-000028,0.0437079984827
ACH-000030,0.052552215743199994
ACH-000035,0.045496396208499996
ACH-000036,0.0254067638503
ACH-000037,0.0423373128221
ACH-000039,0.0806309371498
ACH-000040,0.0439582193658
ACH-000041,0.163033639447
ACH-000042,0.126145552479
ACH-000045,0.0861123949086
ACH-000047,-0.07471697198680001
ACH-000052,-0.0783887615393
ACH-000053,0.00522821068501
ACH-000054,0.0280978624259
ACH-000055,-0.0595322816806
ACH-000060,0.17716427237100002
ACH-000067,0.108349683386
ACH-000070,0.131107746304
ACH-000075,-0.0726484949965
ACH-000078,-0.11463453455499999
ACH-000082,0.15262530565500002
ACH-000085,-0.132875605802
ACH-000086,-0.193207385949
ACH-000087,0.115335864218
ACH-000092,-0.12423103449100001
ACH-000095,0.172356421818
ACH-000097,0.0962110593839
ACH-000098,0.038053536089199994
ACH-000099,0.0796089393825
ACH-000108,-0.008934641461700001
ACH-000113,0.127966604022
ACH-000115,0.141427391604
ACH-000116,0.0398885436375
ACH-000118,-0.00242699683727
ACH-000120,0.0007284554214819999
ACH-000123,0.0130571751485
ACH-000127,0.0408297581629
ACH-000128,0.130997141279
ACH-000132,0.016272229197799998
ACH-000133,0.020099701362299997
ACH-000137,-0.0033505773849299997
ACH-000138,0.06635885761850001
ACH-000142,0.125434748426
ACH-000143,-0.15554656648
ACH-000146,0.0158401984978
ACH-000148,-0.008713911640129999
ACH-000150,0.29996889674800004
ACH-000152,0.00415330418204
ACH-000153,0.101472156125
ACH-000159,0.144008004432
ACH-000160,0.09980693988560001
ACH-000163,-0.0797692979642
ACH-000167,0.48127799485699996
ACH-000168,0.23498871495999998
ACH-000169,0.0801576839995
ACH-000178,0.0235424913575
ACH-000182,-0.09157460372069999
ACH-000183,0.11952882880799999
ACH-000188,0.0956615424148
ACH-000189,-0.12585985963500002
ACH-000190,0.0024363253700799997
ACH-000198,0.12175511756400001
ACH-000204,-0.337199375354
ACH-000206,0.046828235428
ACH-000207,0.157792327459
ACH-000211,0.0442256340256
ACH-000215,-0.0165266597968
ACH-000221,-0.09669311856139999
ACH-000222,0.262436328131
ACH-000223,0.185773081596
ACH-000226,0.059562881914099995
ACH-000227,0.24220114899599998
ACH-000228,-0.19031679261300002
ACH-000231,-0.00405516127637
ACH-000232,0.12406041238700001
ACH-000233,0.0394184819918
ACH-000234,0.16503429966299998
ACH-000235,0.014863284051700001
ACH-000237,0.151912211507
ACH-000238,0.15725943069700002
ACH-000243,0.0958845585561
ACH-000244,-0.00464744909587
ACH-000246,-0.166271039137
ACH-000248,-0.122468144384
ACH-000250,-0.0292136493475
ACH-000251,-0.16631028165
ACH-000253,-0.0379655092624
ACH-000255,0.0868042364791
ACH-000256,-0.14338613492900001
ACH-000257,0.040740331044199996
ACH-000258,0.14686019390000002
ACH-000259,0.054537062374599994
ACH-000260,0.046393247837300006
ACH-000261,0.161953739481
ACH-000262,0.12103606625999998
ACH-000263,0.227004868911
ACH-000264,-0.0297125530518
ACH-000265,0.23987492818300002
ACH-000266,0.033222795409
ACH-000272,0.026422305191099997
ACH-000273,0.0527476317992
ACH-000274,0.17550763320300003
ACH-000277,0.08128768966819999
ACH-000278,0.0696855776481
ACH-000279,0.256584155873
ACH-000280,0.123283668322
ACH-000281,-0.20182303931499998
ACH-000288,-0.0208971669058
ACH-000291,0.182723423209
ACH-000293,-0.0504443634505
ACH-000294,0.11475982533
ACH-000295,0.164081540709
ACH-000296,0.0240283435947
ACH-000302,0.15316356407099999
ACH-000304,-0.0241159982683
ACH-000307,0.0602837534628
ACH-000308,0.0247984206233
ACH-000310,0.12287338046299999
ACH-000311,-0.0105210967947
ACH-000312,0.148247055311
ACH-000315,0.163263622083
ACH-000316,0.040204000626800004
ACH-000317,0.199400124454
ACH-000318,0.027868054534400003
ACH-000319,0.138282261517
ACH-000320,0.168486981337
ACH-000322,-0.12371855349199999
ACH-000323,-0.0419896101539
ACH-000324,0.159891390186
ACH-000329,0.0275309362882
ACH-000330,0.0600259333556
