,DYNLT1 (6993)
ACH-000004,-0.177420904351
ACH-000007,-0.18716042434099997
ACH-000009,-0.449460262878
ACH-000011,-0.38729352215400004
ACH-000012,-0.22234503852899998
ACH-000013,-0.36852641651999996
ACH-000014,-0.10857890228299999
ACH-000015,-0.47975526932400003
ACH-000017,-0.40997559059199995
ACH-000018,-0.389424499732
ACH-000019,0.0251819695178
ACH-000021,-0.493239612578
ACH-000022,-0.297924623283
ACH-000025,-0.323585753575
ACH-000028,-0.311754977539
ACH-000030,-0.504374097956
ACH-000035,-0.43717507718299997
ACH-000036,-0.35178587002800005
ACH-000037,-0.00233850468843
ACH-000039,-0.500336978173
ACH-000040,-0.475029213865
ACH-000041,-0.421710849027
ACH-000042,-0.38140889759900004
ACH-000045,-0.269287667032
ACH-000047,-0.37602267443099996
ACH-000052,-0.22977409054900003
ACH-000053,-0.343970547761
ACH-000054,-0.226492767196
ACH-000055,0.0397490071452
ACH-000060,-0.48598137923699997
ACH-000067,-0.361538285709
ACH-000070,-0.228363276038
ACH-000075,-0.44839625780000003
ACH-000078,-0.35153108893
ACH-000082,-0.43654696771300006
ACH-000085,-0.249367467412
ACH-000086,-0.264226873657
ACH-000087,-0.113341974236
ACH-000092,-0.250884092283
ACH-000095,-0.23422362003199998
ACH-000097,-0.174925401796
ACH-000098,-0.345041172471
ACH-000099,-0.162781160303
ACH-000108,-0.248137254177
ACH-000113,-0.11811585765999999
ACH-000115,0.0541664683765
ACH-000116,-0.012411682128899999
ACH-000118,-0.28998877538
ACH-000120,-0.225976932596
ACH-000123,-0.237949560526
ACH-000127,-0.34818346122599997
ACH-000128,-0.20820738836
ACH-000132,-0.36999693793099997
ACH-000133,-0.389320790308
ACH-000137,-0.274318127541
ACH-000138,-0.318457947235
ACH-000142,-0.334420393366
ACH-000143,-0.318360155642
ACH-000146,-0.425618103035
ACH-000148,-0.28638758218800003
ACH-000150,-0.39389749925800005
ACH-000152,-0.303335417876
ACH-000153,-0.26332135119399996
ACH-000159,-0.249795004206
ACH-000160,-0.24663482254900002
ACH-000163,-0.263169807025
ACH-000167,0.0537387104378
ACH-000168,-0.6331214219479999
ACH-000169,-0.350494096528
ACH-000178,-0.334587778213
ACH-000182,-0.366218686518
ACH-000183,-0.0653952755232
ACH-000188,-0.22825417236099999
ACH-000189,-0.17975279186
ACH-000190,-0.17947066796500002
ACH-000198,-0.156031353948
ACH-000204,0.144166615746
ACH-000206,-0.6976869521610001
ACH-000207,-0.173262407424
ACH-000211,-0.23187562306200002
ACH-000215,-0.33779466761
ACH-000221,-0.37172159464000004
ACH-000222,-0.411602022096
ACH-000223,-0.324449817242
ACH-000226,-0.29032014510299997
ACH-000227,-0.442976451551
ACH-000228,-0.310628587254
ACH-000231,-0.149041338372
ACH-000232,-0.23054087971999998
ACH-000233,-0.202609970935
ACH-000234,0.028373659188700003
ACH-000235,-0.26535561008200004
ACH-000237,-0.514121163949
ACH-000238,-0.7144981683789999
ACH-000243,-0.191892300898
ACH-000244,-0.334746652145
ACH-000246,-0.242549478753
ACH-000248,-0.229964609635
ACH-000250,-0.304243189743
ACH-000251,-0.715578630212
ACH-000253,-0.1812832541
ACH-000255,-0.34268997953100006
ACH-000256,-0.293821384913
ACH-000257,-0.329653476778
ACH-000258,0.0307246400792
ACH-000259,-0.192362755676
ACH-000260,-0.242685552956
ACH-000261,-0.399150856592
ACH-000262,-0.441962278291
ACH-000263,-0.137034797183
ACH-000264,-0.16500710544000002
ACH-000265,-0.573279611497
ACH-000266,-0.382675830452
ACH-000272,-0.461713306162
ACH-000273,-0.5255106169129999
ACH-000274,-0.297230287702
ACH-000277,-0.26207009947500004
ACH-000278,-0.413963057929
ACH-000279,-0.350756024953
ACH-000280,-0.177516182712
ACH-000281,-0.174524288373
ACH-000288,-0.619900148411
ACH-000291,-0.16806861691599997
ACH-000293,-0.190337097634
ACH-000294,-0.66912813817
ACH-000295,-0.513384014536
ACH-000296,-0.298264834994
ACH-000302,-0.13323062821599999
ACH-000304,-0.23588785629099998
ACH-000307,-0.16111060302000002
ACH-000308,-0.388858680775
ACH-000310,-0.512402323362
ACH-000311,-0.406269965988
ACH-000312,-0.288403958603
ACH-000315,0.014745009771799999
ACH-000316,-0.448376103802
ACH-000317,0.022764919602099996
ACH-000318,-0.19695480257
ACH-000319,-0.35964144550300003
ACH-000320,-0.211889217835
ACH-000322,-0.285418600697
ACH-000323,-0.33617668351400004
ACH-000324,-0.151397967017
ACH-000329,-0.404932315995
ACH-000330,-0.0978690672222
ACH-000331,-0.324056573287
ACH-000332,-0.32086664649999996
ACH-000334,-0.199344741259
ACH-000335,-0.27777379178399997
ACH-000336,-0.126989247388
ACH-000337,-0.269679540812
ACH-000339,-0.363894516223
ACH-000341,-0.249855896219
ACH-000348,-0.228549227709
ACH-000350,-0.36043658696599995
ACH-000352,-0.024967226218699998
ACH-000356,-0.0126200285423
ACH-000361,-0.24313475517799998
ACH-000362,-0.216230564929
ACH-000363,-0.339037252765
ACH-000364,-0.446176750198
ACH-000365,-0.07552729143930001
ACH-000366,-0.461574982555
ACH-000368,-0.148437619557
