,IFNL1 (282618)
ACH-000004,0.127710055843
ACH-000007,-0.0768161077641
ACH-000009,0.08631533725479999
ACH-000011,-0.119301822357
ACH-000012,-0.0381411643566
ACH-000013,-0.431457555722
ACH-000014,-0.198768369077
ACH-000015,-0.185886307425
ACH-000017,-0.0623392178204
ACH-000018,-0.05856753041209999
ACH-000019,-0.0054594984634699995
ACH-000021,-0.09846393927660002
ACH-000022,-0.378323573009
ACH-000025,0.0684241786003
ACH-000028,-0.0443654878375
ACH-000030,-0.09420530702230001
ACH-000035,-0.018787613741400002
ACH-000036,0.00679016261821
ACH-000037,0.088636459204
ACH-000039,0.181905275398
ACH-000040,-0.113613803544
ACH-000041,-0.061817940162899994
ACH-000042,-0.025739814974799997
ACH-000045,-0.118129916532
ACH-000047,-0.102156545235
ACH-000052,-0.0825632543512
ACH-000053,0.017841875703499998
ACH-000054,0.047166081330800004
ACH-000055,0.245513589879
ACH-000060,0.138418257911
ACH-000067,-0.08835925258680001
ACH-000070,-0.07109457073310001
ACH-000075,0.00017437933169099998
ACH-000078,0.12360943686300001
ACH-000082,-0.0346899782134
ACH-000085,6.68630574315e-05
ACH-000086,-0.0558283160398
ACH-000087,0.10330192644200001
ACH-000092,-0.0694184712418
ACH-000095,-0.00398960917479
ACH-000097,-0.11387126507300001
ACH-000098,-0.244449577242
ACH-000099,0.0168151265059
ACH-000108,-0.0147369594599
ACH-000113,-0.162088867477
ACH-000115,-0.108556817455
ACH-000116,-0.0158468351287
ACH-000118,-0.0934920114044
ACH-000120,-0.11522596598099999
ACH-000123,0.03516210987
ACH-000127,-0.0958332968582
ACH-000128,-0.055149830277399996
ACH-000132,0.131928444785
ACH-000133,-0.041222493892300004
ACH-000137,-0.542816905896
ACH-000138,-0.16276934225700002
ACH-000142,-0.250987655252
ACH-000143,-0.04609777939069999
ACH-000146,-0.00851891718423
ACH-000148,0.102037567561
ACH-000150,-0.10390693021299999
ACH-000152,-0.040333093240699995
ACH-000153,-0.49274755306900003
ACH-000159,-0.0975684094986
ACH-000160,0.019876943555000002
ACH-000163,-0.195751953609
ACH-000167,-0.043087057836300006
ACH-000168,-0.0517522472189
ACH-000169,-0.160762766349
ACH-000178,-0.0103305696299
ACH-000182,-0.0203487416188
ACH-000183,-0.07590211698810001
ACH-000188,-0.0377545380203
ACH-000189,-0.309316699524
ACH-000190,-0.246551082976
ACH-000198,-0.0410932428794
ACH-000204,-0.41203767395400004
ACH-000206,-0.0441667064558
ACH-000207,0.23098831871999997
ACH-000211,0.0006238635369830001
ACH-000215,-0.0852602546568
ACH-000221,-0.232276715686
ACH-000222,-0.0378535733863
ACH-000223,0.0377902330515
ACH-000226,-0.000354445256637
ACH-000227,0.16097466809699998
ACH-000228,-0.128267734973
ACH-000231,0.09801784189030001
ACH-000232,-0.0947571746421
ACH-000233,-0.0657154084338
ACH-000234,-0.172884207057
ACH-000235,-0.142660724912
ACH-000237,-0.0724862791265
ACH-000238,-0.0550233996746
ACH-000243,-0.120867641201
ACH-000244,-0.0133228813228
ACH-000246,-0.212279741872
ACH-000248,0.012687559958
ACH-000250,0.0118347671815
ACH-000251,-0.28368397911
ACH-000253,-0.12062126477299999
ACH-000255,-0.150881266377
ACH-000256,-0.0776871361657
ACH-000257,0.0650247508599
ACH-000258,-0.160804222179
ACH-000259,-0.0430047020914
ACH-000260,-0.0385481098505
ACH-000261,-0.054304961874799995
ACH-000262,-0.123252986248
ACH-000263,-0.130895594301
ACH-000264,0.0051836725358700006
ACH-000265,-0.187158106105
ACH-000266,-0.14553451593
ACH-000272,-0.146255528478
ACH-000273,-0.015210968887100001
ACH-000274,0.022126773090400002
ACH-000277,-0.166024769836
ACH-000278,-0.0511992934793
ACH-000279,-0.00441403727191
ACH-000280,-0.0781518304076
ACH-000281,0.122787544662
ACH-000288,0.058211233574599994
ACH-000291,-0.055829160203
ACH-000293,-0.32891681422200003
ACH-000294,0.136184171885
ACH-000295,-0.09713835124810001
ACH-000296,-0.135513135151
ACH-000302,-0.265589191801
ACH-000304,0.21359349195500002
ACH-000307,0.046690482911900005
ACH-000308,-0.150518922182
ACH-000310,0.158376858061
ACH-000311,-0.0652438518831
ACH-000312,0.00325242450274
ACH-000315,-0.197883833306
ACH-000316,0.0940370176857
ACH-000317,-0.07727032914760001
ACH-000318,-0.0795924547635
ACH-000319,-0.142436611559
ACH-000320,-0.030819437822599997
