,TJAP1 (93643)
ACH-000004,-0.16986264949700003
ACH-000007,-0.016252608103200002
ACH-000009,-0.0278973969652
ACH-000011,-0.12454354370100001
ACH-000012,-0.147854232895
ACH-000013,-0.171112100771
ACH-000014,-0.0130033050942
ACH-000015,0.031707566483
ACH-000017,-0.27706169575999995
ACH-000018,-0.012906942987500001
ACH-000019,0.0322721857876
ACH-000021,-0.0158552292677
ACH-000022,-0.0763710707383
ACH-000025,-0.20389408616500002
ACH-000028,-0.275553035332
ACH-000030,-0.0887785744139
ACH-000035,-0.477780807032
ACH-000036,-0.028881456995200002
ACH-000037,-0.07763886355
ACH-000039,-0.165476438527
ACH-000040,-0.20969176212699997
ACH-000041,0.0327128786751
ACH-000042,-0.046152613335300005
ACH-000045,0.0452141847135
ACH-000047,-0.0740519060127
ACH-000052,-0.208397239764
ACH-000053,-0.09747273794939998
ACH-000054,-0.07427043368769999
ACH-000055,-0.10038362009400001
ACH-000060,-0.040501255249
ACH-000067,-0.045120591453800006
ACH-000070,0.029795867187000002
ACH-000075,-0.20929310069200002
ACH-000078,-0.191178016701
ACH-000082,-0.0261691307024
ACH-000085,-0.17900421163
ACH-000086,-0.199804955457
ACH-000087,0.0516308197685
ACH-000092,-0.09380579491930001
ACH-000095,-0.0602253333997
ACH-000097,-0.140688557737
ACH-000098,-0.0109643532794
ACH-000099,-0.0907816844756
ACH-000108,0.006009547339830001
ACH-000113,-0.00621682830042
ACH-000115,-0.0845872053874
ACH-000116,-0.035824849544900006
ACH-000118,0.0013531420518800002
ACH-000120,0.07287965604339999
ACH-000123,-0.134436176828
ACH-000127,-0.133347362956
ACH-000128,-0.0247459449954
ACH-000132,-0.10678544520700001
ACH-000133,-0.26541320955
ACH-000137,-0.0775016668227
ACH-000138,-0.0116329746319
ACH-000142,-0.251913889091
ACH-000143,-0.247846643593
ACH-000146,-0.226507655821
ACH-000148,0.0453258433631
ACH-000150,0.140537830881
ACH-000152,-0.130010961199
ACH-000153,0.200149272249
ACH-000159,-0.101018058675
ACH-000160,-0.0516099670912
ACH-000163,0.06611535795319999
ACH-000167,-0.125250517832
ACH-000168,-0.20237561454
ACH-000169,-0.030598165838200003
ACH-000178,-0.07463461676319999
ACH-000182,0.00544537036851
ACH-000183,-0.132238103469
ACH-000188,-0.08881420995810001
ACH-000189,-0.049627586778
ACH-000190,-0.206860663564
ACH-000198,-0.044405518730300006
ACH-000204,0.0843211785122
ACH-000206,-0.122704593749
ACH-000207,-0.626072251757
ACH-000211,-0.0204958528539
ACH-000215,-0.0614879695302
ACH-000221,-0.0854912799446
ACH-000222,0.180935017496
ACH-000223,-0.229061037569
ACH-000226,-0.0008298149619260001
ACH-000227,-0.412309034896
ACH-000228,-0.0574661729527
ACH-000231,-0.0917516427733
ACH-000232,0.004232924352630001
ACH-000233,-0.0864715542705
ACH-000234,0.12123339094900001
ACH-000235,-0.0177452677888
ACH-000237,0.044882509947800006
ACH-000238,-0.222020536507
ACH-000243,-0.100258798805
ACH-000244,-0.216152317304
ACH-000246,-0.126763745415
ACH-000248,-0.17542633254
ACH-000250,-0.215008211871
ACH-000251,0.154618741877
ACH-000253,-0.19567747920899997
ACH-000255,-0.129044554259
ACH-000256,-0.082717975146
ACH-000257,0.0366260774411
ACH-000258,0.07262202292560001
ACH-000259,-0.173048804761
ACH-000260,-0.10658841428200001
ACH-000261,-0.021406410886300003
ACH-000262,0.069700864709
ACH-000263,0.164467277172
ACH-000264,-0.115965562804
ACH-000265,-0.022300916872099997
ACH-000266,-0.0425196511873
ACH-000272,-0.122869649619
ACH-000273,-0.202628534841
ACH-000274,-0.0632020195441
ACH-000277,-0.0953699197934
ACH-000278,-0.130908522196
ACH-000279,-0.141538870329
ACH-000280,-0.029229258272599996
ACH-000281,-0.153894343345
ACH-000288,-0.027743801792200002
ACH-000291,-0.108249261466
ACH-000293,-0.167286944294
ACH-000294,0.0236211459763
ACH-000295,-0.19568228362799997
ACH-000296,-0.26061560366500003
ACH-000302,-0.0637533664315
ACH-000304,0.19420186602400002
ACH-000307,-0.07419093800580001
ACH-000308,-0.139419564944
ACH-000310,-0.185650187951
ACH-000311,-0.00686789101317
ACH-000312,-0.050338124280699996
ACH-000315,0.12459742505799999
ACH-000316,0.0735120621626
ACH-000317,-0.062036472987000005
ACH-000318,0.013808792239700001
ACH-000319,0.0167436017552
ACH-000320,0.0909574916633
ACH-000322,-0.0431549210807
ACH-000323,-0.10107189764499999
ACH-000324,-0.020699417233799998
ACH-000329,-0.12861671794600002
ACH-000330,-0.235112120311
ACH-000331,-0.130236426948
ACH-000332,-0.101305341329
ACH-000334,0.114074375579
ACH-000335,-0.339298407018
ACH-000336,-0.23928062987799997
ACH-000337,-0.11247787409700001
ACH-000339,-0.138663761606
ACH-000341,-0.0649608200156
ACH-000348,-0.0909739416933
ACH-000350,-0.03038596631
ACH-000352,-0.04260871628190001
ACH-000356,-0.171351674599
ACH-000361,0.26272476687699997
ACH-000362,0.059165386189900006
ACH-000363,-0.0664861418048
ACH-000364,-0.000336114211746
ACH-000365,-0.057150090573300005
ACH-000366,-0.0102959071926
ACH-000368,0.0110739861434
ACH-000374,-0.191239374731
ACH-000375,-0.07679377597239999
ACH-000376,-0.137849884956
ACH-000381,-0.0734308372827
ACH-000383,-0.11302029710599999
ACH-000387,-0.056176192319099996
ACH-000389,-0.1079036007
ACH-000390,-0.213511101862
ACH-000393,-0.21111137649099998
ACH-000395,0.154479587227
ACH-000397,-0.0413654357786
ACH-000401,-0.018149891920599997
ACH-000402,-0.32964639173
ACH-000403,-0.09922741447820001
ACH-000404,-0.0313255417083
ACH-000406,-0.09635005551269998
ACH-000407,0.009680379757750001
ACH-000408,-0.212544537713
ACH-000410,-0.06893334917439999
ACH-000411,-0.0999657637428
ACH-000414,0.0904564808547
ACH-000415,-0.0953287344865
ACH-000416,-0.10437951612
ACH-000420,-0.160374860187
ACH-000421,-0.18836739812199998
ACH-000424,0.042211288411999996
ACH-000425,0.0689721507778
ACH-000426,-0.20105884814199998
ACH-000427,-0.25066033877099997
ACH-000433,0.0634556120707
ACH-000436,0.0670165423425
ACH-000444,-0.105929328031
ACH-000445,-0.149856791157
ACH-000448,-0.185957286276
ACH-000450,-0.020218697323599998
ACH-000452,-0.15632742420499998
ACH-000454,-0.243482524833
ACH-000458,-0.220908821748
ACH-000459,0.139264149334
ACH-000460,-0.07813071984639999
ACH-000461,-0.165457181051
ACH-000463,0.132407705345
ACH-000464,-0.20190606469500003
ACH-000466,-0.116348142208
ACH-000467,-0.0200044016305
ACH-000468,-0.0155893383665
ACH-000469,-0.0994689601082
ACH-000470,-0.11480570934499999
ACH-000471,-0.0750325727254
ACH-000472,0.043633438908099995
ACH-000473,-0.0351536422992
ACH-000475,-0.0596831063188
ACH-000476,0.03887800801980001
ACH-000477,0.039809427969499996
ACH-000480,0.023543614458400003
ACH-000481,-0.06889229864719999
ACH-000483,-0.164118237938
ACH-000484,-0.0494806951473
ACH-000485,0.0636981625556
ACH-000486,-0.07440359181919999
ACH-000487,0.00218340504241
ACH-000488,-0.264416399025
ACH-000490,-0.08003128140480001
ACH-000491,-0.20323202011100003
ACH-000495,-0.0859918234721
ACH-000496,-0.0770241611183
ACH-000499,0.145269942003
ACH-000500,-0.23422462124200003
