,OR52R1 (119695)
ACH-000004,-0.011635451381
ACH-000007,-0.0148918740333
ACH-000009,-0.14023379839199998
ACH-000011,-0.06359227638659999
ACH-000012,-0.023240739077
ACH-000013,0.028343198755700003
ACH-000014,-0.126762246515
ACH-000015,-0.019012075171499998
ACH-000017,0.20186609430799998
ACH-000018,-0.12972886935
ACH-000019,-0.295854462157
ACH-000021,-0.138280010768
ACH-000022,-0.057266111840900004
ACH-000025,-0.0289973738746
ACH-000028,-0.12462156386499999
ACH-000030,-0.116762360165
ACH-000035,0.0287882976332
ACH-000036,0.0333463139444
ACH-000037,-0.0527364841784
ACH-000039,-0.0366467002101
ACH-000040,0.0618962161005
ACH-000041,-0.14682841286599999
ACH-000042,-0.0935652064195
ACH-000045,-0.0793444547513
ACH-000047,0.0663444249002
ACH-000052,0.06112107007590001
ACH-000053,0.0420916946506
ACH-000054,0.0289710535735
ACH-000055,-0.170951971039
ACH-000060,0.0271407051508
ACH-000067,0.0887985304397
ACH-000070,-0.10869886779799999
ACH-000075,0.166358560287
ACH-000078,-0.000255912470532
ACH-000082,0.00862434049476
ACH-000085,0.158094077331
ACH-000086,-0.040665530813800005
ACH-000087,0.0449322696538
ACH-000092,0.019582692850099996
ACH-000095,-0.00844712489682
ACH-000097,0.0409736957451
ACH-000098,0.014420279021499999
ACH-000099,-0.155076303981
ACH-000108,-0.0108548633243
ACH-000113,-0.023029133664599997
ACH-000115,-0.149379667564
ACH-000116,0.13655523453600002
ACH-000118,0.0846919143761
ACH-000120,-0.204613699798
ACH-000123,-0.0721097955738
ACH-000127,0.0633158494786
ACH-000128,-0.00785956531327
ACH-000132,0.051342723959099994
ACH-000133,-0.16269554545700002
ACH-000137,-0.17286951748100002
ACH-000138,-0.0665939132522
ACH-000142,-0.026727092522400003
ACH-000143,0.333580888788
ACH-000146,-0.0128429647692
ACH-000148,0.208648389434
ACH-000150,-0.105905069122
ACH-000152,-0.0901656247446
ACH-000153,0.0822961449539
ACH-000159,0.00735240708068
ACH-000160,-0.08010659588060001
ACH-000163,0.28400398595
ACH-000167,0.150035637859
ACH-000168,-0.221669201115
ACH-000169,-0.0786348569538
ACH-000178,0.0329531137643
ACH-000182,-0.08609570212649999
ACH-000183,0.117055094168
ACH-000188,0.0319595381899
ACH-000189,0.020931999001499998
ACH-000190,-0.293634753794
ACH-000198,0.0711102892139
ACH-000204,0.111139714169
ACH-000206,0.12806390321699998
ACH-000207,0.103427880222
ACH-000211,-0.11698634412999999
ACH-000215,0.0023758910529299996
ACH-000221,0.0955266739424
ACH-000222,0.127209208591
