,GLP1R (2740)
ACH-000004,-0.0477431933019
ACH-000007,0.12273341569700001
ACH-000009,0.174059188336
ACH-000011,0.133167276179
ACH-000012,0.19206878512400002
ACH-000013,0.0739503791358
ACH-000014,0.221575896396
ACH-000015,0.198951422079
ACH-000017,0.21168584243900002
ACH-000018,0.06479405837119999
ACH-000019,0.496768238983
ACH-000021,0.13423165336100001
ACH-000022,0.0423549503872
ACH-000025,0.181469110007
ACH-000028,0.23169063203
ACH-000030,0.223975682381
ACH-000035,0.115020106578
ACH-000036,0.35742416944600003
ACH-000037,0.363300175467
ACH-000039,0.163457107265
ACH-000040,0.39854095191
ACH-000041,0.0279494835214
ACH-000042,0.0730913368528
ACH-000045,0.154770084592
ACH-000047,0.162542168374
ACH-000052,-0.11506832854900001
ACH-000053,0.152475163736
ACH-000054,0.315453459555
ACH-000055,0.18272688954
ACH-000060,-0.0977478463407
ACH-000067,0.327737926934
ACH-000070,0.33462604915399996
ACH-000075,0.21305616883200001
ACH-000078,0.241430752247
ACH-000082,0.298710195847
ACH-000085,0.347528687439
ACH-000086,0.162546610196
ACH-000087,0.259238483867
ACH-000092,0.105496132976
ACH-000095,0.119606404467
ACH-000097,0.22734717526999998
ACH-000098,-0.0205617225217
ACH-000099,0.275360823396
ACH-000108,0.0447939787698
ACH-000113,0.16745640574
ACH-000115,-0.222447296228
ACH-000116,0.233569656008
ACH-000118,0.18632471574700002
ACH-000120,-0.033472846025
ACH-000123,0.12713781665999999
ACH-000127,0.148984109932
ACH-000128,0.0208091380845
ACH-000132,0.213893839007
ACH-000133,0.26022541136599997
ACH-000137,0.258996723273
ACH-000138,0.09158778735430001
ACH-000142,0.25166460643399996
ACH-000143,0.308131303962
ACH-000146,-0.0692920946493
ACH-000148,0.321778352322
ACH-000150,0.27353911156599997
ACH-000152,0.224986700482
ACH-000153,0.263064971501
ACH-000159,0.162378869609
ACH-000160,0.22001059508999998
ACH-000163,0.241118087145
ACH-000167,-0.0376870941346
ACH-000168,0.14179887776699998
ACH-000169,0.194642796625
ACH-000178,0.25060498650199997
ACH-000182,0.16410452551899998
ACH-000183,0.0624664128779
ACH-000188,0.312417959942
ACH-000189,-0.00829784541381
