,FIG4 (9896)
ACH-000436,0.012766814684299998
ACH-000444,-0.0890515955185
ACH-000445,-0.042165319213899995
ACH-000448,-0.0614402668724
ACH-000450,0.044974954676599996
ACH-000452,-0.15233193236099998
ACH-000454,-0.498007267073
ACH-000458,-0.251286688299
ACH-000459,-0.16773170354699998
ACH-000460,-0.318462404853
ACH-000461,-0.353153746972
ACH-000463,-0.128318505518
ACH-000464,0.020566055267099998
ACH-000466,-0.238706131756
ACH-000467,-0.10037041463199999
ACH-000468,-0.48218858975
ACH-000469,-0.181786095475
ACH-000470,-0.652558706529
ACH-000471,-0.11122177166099999
ACH-000472,-0.222676155275
ACH-000473,-0.556665056641
ACH-000475,-0.0883160365057
ACH-000476,-0.772716212609
ACH-000477,-0.328090071834
ACH-000480,-0.0945089305987
ACH-000481,-0.10423175559699999
ACH-000483,-0.189240839974
ACH-000484,-0.348140148551
ACH-000485,-0.0828870008031
ACH-000486,-0.1325739025
ACH-000487,-0.217806928443
ACH-000488,-0.076466014392
ACH-000490,-0.38169720893700004
ACH-000491,-0.191510515476
ACH-000495,-0.7415503632889999
ACH-000496,-0.114349869682
ACH-000499,-0.22248732888099998
ACH-000500,0.0480866942765
ACH-000502,-0.29205799776999997
ACH-000503,-0.247634002516
ACH-000505,-0.39154903116800005
ACH-000507,-0.282636047015
ACH-000510,-0.0669919044065
ACH-000511,-0.07481386939339998
ACH-000512,-0.20628067144499998
ACH-000516,-0.0801445060491
ACH-000517,-0.138423676789
ACH-000518,-0.246826296134
ACH-000520,-0.183335735711
ACH-000521,-0.299898805705
ACH-000522,-0.0170701632041
ACH-000524,-0.691631539948
ACH-000527,-0.205516595914
ACH-000528,-0.338987615237
ACH-000537,-0.271829787072
ACH-000541,-0.024600601871
ACH-000542,-0.225396926957
ACH-000544,-0.63484427726
ACH-000545,-0.150910043796
ACH-000547,-0.15143506470899998
ACH-000548,-0.604481684338
ACH-000549,-0.28786654532
ACH-000550,-0.235762305668
ACH-000552,-0.39831529519000003
ACH-000556,-0.117212263311
ACH-000557,0.136179280862
ACH-000570,-0.122361225019
ACH-000571,-0.153522690268
ACH-000573,-0.171255012066
ACH-000576,-0.156231620495
ACH-000580,-0.660174329185
ACH-000584,-0.270860129312
ACH-000585,-0.351467116352
ACH-000588,-0.304348697174
ACH-000589,-0.336710617546
ACH-000591,-0.06069778889909999
ACH-000593,-0.511821711327
ACH-000600,-0.182765211067
ACH-000601,-0.07061874212989999
ACH-000604,-0.0433958479146
ACH-000605,-0.114301600496
ACH-000606,-0.169794115934
ACH-000608,-0.0851848899038
ACH-000614,-0.35267072795000004
ACH-000616,-0.06357285449559999
ACH-000618,-0.269876218325
ACH-000619,-0.0562648907542
ACH-000620,-0.1799061059
ACH-000621,-0.14512905252699998
ACH-000622,-0.206040315885
ACH-000623,-0.136041838974
ACH-000624,-0.157706655219
ACH-000627,-0.33548732637
ACH-000630,-0.311940005182
ACH-000632,-0.152837100889
ACH-000633,-0.17191481964299998
ACH-000637,-0.08734331835619999
ACH-000638,-0.175670350088
ACH-000646,-0.378812086466
ACH-000647,-0.06958366240019999
ACH-000648,-0.292203003468
ACH-000649,-0.537772799166
ACH-000651,-0.066394521185
ACH-000652,-0.569962241292
ACH-000653,-0.132825067325
ACH-000657,-0.260605726264
ACH-000658,-0.12026222007500001
ACH-000661,-0.32393864036
ACH-000662,-0.120194298812
ACH-000663,-0.568200917034
ACH-000665,-0.0356405948766
ACH-000671,-0.145956383928
ACH-000673,-0.0651272838989
ACH-000676,-0.179019297131
ACH-000677,-0.191417697216
ACH-000681,-0.35906243338
ACH-000682,-0.22929931921900001
ACH-000683,-0.9754279238500001
ACH-000684,-0.178418564976
ACH-000688,-0.38183128654700005
ACH-000693,-0.635688993071
ACH-000694,-0.47323892901000003
ACH-000695,-0.022397287832599998
ACH-000696,-0.261676034329
ACH-000697,-0.414973840295
ACH-000699,-0.06475937022919999
ACH-000701,-0.10631545369999999
ACH-000706,-0.188594638104
ACH-000711,-0.25951113911699997
ACH-000713,-0.711223341323
ACH-000714,-0.429280980404
ACH-000718,-0.21105266589000002
ACH-000720,-0.22359693369800002
ACH-000721,-0.207270643713
ACH-000724,-0.038938206950800004
ACH-000725,-0.183442356085
ACH-000732,0.00959831928266
ACH-000734,-0.11158134603900001
ACH-000735,-0.256410036696
ACH-000736,0.025226379472199998
ACH-000738,-0.165274297897
ACH-000746,-0.248343653361
ACH-000747,-0.0662701014714
ACH-000748,-0.103089278489
ACH-000753,-0.0351016964965
ACH-000756,-0.285255896478
ACH-000757,-0.19083967214400002
ACH-000758,-0.286363799335
ACH-000760,-0.0717613054572
ACH-000763,-0.104661033976
ACH-000764,-0.196881372266
ACH-000765,-0.257255144929
ACH-000766,0.07661083561580001
ACH-000767,-0.00163162748646
ACH-000768,-0.032358901058
ACH-000769,-0.20791387592500002
ACH-000770,-0.606810829032
ACH-000771,-0.397404323947
ACH-000773,-0.0893994308333
ACH-000776,-0.20118839890700002
ACH-000777,0.105031091328
ACH-000778,-0.16641576016100001
ACH-000781,-0.63701538925
ACH-000782,0.00316957426867
ACH-000783,-0.096772988026
ACH-000784,-0.287112051828
ACH-000785,-0.20229338655600002
ACH-000787,-0.123763463734
ACH-000788,-0.297910122677
ACH-000791,-0.137402687162
ACH-000792,-0.311910945775
ACH-000794,-0.336127242758
ACH-000796,-0.26249290155099997
ACH-000799,-0.150931885759
ACH-000800,-0.145479313625
ACH-000802,-0.29792158249899997
ACH-000804,-0.19188269709699998
ACH-000805,-0.135332998348
ACH-000809,-0.148935526743
ACH-000810,-0.48690750395000004
ACH-000811,-0.145599656527
ACH-000817,-0.198459514372
ACH-000819,-0.262129197977
ACH-000820,-0.586943005958
ACH-000821,-0.044743429236699994
ACH-000822,-0.7799082643359999
ACH-000823,-0.433865931539
ACH-000824,-0.140165238234
ACH-000827,-0.5647567802310001
ACH-000829,-0.255151527019
ACH-000831,-0.208061884291
ACH-000832,-0.5755139704460001
ACH-000833,0.0379680707306
ACH-000834,-0.121714474429
ACH-000835,-0.0691279572317
ACH-000836,-0.29309619507199997
ACH-000837,-0.1608350482
ACH-000838,-0.203330923647
ACH-000839,-0.21207375679999999
ACH-000840,0.0067804561523500005
ACH-000841,-0.39303325354
ACH-000843,-0.339065707803
ACH-000846,-0.0981731306098
ACH-000847,-0.236821963109
ACH-000848,-0.344374415792
ACH-000849,-0.343160724145
ACH-000851,-0.280758367252
ACH-000855,0.0668048967842
ACH-000856,-0.693279374108
ACH-000858,-0.358873529903
ACH-000859,0.0888661943473
ACH-000861,-0.112240100284
ACH-000862,-0.092461789611
ACH-000865,-0.25793770268399996
ACH-000866,-0.0648850107262
ACH-000867,-0.006371356240489999
ACH-000869,-0.17922335815999998
ACH-000872,-0.49304521047899996
ACH-000873,-0.547650113002
ACH-000876,-0.0841414648511
ACH-000878,-0.143251711688
ACH-000880,-0.356219390164
ACH-000881,-0.034449944633999995
ACH-000882,-0.409108767969
ACH-000884,-0.205682105674
ACH-000885,-0.509984777106
ACH-000887,-0.229730339445
ACH-000888,-0.0986457712228
ACH-000889,-0.211487555103
ACH-000890,0.033117555955599995
ACH-000896,-0.521074942968
ACH-000898,-0.176908842022
ACH-000900,-0.182569794501
ACH-000901,-0.231857626112
ACH-000905,-0.148740964612
ACH-000906,-0.111019118705
ACH-000907,-0.107453525777
ACH-000910,-0.11929568570900001
ACH-000911,-0.370767863016
ACH-000912,0.110002043225
ACH-000913,-0.367737212328
ACH-000915,-0.0938442144171
ACH-000916,-0.269772267626
ACH-000917,-0.8472726560330001
ACH-000921,-0.204675248033
ACH-000924,-0.176325701171
ACH-000926,-0.0758601909369
ACH-000928,-0.304381165671
ACH-000929,-0.539441456176
ACH-000932,-0.24278652994600003
ACH-000935,-0.0955124951323
ACH-000936,-0.10388855982999999
ACH-000937,-0.25717718205
ACH-000938,-0.19984747278700002
ACH-000939,0.0548465301872
ACH-000941,-0.243021166987
ACH-000943,-0.219613744186
ACH-000946,-0.178611075959
ACH-000947,-0.336158820414
ACH-000948,-0.152010037881
ACH-000950,-0.604778150097
ACH-000953,0.0291957012701
ACH-000957,-0.341865625431
ACH-000958,-0.452309802659
ACH-000960,-0.20761906127500002
ACH-000963,-0.165187642513
ACH-000968,-0.964155673153
ACH-000969,-0.349387286152
ACH-000973,-0.246053624846
ACH-000974,-0.36967966954000003
ACH-000975,-0.336663669435
ACH-000976,-0.690609600279
ACH-000978,-0.39058899426
ACH-000980,-0.619928887427
ACH-000984,-0.684320673938
ACH-000986,-0.7276797708849999
ACH-000988,-0.311120692922
ACH-000993,-0.571445567033
ACH-000994,-0.435523304584
ACH-000996,-0.270067931579
ACH-001001,-0.261744712088
ACH-001020,-0.148775789652
ACH-001028,-0.0860911375896
ACH-001031,-0.523970255902
ACH-001038,-0.16512753299900002
ACH-001048,-0.14152533183
ACH-001050,-0.166899578896
ACH-001053,-0.016524763999100002
ACH-001054,-0.0994480961399
ACH-001061,-0.159183910664
ACH-001067,-0.105378471508
ACH-001075,-0.35976795673100004
ACH-001096,-0.14375137236899999
ACH-001128,-0.101165304322
ACH-001134,-0.24430752273000003
ACH-001151,-0.295710559296
ACH-001163,-0.27414330633
ACH-001164,-0.00831531520584
ACH-001173,-0.0578680206879
ACH-001183,-0.509582329593
ACH-001184,-0.11517243866900001
ACH-001190,-0.12794301966399999
ACH-001192,-0.305754195576
ACH-001193,-0.125549996197
ACH-001196,-0.18363931574499998
ACH-001197,-0.184736060108
ACH-001205,-0.421780410647
ACH-001211,-0.319736833686
ACH-001212,-0.102641526291
ACH-001228,-0.20285675535999997
ACH-001232,-0.00879425974214
ACH-001239,-0.277950659098
ACH-001274,-0.16199026319499998
ACH-001275,-0.236738693067
ACH-001277,-0.065067292263
ACH-001278,-0.163095985177
ACH-001280,0.015348148813799999
ACH-001283,-0.4141909215
ACH-001289,-0.0859549280923
ACH-001295,-0.127950990234
ACH-001300,-0.0250016338553
ACH-001301,0.0538261204544
ACH-001302,-0.219553074023
ACH-001303,-0.08273248253030001
ACH-001306,-0.177895170242
ACH-001318,-0.13877357473899998
ACH-001322,-0.224527777855
ACH-001328,-0.21294070612100002
ACH-001332,-0.414355759433
ACH-001333,-0.463173113653
ACH-001336,-0.208391143416
ACH-001340,-0.35753134265500003
ACH-001346,-0.588161349614
ACH-001353,-0.252724663212
ACH-001354,-0.329607053062
ACH-001367,-0.09642105454710001
ACH-001368,-0.200532305264
ACH-001374,-0.578031218018
ACH-001375,-0.106944434225
ACH-001377,-0.178971549416
ACH-001380,-0.359248025591
ACH-001391,-0.150193695412
ACH-001407,-0.287479778301
ACH-001408,-0.313087675906
ACH-001413,-0.11486430372400001
ACH-001430,-0.369429009855
ACH-001431,-0.354773253189
ACH-001450,-0.131606704365
ACH-001496,-0.101335060403
ACH-001500,-0.6830341206880001
ACH-001521,-0.26998163199299996
ACH-001523,-0.10735143499
ACH-001532,-0.0951999472793
ACH-001536,-0.237287599201
ACH-001550,-0.42809573689400005
ACH-001552,-0.0929774564898
ACH-001554,-0.242104960021
ACH-001645,-0.102003543736
ACH-001654,-0.10367684880799999
ACH-001715,-0.22556813239100001
ACH-001735,-0.289009637504
ACH-001736,-0.011876692050600001
ACH-001737,-0.20706031969900002
ACH-001740,-0.0553560560991
ACH-001745,-0.135041650449
ACH-001750,-0.079407008749
ACH-001765,-0.0424278371884
ACH-001956,-0.129209372975
ACH-001957,-0.19792665512000002
