,RIT2 (6014)
ACH-000004,-0.065778147933
ACH-000007,-0.119359292411
ACH-000009,0.06085008018159999
ACH-000011,0.18669398277899998
ACH-000012,0.190379583933
ACH-000013,0.14415261237
ACH-000014,0.0102235624194
ACH-000015,0.0650859240706
ACH-000017,0.155158004779
ACH-000018,0.27315013102499996
ACH-000019,0.104289687455
ACH-000021,0.248771064055
ACH-000022,0.190771103449
ACH-000025,-0.012890910737000001
ACH-000028,0.0527162668205
ACH-000030,0.156463927985
ACH-000035,0.207718181738
ACH-000036,0.00174031447759
ACH-000037,-0.0455128665602
ACH-000039,0.296521225187
ACH-000040,0.0579698110189
ACH-000041,0.10907416134400001
ACH-000042,0.0770683885441
ACH-000045,0.0531870004038
ACH-000047,0.16261223945800002
ACH-000052,0.303881180767
ACH-000053,0.12247240647600001
ACH-000054,0.112211774355
ACH-000055,0.0361532809584
ACH-000060,0.057351465010000005
ACH-000067,0.132434155159
ACH-000070,-0.129348313353
ACH-000075,-0.0683910580851
ACH-000078,-0.00938373030038
ACH-000082,0.21828471885899997
ACH-000085,0.103962834784
ACH-000086,0.17952304833799998
ACH-000087,0.338473025895
ACH-000092,0.15914554969699998
ACH-000095,0.157077014081
ACH-000097,0.157527260343
ACH-000098,-0.006995062281169999
ACH-000099,-0.206377801131
ACH-000108,0.265299330368
ACH-000113,-0.021402235836099997
ACH-000115,0.114611428443
ACH-000116,0.0292882674812
ACH-000118,0.22491311801999997
ACH-000120,0.0169252729193
ACH-000123,0.234298798536
ACH-000127,-0.0506321326379
ACH-000128,-0.08558071838639998
ACH-000132,-0.28326756021
ACH-000133,0.052483061126800006
ACH-000137,-0.0845602960254
ACH-000138,0.17737612623799998
ACH-000142,0.115432839009
ACH-000143,0.108348671644
ACH-000146,0.0692718132032
ACH-000148,0.138788970404
ACH-000150,0.22590272410700002
ACH-000152,0.28480171419399997
ACH-000153,-0.170293527179
ACH-000159,0.22995867129
ACH-000160,-0.113781439795
ACH-000163,0.04344350032930001
ACH-000167,-0.169236543144
ACH-000168,0.124588377235
ACH-000169,0.0337578849205
ACH-000178,0.033466877361
ACH-000182,0.119277482009
ACH-000183,0.15932897772399998
ACH-000188,-0.048414656870599995
ACH-000189,-0.0058114697766299996
ACH-000190,-0.056203647911
ACH-000198,-0.0370378578235
ACH-000204,0.10901948212099999
ACH-000206,-0.112499300212
ACH-000207,0.508404049413
ACH-000211,0.0378001347549
ACH-000215,0.094400258051
ACH-000221,0.137496167388
ACH-000222,0.277059395935
ACH-000223,-0.21312267224
ACH-000226,0.0396546701802
ACH-000227,-0.0310433352501
ACH-000228,-0.186999250453
ACH-000231,0.11189263364600001
ACH-000232,0.07646078574130001
ACH-000233,0.219832752375
ACH-000234,-0.00329020201294
ACH-000235,0.10328891012599999
ACH-000237,0.122589843877
ACH-000238,0.319289102959
ACH-000243,0.112067138927
ACH-000244,-0.268504578332
ACH-000246,0.11408528965999998
ACH-000248,-0.0406316819821
ACH-000250,0.145833134278
ACH-000251,-0.08719475106489999
ACH-000253,0.103921833193
ACH-000255,0.0958268071699
ACH-000256,0.286884713751
ACH-000257,0.061830438620999996
ACH-000258,-0.0459526707242
ACH-000259,0.155650732392
ACH-000260,0.159522934504
ACH-000261,0.167070805097
ACH-000262,-0.120148434828
ACH-000263,0.0587321412121
ACH-000264,0.0189463080463
ACH-000265,0.210533802762
ACH-000266,0.022162768229099995
ACH-000272,0.0935715979256
ACH-000273,0.0533184217741
ACH-000274,0.147755813096
ACH-000277,0.19003075337900002
ACH-000278,0.019685914710200002
ACH-000279,0.1800829336
ACH-000280,0.191065146203
ACH-000281,0.0664895202245
ACH-000288,0.206785743704
ACH-000291,0.134166755476
ACH-000293,0.17497258290999998
ACH-000294,0.09731319380169999
ACH-000295,0.048932380425000005
ACH-000296,-0.0165835875587
ACH-000302,0.0188272253508
ACH-000304,0.09190483351010001
ACH-000307,0.145810275922
ACH-000308,0.157193713004
ACH-000310,-0.133755631051
ACH-000311,0.19883769162700002
ACH-000312,0.28858337318300004
ACH-000315,0.276372420597
ACH-000316,0.124714240591
ACH-000317,0.280278795664
ACH-000318,0.035599634888400004
ACH-000319,0.270092132296
ACH-000320,0.10127548812
ACH-000322,0.143676068568
ACH-000323,-0.114716216193
ACH-000324,0.027883943901999997
ACH-000329,0.17715808566799998
ACH-000330,-0.06217311636580001
ACH-000331,0.0156000593115
ACH-000332,0.142748205835
ACH-000334,0.158408510917
ACH-000335,0.112131660864
ACH-000336,0.37528681294
ACH-000337,-0.04293448978759999
ACH-000339,0.234417011386
ACH-000341,0.20857735751899997
ACH-000348,-0.005889647850989999
ACH-000350,0.37259857192900003
ACH-000352,0.22812788767099998
ACH-000356,0.310278886587
ACH-000361,0.107295654454
ACH-000362,0.0165457392055
ACH-000363,-0.049937039334399996
ACH-000364,0.19868646605999998
ACH-000365,0.11665583307
ACH-000366,0.0720085870104
ACH-000368,0.21934081950599998
ACH-000374,0.37421605775300004
ACH-000375,0.046096062069699996
ACH-000376,0.06992226626739999
ACH-000381,-0.0021631143690400002
ACH-000383,0.0890990917956
ACH-000387,0.028036394516799998
ACH-000389,-0.14884222379200002
ACH-000390,0.215927712784
ACH-000393,0.09708227982069999
ACH-000395,0.25402708461
ACH-000397,0.137720183724
ACH-000401,0.136054484068
ACH-000402,0.193614031316
ACH-000403,0.05426700841109999
ACH-000404,-0.012176969941200001
ACH-000406,0.0936341115126
ACH-000407,0.01380130051
ACH-000408,0.231765195863
ACH-000410,0.105937880564
ACH-000411,0.145538658702
ACH-000414,-0.00442885591132
ACH-000415,0.13509501800100002
ACH-000416,-0.0169583896291
ACH-000420,0.193548694298
ACH-000421,0.196527819918
ACH-000424,0.126108117863
ACH-000425,-0.042461850461099994
ACH-000426,0.048076724980699995
ACH-000427,0.173092908544
ACH-000433,0.126596860086
ACH-000436,0.218539278537
ACH-000444,0.264178345781
ACH-000445,-0.07139081769839999
ACH-000448,0.0474945678106
ACH-000450,-0.279529636493
ACH-000452,-0.036325290993800004
ACH-000454,0.15469224549399999
ACH-000458,0.0428648998645
ACH-000459,-0.164774103967
ACH-000460,0.0976123176223
ACH-000461,0.23317233192899997
ACH-000463,0.08799528213810001
ACH-000464,0.37844221120099997
ACH-000466,0.114839861438
ACH-000467,0.22665549936299997
ACH-000468,0.136460139708
ACH-000469,0.022799143471400003
ACH-000470,0.218014925246
ACH-000471,0.0416166398135
ACH-000472,-0.0340667728844
ACH-000473,0.134061130452
ACH-000475,0.190615209052
ACH-000476,-0.0573487676279
ACH-000477,-0.007588324637430001
ACH-000480,0.142439044786
ACH-000481,0.259097439113
ACH-000483,0.130359703771
ACH-000484,0.29112144162
ACH-000485,0.144587852481
ACH-000486,0.121499462512
ACH-000487,-0.0320931087906
ACH-000488,0.10355069096000001
ACH-000490,0.180013368598
ACH-000491,0.06825968032049999
ACH-000495,0.043622321211199994
ACH-000496,0.07861241025860001
ACH-000499,0.260395998796
