,DPP9 (91039)
ACH-000004,-0.108571895563
ACH-000007,-0.061827252128499995
ACH-000009,-0.198115867751
ACH-000011,-0.0906575068017
ACH-000012,0.034393263114
ACH-000013,-0.018310642708099997
ACH-000014,-0.129080713327
ACH-000015,-0.20301002002000001
ACH-000017,-0.1452097379
ACH-000018,0.272285722467
ACH-000019,-0.287398951006
ACH-000021,-0.207023553008
ACH-000022,-0.322296716743
ACH-000025,-0.11119072793500001
ACH-000028,-0.204436914104
ACH-000030,0.296573539524
ACH-000035,-0.08466699763160002
ACH-000036,-0.116683811286
ACH-000037,-0.0649442267484
ACH-000039,-0.300735828104
ACH-000040,-0.144736638995
ACH-000041,-0.291938893945
ACH-000042,0.126799481495
ACH-000045,-0.411475009841
ACH-000047,-0.105063378795
ACH-000052,-0.371855650436
ACH-000053,-0.67035298035
ACH-000054,-0.0593887363057
ACH-000055,0.10309634879799999
ACH-000060,-0.103844780071
ACH-000067,-0.367722995061
ACH-000070,-0.253744349176
ACH-000075,-0.45836275257299997
ACH-000078,-0.128269114499
ACH-000082,-0.202422565436
ACH-000085,-0.405074772666
ACH-000086,0.0191850220132
ACH-000087,-0.452326365028
ACH-000092,-0.22179076937800002
ACH-000095,-0.437764518876
ACH-000097,-0.027209195545000002
ACH-000098,-0.118883670691
ACH-000099,-0.379867001963
ACH-000108,-0.0354317990129
ACH-000113,-0.544621491782
ACH-000115,-0.434748971602
ACH-000116,-0.065784376534
ACH-000118,-0.0494802755404
ACH-000120,-0.057013642079
ACH-000123,-0.20682150708900002
ACH-000127,-0.133834523396
ACH-000128,0.00182340993702
ACH-000132,-0.13950028411499998
ACH-000133,-0.251171650709
ACH-000137,-0.305577185736
ACH-000138,-0.125751224935
ACH-000142,-0.000191648040328
ACH-000143,-0.040601359310199994
ACH-000146,-0.5104225543509999
ACH-000148,-0.12029252857999999
ACH-000150,-0.47699269272399997
ACH-000152,-0.05535295390819999
ACH-000153,0.6803164225149999
ACH-000159,-0.00973503429071
ACH-000160,-0.121605962699
ACH-000163,-0.139302363411
ACH-000167,-0.012632756763500001
ACH-000168,-0.40773378292900003
ACH-000169,-0.17521851553800002
ACH-000178,0.004889677828020001
ACH-000182,0.010812054559799998
ACH-000183,-0.426953956064
ACH-000188,-0.10084646488700001
ACH-000189,-0.245414030014
ACH-000190,-0.267481964436
ACH-000198,-0.41796801031499997
ACH-000204,-0.21447331931299998
ACH-000206,0.208499242705
ACH-000207,0.149365125696
ACH-000211,-0.18953573367600002
ACH-000215,-0.22833524877300002
ACH-000221,-0.36732263158399997
ACH-000222,-0.16082614887399999
ACH-000223,-0.267829979457
ACH-000226,-0.07539668488189999
ACH-000227,-0.404125006646
ACH-000228,-0.0488210396298
ACH-000231,-0.026138870827599997
ACH-000232,-0.0684295453967
ACH-000233,-0.206684226105
ACH-000234,-0.275128405511
ACH-000235,-0.14314621078099998
ACH-000237,-0.135882899939
ACH-000238,0.16981322542999996
ACH-000243,-0.217725816955
ACH-000244,-0.174355628202
ACH-000246,-0.13865370154
ACH-000248,-0.0226791138135
ACH-000250,-0.035781286022900004
ACH-000251,-0.0415005764713
ACH-000253,0.0384173677126
ACH-000255,-0.11243501283099999
ACH-000256,0.108961095969
ACH-000257,0.277650773816
ACH-000258,-0.392578694455
ACH-000259,-0.085581445659
ACH-000260,-0.264934413401
ACH-000261,-0.217656088041
ACH-000262,-0.18537179460499997
ACH-000263,-0.11207454569599999
ACH-000264,-0.218705352151
ACH-000265,-0.198782616532
ACH-000266,-0.11998280419299999
ACH-000272,-0.14008055137
ACH-000273,-0.0861019271404
ACH-000274,-0.420168923408
ACH-000277,-0.0394583436242
ACH-000278,-0.304937140788
ACH-000279,-0.0996084076351
ACH-000280,-0.017211838553900002
ACH-000281,-0.112965726275
ACH-000288,-0.06987189006519999
ACH-000291,-0.052357675531800006
ACH-000293,-0.169026128585
ACH-000294,-0.08826225368410001
ACH-000295,0.23981533791200002
ACH-000296,-0.023341292900400004
ACH-000302,-0.23061141937600002
ACH-000304,-0.0641449355881
ACH-000307,-0.17325914663199998
ACH-000308,-0.20609469848
ACH-000310,-0.181323196909
ACH-000311,0.0592118347738
ACH-000312,-0.151552947056
ACH-000315,-0.312115632372
ACH-000316,-0.06924424046960001
ACH-000317,-0.040092328857900005
ACH-000318,-0.08506744116139998
ACH-000319,-0.25792261203
ACH-000320,0.8816262566840001
ACH-000322,0.109715629182
ACH-000323,-0.243670577129
ACH-000324,-0.116349143838
ACH-000329,-0.156884645416
ACH-000330,0.204518137848
ACH-000331,-0.132272069172
ACH-000332,-0.00432112137624
ACH-000334,-0.307617906163
ACH-000335,-0.0209772011038
ACH-000336,0.004119320531070001
ACH-000337,-0.133549990063
ACH-000339,-0.258478239684
ACH-000341,-0.49108342006800004
ACH-000348,-0.31784718359
ACH-000350,-0.261354060632
ACH-000352,-0.088721239056
ACH-000356,0.0791127818843
ACH-000361,0.329210168064
ACH-000362,-0.219933856305
ACH-000363,-0.37463919798100004
ACH-000364,-0.290141174512
ACH-000365,-0.10224918114399999
ACH-000366,-0.17569561046799997
ACH-000368,-0.265099093372
ACH-000374,-0.346173508717
ACH-000375,-0.00167081834333
ACH-000376,0.10151633384099999
ACH-000381,0.0333015379468
ACH-000383,-0.165853239154
ACH-000387,-0.135653146371
ACH-000389,-0.5510157996989999
ACH-000390,-0.0846686005567
ACH-000393,-0.153733587343
ACH-000395,0.306865168811
ACH-000397,-0.00984017245827
ACH-000401,-0.24566310799600002
ACH-000402,-0.48955111183600003
ACH-000403,-0.195384834608
ACH-000404,-0.16274738522399998
ACH-000406,-0.16320011234200002
ACH-000407,-0.06696008816719999
ACH-000408,-0.179544914438
ACH-000410,-0.205928078132
ACH-000411,-0.0659758026619
