,UBQLNL (143630)
ACH-000004,0.135834094245
ACH-000007,-0.049111969619399995
ACH-000009,0.00325085243068
ACH-000011,0.0463866953685
ACH-000012,0.0400077584569
ACH-000013,0.0515505733504
ACH-000014,0.0267506083501
ACH-000015,0.253668103004
ACH-000017,0.0476742018741
ACH-000018,0.055469452878199994
ACH-000019,-0.197854066049
ACH-000021,0.083240407031
ACH-000022,-0.052148769535499996
ACH-000025,-0.0345997784545
ACH-000028,-0.0478145204733
ACH-000030,-0.021896396360400004
ACH-000035,0.054466353766700004
ACH-000036,0.0739507975698
ACH-000037,-0.168376759494
ACH-000039,-0.00404875105822
ACH-000040,-0.00328289059787
ACH-000041,0.139303653062
ACH-000042,-0.148831447335
ACH-000045,0.174476404016
ACH-000047,-0.006329276203760001
ACH-000052,-0.21895533855399998
ACH-000053,0.0400465574675
ACH-000054,-0.0181190036427
ACH-000055,0.160292794365
ACH-000060,-0.0604419194309
ACH-000067,0.166931143522
ACH-000070,0.0540205490239
ACH-000075,0.157230691975
ACH-000078,0.185792254558
ACH-000082,0.0644987186776
ACH-000085,-0.165052077357
ACH-000086,-0.0192035624102
ACH-000087,-0.067329210299
ACH-000092,0.142933787467
ACH-000095,0.0020833598826300002
ACH-000097,-0.022234881192900003
ACH-000098,0.0367211043545
ACH-000099,0.118035708005
ACH-000108,-0.0639351609624
ACH-000113,0.0489566541251
ACH-000115,0.164420743703
ACH-000116,0.190916541785
ACH-000118,0.11993773176200001
ACH-000120,-0.00745023911268
ACH-000123,-0.061529741475599996
ACH-000127,0.07504614138810001
ACH-000128,-0.050576049277999996
ACH-000132,-0.0455962764774
ACH-000133,-0.0148134466515
ACH-000137,-0.00578732514449
ACH-000138,-0.030482570274
ACH-000142,0.08796722922939999
ACH-000143,0.0613287907323
ACH-000146,-0.0924546387885
ACH-000148,0.0134617030009
ACH-000150,0.207508640238
ACH-000152,-0.0692628153769
ACH-000153,-0.311021064353
ACH-000159,0.0996806005766
ACH-000160,0.0035811414704099995
ACH-000163,0.24498714587099998
ACH-000167,-0.18186576821400002
ACH-000168,-0.10493991647800001
ACH-000169,-0.0573587396678
ACH-000178,0.0553933001394
ACH-000182,0.0570094950497
ACH-000183,0.00534519243208
ACH-000188,0.189271681121
ACH-000189,0.0830529507968
ACH-000190,0.034155662247
ACH-000198,0.0983731223743
ACH-000204,0.0299952956665
ACH-000206,-0.157554961525
ACH-000207,0.17447943965
ACH-000211,0.288347530506
ACH-000215,-0.07676358773460001
ACH-000221,0.00913423661031
ACH-000222,0.186763752174
ACH-000223,0.041062729261
ACH-000226,0.0979047117968
ACH-000227,0.132654185677
ACH-000228,0.172634542523
ACH-000231,0.096739866425
ACH-000232,0.0416967484755
ACH-000233,0.07946552107480001
ACH-000234,-0.112800617923
ACH-000235,0.153560174073
ACH-000237,0.0643383100783
ACH-000238,0.168019834046
ACH-000243,0.138981647214
ACH-000244,-0.252194947229
ACH-000246,0.0833963007971
ACH-000248,0.271354372419
ACH-000250,0.0008426621509260002
ACH-000251,-0.0516281494886
ACH-000253,0.0582321039846
ACH-000255,0.15401208206800002
ACH-000256,-0.0372909665737
ACH-000257,0.010986051695600001
ACH-000258,0.00980641976082
ACH-000259,-0.0109069996395
ACH-000260,0.09379407085899999
ACH-000261,-0.197479307481
ACH-000262,0.251300879716
ACH-000263,0.25473873941999997
ACH-000264,0.055566175624400006
ACH-000265,0.130333889576
ACH-000266,0.13823286921800002
ACH-000272,0.07486102777810001
ACH-000273,0.055510551588300004
ACH-000274,0.12120923874600001
ACH-000277,-0.265170866296
ACH-000278,-0.0842827659292
ACH-000279,0.025589176470699998
ACH-000280,0.057941841012699995
ACH-000281,0.0789991826382
