,CORT (1325)
ACH-000004,-0.0202263384909
ACH-000007,-0.08807538566639998
ACH-000009,-0.0426169698934
ACH-000011,-0.038116768678699994
ACH-000012,0.12784191265
ACH-000013,0.064932396909
ACH-000014,-0.10877786771600001
ACH-000015,0.200300572896
ACH-000017,0.15996556574
ACH-000018,0.103230171423
ACH-000019,-0.11627857575400001
ACH-000021,0.126987817345
ACH-000022,0.005961111173920001
ACH-000025,-0.0206802102672
ACH-000028,0.026625835994700003
ACH-000030,0.000468215488416
ACH-000035,0.05576149930509999
ACH-000036,0.0013500985167899998
ACH-000037,0.0404890987697
ACH-000039,0.010077148903200002
ACH-000040,-0.0875624644955
ACH-000041,0.0848730917592
ACH-000042,0.07199981280460001
ACH-000045,0.24568085063
ACH-000047,-0.024091836208799997
ACH-000052,0.0819479603858
ACH-000053,0.091868427467
ACH-000054,0.00954129931128
ACH-000055,0.105336751029
ACH-000060,-0.300434961699
ACH-000067,-0.0786945506947
ACH-000070,0.0510447595478
ACH-000075,-0.08000818651260001
ACH-000078,0.0744517364848
ACH-000082,-0.047040526561199995
ACH-000085,-0.118685864155
ACH-000086,-0.18638000769699997
ACH-000087,0.04523811514830001
ACH-000092,-0.07233237459160001
ACH-000095,-0.11206461232699999
ACH-000097,-0.00278362455453
ACH-000098,-0.0211034541389
ACH-000099,-0.00423123482953
ACH-000108,-0.00268539433426
ACH-000113,0.180456767311
ACH-000115,0.0255405526852
ACH-000116,0.0960770076514
ACH-000118,0.18019551010600002
ACH-000120,-0.0579720018853
ACH-000123,0.11632436020999999
ACH-000127,0.0648879780296
ACH-000128,-0.209809253358
ACH-000132,0.027867626949200003
ACH-000133,-0.124210279299
ACH-000137,0.0931594079216
ACH-000138,0.0709257202123
ACH-000142,-0.168975578038
ACH-000143,-0.160354602789
ACH-000146,0.13150557513299999
ACH-000148,-0.10338123100800001
ACH-000150,-0.150267950438
ACH-000152,-0.34493310048299997
ACH-000153,0.111265658225
ACH-000159,-0.0429246826507
ACH-000160,-0.0763486503363
ACH-000163,0.165626981835
ACH-000167,-0.06024982499340001
ACH-000168,-0.09457899297419999
ACH-000169,-0.06784564297569999
ACH-000178,-0.165359931066
ACH-000182,-0.038719061546900004
ACH-000183,-0.0829859650261
ACH-000188,-0.18015486652499998
ACH-000189,-0.115583725044
ACH-000190,0.00023069164914200002
ACH-000198,0.14972534278799998
ACH-000204,0.044022230442900004
ACH-000206,-0.0613891037292
ACH-000207,-0.102847635015
ACH-000211,0.198678511083
ACH-000215,-0.0165388784357
ACH-000221,0.221502930707
ACH-000222,0.15430389057
ACH-000223,-0.18925861574
ACH-000226,-0.0662911594373
ACH-000227,-0.12435297014900001
ACH-000228,0.144410139083
ACH-000231,-0.160982686208
ACH-000232,-0.061361424536499995
ACH-000233,0.0761099700732
ACH-000234,-0.00391893857302
ACH-000235,0.019350046602599997
ACH-000237,0.0321932470579
ACH-000238,-0.0760410379476
ACH-000243,0.12050489785499999
ACH-000244,0.04231826757709999
ACH-000246,0.051722040448500005
ACH-000248,0.103388483369
ACH-000250,-0.0429923512179
ACH-000251,0.112284566428
ACH-000253,0.0620864309481
ACH-000255,-0.08825703197939999
ACH-000256,-0.140560794765
ACH-000257,-0.125529545888
ACH-000258,-0.056772987614
ACH-000259,0.0425441449827
ACH-000260,-0.038660759014400005
ACH-000261,0.14692060996
ACH-000262,0.197527416432
ACH-000263,-0.00532472644725
ACH-000264,3.97108331587e-05
ACH-000265,-0.08777208714780001
ACH-000266,0.07939914288260001
ACH-000272,-0.0964859561392
ACH-000273,-0.00428967514847
ACH-000274,-0.21162977638
ACH-000277,-0.136284326855
ACH-000278,0.043572962761000006
ACH-000279,0.038240090599800006
ACH-000280,0.0405064362831
ACH-000281,0.19190133554900002
ACH-000288,-0.131072267912
ACH-000291,0.0493949613788
ACH-000293,-0.0738921490873
ACH-000294,0.34606452448700004
ACH-000295,-0.186579429486
ACH-000296,0.185021087031
ACH-000302,0.07157816417219999
ACH-000304,0.0314196448222
ACH-000307,-0.0906583207241
ACH-000308,0.0571239503021
ACH-000310,-0.018673127781
ACH-000311,0.24957609578099998
ACH-000312,0.0946837004128
ACH-000315,-0.09232093475749999
ACH-000316,-0.0750562443363
ACH-000317,0.017508109509799998
ACH-000318,0.0127322184702
