,TWIST2 (117581)
ACH-000004,-0.0123058967533
ACH-000007,-0.0622032272372
ACH-000009,0.0507772267128
ACH-000011,-0.026855422168099996
ACH-000012,-0.0670802442127
ACH-000013,0.0867041230776
ACH-000014,0.13503619838300002
ACH-000015,-0.00866143269581
ACH-000017,0.122566877409
ACH-000018,0.149499450002
ACH-000019,-0.104436112521
ACH-000021,0.196366675002
ACH-000022,-0.08146776952069999
ACH-000025,-0.169016583143
ACH-000028,0.24901111069200002
ACH-000030,0.0638910071541
ACH-000035,0.222703722793
ACH-000036,-0.156662715256
ACH-000037,0.15059120609999999
ACH-000039,0.174912078341
ACH-000040,-0.46805878885700003
ACH-000041,0.162446532077
ACH-000042,-0.179271917167
ACH-000045,-0.029209864136099998
ACH-000047,0.062331123449
ACH-000052,0.104853193474
ACH-000053,0.055289704451
ACH-000054,-0.0994320123952
ACH-000055,0.09751490047650001
ACH-000060,-0.0901815479234
ACH-000067,0.09648450618110001
ACH-000070,-0.015023420204700001
ACH-000075,0.115814774884
ACH-000078,-0.05727234099830001
ACH-000082,-0.19357372100099998
ACH-000085,0.041494404904
ACH-000086,0.0739706508265
ACH-000087,-0.264238043709
ACH-000092,-0.006096232655430001
ACH-000095,-0.12225056564799999
ACH-000097,-0.040235627350400004
ACH-000098,-0.116226775725
ACH-000099,-0.0167679469669
ACH-000108,-0.0878750248756
ACH-000113,0.0148468555722
ACH-000115,0.036463576223699994
ACH-000116,0.059192211722599995
ACH-000118,0.123753616756
ACH-000120,0.051098376196
ACH-000123,0.0858131218666
ACH-000127,-0.0283449378529
ACH-000128,0.000496199853892
ACH-000132,0.0571185214099
ACH-000133,-0.16230036328199998
ACH-000137,-0.0852362870716
ACH-000138,0.180388176509
ACH-000142,0.075599764803
ACH-000143,-0.0955782726125
ACH-000146,0.034185781939
ACH-000148,-0.16858573259100001
ACH-000150,-0.0802879052406
ACH-000152,-0.0660697465047
ACH-000153,-0.0650340292385
ACH-000159,-0.14414635325300001
ACH-000160,-0.12786648056299998
ACH-000163,-1.1893454512600001
ACH-000167,-0.101999539025
ACH-000168,-0.161247986846
ACH-000169,0.148345327922
ACH-000178,-0.08496134965260001
ACH-000182,-0.031034851691099995
ACH-000183,0.0676452556175
ACH-000188,-0.030019192824400003
ACH-000189,0.213048097313
ACH-000190,-0.186149050244
ACH-000198,0.023618242418
ACH-000204,0.195916212626
ACH-000206,0.0377694236356
ACH-000207,0.0711953917787
ACH-000211,-0.0945090538054
ACH-000215,-0.10014102863299999
ACH-000221,-0.23964375933200002
ACH-000222,-0.194643457374
ACH-000223,-0.138042322926
ACH-000226,-0.0672912789171
ACH-000227,-0.25604522830299997
ACH-000228,0.0019704859453099997
ACH-000231,0.03914732840869999
ACH-000232,-0.07319472128339999
ACH-000233,0.0356655397775
ACH-000234,-0.024404381130800002
ACH-000235,0.053639997389
ACH-000237,-0.0684611585321
ACH-000238,0.17782908316799997
ACH-000243,0.16928091184
ACH-000244,-0.228843609725
ACH-000246,0.0311548940778
ACH-000248,0.09032479974639998
ACH-000250,-0.151572583529
ACH-000251,0.261404789895
ACH-000253,-0.173023666451
ACH-000255,-0.078477878808
ACH-000256,-0.09550540606069999
ACH-000257,0.0690662401818
ACH-000258,-0.044989037827000006
ACH-000259,-0.0225110437183
ACH-000260,0.150529866515
ACH-000261,0.029920676532700002
ACH-000262,-0.120290764945
ACH-000263,-0.310226606767
ACH-000264,0.031174106336699998
ACH-000265,0.10033889250900001
ACH-000266,-0.00436951983832
ACH-000272,0.0304958792923
ACH-000273,0.0028587264650600003
ACH-000274,0.0359679538932
ACH-000277,-0.163763791671
