,ITGA2B (3674)
ACH-000332,-0.18045652929499997
ACH-000334,-0.253560882132
ACH-000335,-0.42839513413099994
ACH-000336,-0.131637337715
ACH-000337,-0.410726173034
ACH-000339,-0.216278436451
ACH-000341,-0.315433723549
ACH-000348,-0.230222209232
ACH-000350,-0.00496762555833
ACH-000352,-0.130373062335
ACH-000356,-0.42186902084600003
ACH-000361,-0.140191760595
ACH-000362,-0.132503981951
ACH-000363,-0.34450660333000005
ACH-000364,-0.09975979958049999
ACH-000365,-0.217311962477
ACH-000366,-0.220867892073
ACH-000368,0.0482180419238
ACH-000374,-0.0985954311996
ACH-000375,-0.0562582074708
ACH-000376,-0.25229193303
ACH-000381,-0.137102627471
ACH-000383,-0.252545876048
ACH-000387,-0.077603190927
ACH-000389,-0.40028710629500003
ACH-000390,-0.271693988972
ACH-000393,-0.284425087566
ACH-000395,-0.333954732432
ACH-000397,-0.34521526423500004
ACH-000401,-0.105546772314
ACH-000402,-0.27429487197700003
ACH-000403,-0.318721524115
ACH-000404,-0.00227738625368
ACH-000406,-0.21425867265299997
ACH-000407,-0.10159608960699999
ACH-000408,-0.24954627284800002
ACH-000410,-0.0670096099041
ACH-000411,-0.223655296732
ACH-000414,-0.228152644525
ACH-000415,-0.307604350522
ACH-000416,-0.157433390851
ACH-000420,-0.460803650775
ACH-000421,-0.16240499263900002
ACH-000424,0.0382664533186
ACH-000425,-0.18596052306
ACH-000426,-0.16918119781399998
ACH-000427,-0.5154431453630001
ACH-000433,-0.526660612314
ACH-000436,-0.29477206878199996
ACH-000444,-0.32077448585900004
ACH-000445,-0.053412805142
ACH-000448,-0.0530688381773
ACH-000450,-0.299081181237
ACH-000452,-0.253621041371
ACH-000454,-0.183615234437
ACH-000458,-0.44836979955300005
ACH-000459,-0.15058575783
ACH-000460,-0.16333159220000001
ACH-000461,-0.493844636468
ACH-000463,-0.22808027620000002
ACH-000464,-0.340403834909
ACH-000466,-0.13474724972899998
ACH-000467,-0.199790309965
ACH-000468,-0.202028203149
ACH-000469,-0.116902708363
ACH-000470,-0.45774346264
ACH-000471,-0.205988688414
ACH-000472,-0.2370646855
ACH-000473,-0.511036101695
ACH-000475,-0.23406666443100002
ACH-000476,-0.40174294547399997
ACH-000477,-0.0403069858131
ACH-000480,-0.23120292244899998
ACH-000481,-0.321062629305
ACH-000483,-0.312155908537
ACH-000484,-0.185845258981
ACH-000485,-0.34435931717600005
ACH-000486,-0.239753404114
ACH-000487,-0.235105550088
ACH-000488,-0.288902212273
ACH-000490,-0.21126466978100003
ACH-000491,-0.22007029402
ACH-000495,-0.21251508041900002
ACH-000496,-0.319294375377
ACH-000499,-0.361597347423
ACH-000500,-0.9432915414149999
ACH-000502,-0.25435486527600004
ACH-000503,-0.273495026302
ACH-000505,-0.248225012487
ACH-000507,-0.48248335144599996
ACH-000510,-0.22721161078699997
ACH-000511,-0.315834198159
ACH-000512,-0.434182127568
ACH-000516,-0.304947864706
ACH-000517,-0.18916084980999998
ACH-000518,-0.304753260295
ACH-000520,-0.25179492834
ACH-000521,-0.38632763815399995
ACH-000522,-0.288657685763
ACH-000524,-0.25541003578
ACH-000527,-0.244737809741
ACH-000528,-0.255110179815
ACH-000537,-0.219350464446
ACH-000541,-0.0846072171645
ACH-000542,-0.265861692805
ACH-000544,-0.172297505129
ACH-000545,-0.154824044997
ACH-000547,-0.20778084853
ACH-000548,-0.357494282464
ACH-000549,-0.40991615051799996
ACH-000550,-0.253654329848
ACH-000552,-0.306195440677
ACH-000556,-0.531617571918
ACH-000557,-0.06224352042169999
ACH-000570,-0.440683767302
ACH-000571,-0.285044485018
ACH-000573,-0.181893588164
ACH-000576,-0.293278802063
ACH-000580,0.049813249585
ACH-000584,-0.251497813649
ACH-000585,-0.137039337621
ACH-000588,-0.301530786021
ACH-000589,-0.248683635843
ACH-000591,-0.207699927459
ACH-000593,-0.38396449421400003
ACH-000600,-0.470263071359
ACH-000601,-0.239163713133
ACH-000604,-0.190474872595
ACH-000605,-0.281839233759
ACH-000606,-0.31175044306899996
ACH-000608,-0.21809885362599998
ACH-000614,-0.293642265354
ACH-000616,-0.188313151208
ACH-000618,-0.29470449560199996
ACH-000619,-0.0134218883831
ACH-000620,-0.1410073283
ACH-000621,-0.183084601765
ACH-000622,-0.40143297239500003
ACH-000623,-0.211139774829
ACH-000624,-0.22574928471
ACH-000627,-0.24929212343499998
ACH-000630,-0.213985315399
ACH-000632,-0.239902309372
ACH-000633,-0.166418870153
ACH-000637,-0.5761877433929999
ACH-000638,-0.22911840633400002
ACH-000646,-0.07461468045610001
ACH-000647,-0.387689273671
ACH-000648,-0.331581713968
ACH-000649,-0.238130768361
ACH-000651,-0.0947269155995
ACH-000652,-0.352322824174
ACH-000653,-0.255484925425
ACH-000657,-0.127725320374
ACH-000658,-0.06391607901740001
ACH-000661,-0.19616452298599998
ACH-000662,-0.469892137093
ACH-000663,-0.4629366092600001
ACH-000665,-0.296261043115
ACH-000671,-0.156405062879
ACH-000673,-0.36136808826
ACH-000676,-0.272485422843
ACH-000677,-0.0649890854619
ACH-000681,-0.254226419101
ACH-000682,-0.276911842525
ACH-000683,-0.17364460071199997
ACH-000684,-0.177508548637
ACH-000688,-0.129869301642
ACH-000693,-0.156572903856
ACH-000694,-0.161684887664
ACH-000695,-0.13698245839099998
ACH-000696,-0.277473478493
ACH-000697,-0.174226468911
ACH-000699,-0.0773092890039
ACH-000701,-0.258257353089
ACH-000706,-0.243304290332
ACH-000711,-0.20661939952
ACH-000713,-0.19748902276299998
ACH-000714,-0.394006397367
ACH-000718,-0.341450026019
ACH-000720,-0.5076469384669999
ACH-000721,-0.36907516079400005
ACH-000724,-0.324586455376
ACH-000725,-0.360252508926
ACH-000732,-0.316097183813
ACH-000734,-0.13857060165100002
ACH-000735,-0.31664652375
ACH-000736,-0.21397869625500002
ACH-000738,-0.18597600439800002
ACH-000746,-0.185346452464
ACH-000747,-0.42437660970700003
ACH-000748,-0.286768895905
ACH-000753,-0.280401754527
ACH-000756,-0.401254861703
ACH-000757,-0.16163843758500002
ACH-000758,-0.33984170697
ACH-000760,-0.323100176633
ACH-000763,-0.16794406491
ACH-000764,-0.4063850066
ACH-000765,-0.133518728562
ACH-000766,-0.5096659696410001
ACH-000767,-0.061115622270999995
ACH-000768,-0.22958846607500003
ACH-000769,-0.0511636719134
ACH-000770,-0.2148383968
ACH-000771,-0.360030302777
ACH-000773,-0.11222515625
ACH-000776,-0.240282485853
ACH-000777,-0.175246009736
ACH-000778,-0.349175329637
ACH-000781,-0.21673036539700002
ACH-000782,-0.17046488527800002
ACH-000783,-0.317601624451
ACH-000784,-0.3438068829
ACH-000785,-0.146862968304
ACH-000787,-0.122273498575
ACH-000788,-0.324752989882
ACH-000791,-0.309121104777
ACH-000792,-0.179161542955
ACH-000794,-0.264639071093
ACH-000796,-0.220227285196
ACH-000799,-0.37742950561399996
ACH-000800,-0.308617577255
ACH-000802,-0.174165134943
ACH-000804,-0.22637819648200003
ACH-000805,-0.0873539336273
ACH-000809,-0.32510783503400004
ACH-000810,-0.241203120478
ACH-000811,-0.37719862530500003
ACH-000817,-0.472474848399
ACH-000819,-0.344584562834
ACH-000820,-0.07754363692480001
ACH-000821,-0.388645475595
ACH-000822,-0.250352387184
ACH-000823,-0.27097040879
ACH-000824,-0.25287788290999996
ACH-000827,-0.27168776325399996
ACH-000829,-0.15344787394200002
ACH-000831,-0.26954058594700003
ACH-000832,-0.271603822891
ACH-000833,-0.420548184398
ACH-000834,-0.0477735020923
ACH-000835,-0.197650091516
ACH-000836,-0.313515433397
ACH-000837,-0.253490672308
ACH-000838,-0.191699341519
ACH-000839,-0.133393560866
ACH-000840,-0.11316554254899999
ACH-000841,-0.31453690315
ACH-000843,-0.35401184106399997
ACH-000846,-0.0612659568056
ACH-000847,-0.36681400916100004
ACH-000848,-0.08932419387700001
ACH-000849,-0.23897521590100002
ACH-000851,-0.123545908161
ACH-000855,-0.0290673455535
ACH-000856,-0.203652156846
ACH-000858,-0.13335045162999998
ACH-000859,-0.143602111239
ACH-000861,-0.303845013116
ACH-000862,-0.121808188848
ACH-000865,-0.193640497042
ACH-000866,-0.23644718015900001
ACH-000867,-0.22277434803000004
ACH-000869,-0.279710872401
ACH-000872,-0.08605031354
ACH-000873,-0.170973950735
ACH-000876,-0.267251517527
ACH-000878,-0.33995315286399996
ACH-000880,-0.23825722428100002
ACH-000881,-0.12861937674
ACH-000882,-0.0715973118849
ACH-000884,-0.231804132409
ACH-000885,-0.26652710632800003
ACH-000887,-0.364571687848
ACH-000888,-0.293319983969
ACH-000889,-0.106300851666
ACH-000890,-0.371679446285
ACH-000896,-0.146066319617
ACH-000898,-0.041495157295
ACH-000900,-0.32997159820599997
ACH-000901,-0.247538097615
ACH-000905,-0.117396592121
ACH-000906,-0.257176636676
ACH-000907,-0.186941920288
ACH-000910,-0.17484759045200002
ACH-000911,-0.358693315868
ACH-000912,-0.31251450395999997
ACH-000913,-0.25541669928800004
ACH-000915,-0.25709674058800003
ACH-000916,-0.700700962414
ACH-000917,-0.253932672643
ACH-000921,-0.19976661819000002
ACH-000924,-0.35204602605999996
ACH-000926,-0.08465136187750001
ACH-000928,-0.272061568662
ACH-000929,-0.132305190499
ACH-000932,-0.296577254373
ACH-000935,-0.33225434473
ACH-000936,-0.223101932864
ACH-000937,-0.262049209036
ACH-000938,-0.27592624802099996
ACH-000939,-0.31061618219500003
ACH-000941,-0.37708446464
ACH-000943,-0.23349373222
ACH-000946,-0.236189020848
ACH-000947,-0.1626455979
ACH-000948,-0.258369137066
ACH-000950,-0.253089028713
ACH-000953,-0.26551128521
ACH-000957,-0.362668096845
ACH-000958,-0.47321495903599997
ACH-000960,-0.302725922845
ACH-000963,-0.5520260787969999
ACH-000968,-0.285518799815
ACH-000969,-0.464467305165
ACH-000973,-0.40901793216
ACH-000974,-0.329663674753
ACH-000975,-0.23207974923
ACH-000976,-0.21615665789400001
ACH-000978,0.681373953394
ACH-000980,-0.160908990914
ACH-000984,-0.285562497402
ACH-000986,-0.334016413931
ACH-000988,-0.199200874925
ACH-000993,-0.328541165674
ACH-000994,-0.257798042118
ACH-000996,-0.44260746003
ACH-001001,-0.22574032764000002
ACH-001020,-0.128245266179
ACH-001028,-0.168466786394
ACH-001031,-0.249999240541
ACH-001038,-0.134311701404
ACH-001048,-0.229607127981
ACH-001050,-0.474866917002
ACH-001053,-0.116686741483
ACH-001054,-0.40578104907300006
ACH-001061,-0.322220796465
ACH-001067,-0.26783696343400004
ACH-001075,0.11790004862299999
ACH-001096,-0.224392843234
ACH-001128,-0.383354221509
ACH-001134,-0.17242335859700003
ACH-001151,-0.20779472397100002
ACH-001163,-0.42893101005199996
ACH-001164,-0.148627513967
ACH-001173,-0.329473894511
ACH-001183,-0.42835233045500004
ACH-001184,-0.338758389951
ACH-001190,-0.218672247234
ACH-001192,-0.209276970032
ACH-001193,-0.211802640946
ACH-001196,-0.358530167358
ACH-001197,-0.12857017100600002
ACH-001205,-0.19437065964400002
ACH-001211,-0.331615347644
ACH-001212,-0.409284371298
ACH-001228,-0.326197909181
ACH-001232,-0.263833718292
ACH-001239,-0.370711391172
ACH-001274,-0.154456630335
ACH-001275,-0.291068829588
ACH-001277,-0.20696701068700002
ACH-001278,-0.222526239384
ACH-001280,-0.40080925335
ACH-001283,-0.310062465187
ACH-001289,-0.050051893096
ACH-001295,-0.329727451992
ACH-001300,-0.237537749402
ACH-001301,-0.256766645875
ACH-001302,-0.338564393177
ACH-001303,-0.019360093255200002
ACH-001306,-0.319097041693
ACH-001318,-0.254790581194
ACH-001322,-0.0950842510315
ACH-001328,-0.47637879165200003
ACH-001332,-0.433094745831
ACH-001333,-0.301963772385
ACH-001336,-0.13282955296399998
ACH-001340,-0.26626646616300004
ACH-001346,-0.353525372561
ACH-001353,-0.24257378860999998
ACH-001354,0.129977908429
ACH-001367,-0.702754894639
ACH-001368,-0.34389975302299997
ACH-001374,-0.260110739078
ACH-001375,-0.328324950289
ACH-001377,-0.0990306035369
ACH-001380,-0.34020386405
ACH-001391,-0.46795366528399995
ACH-001407,-0.10980193214400001
ACH-001408,-0.18225794179699997
ACH-001413,-0.495936465238
ACH-001430,-0.237065523621
ACH-001431,-0.129283015956
ACH-001450,-0.0969684001739
ACH-001496,-0.292510280764
ACH-001500,-0.406868094971
ACH-001521,-0.133327787182
ACH-001523,-0.37632247285099996
ACH-001532,-0.247133599862
ACH-001536,-0.364478535931
ACH-001550,-0.253933549401
ACH-001552,-0.062050749839399996
ACH-001554,-0.144909431272
ACH-001645,-0.30172149657499997
ACH-001654,-0.16813239463399998
ACH-001715,-0.321016840336
ACH-001735,-0.304870507245
ACH-001736,-0.17369661848200002
ACH-001737,0.32383086965
ACH-001740,-0.23878101143000002
ACH-001745,-0.111353067741
ACH-001750,-0.41830967010700004
ACH-001765,-0.28464323228
ACH-001956,-0.221284288442
ACH-001957,-0.31486612253400004
