,CPZ (8532)
ACH-000004,-0.0751889945583
ACH-000007,-0.232926284807
ACH-000009,-0.0943071575594
ACH-000011,-0.141380089358
ACH-000012,-0.199599536536
ACH-000013,-0.012001881577899998
ACH-000014,0.0804702443036
ACH-000015,-0.095670633619
ACH-000017,-0.0228523770525
ACH-000018,-0.0847884808506
ACH-000019,-0.0382437954751
ACH-000021,-0.10304205456599999
ACH-000022,-0.24928234728300003
ACH-000025,-0.006337994766039999
ACH-000028,0.119790765122
ACH-000030,-0.0949834582165
ACH-000035,0.020657519151700002
ACH-000036,-0.145097112679
ACH-000037,-0.304580736723
ACH-000039,-0.113148946679
ACH-000040,-0.203899112828
ACH-000041,-0.0536341147818
ACH-000042,-0.167615608055
ACH-000045,0.0951056120269
ACH-000047,-0.258417674322
ACH-000052,-0.16968466478900002
ACH-000053,-0.237070198991
ACH-000054,-0.034299910769099995
ACH-000055,0.030593734309799996
ACH-000060,-0.1706348791
ACH-000067,-0.121203627609
ACH-000070,0.128853279411
ACH-000075,-0.157035773188
ACH-000078,-0.152965565733
ACH-000082,-0.030958858980799996
ACH-000085,-0.184434213436
ACH-000086,-0.181616157684
ACH-000087,-0.08338316107810001
ACH-000092,-0.180398759379
ACH-000095,-0.119018895161
ACH-000097,-0.0721678957224
ACH-000098,0.0500100197874
ACH-000099,-0.170479275928
ACH-000108,-0.28260795050500004
ACH-000113,-0.0358153373965
ACH-000115,-0.137525153475
ACH-000116,-0.18319213421799999
ACH-000118,-0.173823261479
ACH-000120,-0.08586455575230001
ACH-000123,-0.06878142050149999
ACH-000127,-0.12036435003399999
ACH-000128,0.0723676907157
ACH-000132,0.033107871866
ACH-000133,-0.147141663976
ACH-000137,0.0153586289756
ACH-000138,-0.07074820666079999
ACH-000142,-0.36244012088600003
ACH-000143,-0.010576144227299999
ACH-000146,-0.12053486470000001
ACH-000148,-0.100415694156
ACH-000150,-0.158643877446
ACH-000152,-0.165520969116
ACH-000153,-0.29269785981999996
ACH-000159,-0.188314574234
ACH-000160,-0.0358683181057
ACH-000163,0.00564570750412
ACH-000167,-0.255411504195
ACH-000168,-0.21687413386399998
ACH-000169,0.0157418226694
ACH-000178,-0.22091502886599998
ACH-000182,-0.169985100072
ACH-000183,-0.0717551343133
ACH-000188,-0.21816290493299997
ACH-000189,0.19659968495900002
ACH-000190,-0.06713462108939999
ACH-000198,-0.10084188759299999
ACH-000204,-0.055494650306199995
ACH-000206,-0.137041133541
ACH-000207,0.0943181401581
ACH-000211,-0.167198609929
ACH-000215,-0.138422985971
ACH-000221,-0.0531878940554
ACH-000222,-0.293310806657
ACH-000223,-0.258910420273
ACH-000226,-0.25039790974599996
ACH-000227,-0.01468781591
ACH-000228,0.0776074320047
ACH-000231,-0.15158280357
ACH-000232,0.0142483327158
ACH-000233,-0.00757951066746
ACH-000234,0.0865272661799
ACH-000235,-0.060965949266400005
ACH-000237,-0.240978293785
