,ADRBK1 (156)
ACH-000004,-0.029861055192400003
ACH-000007,-0.6679344899490001
ACH-000009,-0.5330231956570001
ACH-000011,0.0972940204706
ACH-000012,-0.384394202455
ACH-000013,-0.157278869329
ACH-000014,-0.022297052928999996
ACH-000015,0.204189365645
ACH-000017,-0.795632016638
ACH-000018,-0.0727437695588
ACH-000019,-0.428017504959
ACH-000021,-0.26966341859299997
ACH-000022,-0.9786913965340001
ACH-000025,-0.07787163258280001
ACH-000028,-0.513556046026
ACH-000030,-0.20155784195
ACH-000035,-0.117641016743
ACH-000036,-0.158260036707
ACH-000037,-0.24807484937399998
ACH-000039,-0.387624469401
ACH-000040,-0.000985157359548
ACH-000041,-0.151594118095
ACH-000042,-0.15821013618
ACH-000045,-0.26377335095800003
ACH-000047,-0.178871343559
ACH-000052,-0.175571701579
ACH-000053,-0.5536181706100001
ACH-000054,-0.0842963040881
ACH-000055,-0.278304605361
ACH-000060,-0.0607399864262
ACH-000067,-0.140334114304
ACH-000070,-0.0197246724221
ACH-000075,0.0968074849328
ACH-000078,-0.110699748236
ACH-000082,-0.16890682843199997
ACH-000085,-0.287497294991
ACH-000086,-0.261730104252
ACH-000087,-0.162606479144
ACH-000092,0.0148124579381
ACH-000095,-0.08197317457060001
ACH-000097,-0.7428848674070001
ACH-000098,0.07045350827739999
ACH-000099,-0.0560235419249
ACH-000108,-0.171708097498
ACH-000113,0.015687019415200003
ACH-000115,-0.281934449551
ACH-000116,-0.299008607812
ACH-000118,-0.527588188048
ACH-000120,-0.292937431902
ACH-000123,-0.27089559312100003
ACH-000127,-0.275407666234
ACH-000128,-0.0806398297578
ACH-000132,0.0241821844112
ACH-000133,-0.274831644998
ACH-000137,-0.0020481082522500003
ACH-000138,-0.493660379705
ACH-000142,-0.366104235224
ACH-000143,-0.328622017956
ACH-000146,0.0820472278345
ACH-000148,-0.0331610418013
ACH-000150,-0.128940345209
ACH-000152,-0.239831410555
ACH-000153,-0.347192064482
ACH-000159,-0.111743645172
ACH-000160,-0.474280268001
ACH-000163,-0.22130214047
ACH-000167,-0.35319033117700005
ACH-000168,-0.00860220175584
ACH-000169,-0.19153342284000002
ACH-000178,-0.0855582464868
ACH-000182,-0.077154156736
ACH-000183,-0.295701050642
ACH-000188,-0.42293488731299994
ACH-000189,-0.020852780799200003
ACH-000190,-0.07947766805800001
ACH-000198,-0.19794222332699998
ACH-000204,-0.23667433075
ACH-000206,0.36811873984899995
ACH-000207,-0.784502847794
ACH-000211,-0.25961427909400003
ACH-000215,-0.0993247750108
ACH-000221,-0.150133861872
ACH-000222,-0.380901105734
ACH-000223,-0.321176223867
ACH-000226,-0.21420934313
ACH-000227,-0.133397847086
ACH-000228,-0.293355708618
ACH-000231,-0.0332738885261
ACH-000232,0.035260554268999995
ACH-000233,-0.314062625616
ACH-000234,-0.170815965356
ACH-000235,-0.40748156422700005
ACH-000237,0.161690252761
ACH-000238,-0.09925564936259999
ACH-000243,-0.645209616894
ACH-000244,-0.35583453273599996
ACH-000246,-0.254903473142
ACH-000248,-0.41722494533699994
