,HUS1 (3364)
ACH-000004,-1.34869781999
ACH-000007,-0.9025057380299999
ACH-000009,-0.462509789504
ACH-000011,-0.9115732049359999
ACH-000012,-0.44590035813900003
ACH-000013,-0.954262041734
ACH-000014,-0.637058900832
ACH-000015,-0.45344025435
ACH-000017,-0.489311378815
ACH-000018,-0.44812450383100005
ACH-000019,-0.786509078043
ACH-000021,-0.690946819392
ACH-000022,-0.7655119127869999
ACH-000025,-0.686138669823
ACH-000028,-0.786101616783
ACH-000030,-0.530457905341
ACH-000035,-0.7450892807699999
ACH-000036,-0.465022689732
ACH-000037,-0.553158636614
ACH-000039,-0.863573538742
ACH-000040,-0.0807357482791
ACH-000041,-0.826919501713
ACH-000042,-0.28859323571
ACH-000045,-0.695359731594
ACH-000047,-0.73830567561
ACH-000052,-0.596245174509
ACH-000053,-0.602915078172
ACH-000054,-0.285134372127
ACH-000055,-1.01594430616
ACH-000060,-0.434220077542
ACH-000067,-0.344066111136
ACH-000070,-0.5035959707909999
ACH-000075,-0.487546199365
ACH-000078,-0.093992166938
ACH-000082,-0.549139096658
ACH-000085,-0.0686777379836
ACH-000086,-0.48498317114100004
ACH-000087,-1.09675595116
ACH-000092,-0.23323288419500002
ACH-000095,-0.520183056637
ACH-000097,-0.259052823496
ACH-000098,-0.31658492025
ACH-000099,-0.650813853745
ACH-000108,-0.283953182772
ACH-000113,-0.538826656188
ACH-000115,-0.161154068923
ACH-000116,-0.675708312967
ACH-000118,-0.7069229343350001
ACH-000120,-0.909569617977
ACH-000123,-0.688672827537
ACH-000127,-0.619798262706
ACH-000128,-0.024953225408400004
ACH-000132,-0.730691009516
ACH-000133,-0.646020248749
ACH-000137,-0.828898658389
ACH-000138,-0.579640615526
ACH-000142,-0.909425934626
ACH-000143,-0.8221557772310001
ACH-000146,-1.33070307223
ACH-000148,-0.632455344577
ACH-000150,-0.269065446213
ACH-000152,-0.281914961096
ACH-000153,-0.7575207426999999
ACH-000159,-0.5750287519439999
ACH-000160,-0.543811938669
ACH-000163,-0.310382202984
ACH-000167,-0.7694570254430001
ACH-000168,-0.729352227854
ACH-000169,-0.30515451834699997
ACH-000178,-0.758715350163
ACH-000182,-0.206260928242
ACH-000183,-0.746256571774
ACH-000188,-0.644065196782
ACH-000189,-0.639771544346
ACH-000190,-0.5788412525909999
ACH-000198,-0.379841413511
ACH-000204,-0.660628826252
ACH-000206,-1.11144434398
ACH-000207,-0.7626970222030001
ACH-000211,-0.260203863451
ACH-000215,-0.401049848958
ACH-000221,-0.7424379049359999
ACH-000222,-0.409883534767
ACH-000223,-0.807491341444
ACH-000226,-0.717401035952
ACH-000227,-1.02036067442
ACH-000228,-0.786065789405
ACH-000231,-0.789721027078
ACH-000232,-0.8108389725759999
ACH-000233,-0.5955248469910001
ACH-000234,-0.0491828484249
ACH-000235,-0.489007381828
ACH-000237,-0.9474840506380001
ACH-000238,-0.603327556088
ACH-000243,-0.596380974581
ACH-000244,-0.394790773588
ACH-000246,-0.746073457103
ACH-000248,-0.437793238424
ACH-000250,-0.495590549274
ACH-000251,-0.474689242339
ACH-000253,-0.177524669923
ACH-000255,-0.9471873354189999
ACH-000256,-0.834641752875
ACH-000257,-0.491289387415
ACH-000258,-0.44647363133
ACH-000259,-0.661229434097
ACH-000260,-0.663683767118
ACH-000261,-0.533764408596
ACH-000262,-0.261100343626
ACH-000263,-0.46669507067
ACH-000264,-0.428469907359
ACH-000265,-0.593522388884
ACH-000266,-0.254503080407
ACH-000272,-0.44573998457099995
ACH-000273,-0.462246932955
ACH-000274,-0.13356467776
ACH-000277,-0.253151000676
ACH-000278,-0.763039034464
ACH-000279,-0.558555794789
ACH-000280,-0.49721472681100004
ACH-000281,-0.382565378463
ACH-000288,-0.598603864747
ACH-000291,-1.00977232003
ACH-000293,-0.9915823773710001
ACH-000294,-0.760706450051
ACH-000295,-0.7562241365700001
ACH-000296,-0.7067492682600001
ACH-000302,-0.736105270105
