,ALG1L (200810)
ACH-000393,-1.12106488141
ACH-000395,-0.878393141927
ACH-000397,-0.7451868349869999
ACH-000401,-0.654975064784
ACH-000402,-0.7685638623119999
ACH-000403,-0.949499244871
ACH-000404,-0.779581180461
ACH-000406,-0.6713320357629999
ACH-000407,-0.6734781049959999
ACH-000408,-1.0069860125499999
ACH-000410,-0.801927059383
ACH-000411,-0.8209848904479999
ACH-000414,-0.7180892500480001
ACH-000415,-0.793129893385
ACH-000416,-0.6824277717849999
ACH-000420,-0.8904240502420001
ACH-000421,-0.7301392857369999
ACH-000424,-0.698679571472
ACH-000425,-0.924863921681
ACH-000426,-0.877777940914
ACH-000427,-0.8606347059389999
ACH-000433,-0.567713174634
ACH-000436,-0.6898227465510001
ACH-000444,-0.713074138246
ACH-000445,-0.919600941691
ACH-000448,-0.9097546109829999
ACH-000450,-0.45986130055200003
ACH-000452,-1.04564918686
ACH-000454,-0.9764534044609999
ACH-000458,-0.824167317341
ACH-000459,-0.24409723836599997
ACH-000460,-0.853163932975
ACH-000461,-0.7454911060439999
ACH-000463,-0.648346722091
ACH-000464,-0.916577600607
ACH-000466,-0.749731264192
ACH-000467,-0.892593017924
ACH-000468,-0.536767840317
ACH-000469,-0.9182677018050001
ACH-000470,-0.93445488051
ACH-000471,-0.841881597705
ACH-000472,-1.07153823607
ACH-000473,-0.623858494429
ACH-000475,-0.8987728036239999
ACH-000476,-0.8980115189219999
ACH-000477,-0.9655797831530001
ACH-000480,-0.849499986643
ACH-000481,-0.78874165721
ACH-000483,-0.872162092979
ACH-000484,-0.49929232706999993
ACH-000485,-0.801122977527
ACH-000486,-0.733312472916
ACH-000487,-0.689480736926
ACH-000488,-0.847682538971
ACH-000490,-0.897480833145
ACH-000491,-0.660327340063
ACH-000495,-0.876014596061
ACH-000496,-0.814988109982
ACH-000499,-0.644586239036
ACH-000500,-0.149332522775
ACH-000502,-0.677167703604
ACH-000503,-0.913339583814
ACH-000505,-0.7909998737999999
ACH-000507,-0.9575383120890001
ACH-000510,-0.471969639165
ACH-000511,-0.877199572835
ACH-000512,-0.780816232972
ACH-000516,-0.922372760135
ACH-000517,-0.951802299422
ACH-000518,-0.8860247504850001
ACH-000520,-0.7830799257690001
ACH-000521,-0.7737375552399999
ACH-000522,-0.953656208059
ACH-000524,-0.902663129357
ACH-000527,-0.7889955054279999
ACH-000528,-0.836034001341
ACH-000537,-0.8473622202240001
ACH-000541,-0.7293613369609999
ACH-000542,-0.787032713064
ACH-000544,-1.0274572275700002
ACH-000545,-0.7377840592129999
ACH-000547,-0.529727758978
ACH-000548,-0.869077159779
ACH-000549,-0.769192876966
ACH-000550,-0.6893280556029999
ACH-000552,-0.690551169383
ACH-000556,-1.0248308268600002
ACH-000557,-1.1875103742200002
ACH-000570,-0.846867996581
ACH-000571,-0.99059293155
ACH-000573,-0.80631433924
ACH-000576,-0.8407857897300001
ACH-000580,-0.823479374645
ACH-000584,-0.7743551086120001
ACH-000585,-0.9782310225759999
ACH-000588,-0.5569998222
ACH-000589,-0.8282388820209999
ACH-000591,-0.633906809439
ACH-000593,-0.713419741322
ACH-000600,-0.9734635895620001
ACH-000601,-0.83441207743
ACH-000604,-0.770932764851
ACH-000605,-1.24620005422
ACH-000606,-0.717723909496
ACH-000608,-0.7684298765049999
ACH-000614,-0.936425796478
ACH-000616,-0.7840303352529999
ACH-000618,-0.7220913961650001
ACH-000619,-0.701568024985
ACH-000620,-0.643283861537
ACH-000621,-0.8031663208740001
ACH-000622,-0.9877268010420001
ACH-000623,-0.6313071574600001
ACH-000624,-0.8389110571699999
ACH-000627,-0.5300362168280001
ACH-000630,-0.787510867764
ACH-000632,-0.804359699419
ACH-000633,-0.588810525598
ACH-000637,-0.9419784966310001
ACH-000638,-0.620915884567
ACH-000646,-0.834145429513
ACH-000647,-0.882634557306
ACH-000648,-0.769383468146
ACH-000649,-0.790989625877
ACH-000651,-0.7050347578370001
ACH-000652,-0.762643083398
ACH-000653,-0.911934589242
ACH-000657,-0.939016349614
ACH-000658,-0.832091114913
ACH-000661,-0.596702230634
ACH-000662,-0.736875872969
ACH-000663,-0.829612103503
ACH-000665,-0.83034860043
ACH-000671,-0.745661292146
ACH-000673,-0.879669015449
ACH-000676,-0.5851213214190001
ACH-000677,-0.620571555471
ACH-000681,-0.670074901471
ACH-000682,-0.811798153403
ACH-000683,-0.7923587054600001
ACH-000684,-0.7096374868619999
ACH-000688,-0.7500463544879999
ACH-000693,-0.80047223875
ACH-000694,-0.643524827033
ACH-000695,-0.630371972188
ACH-000696,-0.971787862325
ACH-000697,-0.6767613588600001
ACH-000699,-0.880180471269
ACH-000701,-0.881776485596
ACH-000706,-0.6613494780529999
ACH-000711,-0.645445999516
ACH-000713,-0.810455822823
ACH-000714,-0.653478726415
ACH-000718,-1.00130244127
ACH-000720,-0.866161150465
ACH-000721,-0.819251136152
ACH-000724,-0.9791559519609999
ACH-000725,-0.616882053551
ACH-000732,-0.788018167746
ACH-000734,-0.759336047376
ACH-000735,-0.9063158668529999
ACH-000736,-0.9112405304100001
ACH-000738,-0.708368859022
ACH-000746,-0.639378135028
ACH-000747,-0.802240529857
ACH-000748,-0.8438655053659999
ACH-000753,-0.654198563292
ACH-000756,-1.1549896767
ACH-000757,-0.7699438038709999
ACH-000758,-0.694659886136
ACH-000760,-0.7966401292890001
ACH-000763,-1.12546707896
ACH-000764,-0.860489454261
ACH-000765,-0.784201723583
ACH-000766,-0.719248241828
ACH-000767,-0.48807515729400003
ACH-000768,-0.8583115049529999
ACH-000769,-0.7883134809119999
ACH-000770,-0.829846720231
ACH-000771,-0.8629452612720001
ACH-000773,-0.750205363029
ACH-000776,-0.777028209628
ACH-000777,-0.754248103417
ACH-000778,-1.10244323044
ACH-000781,-0.821776798519
ACH-000782,-0.6796703279809999
ACH-000783,-0.829439098779
ACH-000784,-0.657674016123
ACH-000785,-0.921083980767
ACH-000787,-0.779146906991
ACH-000788,-0.9436994002500001
ACH-000791,-0.7749696115829999
ACH-000792,-0.86548310269
ACH-000794,-0.8216500300759999
ACH-000796,-0.938889567509
ACH-000799,-0.783627074006
ACH-000800,-0.936934707924
ACH-000802,-0.945394296197
ACH-000804,-0.787049645554
ACH-000805,-0.7468751748800001
ACH-000809,-0.9072263542710001
ACH-000810,-0.45239710661700006
ACH-000811,-0.776145171338
ACH-000817,-0.701556432719
ACH-000819,-0.6714603664579999
ACH-000820,-0.995875642612
ACH-000821,-0.9173837384550001
ACH-000822,-0.897866858406
ACH-000823,-0.5566862103920001
ACH-000824,-0.8896608615520001
ACH-000827,-0.861005494429
ACH-000829,-1.04492201663
ACH-000831,-0.7838840777699999
ACH-000832,-0.771977302937
ACH-000833,-0.922316596357
ACH-000834,-0.642951486888
ACH-000835,-0.759806840002
ACH-000836,-1.0049279014799999
ACH-000837,-0.565487036341
ACH-000838,-0.526539150845
ACH-000839,-0.8746520909090001
ACH-000840,-0.762376346958
ACH-000841,-0.7822285396170001
ACH-000843,-0.8198596437540001
ACH-000846,-1.0810002104799998
ACH-000847,-0.651612563666
ACH-000848,-0.76052303364
ACH-000849,-0.921531936621
ACH-000851,-0.89209092698
ACH-000855,-0.832876752869
ACH-000856,-0.730697797592
ACH-000858,-0.804526701877
ACH-000859,-0.617977083584
ACH-000861,-0.815033004438
ACH-000862,-0.866685955272
ACH-000865,-0.7397885149690001
ACH-000866,-0.7151486049160001
ACH-000867,-0.8847097752330001
ACH-000869,-0.670115085789
ACH-000872,-0.625953304761
ACH-000873,-0.835598718306
ACH-000876,-0.799094206795
ACH-000878,-0.7775541832840001
ACH-000880,-0.782726724128
ACH-000881,-0.771646631211
ACH-000882,-0.7727035301980001
ACH-000884,-1.02772741075
ACH-000885,-0.692883995791
ACH-000887,-0.7630382569130001
ACH-000888,-0.815501484271
ACH-000889,-0.8363374639110001
ACH-000890,-0.562908692596
ACH-000896,-0.978892851098
ACH-000898,-0.749489088485
ACH-000900,-0.717664536383
ACH-000901,-0.838490635425
ACH-000905,-0.772135683052
ACH-000906,-0.869674200839
ACH-000907,-0.6689257406310001
ACH-000910,-0.6416560684529999
ACH-000911,-0.876436163831
ACH-000912,-0.799374555772
ACH-000913,-0.710580817398
ACH-000915,-0.936136746684
ACH-000916,-1.16278702634
ACH-000917,-0.739290614048
ACH-000921,-0.867718128215
ACH-000924,-0.87557749096
ACH-000926,-0.957786893399
ACH-000928,-0.9735227340420001
ACH-000929,-1.01329052574
ACH-000932,-0.6988094763770001
ACH-000935,-0.932375017431
ACH-000936,-0.853976963317
ACH-000937,-1.04655272689
ACH-000938,-0.9448114001729999
ACH-000939,-0.685194422694
ACH-000941,-0.8080883139370001
ACH-000943,-0.688127427445
ACH-000946,-0.7689847365639999
ACH-000947,-0.753662588061
ACH-000948,-0.758609943841
ACH-000950,-0.632094008795
ACH-000953,-0.88232210442
ACH-000957,-0.9889221792630001
ACH-000958,-0.745221724058
ACH-000960,-1.02430698245
ACH-000963,-1.12060367466
ACH-000968,-0.651911926684
ACH-000969,-0.7703441860250001
ACH-000973,-0.859291646972
ACH-000974,-0.889246759254
ACH-000975,-0.702845282354
ACH-000976,-0.833523588433
ACH-000978,-1.0281426164
ACH-000980,-0.725601997639
ACH-000984,-0.98717774331
ACH-000986,-0.818470240141
ACH-000988,-0.535733313837
ACH-000993,-0.646116197645
ACH-000994,-0.9197768552869999
ACH-000996,-0.923422947183
ACH-001001,-0.840758702387
ACH-001020,-0.896002916325
ACH-001028,-0.665754542148
ACH-001031,-0.90653957006
ACH-001038,-1.12292994134
ACH-001048,-0.799817850973
ACH-001050,-0.6297266248510001
ACH-001053,-0.844736993113
ACH-001054,-0.634212113165
ACH-001061,-0.8151959833939999
ACH-001067,-0.739144924139
ACH-001075,-0.451891710453
ACH-001096,-0.624602982191
ACH-001128,-0.662068373999
ACH-001134,-0.618340014398
ACH-001151,-0.6264878127719999
ACH-001163,-0.698368663999
ACH-001164,-0.778164166124
ACH-001173,-0.9189319003380001
ACH-001183,-0.720654151793
ACH-001184,-0.860852728204
ACH-001190,-0.7579367614470001
ACH-001192,-0.628430816271
ACH-001193,-0.738825197219
ACH-001196,-0.8213826688860001
ACH-001197,-0.9279921275540001
ACH-001205,-0.856889336022
ACH-001211,-0.799920376714
ACH-001212,-0.752320272222
ACH-001228,-0.9147937948720001
ACH-001232,-0.856964822467
ACH-001239,-0.843424128839
ACH-001274,-0.674381986838
ACH-001275,-0.598455502944
ACH-001277,-0.765175715863
ACH-001278,-0.653992400974
ACH-001280,-1.2357782297700002
ACH-001283,-0.448068811936
ACH-001289,-0.599230617744
ACH-001295,-0.72790968275
ACH-001300,-0.6397495705089999
ACH-001301,-0.749173366098
ACH-001302,-0.699519282544
ACH-001303,-0.710926353547
ACH-001306,-0.6312331224719999
ACH-001318,-0.634707290357
ACH-001322,-0.380665967453
ACH-001328,-0.791304328335
ACH-001332,-0.535776222812
ACH-001333,-0.807838349051
ACH-001336,-0.8750242051639999
ACH-001340,-0.99312806638
ACH-001346,-0.643745891387
ACH-001353,-0.807523607664
ACH-001354,-0.690684250474
ACH-001367,-0.669923384016
ACH-001368,-0.8852278863040001
ACH-001374,-1.16400436973
ACH-001375,-0.755969460507
ACH-001377,-0.8224992711110001
ACH-001380,-1.03382042729
ACH-001391,-0.45963975595
ACH-001407,-0.6832355813240001
ACH-001408,-1.04237871626
ACH-001413,-0.643731049711
ACH-001430,-1.2006871296200001
ACH-001431,-0.6347518448789999
ACH-001450,-1.03436868427
ACH-001496,-0.974733317914
ACH-001500,-0.521592536868
ACH-001521,-1.12058126821
ACH-001523,-0.967695016876
ACH-001532,-0.67771320435
ACH-001536,-0.732990002423
ACH-001550,-0.796302683176
ACH-001552,-0.679856555648
ACH-001554,-0.702041366563
ACH-001645,-0.834091716409
ACH-001654,-0.771194697089
ACH-001715,-0.753828178356
ACH-001735,-0.834854114945
ACH-001736,-0.8367956583439999
ACH-001737,-0.9808255585169999
ACH-001740,-0.69632273781
ACH-001745,-0.7248957582760001
ACH-001750,-0.798065746834
ACH-001765,-0.634957639441
ACH-001956,-0.8844639219689999
ACH-001957,-1.00169685996
