,ALG1L (200810)
ACH-000004,-0.590468716628
ACH-000007,-0.741178607043
ACH-000009,-0.841062995748
ACH-000011,-0.750481951189
ACH-000012,-0.894142244772
ACH-000013,-0.7272639229510001
ACH-000014,-0.92323148394
ACH-000015,-0.535395219176
ACH-000017,-0.889610438376
ACH-000018,-0.750596926585
ACH-000019,-0.524253599152
ACH-000021,-0.831700445551
ACH-000022,-0.8297967484350001
ACH-000025,-0.8206987772229999
ACH-000028,-0.691202348487
ACH-000030,-0.870660705136
ACH-000035,-0.837609036328
ACH-000036,-0.510351418624
ACH-000037,-0.5723035705939999
ACH-000039,-1.16732044716
ACH-000040,-0.804673869729
ACH-000041,-0.951316375799
ACH-000042,-0.797079780949
ACH-000045,-0.6791191615119999
ACH-000047,-0.8871590566349999
ACH-000052,-0.7261455108339999
ACH-000053,-0.898021170803
ACH-000054,-0.633135727232
ACH-000055,-0.847542587351
ACH-000060,-0.948057695755
ACH-000067,-0.694663107419
ACH-000070,-0.8548891220550001
ACH-000075,-0.8482585486650001
ACH-000078,-0.9418538705580001
ACH-000082,-1.00012641131
ACH-000085,-1.14508088414
ACH-000086,-0.8893088036419999
ACH-000087,-0.553908958412
ACH-000092,-0.87617839043
ACH-000095,-0.726175454311
ACH-000097,-0.824403871877
ACH-000098,-0.823755357913
ACH-000099,-0.651363169485
ACH-000108,-0.792101120859
ACH-000113,-0.66818072438
ACH-000115,-0.8007659485680001
ACH-000116,-0.607761906389
ACH-000118,-0.7564495871439999
ACH-000120,-0.7409712403759999
ACH-000123,-0.720690486518
ACH-000127,-0.680032122583
ACH-000128,-0.815087986685
ACH-000132,-0.6306504228809999
ACH-000133,-0.7563115737809999
ACH-000137,-0.7649545045749999
ACH-000138,-0.754853639094
ACH-000142,-0.976557620707
ACH-000143,-0.48919998905
ACH-000146,-0.7166823807930001
ACH-000148,-0.612314004955
ACH-000150,-1.08882409784
ACH-000152,-0.7601175847409999
ACH-000153,-1.0438335314799998
ACH-000159,-0.930596300953
ACH-000160,-0.706546139033
ACH-000163,-0.8055393400190001
ACH-000167,-0.7323856358149999
ACH-000168,-0.9405459418819999
ACH-000169,-0.625376594741
ACH-000178,-0.919403356397
ACH-000182,-0.9721608919879999
ACH-000183,-0.777138883342
ACH-000188,-0.870346669684
ACH-000189,-0.6774716793179999
ACH-000190,-0.842269437788
ACH-000198,-0.8482124901549999
ACH-000204,-0.40288393051700006
ACH-000206,-0.636270096354
ACH-000207,-1.04507722123
ACH-000211,-0.8174919811210001
ACH-000215,-0.7092070848190001
ACH-000221,-0.634901329336
ACH-000222,-0.952002215635
ACH-000223,-0.844482511984
ACH-000226,-0.884868401698
ACH-000227,-0.9321809400650001
ACH-000228,-0.832596254387
ACH-000231,-0.7301707971060001
ACH-000232,-0.825039388834
ACH-000233,-1.00005341354
ACH-000234,-0.7346010524940001
ACH-000235,-0.675305533607
ACH-000237,-0.803933159418
ACH-000238,-0.697821515953
ACH-000243,-0.830910235694
ACH-000244,-1.43923047565
ACH-000246,-0.784794924397
ACH-000248,-0.905549768916
ACH-000250,-0.878518152329
ACH-000251,-1.0842244113700001
ACH-000253,-0.744776109533
ACH-000255,-0.753067324503
ACH-000256,-0.7994390355169999
ACH-000257,-1.16669654404
ACH-000258,-1.0231825269200001
ACH-000259,-0.7568569902760001
ACH-000260,-0.813899467625
ACH-000261,-1.02854301377
ACH-000262,-0.750073148397
ACH-000263,-0.909683355325
ACH-000264,-0.81609996105
ACH-000265,-0.644515686604
ACH-000266,-0.693859898225
ACH-000272,-0.94020882106
ACH-000273,-0.591246230668
ACH-000274,-1.14582603701
ACH-000277,-0.7922833109299999
ACH-000278,-0.773363903167
ACH-000279,-0.87816756543
ACH-000280,-0.869779947358
ACH-000281,-0.61817597302
ACH-000288,-0.8253530196
ACH-000291,-0.912413361531
ACH-000293,-0.8113017947069999
ACH-000294,-0.800335763522
ACH-000295,-0.698650304068
ACH-000296,-0.866287689375
ACH-000302,-0.750855468453
ACH-000304,-1.42175189795
ACH-000307,-0.881758061179
ACH-000308,-0.696926478978
ACH-000310,-1.10173975979
ACH-000311,-0.805996458512
ACH-000312,-0.702335449444
ACH-000315,-0.7580027512890001
ACH-000316,-0.7384003098109999
ACH-000317,-0.782688796697
ACH-000318,-0.8467209736929999
ACH-000319,-0.900674874874
ACH-000320,-0.707896834319
ACH-000322,-0.943691657358
ACH-000323,-0.877948572225
ACH-000324,-0.92258411838
ACH-000329,-0.7597538155239999
ACH-000330,-0.620559365107
ACH-000331,-0.722748897063
ACH-000332,-0.826964928926
ACH-000334,-1.1927348030399998
ACH-000335,-0.7640768770440001
ACH-000336,-0.9801350234649999
ACH-000337,-0.7229759287540001
ACH-000339,-0.774824943957
ACH-000341,-0.559464247906
ACH-000348,-0.5240772240079999
ACH-000350,-1.04983111138
ACH-000352,-0.801301695607
ACH-000356,-0.8882691471940001
ACH-000361,-0.553981420092
ACH-000362,-0.900458328069
ACH-000363,-0.9702464438320001
ACH-000364,-0.765134884543
ACH-000365,-0.8886362064640001
ACH-000366,-0.695766613902
ACH-000368,-0.933813877515
ACH-000374,-1.07421400549
ACH-000375,-1.0052647045
ACH-000376,-0.7176302790639999
ACH-000381,-0.7558535062180001
ACH-000383,-0.678104955712
ACH-000387,-0.56422084022
ACH-000389,-0.8671309340250001
ACH-000390,-1.02448035052
