,GTF2H2C (728340)
ACH-000182,-0.8284917248129999
ACH-000183,-0.806956173546
ACH-000188,-0.845964836192
ACH-000189,-0.5753365616139999
ACH-000190,-0.8211152056479999
ACH-000198,-0.601725588045
ACH-000204,-0.861324099505
ACH-000206,-0.604772386452
ACH-000207,-0.558275315474
ACH-000211,-0.657280835244
ACH-000215,-0.7559893957899999
ACH-000221,-0.593627516421
ACH-000222,-0.736498540668
ACH-000223,-0.650139377051
ACH-000226,-0.649653732393
ACH-000227,-0.7494386149310001
ACH-000228,-0.781172591005
ACH-000231,-0.89349768609
ACH-000232,-0.68415931458
ACH-000233,-0.639171099327
ACH-000234,-0.553049083395
ACH-000235,-0.7202197829350001
ACH-000237,-0.837139642955
ACH-000238,-0.742013782208
ACH-000243,-0.68861231772
ACH-000244,-0.683777141269
ACH-000246,-0.653798618566
ACH-000248,-0.642390950902
ACH-000250,-0.7092005226260001
ACH-000251,-0.6434928210459999
ACH-000253,-0.6879592734759999
ACH-000255,-1.0091374739
ACH-000256,-0.794201396368
ACH-000257,-0.883243649345
ACH-000258,-0.972968912358
ACH-000259,-0.5570946845870001
ACH-000260,-0.597106752491
ACH-000261,-0.70559268004
ACH-000262,-0.603673695518
ACH-000263,-0.565254836499
ACH-000264,-0.5691009916790001
ACH-000265,-0.559452438002
ACH-000266,-0.686593546362
ACH-000272,-0.7232404536720001
ACH-000273,-0.6212796008529999
ACH-000274,-0.6919107700630001
ACH-000277,-0.374636221417
ACH-000278,-1.13142629628
ACH-000279,-0.74933253683
ACH-000280,-0.747746988213
ACH-000281,-0.7005833201330001
ACH-000288,-0.727846052052
ACH-000291,-0.719226984489
ACH-000293,-0.711502470308
ACH-000294,-0.730881665167
ACH-000295,-0.7262737862880001
ACH-000296,-0.53107922302
ACH-000302,-0.808883537775
ACH-000304,-0.702494608311
ACH-000307,-0.612002953871
ACH-000308,-0.6779772736920001
ACH-000310,-0.533893790517
ACH-000311,-0.624347545971
ACH-000312,-0.7454321417730001
ACH-000315,-0.571233882611
ACH-000316,-0.7945920698829999
ACH-000317,-0.644445270535
ACH-000318,-0.7271736023659999
ACH-000319,-0.8505945037129999
ACH-000320,-0.627133899872
ACH-000322,-0.437880552927
ACH-000323,-0.879331202703
ACH-000324,-0.6991236221889999
ACH-000329,-0.681169444013
ACH-000330,-0.730314330071
ACH-000331,-0.6468452294
ACH-000332,-0.632840280789
ACH-000334,-0.7874274461290001
ACH-000335,-0.638164450169
ACH-000336,-0.9404040625700001
ACH-000337,-0.642752002407
ACH-000339,-0.68455944415
ACH-000341,-0.6994421712819999
ACH-000348,-0.566752225845
ACH-000350,-0.456022773094
ACH-000352,-0.490519121884
ACH-000356,-0.902699139186
ACH-000361,-0.8639987308429999
ACH-000362,-0.551849341579
ACH-000363,-0.6242552730100001
ACH-000364,-0.7199169255140001
ACH-000365,-0.601037746825
ACH-000366,-0.658937504319
ACH-000368,-0.637406187738
ACH-000374,-0.789426786389
ACH-000375,-0.638251533477
ACH-000376,-0.63606788115
ACH-000381,-0.662742353138
ACH-000383,-0.6444782682810001
ACH-000387,-0.535759442344
ACH-000389,-0.8396868733830001
ACH-000390,-0.616829032433
ACH-000393,-0.911926305931
ACH-000395,-0.92703785525
ACH-000397,-0.765339435087
ACH-000401,-0.8393383573819999
ACH-000402,-0.816021802696
ACH-000403,-0.470579322043
ACH-000404,-0.6789271899699999
ACH-000406,-0.602290690268
ACH-000407,-0.855223361946
ACH-000408,-0.6121452770520001
ACH-000410,-0.645251742145
ACH-000411,-0.6070796919479999
ACH-000414,-0.576402070472
ACH-000415,-0.802230511934
ACH-000416,-0.7727486932050001
ACH-000420,-0.633014619472
ACH-000421,-0.650089553685
ACH-000424,-0.771864636532
ACH-000425,-0.5653991584260001
ACH-000426,-0.7372051360959999
ACH-000427,-0.5706130606600001
ACH-000433,-0.754621607968
ACH-000436,-0.599221395045
ACH-000444,-0.7368405005069999
ACH-000445,-0.7628536734460001
ACH-000448,-0.625493994328
ACH-000450,-0.6911350390690001
ACH-000452,-0.705500776907
ACH-000454,-0.602705370255
ACH-000458,-0.572854439471
ACH-000459,-0.43829784887400003
ACH-000460,-0.52711178752
ACH-000461,-0.67143917745
ACH-000463,-0.589459934495
ACH-000464,-0.726845102726
ACH-000466,-0.80512896729
ACH-000467,-0.681523660859
ACH-000468,-0.703956949093
ACH-000469,-0.5996024465600001
ACH-000470,-0.591314941585
ACH-000471,-0.882704321486
ACH-000472,-0.640841503859
ACH-000473,-0.772423548143
ACH-000475,-0.6251810295660001
ACH-000476,-0.53384329224
ACH-000477,-0.731419561802
ACH-000480,-0.703508029794
ACH-000481,-0.7589173806049999
ACH-000483,-0.491099797276
ACH-000484,-0.429777697931
ACH-000485,-0.695416851639
ACH-000486,-0.634159711468
ACH-000487,-0.485373981677
ACH-000488,-0.657703800877
ACH-000490,-0.671767568966
ACH-000491,-0.513216177316
ACH-000495,-0.701221297181
ACH-000496,-0.6853519647570001
ACH-000499,-0.705961175035
ACH-000500,-0.748428269523
ACH-000502,-0.5606219033
ACH-000503,-0.637450686144
ACH-000505,-0.596014768447
ACH-000507,-0.807563021375
ACH-000510,-0.711289417245
ACH-000511,-0.629986383958
ACH-000512,-0.644880318071
ACH-000516,-0.645398559517
ACH-000517,-0.528447873934
ACH-000518,-0.539232876197
ACH-000520,-0.626059662915
ACH-000521,-0.714837064682
ACH-000522,-0.8011400680419999
ACH-000524,-0.564283401364
ACH-000527,-0.5532608803369999
ACH-000528,-0.834557860643
ACH-000537,-0.7713562461139999
ACH-000541,-0.771390599153
ACH-000542,-0.663588237875
ACH-000544,-0.612513985351
ACH-000545,-0.856539268238
ACH-000547,-0.773180162668
ACH-000548,-0.7130447845569999
ACH-000549,-0.685443942862
ACH-000550,-0.6950957794410001
ACH-000552,-0.628833732647
ACH-000556,-0.498004163894
ACH-000557,-0.28899719210499997
ACH-000570,-0.714204476149
ACH-000571,-0.46327661703100004
ACH-000573,-0.719154209533
ACH-000576,-0.624219534923
ACH-000580,-0.586542386901
ACH-000584,-0.858572062959
ACH-000585,-0.808208953478
ACH-000588,-0.510304487401
ACH-000589,-0.46183903385700004
ACH-000591,-0.591313374072
ACH-000593,-0.8325939425910001
ACH-000600,-0.616567488321
ACH-000601,-0.5829038913369999
ACH-000604,-0.448765117901
ACH-000605,-0.7519603746629999
ACH-000606,-0.5938743395620001
ACH-000608,-0.662497473951
ACH-000614,-0.354525801751
ACH-000616,-0.885830759981
ACH-000618,-0.581093540946
ACH-000619,-0.778115945203
ACH-000620,-0.669526583846
ACH-000621,-0.6683787568590001
ACH-000622,-0.7755359330149999
ACH-000623,-0.6431918189810001
ACH-000624,-0.669394391925
ACH-000627,-0.710012137246
ACH-000630,-0.71387686106
ACH-000632,-0.66006683702
ACH-000633,-0.668854074682
ACH-000637,-0.706358535995
ACH-000638,-0.703850855236
ACH-000646,-0.577824009359
ACH-000647,-0.6666437728869999
ACH-000648,-0.7482694402399999
ACH-000649,-0.7409183798289999
ACH-000651,-0.690110405325
ACH-000652,-0.8280213882199999
ACH-000653,-0.530240711468
ACH-000657,-0.66059750486
ACH-000658,-0.7043552136169999
ACH-000661,-0.5906291653679999
ACH-000662,-0.41943142354999996
ACH-000663,-0.6208796470310001
ACH-000665,-0.754971615827
ACH-000671,-0.631698280278
ACH-000673,-1.0181458726000001
ACH-000676,-0.711297511402
ACH-000677,-0.30847590365600003
ACH-000681,-0.598142971033
ACH-000682,-0.6909028745739999
ACH-000683,-0.6737944850830001
ACH-000684,-0.853113857123
ACH-000688,-0.560423059867
ACH-000693,-0.6934368063680001
ACH-000694,-0.654161245995
ACH-000695,-0.889264655511
ACH-000696,-0.569322951455
ACH-000697,-0.628528280455
ACH-000699,-0.5150429242769999
ACH-000701,-0.466120039419
ACH-000706,-0.700594245264
ACH-000711,-0.7600594190009999
ACH-000713,-0.8035660615350001
ACH-000714,-0.543162036691
ACH-000718,-0.598109495279
ACH-000720,-0.652477845821
ACH-000721,-0.6439591361770001
ACH-000724,-0.602060358891
ACH-000725,-0.452743522252
ACH-000732,-0.650301249666
ACH-000734,-0.586133906227
ACH-000735,-0.48891534351099997
ACH-000736,-0.6547598371360001
ACH-000738,-0.678431735131
ACH-000746,-0.747105839783
ACH-000747,-0.5402937031849999
ACH-000748,-0.597344748011
ACH-000753,-0.653913332001
ACH-000756,-0.744851815318
ACH-000757,-0.522102684232
ACH-000758,-0.621322444182
ACH-000760,-0.791616851918
ACH-000763,-0.622016245331
ACH-000764,-0.61629288513
ACH-000765,-0.625927210143
ACH-000766,-0.66669377055
ACH-000767,-0.6628659724970001
ACH-000768,-0.7859127311030001
ACH-000769,-0.685663835459
ACH-000770,-0.542639675557
ACH-000771,-0.5619413550460001
ACH-000773,-0.8165271649529999
ACH-000776,-0.6743540781470001
ACH-000777,-0.713293050767
ACH-000778,-0.35024408641500004
ACH-000781,-0.8358581549699999
ACH-000782,-0.6657602202849999
ACH-000783,-0.415999750014
ACH-000784,-0.789229446205
ACH-000785,-0.523694861824
ACH-000787,-0.650610110186
ACH-000788,-0.7487602341699999
ACH-000791,-0.651756604689
ACH-000792,-0.560609261741
ACH-000794,-0.6928984889129999
ACH-000796,-0.697919489586
ACH-000799,-0.353388050281
ACH-000800,-0.566486363529
ACH-000802,-0.7016375031829999
ACH-000804,-0.445483527971
ACH-000805,-0.591415313587
ACH-000809,-0.686031646345
ACH-000810,-0.695484772451
ACH-000811,-0.8195964500290001
ACH-000817,-0.432150345965
ACH-000819,-0.7488878159379999
ACH-000820,-0.742567347562
ACH-000821,-0.721084523213
ACH-000822,-0.327072134444
ACH-000823,-0.9023252586570001
ACH-000824,-0.877808547517
ACH-000827,-0.566941333328
ACH-000829,-0.5908868762
ACH-000831,-0.605948498049
ACH-000832,-0.6997743102420001
ACH-000833,-0.703000454684
ACH-000834,-0.679577122651
ACH-000835,-0.573440187562
ACH-000836,-0.617745394519
ACH-000837,-0.5998373030390001
ACH-000838,-0.6976532245379999
ACH-000839,-0.6119150592010001
ACH-000840,-0.669713230798
ACH-000841,-0.577150757501
ACH-000843,-0.710528233066
ACH-000846,-0.610371185053
ACH-000847,-0.7429418919390001
ACH-000848,-0.707723589008
ACH-000849,-0.971509032887
ACH-000851,-0.697105621988
ACH-000855,-0.750724291837
ACH-000856,-0.57671530717
ACH-000858,-0.639889943594
ACH-000859,-0.7970068928210001
ACH-000861,-0.583412220448
ACH-000862,-0.841086842586
ACH-000865,-0.7483885599410001
ACH-000866,-0.749645172581
ACH-000867,-0.8716498267730001
ACH-000869,-0.396508662521
ACH-000872,-0.731476569056
ACH-000873,-0.7724404812350001
ACH-000876,-0.43085403057
ACH-000878,-0.967409456982
ACH-000880,-0.6787746531309999
ACH-000881,-0.533938213372
ACH-000882,-0.581307420884
ACH-000884,-0.61126487505
ACH-000885,-0.566839746542
ACH-000887,-0.914118297148
ACH-000888,-0.5131724833169999
ACH-000889,-0.680814157202
ACH-000890,-0.7350688241600001
ACH-000896,-0.840232614509
ACH-000898,-0.540418471343
ACH-000900,-0.734397109477
ACH-000901,-0.663235033746
ACH-000905,-0.672511705336
ACH-000906,-0.649310724485
ACH-000907,-0.487429991521
ACH-000910,-0.6332312760600001
ACH-000911,-0.616894487551
ACH-000912,-0.623700573834
ACH-000913,-0.720885162273
ACH-000915,-0.609758377554
ACH-000916,-0.8165304167309999
ACH-000917,-0.643670252775
ACH-000921,-0.546844033219
ACH-000924,-0.669884479207
ACH-000926,-0.742304190524
ACH-000928,-0.5704997469799999
ACH-000929,-0.784370163313
ACH-000932,-0.6347170765169999
ACH-000935,-0.606620141966
ACH-000936,-0.787698712926
ACH-000937,-0.698645525217
ACH-000938,-0.566576534828
ACH-000939,-0.654850332004
ACH-000941,-0.71295015204
ACH-000943,-0.6500760750069999
ACH-000946,-0.589056132768
ACH-000947,-0.7344955224699999
ACH-000948,-0.512614486313
ACH-000950,-0.7145905750839999
ACH-000953,-0.7519824796439999
ACH-000957,-0.451945507149
ACH-000958,-0.531272329955
ACH-000960,-0.683571288837
ACH-000963,-0.769328618154
ACH-000968,-0.5512442345040001
ACH-000969,-0.466051570603
ACH-000973,-0.703834751215
ACH-000974,-0.676464826957
ACH-000975,-0.7926031453810001
ACH-000976,-0.6753022740029999
ACH-000978,-0.815195837982
ACH-000980,-0.6219586961300001
ACH-000984,-0.664354304546
ACH-000986,-0.785604388886
ACH-000988,-0.560144167353
ACH-000993,-0.8007415884289999
ACH-000994,-0.668456913223
ACH-000996,-0.747673835292
ACH-001001,-0.488625310433
ACH-001020,-0.6856130113009999
ACH-001028,-0.804087331522
ACH-001031,-0.675887803126
ACH-001038,-0.7336350198430001
ACH-001048,-0.746537051034
ACH-001050,-0.49474831122
ACH-001053,-0.589733398953
ACH-001054,-0.6449824367979999
ACH-001061,-0.5045110220800001
ACH-001067,-0.629003113823
ACH-001075,-0.582403584569
ACH-001096,-0.647708891731
ACH-001128,-0.762725100266
ACH-001134,-0.552788426281
ACH-001151,-0.841909680756
ACH-001163,-0.5601942657
ACH-001164,-0.6749894541120001
ACH-001173,-0.642845532243
ACH-001183,-0.66653604168
ACH-001184,-0.607782731869
ACH-001190,-0.381163595168
ACH-001192,-0.6993910739720001
ACH-001193,-0.7129968115880001
ACH-001196,-0.534669821989
ACH-001197,-0.462910079324
ACH-001205,-0.7589078954709999
ACH-001211,-0.650227642124
ACH-001212,-0.6150927631
ACH-001228,-0.622333326819
ACH-001232,-0.590685562721
ACH-001239,-0.533657325248
ACH-001274,-0.624746551692
ACH-001275,-0.581929229131
ACH-001277,-0.643239697043
ACH-001278,-0.556805448595
ACH-001280,-0.516780974583
ACH-001283,-0.48740210587899996
ACH-001289,-0.302262488879
ACH-001295,-0.7267403739139999
ACH-001300,-0.592873774075
ACH-001301,-0.609348366028
ACH-001302,-0.706866630421
ACH-001303,-0.6777768365889999
ACH-001306,-0.649965741133
ACH-001318,-0.860266302446
ACH-001322,-0.582702335751
ACH-001328,-0.509640262726
ACH-001332,-0.649186620133
ACH-001333,-0.604734342052
ACH-001336,-0.855836400037
ACH-001340,-0.651451715269
ACH-001346,-0.6579988202
ACH-001353,-0.640245805154
ACH-001354,-0.547209938596
ACH-001367,-0.6223688702800001
ACH-001368,-0.612949485452
ACH-001374,-0.873666644867
ACH-001375,-0.64792528855
ACH-001377,-0.7095686441590001
ACH-001380,-0.7309731165960001
ACH-001391,-0.426120483112
ACH-001407,-0.741667324165
ACH-001408,-0.599763709241
ACH-001413,-0.674708438943
ACH-001430,-0.723030029815
ACH-001431,-0.630484390516
ACH-001450,-0.6520796152080001
ACH-001496,-0.703331145954
ACH-001500,-0.51125375855
ACH-001521,-0.535451565637
ACH-001523,-0.731890613394
ACH-001532,-0.589685223447
ACH-001536,-0.702001151657
ACH-001550,-0.639169786665
ACH-001552,-0.67160605043
ACH-001554,-0.617848635032
ACH-001645,-0.529163122754
ACH-001654,-0.708930983523
ACH-001715,-0.507431886007
ACH-001735,-0.517421667825
ACH-001736,-0.442476594894
ACH-001737,-0.920094683336
ACH-001740,-0.787034934719
ACH-001745,-0.668929942302
ACH-001750,-0.5694323875339999
ACH-001765,-0.571517009122
ACH-001956,-0.734018571471
ACH-001957,-0.702709395387
