,CTSZ (1522)
ACH-000004,0.0557411753645
ACH-000007,-0.0224344251229
ACH-000009,0.0369682426685
ACH-000011,-0.0619165594159
ACH-000012,0.143575052093
ACH-000013,0.11131087117499999
ACH-000014,0.0448605214134
ACH-000015,-0.00321706373544
ACH-000017,0.0223373346628
ACH-000018,0.014409947922799999
ACH-000019,-0.421907227178
ACH-000021,0.033738359153400004
ACH-000022,-0.047249722496499995
ACH-000025,-0.045881368504499996
ACH-000028,-0.431760695314
ACH-000030,-0.022092006554200003
ACH-000035,0.027339609291400002
ACH-000036,0.165662790408
ACH-000037,0.174893491769
ACH-000039,-0.0978885199375
ACH-000040,0.18765174262499998
ACH-000041,-0.0847422029823
ACH-000042,-0.186341547371
ACH-000045,-0.0769248060358
ACH-000047,-0.0964116347207
ACH-000052,-0.07624235094960001
ACH-000053,-0.0651433526762
ACH-000054,-0.0103767404701
ACH-000055,0.10619618711100001
ACH-000060,0.0385473754416
ACH-000067,0.04491485662190001
ACH-000070,-0.0507783452936
ACH-000075,0.024438786399500003
ACH-000078,-0.058717345077300004
ACH-000082,0.015073655638899999
ACH-000085,-0.196766823605
ACH-000086,0.0779395821779
ACH-000087,0.0621639489991
ACH-000092,0.20732061762899998
ACH-000095,0.04544616834009999
ACH-000097,0.0644832203775
ACH-000098,0.162350784388
ACH-000099,-0.18897022044700001
ACH-000108,-0.123602813247
ACH-000113,0.061250644043899995
ACH-000115,-0.018221593772200003
ACH-000116,0.08992362371539998
ACH-000118,0.052845277588800005
ACH-000120,0.00766576498627
ACH-000123,-0.062478090497000004
ACH-000127,0.00127676717083
ACH-000128,0.188524412795
ACH-000132,0.126999164256
ACH-000133,-0.0246932832487
ACH-000137,0.0769817816655
ACH-000138,-0.20370942392000002
ACH-000142,0.10617213029999999
ACH-000143,0.0760197828334
ACH-000146,-0.052409220991000004
ACH-000148,0.10166453500900001
ACH-000150,-0.0562700418281
ACH-000152,-0.043660038054599996
ACH-000153,-0.027575581241700002
ACH-000159,0.141848669227
ACH-000160,-0.057872488614999995
ACH-000163,0.0808795737967
ACH-000167,0.150427329464
ACH-000168,0.0383981084779
ACH-000169,0.006784482787239999
ACH-000178,-0.00500634013826
ACH-000182,0.08527819292089998
ACH-000183,0.045384754973499995
ACH-000188,0.0931649220335
ACH-000189,-0.0732686924083
ACH-000190,-0.0356109745616
ACH-000198,0.0277685291551
ACH-000204,0.09179549509780001
ACH-000206,0.218020367464
