,EML5 (161436)
ACH-000004,0.0455304481872
ACH-000007,-0.0044210215127899995
ACH-000009,-0.09667486602939998
ACH-000011,-0.11661748622300001
ACH-000012,-0.0197544371902
ACH-000013,-0.010605264959
ACH-000014,-0.20683480825999997
ACH-000015,-0.0726920784896
ACH-000017,-0.21475215763900002
ACH-000018,-0.0317113257286
ACH-000019,-0.0930433147865
ACH-000021,-0.0672825709955
ACH-000022,-0.148911387741
ACH-000025,-0.005432915881899999
ACH-000028,-0.12058558161699999
ACH-000030,-0.139380349484
ACH-000035,-0.019897325987700002
ACH-000036,0.110368261679
ACH-000037,-0.18591624054000003
ACH-000039,-0.13163557335599999
ACH-000040,-0.13864512867599998
ACH-000041,-0.205689167679
ACH-000042,-0.10267447085300001
ACH-000045,-0.15023975264
ACH-000047,-0.0793864921865
ACH-000052,-0.09439181983789999
ACH-000053,-0.0677302508133
ACH-000054,-0.190395016256
ACH-000055,-0.18175894752900001
ACH-000060,-0.132681249457
ACH-000067,-0.049815947103900006
ACH-000070,-0.105146557695
ACH-000075,-0.11765523075999999
ACH-000078,-0.205569702943
ACH-000082,-0.12146542740999998
ACH-000085,0.0813486953583
ACH-000086,-0.07417062510910001
ACH-000087,0.205777280269
ACH-000092,-0.102832286831
ACH-000095,-0.107855965298
ACH-000097,-0.123108233794
ACH-000098,-0.055581475049599996
ACH-000099,-0.135655875737
ACH-000108,-0.0692619932273
ACH-000113,-0.113562873653
ACH-000115,-0.0917636597772
ACH-000116,-0.00139421873877
ACH-000118,-0.07656723239299999
ACH-000120,-0.200789514527
ACH-000123,-0.195543255735
ACH-000127,-0.11176551475299999
ACH-000128,-0.382700797953
ACH-000132,-0.189055532562
ACH-000133,-0.126547292794
ACH-000137,-0.147704848344
ACH-000138,-0.21939988896200002
ACH-000142,-0.046694015583300004
ACH-000143,-0.268700694113
ACH-000146,-0.06486840108400001
ACH-000148,-0.190412382263
ACH-000150,-0.037926629476400006
ACH-000152,-0.13927125625999998
ACH-000153,0.330074390837
ACH-000159,-0.0924764759722
ACH-000160,-0.24512874373100002
ACH-000163,-0.19978158862300002
ACH-000167,-0.36232033657799995
ACH-000168,-0.0694600822784
ACH-000169,-0.08419904963289998
ACH-000178,-0.114491002899
ACH-000182,-0.197087083416
ACH-000183,-0.123358084991
ACH-000188,-0.084690835548
ACH-000189,-0.23231544640299998
ACH-000190,-0.242576218998
ACH-000198,-0.09043115003239999
ACH-000204,-0.344700706215
ACH-000206,-0.23146000477899997
ACH-000207,-0.32205756456900003
ACH-000211,-0.11481671777
ACH-000215,-0.16840611519999998
ACH-000221,0.0109061235829
ACH-000222,-0.178533861022
ACH-000223,-0.154686954372
ACH-000226,-0.09861242178919999
ACH-000227,-0.277475520944
ACH-000228,-0.157385074429
ACH-000231,-0.177164039113
ACH-000232,-0.19223828799800002
ACH-000233,-0.271127679852
ACH-000234,0.0141020331553
ACH-000235,-0.0955190074075
ACH-000237,-0.077116985608
ACH-000238,-0.0018813639334500003
ACH-000243,-0.125750315676
ACH-000244,0.13764156103800002
ACH-000246,-0.222771962658
ACH-000248,-0.303817623894
ACH-000250,-0.0611090396894
ACH-000251,-0.0130797012005
ACH-000253,-0.0110246800165
ACH-000255,-0.0695533252323
ACH-000256,-0.197649649173
ACH-000257,-0.26578424048
ACH-000258,-0.163152033547
ACH-000259,-0.14735214161
ACH-000260,-0.119939591515
ACH-000261,-0.07535911588560001
ACH-000262,-0.09420954748400001
ACH-000263,-0.139940576128
ACH-000264,-0.17622185548900002
ACH-000265,-0.11025428492599999
ACH-000266,-0.0965009591979
ACH-000272,-0.0895878705831
ACH-000273,-0.033744216737
ACH-000274,-0.10123094187100001
ACH-000277,-0.054005457831600004
ACH-000278,-0.0845163111176
ACH-000279,-0.233073790559
ACH-000280,-0.234927588524
ACH-000281,-0.07155534775399999
ACH-000288,-0.08992176282130002
ACH-000291,-0.196862807007
ACH-000293,-0.193274241442
ACH-000294,-0.0884290617779
ACH-000295,-0.0871085480128
ACH-000296,-0.110636511321
ACH-000302,-0.145221582447
ACH-000304,-0.254416947382
ACH-000307,-0.116931179738
ACH-000308,-0.11417224998
ACH-000310,-0.159065992054
ACH-000311,-0.157285203731
ACH-000312,-0.180296904147
ACH-000315,-0.18822041369399997
ACH-000316,0.202095698031
ACH-000317,-0.280940463745
ACH-000318,0.09264221537039999
ACH-000319,-0.275401225192
ACH-000320,-0.305724707788
ACH-000322,-0.113630175297
ACH-000323,-0.0358541281933
ACH-000324,-0.178607328383
ACH-000329,-0.23887544145599998
ACH-000330,0.072293487147
ACH-000331,-0.0885374039956
ACH-000332,-0.214612618796
ACH-000334,-0.219306986096
ACH-000335,-0.11105535788899999
ACH-000336,-0.0648286488751
ACH-000337,-0.021131911411599997
ACH-000339,-0.115713952258
ACH-000341,-0.322372904586
ACH-000348,-0.135325578093
ACH-000350,0.0423212656195
ACH-000352,-0.18162233527
ACH-000356,-0.00721686534018
ACH-000361,-0.0748696510987
ACH-000362,-0.10294707607999999
ACH-000363,-0.163319658708
ACH-000364,-0.11875506176100001
ACH-000365,-0.177079164282
ACH-000366,-0.243688954001
ACH-000368,-0.368388480255
ACH-000374,0.123966914397
ACH-000375,-0.117250199741
ACH-000376,-0.137741705472
ACH-000381,-0.048497024450500005
ACH-000383,-0.0521156899921
ACH-000387,-0.23546645845
ACH-000389,-0.220191576443
ACH-000390,-0.147625161688
ACH-000393,-0.29146643648299997
ACH-000395,-0.344442341114
ACH-000397,-0.126154731865
ACH-000401,-0.304311901407
ACH-000402,-0.433133209848
ACH-000403,-0.0997000348114
ACH-000404,0.022107949036500003
ACH-000406,-0.126452159781
ACH-000407,-0.20079551749299998
ACH-000408,-0.013320191882799998
ACH-000410,-0.0750432082812
ACH-000411,-0.07847370541660001
ACH-000414,-0.0622724077425
ACH-000415,-0.103478375139
ACH-000416,-0.0694999719044
ACH-000420,-0.0345795361455
ACH-000421,-0.07528359074239999
ACH-000424,-0.09606652180710001
ACH-000425,-0.108293349868
ACH-000426,-0.0881934165547
ACH-000427,-0.168229107019
ACH-000433,-0.10288081919299999
ACH-000436,-0.0569195531046
ACH-000444,-0.220389209598
ACH-000445,-0.18240806870499998
ACH-000448,-0.130810709541
ACH-000450,0.131267606931
ACH-000452,-0.0935304041242
ACH-000454,-0.07969275068210001
ACH-000458,0.0331759582413
ACH-000459,-0.0171611197754
ACH-000460,-0.12745104773
ACH-000461,-0.0197873952258
ACH-000463,-0.194446066977
ACH-000464,-0.28824965383400003
ACH-000466,-0.14553937426799998
ACH-000467,-0.0257883619232
ACH-000468,0.026038595677499998
ACH-000469,-0.143630575442
ACH-000470,-0.335170266431
ACH-000471,-0.224716405701
ACH-000472,-0.118339809465
ACH-000473,-0.298824005845
ACH-000475,-0.03505433804369999
ACH-000476,0.017666454771099998
ACH-000477,-0.264337517721
ACH-000480,0.015540250831500001
ACH-000481,-0.22319668994300002
ACH-000483,-0.298276691015
ACH-000484,-0.13968206411599998
ACH-000485,-0.307827150457
ACH-000486,-0.00808377538808
ACH-000487,0.0483591334397
ACH-000488,-0.00143381900602
ACH-000490,-0.19456240155699997
ACH-000491,-0.169657914851
ACH-000495,-0.343402796006
ACH-000496,-0.06649739440880001
ACH-000499,-0.145108385328
ACH-000500,-0.00495369788953
ACH-000502,-0.09411234106069999
ACH-000503,0.147941803911
ACH-000505,-0.139659199134
ACH-000507,-0.013069163484200001
ACH-000510,-0.05280167759
ACH-000511,-0.0999314615535
ACH-000512,-0.054663883560899997
ACH-000516,-0.157403855198
ACH-000517,-0.125928435674
ACH-000518,-0.09938001376250001
ACH-000520,0.0255432894876
ACH-000521,0.00474064364786
ACH-000522,-0.0340086371905
ACH-000524,-0.14557833205600001
ACH-000527,-0.11323793343699999
ACH-000528,-0.0989900876539
ACH-000537,-0.13141627652
ACH-000541,0.10320608015
ACH-000542,-0.168351713069
ACH-000544,-0.0775971316232
ACH-000545,-0.14052237054000002
ACH-000547,0.0637023907622
ACH-000548,-0.177876581607
ACH-000549,-0.133323538445
ACH-000550,-0.10285899975099999
ACH-000552,-0.162022730497
ACH-000556,-0.162816520011
ACH-000557,-0.16272648420900002
ACH-000570,-0.25655657378
ACH-000571,-0.196615933268
ACH-000573,-0.109379206809
ACH-000576,0.0474831239211
ACH-000580,-0.162103051307
ACH-000584,-0.040915986269400004
ACH-000585,-0.141910520929
ACH-000588,-0.144972394701
ACH-000589,-0.0390402740972
ACH-000591,-0.141896215813
ACH-000593,-0.13806183867900002
ACH-000600,0.0657766749638
ACH-000601,-0.0862751523866
ACH-000604,-0.177810300104
ACH-000605,-0.141612935104
ACH-000606,-0.00423540486859
ACH-000608,-0.0127402384965
ACH-000614,-0.18523165005199999
ACH-000616,-0.0439903740895
ACH-000618,-0.0914979788452
ACH-000619,-0.0841001543589
ACH-000620,-0.08121843358269999
ACH-000621,0.00439332988161
ACH-000622,-0.0774548014287
ACH-000623,-0.306258333207
ACH-000624,-0.145837814966
ACH-000627,-0.13174603402
ACH-000630,-0.0660847972767
ACH-000632,-0.06751789356599999
