,APPBP2 (10513)
ACH-000004,0.12690253917000002
ACH-000007,0.0753497691605
ACH-000009,-0.10319896109400001
ACH-000011,0.141634976098
ACH-000012,0.028906672699799997
ACH-000013,0.10730922011600001
ACH-000014,-0.0340315465878
ACH-000015,-0.135687940496
ACH-000017,-0.0790750071538
ACH-000018,0.452141867927
ACH-000019,-0.67068819983
ACH-000021,0.07394059641339999
ACH-000022,0.0293123026381
ACH-000025,0.126464658948
ACH-000028,-0.592442681893
ACH-000030,-0.0268788010511
ACH-000035,-0.011667618447200002
ACH-000036,0.0127282146414
ACH-000037,0.197881487939
ACH-000039,-0.256633621144
ACH-000040,0.140764909531
ACH-000041,0.036885435087699994
ACH-000042,0.140367739004
ACH-000045,0.199752460453
ACH-000047,0.09865469362130001
ACH-000052,0.384146305466
ACH-000053,0.033667690907
ACH-000054,-0.0954304087403
ACH-000055,0.179175275958
ACH-000060,0.0870437447717
ACH-000067,0.0314227681823
ACH-000070,0.248743717201
ACH-000075,0.0964957693393
ACH-000078,-0.0221934345348
ACH-000082,0.05503299504030001
ACH-000085,0.100187169147
ACH-000086,-0.08975857656109999
ACH-000087,0.135422928733
ACH-000092,0.046077762151499994
ACH-000095,-0.0339887052939
ACH-000097,0.0340615903198
ACH-000098,0.120041776853
ACH-000099,-0.162568637972
ACH-000108,0.016647906592899997
ACH-000113,0.056377603429100004
ACH-000115,0.0882180478773
ACH-000116,-0.0827570788523
ACH-000118,0.16993457314100002
ACH-000120,-0.044662104410899996
ACH-000123,0.020085293923900002
ACH-000127,0.11582501491399999
ACH-000128,0.125104971874
ACH-000132,-0.237250533903
ACH-000133,-0.00592999592658
ACH-000137,0.118953524671
ACH-000138,0.117699664443
ACH-000142,-0.155386293939
ACH-000143,0.147465335658
ACH-000146,0.064346299987
ACH-000148,-0.0499487783353
ACH-000150,0.131341624268
ACH-000152,-0.061503154468
ACH-000153,0.145123437276
ACH-000159,0.0136799650031
ACH-000160,0.0256269459957
ACH-000163,-0.044684015215999996
ACH-000167,-0.0128818878221
ACH-000168,-0.26452967555
ACH-000169,0.0955000874185
ACH-000178,0.112922505877
ACH-000182,0.146040954907
ACH-000183,-0.170408136296
ACH-000188,0.015297280785700001
ACH-000189,0.010275192209600001
ACH-000190,-0.199898020884
ACH-000198,0.0100361834932
ACH-000204,0.115839810408
ACH-000206,0.132364886019
ACH-000207,0.0541415205057
ACH-000211,-0.110046256349
ACH-000215,-0.0636257080997
ACH-000221,0.046474867461099995
ACH-000222,0.224805861389
ACH-000223,-0.101690405304
ACH-000226,-0.00454647908131
ACH-000227,-0.024029775678
ACH-000228,0.013711709865000001
ACH-000231,0.0251523773592
ACH-000232,0.0449601890317
ACH-000233,-0.0301414340333
ACH-000234,0.0730647487502
ACH-000235,0.032393688634599994
ACH-000237,0.18852820493500003
ACH-000238,-0.0010664852323400001
ACH-000243,-0.108403333877
ACH-000244,0.34427116047399997
ACH-000246,0.0779374519955
ACH-000248,-0.08719394259810001
ACH-000250,-0.011050443719799997
ACH-000251,0.0281707755269
ACH-000253,0.020960559137299998
ACH-000255,0.0174129796843
ACH-000256,-0.09010792344589999
ACH-000257,-0.177464705425
ACH-000258,0.042389866859599994
ACH-000259,-0.017537013831299998
ACH-000260,-0.0368378443087
ACH-000261,0.05710257628769999
ACH-000262,0.112397697566
ACH-000263,-0.09082460344219999
ACH-000264,-0.226813578283
ACH-000265,0.138393326645
ACH-000266,0.0795699660442
ACH-000272,-0.0674443376356
ACH-000273,0.0977765862096
ACH-000274,-0.051537570981900004
ACH-000277,-0.00716458781048
ACH-000278,0.147318503357
ACH-000279,0.019765180964299998
ACH-000280,0.15982846352299998
