,PTGFRN (5738)
ACH-000004,0.067600643308
ACH-000007,-0.0995801621875
ACH-000009,-0.197802392021
ACH-000011,-0.0434190194971
ACH-000012,-0.025353561046799998
ACH-000013,-0.060152322840900004
ACH-000014,0.010849086669100002
ACH-000015,-0.0539743342945
ACH-000017,0.06437062832109999
ACH-000018,0.09547427050030001
ACH-000019,-0.16739379894
ACH-000021,-0.00701154069663
ACH-000022,-0.0560557834431
ACH-000025,-0.0277151662624
ACH-000028,-0.519994571865
ACH-000030,-0.0609126497874
ACH-000035,-0.14796915455700002
ACH-000036,0.233361657029
ACH-000037,-0.000865095806943
ACH-000039,0.0327160126785
ACH-000040,0.057956391661199994
ACH-000041,-0.13463369530400002
ACH-000042,0.0101699416672
ACH-000045,0.122927224871
ACH-000047,0.00388617504729
ACH-000052,-0.113713992534
ACH-000053,-0.0300077378406
ACH-000054,-0.06369725753880001
ACH-000055,-0.21315880439100002
ACH-000060,-0.20305571732
ACH-000067,-0.08618002605620001
ACH-000070,-0.0576224586412
ACH-000075,0.086633806745
ACH-000078,0.22932580497699998
ACH-000082,0.106486478662
ACH-000085,0.059187358399
ACH-000086,-0.108560098714
ACH-000087,-0.017995776419500002
ACH-000092,-0.192193731762
ACH-000095,-0.08523426204710001
ACH-000097,-0.17304266571199997
ACH-000098,-0.0023165211036
ACH-000099,0.033787902073599996
ACH-000108,0.048014049415199996
ACH-000113,0.11746959591600001
ACH-000115,-0.09145659249770001
ACH-000116,-0.0537244049856
ACH-000118,0.00224137794716
ACH-000120,0.128505198801
ACH-000123,0.0692822288418
ACH-000127,-0.009039050969500001
ACH-000128,-0.135323004752
ACH-000132,-0.0960957613764
ACH-000133,-0.0734188427465
ACH-000137,0.022880155199500003
ACH-000138,-0.054523476505199994
ACH-000142,-0.0457599220099
ACH-000143,0.180324247361
ACH-000146,-0.0304236278033
ACH-000148,0.0289629196599
ACH-000150,-0.0462219030272
ACH-000152,-0.0656805628492
ACH-000153,-0.0066672009068
ACH-000159,-0.04487165570169999
ACH-000160,-0.0311753478032
ACH-000163,-0.202087239053
ACH-000167,-0.24979949219099998
ACH-000168,0.227875918972
ACH-000169,-0.019410395227400002
ACH-000178,-0.020995507950200002
ACH-000182,-0.0312150467771
ACH-000183,-0.0933231986077
ACH-000188,-0.267547582834
ACH-000189,0.166450347007
ACH-000190,-0.160015941726
ACH-000198,0.0367916143574
ACH-000204,0.08521328584280001
ACH-000206,0.208197964154
ACH-000207,0.110864437827
ACH-000211,0.0357686469135
ACH-000215,-0.104168379011
ACH-000221,-0.16185242010099998
ACH-000222,-0.0412026645206
ACH-000223,-0.121616085043
ACH-000226,-0.170145746486
ACH-000227,-0.06734972333940001
ACH-000228,-0.36015342922399995
ACH-000231,0.0816204548256
ACH-000232,0.0787256264217
ACH-000233,0.13031888553200002
ACH-000234,-0.022097471764400002
ACH-000235,-0.0346987102657
ACH-000237,-0.198538979363
ACH-000238,-0.105161638847
ACH-000243,0.00349791297295
ACH-000244,-0.0712185462332
ACH-000246,0.021371806356599996
ACH-000248,-0.107482479374
ACH-000250,0.057400927114900004
ACH-000251,0.00728003616781
ACH-000253,-0.134393207992
ACH-000255,-0.108223625544
ACH-000256,0.14041362932499998
ACH-000257,0.048972681641699996
ACH-000258,-0.0083240446702
ACH-000259,0.0682998360193
ACH-000260,-0.109250369781
ACH-000261,0.00934764933929
ACH-000262,-0.101197522632
ACH-000263,-0.46039892071000005
ACH-000264,-0.032910592929
ACH-000265,-0.13172101962899999
ACH-000266,-0.00117702355423
ACH-000272,-0.00895159421014
ACH-000273,-0.018821972063
ACH-000274,0.000855204131738
ACH-000277,-0.0253263080901
ACH-000278,0.04590364679719999
ACH-000279,0.0432024288177
ACH-000280,-0.0499440966638
ACH-000281,0.253628056977
ACH-000288,-0.0243300264035
ACH-000291,-0.173459803082
ACH-000293,0.162531520702
ACH-000294,0.0614620708612
ACH-000295,-0.034816817366
ACH-000296,-0.258852787353
ACH-000302,-0.0729241452326
ACH-000304,-0.42726692364299995
ACH-000307,0.0740655653212
ACH-000308,-0.152898067873
ACH-000310,-0.0628326590075
ACH-000311,-0.0712783901529
ACH-000312,-0.020638113629099997
ACH-000315,0.108165164695
ACH-000316,-0.012479611489600001
ACH-000317,-0.030466559295099997
ACH-000318,-0.15510907976399999
ACH-000319,-0.0202410974297
ACH-000320,0.013627807275200002
ACH-000322,-0.109665953738
ACH-000323,-0.220250245721
ACH-000324,0.030570316227000002
ACH-000329,-0.033942391665500005
ACH-000330,0.250626927087
ACH-000331,-0.153258234125
ACH-000332,-0.056478426791
ACH-000334,0.222225226023
ACH-000335,-0.015866515876700002
ACH-000336,-0.309382724897
ACH-000337,-0.21901690734700002
ACH-000339,0.09977359976439999
ACH-000341,0.278387704414
ACH-000348,-0.07340661395439999
ACH-000350,0.206078345597
ACH-000352,-0.179423427979
ACH-000356,0.0184474892848
ACH-000361,0.11892344933599999
ACH-000362,0.0822667303603
ACH-000363,-0.0534300079166
ACH-000364,0.121514269947
ACH-000365,-0.0463031580572
ACH-000366,-0.041570224013400006
ACH-000368,-0.151052755567
ACH-000374,0.061252720689099996
ACH-000375,0.041119783925
ACH-000376,-0.13787088351600002
ACH-000381,0.194565525266
ACH-000383,-0.11097879431600001
ACH-000387,-0.0519640687129
ACH-000389,-0.0987674301046
ACH-000390,0.031912452845
ACH-000393,-0.1204181709
ACH-000395,0.040821938766199994
ACH-000397,-0.020976851678299997
ACH-000401,-0.13489489461100002
ACH-000402,0.126904739381
ACH-000403,-0.0836312356397
ACH-000404,-0.00489164190051
ACH-000406,0.0139004800575
ACH-000407,-0.09881524764139998
ACH-000408,0.0915825793506
ACH-000410,-0.0037016750682399998
ACH-000411,-0.0937788963838
ACH-000414,0.026048268632400003
ACH-000415,-0.237945200293
ACH-000416,-0.0647025535122
ACH-000420,0.232070844621
ACH-000421,-0.018028981655299998
ACH-000424,-0.128651919561
ACH-000425,-0.0915156178336
ACH-000426,0.0425519837443
ACH-000427,0.13765148922599998
