,RETSAT (54884)
ACH-000365,-0.10974269256100001
ACH-000366,-0.107695215227
ACH-000368,-0.174711707011
ACH-000374,-0.0554727275056
ACH-000375,-0.043934342927
ACH-000376,-0.250195160412
ACH-000381,-0.295259350041
ACH-000383,-0.104829534616
ACH-000387,-0.151331358285
ACH-000389,-0.0951254786122
ACH-000390,-0.210264562308
ACH-000393,-0.188405317006
ACH-000395,0.06926840430360001
ACH-000397,-0.18106394648600002
ACH-000401,-0.13501614221799998
ACH-000402,-0.128572558309
ACH-000403,-0.132671094331
ACH-000404,-0.07627960994010001
ACH-000406,-0.0804131386388
ACH-000407,-0.130967157291
ACH-000408,-0.16556703838300002
ACH-000410,-0.202738748209
ACH-000411,-0.0306463662091
ACH-000414,-0.0658225042559
ACH-000415,-0.200226727664
ACH-000416,-0.12336358054400001
ACH-000420,-0.0708374046742
ACH-000421,-0.08239054701560002
ACH-000424,-0.344001165984
ACH-000425,-0.24649085475699997
ACH-000426,-0.015575826367600002
ACH-000427,-0.101274914142
ACH-000433,0.07943376687989999
ACH-000436,0.00734653625073
ACH-000444,-0.017795499851599998
ACH-000445,-0.305471922314
ACH-000448,-0.0450255654819
ACH-000450,-0.0584439602909
ACH-000452,-0.117613166532
ACH-000454,-0.143927499583
ACH-000458,-0.188873895552
ACH-000459,-0.050099113398
ACH-000460,-0.16031364172
ACH-000461,-0.06711920523680001
ACH-000463,-0.028157637849099998
ACH-000464,-0.183977966695
ACH-000466,-0.20951420002
ACH-000467,-0.17255224203699998
ACH-000468,-0.2521482777
ACH-000469,-0.03813912604
ACH-000470,-0.321812175982
ACH-000471,-0.0693017166679
ACH-000472,-0.12256860633700001
ACH-000473,-0.252644791192
ACH-000475,-0.06944754401139999
ACH-000476,-0.08584485746889998
ACH-000477,-0.142129980311
ACH-000480,-0.00413220999557
ACH-000481,-0.11067670727199999
ACH-000483,-0.0255551733627
ACH-000484,0.0136231656997
ACH-000485,-0.0622480921724
ACH-000486,-0.324242222741
ACH-000487,-0.16624820155
ACH-000488,-0.0943132424921
ACH-000490,-0.282165568435
ACH-000491,-0.23491142747699997
ACH-000495,-0.256621498179
ACH-000496,-0.24235258219900002
ACH-000499,-0.0952374248653
ACH-000500,0.024396897357400003
ACH-000502,-0.109852118232
ACH-000503,-0.29631294258499996
ACH-000505,0.034726473979099996
ACH-000507,-0.139016510605
ACH-000510,-0.0714550255774
ACH-000511,-0.302774667552
ACH-000512,-0.055465995870400006
ACH-000516,-0.0877092518075
ACH-000517,-0.033779512301
ACH-000518,-0.30623936110100003
ACH-000520,-0.34131109481
ACH-000521,-0.0582634235661
ACH-000522,-0.109557560376
ACH-000524,-0.006541086124100001
ACH-000527,-0.158322468346
ACH-000528,-0.0902778772338
ACH-000537,-0.11949622447000001
ACH-000541,-0.151277044196
ACH-000542,-0.10955255681600001
ACH-000544,-0.199377788007
ACH-000545,-0.18789911002300003
ACH-000547,-0.115005295588
ACH-000548,-0.258828352895
ACH-000549,-0.19205229549800001
ACH-000550,-0.194450069113
ACH-000552,-0.35378548989299996
ACH-000556,-0.09927857753660001
ACH-000557,-0.290883293019
ACH-000570,-0.24069470018000003
ACH-000571,-0.143986289808
ACH-000573,-0.030002820438599996
ACH-000576,0.10661079027300001
ACH-000580,-0.210169757559
ACH-000584,-0.303038856157
ACH-000585,-0.146468957234
ACH-000588,-0.0612654954416
ACH-000589,-0.0885964021784
ACH-000591,-0.467750699551
ACH-000593,-0.220924083292
ACH-000600,0.022244587998000002
ACH-000601,-0.16379820297
ACH-000604,0.19161450462000001
ACH-000605,-0.199237613681
ACH-000606,-0.18664608233
ACH-000608,-0.026654279125099996
ACH-000614,-0.333399544978
ACH-000616,-0.09870464530430001
ACH-000618,-0.317411838841
ACH-000619,-0.165542062016
ACH-000620,0.047198553008500004
ACH-000621,-0.166909815928
ACH-000622,-0.07346737966969999
ACH-000623,-0.289971757771
ACH-000624,-0.16494204655300002
ACH-000627,-0.253076755896
ACH-000630,-0.313414152603
ACH-000632,0.0165246234515
ACH-000633,-0.19533866611099998
ACH-000637,-0.401541559364
ACH-000638,-0.14153588523900001
ACH-000646,-0.09093803044469999
ACH-000647,0.00763414269924
ACH-000648,-0.14763187450999998
ACH-000649,-0.141833953669
ACH-000651,-0.24603147647
ACH-000652,-0.141744137038
ACH-000653,-0.182496291633
ACH-000657,-0.150143782851
ACH-000658,0.0145684954242
ACH-000661,-0.10622643487
ACH-000662,-0.0404102815774
ACH-000663,-0.122604363802
ACH-000665,-0.371889960149
ACH-000671,-0.284301760525
ACH-000673,-0.37880365109499997
ACH-000676,-0.0742592593261
ACH-000677,-0.08128066988919999
ACH-000681,0.0004997268476190001
ACH-000682,-0.188377736016
ACH-000683,-0.134350981808
ACH-000684,0.0877129539832
ACH-000688,-0.134005819955
ACH-000693,-0.158022589942
ACH-000694,-0.174625524791
ACH-000695,-0.34719725258199996
ACH-000696,-0.192535447263
ACH-000697,-0.230312401727
ACH-000699,-0.220693582646
ACH-000701,-0.05807904351
ACH-000706,-0.053331634355600004
ACH-000711,-0.115738768955
ACH-000713,-0.264577959601
ACH-000714,-0.012484932913299999
ACH-000718,-0.296961495505
ACH-000720,-0.149492930109
ACH-000721,-0.366291971497
ACH-000724,0.0055344853340200005
ACH-000725,-0.565028936784
ACH-000732,-0.17478290469000002
ACH-000734,-0.166903170409
ACH-000735,-0.108518044689
ACH-000736,-0.17282771082000004
ACH-000738,-0.125136423725
ACH-000746,-0.45522880763000007
ACH-000747,-0.13475425418099998
ACH-000748,-0.0852525270718
ACH-000753,-0.186284073976
ACH-000756,0.0566680496741
ACH-000757,-0.0886500276289
ACH-000758,-0.180045183416
ACH-000760,-0.1838911669
ACH-000763,-0.08815055430299999
ACH-000764,-0.400250751996
ACH-000765,0.0565650270553
ACH-000766,-0.13580136783299998
ACH-000767,-0.0651065747193
ACH-000768,-0.07749472115839999
ACH-000769,-0.24340022399099998
ACH-000770,-0.28460102963100004
ACH-000771,-0.174628262335
ACH-000773,0.11089693092399999
ACH-000776,-0.142416709848
ACH-000777,-0.29402121839
ACH-000778,0.07943254424889999
ACH-000781,-0.0420799646263
ACH-000782,-0.0546011561106
ACH-000783,-0.07978107985739999
ACH-000784,-0.216975804045
ACH-000785,-0.20888827720199998
ACH-000787,-0.350057463108
ACH-000788,-0.101230709717
ACH-000791,-0.27866786559
ACH-000792,-0.33141479064
ACH-000794,-0.259422879623
ACH-000796,-0.202278383081
ACH-000799,-0.565506741871
ACH-000800,-0.361822718904
ACH-000802,-0.13871839012599999
ACH-000804,-0.35640770539800004
ACH-000805,-0.135023455987
ACH-000809,-0.050138908455800005
ACH-000810,-0.600914301841
ACH-000811,-0.121497117768
ACH-000817,-0.364256135365
ACH-000819,-0.131740580055
ACH-000820,-0.44489615863399995
ACH-000821,-0.142226818875
ACH-000822,-0.0939902482594
ACH-000823,-0.0395069189752
ACH-000824,-0.0283799472926
ACH-000827,-0.0873628628146
ACH-000829,-0.15347826763800002
ACH-000831,-0.229371573585
ACH-000832,-0.211361392159
ACH-000833,-0.22083793873799998
ACH-000834,-0.268682483869
ACH-000835,-0.123425295993
ACH-000836,-0.25280123920200004
ACH-000837,-0.238719455868
ACH-000838,-0.10583298964
ACH-000839,-0.22124234217900002
ACH-000840,-0.641134538516
ACH-000841,-0.300685593697
ACH-000843,-0.0610152555892
ACH-000846,-0.231640959521
ACH-000847,-0.23660515450300001
ACH-000848,0.08040404053110001
ACH-000849,-0.104189668476
ACH-000851,-0.0632445429851
ACH-000855,-0.368683458313
ACH-000856,-0.15300868941
ACH-000858,-0.156204504109
ACH-000859,-0.32084385642499996
ACH-000861,-0.0352904407603
ACH-000862,-0.189783665504
ACH-000865,-0.149116009081
ACH-000866,-0.222314397628
ACH-000867,-0.199283165717
ACH-000869,-0.113528076265
ACH-000872,-0.0476505523602
ACH-000873,-0.295397850579
ACH-000876,-0.057586513711
ACH-000878,-0.21944582276500002
ACH-000880,0.0796252245493
ACH-000881,-0.12829344354
ACH-000882,-0.0189797370132
ACH-000884,0.00109499155574
ACH-000885,-0.269176770744
ACH-000887,-0.24552268326499999
ACH-000888,-0.12096187263000001
ACH-000889,-0.167898134675
ACH-000890,0.00658402585948
ACH-000896,-0.04732851570569999
ACH-000898,-0.12699192877499998
ACH-000900,-0.250867309573
ACH-000901,-0.156770633122
ACH-000905,-0.159532270153
ACH-000906,0.0298787901118
ACH-000907,-0.271307943607
ACH-000910,-0.0371157700038
ACH-000911,-0.19661217568199998
ACH-000912,-0.375387644597
ACH-000913,-0.136996296768
ACH-000915,-0.232470492164
ACH-000916,-0.0795778837775
ACH-000917,-0.149128310914
ACH-000921,-0.220598613092
ACH-000924,-0.147190675544
ACH-000926,0.0440451646559
ACH-000928,-0.316363890496
ACH-000929,-0.0555110529395
ACH-000932,-0.144211735042
ACH-000935,-0.23423063377599998
ACH-000936,-0.42933140488300003
ACH-000937,-0.101984581603
ACH-000938,-0.141267153195
ACH-000939,-0.31610330944000004
ACH-000941,-0.0730237007376
ACH-000943,-0.135147301226
ACH-000946,-0.22907957147500002
ACH-000947,0.07477477505010001
ACH-000948,-0.135028916479
ACH-000950,-0.031043231118700002
ACH-000953,-0.19056858966200002
ACH-000957,-0.12075215287900001
ACH-000958,-0.17161819594
ACH-000960,-0.155679866073
ACH-000963,-0.6456356236399999
ACH-000968,-0.368906987901
ACH-000969,-0.22996658394000002
ACH-000973,-0.026003418359500003
ACH-000974,-0.269464717492
ACH-000975,-0.324999241991
ACH-000976,-0.0216972701558
ACH-000978,-0.0107026452617
ACH-000980,-0.17859774959600003
ACH-000984,-0.124993727434
ACH-000986,-0.237208700827
ACH-000988,-0.19354776643599997
ACH-000993,-0.0896330202463
ACH-000994,-0.39869707524899994
ACH-000996,-0.294111845433
ACH-001001,-0.23056622771
ACH-001020,0.108422988208
ACH-001028,-0.207738110685
ACH-001031,-0.016577870268399998
ACH-001038,-0.257480231133
ACH-001048,-0.09800047413060001
ACH-001050,-0.12337363990999999
ACH-001053,0.0917859919644
ACH-001054,-0.0737592977441
ACH-001061,-0.27611063956500004
ACH-001067,-0.294849776877
ACH-001075,-0.28013457355300003
ACH-001096,-0.26795419698199996
ACH-001128,-0.113940504374
ACH-001134,-0.253690149541
ACH-001151,-0.11730474788699999
ACH-001163,-0.227205864599
ACH-001164,-0.257133290947
ACH-001173,-0.205793812838
ACH-001183,-0.12954405184
ACH-001184,-0.0754816681151
ACH-001190,-0.283187806368
ACH-001192,-0.30996154700399997
ACH-001193,-0.17381062342700002
ACH-001196,-0.182525543943
ACH-001197,-0.190214783364
ACH-001205,-0.290191053176
ACH-001211,-0.344897870343
ACH-001212,-0.263425707689
ACH-001228,-0.0738830247942
ACH-001232,-0.0443118017966
ACH-001239,-0.10132706125299999
ACH-001274,-0.13905742650900002
ACH-001275,-0.327886400948
ACH-001277,0.09309807534949999
ACH-001278,-0.181067285999
ACH-001280,-0.08760152609689999
ACH-001283,-0.164662411348
ACH-001289,-0.202218873442
ACH-001295,-0.33673065736999996
ACH-001300,-0.0477319215149
ACH-001301,-0.00269845025968
ACH-001302,0.261077413286
ACH-001303,-0.332008088327
ACH-001306,-0.145562621244
ACH-001318,-0.20232004815699997
ACH-001322,-0.300794823629
ACH-001328,-0.313106426929
ACH-001332,-0.169522424225
ACH-001333,-0.229677279045
ACH-001336,-0.18800297746599998
ACH-001340,-0.158266157062
ACH-001346,-0.21020405225299998
ACH-001353,-0.205939503385
ACH-001354,-0.0266405709557
ACH-001367,-0.055546756434899994
ACH-001368,-0.1624129085
ACH-001374,-0.09195436609030001
ACH-001375,-0.114326490352
ACH-001377,-0.13080197228
ACH-001380,-0.11939932253900001
ACH-001391,-0.282552686248
ACH-001407,-0.23245740925500002
ACH-001408,-0.183549470178
ACH-001413,-0.19865480507199998
ACH-001430,-0.409441110753
ACH-001431,-0.14087185034299998
ACH-001450,-0.266175471802
ACH-001496,-0.271373353192
ACH-001500,-0.22571686780699998
ACH-001521,-0.314013893099
ACH-001523,-0.303816778122
ACH-001532,-0.210154326456
ACH-001536,-0.28348615404599997
ACH-001550,-0.156847659789
ACH-001552,-0.0551583634499
ACH-001554,-0.296114077388
ACH-001645,-0.1894586874
ACH-001654,-0.144918903455
ACH-001715,0.277176317056
ACH-001735,-0.16782113105799998
ACH-001736,-0.089753135825
ACH-001737,-0.099436634459
ACH-001740,-0.053139872231199994
ACH-001745,-0.285409478298
ACH-001750,-0.0053457876362799995
ACH-001765,-0.0019443874080999999
ACH-001956,-0.20091241575100002
ACH-001957,-0.00875054491985
