,ABHD16A (7920)
ACH-000004,-0.0715521109583
ACH-000007,-0.278269161099
ACH-000009,-0.155301233654
ACH-000011,-0.161999457996
ACH-000012,-0.267645782394
ACH-000013,-0.349420897711
ACH-000014,-0.40480956035300003
ACH-000015,-0.155242915929
ACH-000017,-0.0145984637461
ACH-000018,-0.175285605517
ACH-000019,-0.166286735558
ACH-000021,-0.162835294891
ACH-000022,-0.126739506981
ACH-000025,-0.0963403742695
ACH-000028,-0.28632991453400003
ACH-000030,-0.143668410945
ACH-000035,-0.0857249373529
ACH-000036,0.00229296117787
ACH-000037,-0.19733228877999998
ACH-000039,-0.5426997332869999
ACH-000040,-0.211782697075
ACH-000041,-0.11960048670199999
ACH-000042,-0.057123414512199995
ACH-000045,-0.20682588624200002
ACH-000047,-0.137962741512
ACH-000052,-0.399940811757
ACH-000053,-0.08985864514689999
ACH-000054,-0.37083859746200004
ACH-000055,-0.137460498821
ACH-000060,-0.138240881999
ACH-000067,-0.17805731474300002
ACH-000070,-0.210485109267
ACH-000075,-0.07551039989910001
ACH-000078,-0.37661347949699997
ACH-000082,-0.15664495932800002
ACH-000085,-0.311810505338
ACH-000086,-0.18320096861
ACH-000087,-0.424330491421
ACH-000092,-0.11373548622099999
ACH-000095,-0.237145890964
ACH-000097,-0.155518972269
ACH-000098,-0.07938337728639999
ACH-000099,-0.138196123977
ACH-000108,-0.0398327934635
ACH-000113,-0.21387709032299998
ACH-000115,-0.49748645900399996
ACH-000116,-0.155869513081
ACH-000118,-0.0901267031431
ACH-000120,-0.138903406877
ACH-000123,-0.24961094814100002
ACH-000127,-0.343286271146
ACH-000128,-0.0903955294998
ACH-000132,-0.265425253518
ACH-000133,-0.14822017483
ACH-000137,-0.29955179248799996
ACH-000138,-0.238656283966
ACH-000142,0.107079411215
ACH-000143,0.0950370381449
ACH-000146,-0.318938727702
ACH-000148,-0.0970167910584
ACH-000150,-0.109099503213
ACH-000152,-0.159300618527
ACH-000153,0.0439105665383
ACH-000159,0.138777623573
ACH-000160,-0.149943846522
ACH-000163,-0.253659045193
ACH-000167,-0.329543516781
ACH-000168,-0.466648651958
ACH-000169,-0.257618080432
ACH-000178,-0.09446033168500001
ACH-000182,-0.137883658353
ACH-000183,-0.337920868595
ACH-000188,-0.348633459582
ACH-000189,0.155348986392
ACH-000190,-0.081177643646
ACH-000198,-0.332828368477
ACH-000204,-0.374156143935
ACH-000206,-0.23495533047699999
ACH-000207,-0.22898943954
ACH-000211,-0.147410804813
ACH-000215,-0.31527411570999997
ACH-000221,-0.213696536483
ACH-000222,-0.0476948871607
ACH-000223,-0.342113338816
ACH-000226,-0.142358679451
ACH-000227,-0.144146699212
ACH-000228,-0.324763044833
ACH-000231,-0.204766701563
ACH-000232,-0.144275702463
ACH-000233,-0.374503051025
ACH-000234,-0.423988166232
ACH-000235,-0.016785016202200003
ACH-000237,-0.188928870565
ACH-000238,-0.404828079368
ACH-000243,-0.17499486763099997
ACH-000244,-0.123665980845
ACH-000246,-0.1485639854
ACH-000248,-0.165183222386
ACH-000250,-0.26909261668699996
ACH-000251,-0.333666984062
ACH-000253,-0.11077056943399999
ACH-000255,-0.30258446590599997
ACH-000256,-0.132079115975
ACH-000257,-0.0187233217907
ACH-000258,-0.09729971932739999
ACH-000259,-0.111823692465
ACH-000260,-0.132231736485
ACH-000261,-0.20297500695300003
ACH-000262,-0.026284406622099996
ACH-000263,-0.368487411471
ACH-000264,-0.19805210427499997
ACH-000265,-0.183630782167
ACH-000266,-0.160122742908
ACH-000272,-0.138677597523
ACH-000273,-0.174296278002
ACH-000274,-0.13885367205399998
ACH-000277,-0.0968021501539
ACH-000278,-0.0638765974619
ACH-000279,-0.19005385630199997
ACH-000280,-0.155867456061
ACH-000281,-0.48599267983499994
ACH-000288,-0.24388521224800003
