,GSS (2937)
ACH-000004,-0.23206486763599998
ACH-000007,0.18642985040899998
ACH-000009,0.152280238145
ACH-000011,0.247239873332
ACH-000012,0.276930130213
ACH-000013,0.286069853081
ACH-000014,0.136597227024
ACH-000015,0.005395531086359999
ACH-000017,-0.053177447919999996
ACH-000018,0.16853680322700001
ACH-000019,-0.117820587774
ACH-000021,0.0464744245765
ACH-000022,0.107292057436
ACH-000025,0.0335157546822
ACH-000028,-0.139706562641
ACH-000030,0.0878878402791
ACH-000035,0.10277602764499999
ACH-000036,0.0267648109687
ACH-000037,0.10000916171
ACH-000039,0.368322911923
ACH-000040,-0.0038220530223600003
ACH-000041,0.12618771545
ACH-000042,0.05786656195500001
ACH-000045,-0.445794818626
ACH-000047,-0.31533708225699997
ACH-000052,0.181931271742
ACH-000053,0.0287334327355
ACH-000054,0.10810292789999999
ACH-000055,0.196295086099
ACH-000060,0.32165007100299997
ACH-000067,0.167460515941
ACH-000070,-0.414230605598
ACH-000075,0.23633657028000002
ACH-000078,0.392917545506
ACH-000082,0.035502548964499996
ACH-000085,0.054354935072999995
ACH-000086,-0.012903935645000001
ACH-000087,0.242194269779
ACH-000092,-0.0552122427918
ACH-000095,0.245454443888
ACH-000097,-0.041174620018099996
ACH-000098,0.161573525559
ACH-000099,0.23899082083099998
ACH-000108,0.33704773766
ACH-000113,-0.296469948937
ACH-000115,-0.06792682237560001
ACH-000116,-0.0377873842386
ACH-000118,0.299159972299
ACH-000120,0.298814673215
ACH-000123,0.246395964861
ACH-000127,0.259626862807
ACH-000128,0.0244445717535
ACH-000132,0.26089085742400003
ACH-000133,-0.00953636427777
ACH-000137,0.0282610742562
ACH-000138,0.119865475043
ACH-000142,0.164832698523
ACH-000143,0.41748370787600003
ACH-000146,-0.21360860779899998
ACH-000148,-0.08077248280060001
ACH-000150,0.185393399045
ACH-000152,0.19466071022999998
ACH-000153,0.28164639233399996
ACH-000159,0.166649820162
ACH-000160,0.07254397166780001
ACH-000163,-0.155771331159
ACH-000167,-0.0778818783379
ACH-000168,-0.005128717857039999
ACH-000169,0.0953186502331
ACH-000178,0.0608412669678
ACH-000182,0.0938292666412
ACH-000183,-0.425457322372
ACH-000188,0.008777854133829999
ACH-000189,-0.12212203693700001
ACH-000190,0.0790804337533
ACH-000198,-0.38190769537299996
ACH-000204,-0.0950413967364
ACH-000206,-0.13198395146400002
ACH-000207,-0.09832967997030001
ACH-000211,0.079582323767
ACH-000215,0.0858933731495
ACH-000221,-0.0105960196002
ACH-000222,0.3770759147
ACH-000223,0.108941776862
ACH-000226,-0.110817561589
ACH-000227,0.0163961196617
ACH-000228,-0.09139858432339999
ACH-000231,-0.0781482452486
ACH-000232,0.22070964016999997
ACH-000233,-0.022248615435
ACH-000234,0.19844647348900002
ACH-000235,0.13407425294199998
ACH-000237,0.266457164097
ACH-000238,-0.0239957024961
ACH-000243,0.268077395561
ACH-000244,0.278582950435
ACH-000246,0.176259831981
ACH-000248,0.223503730055
ACH-000250,0.166660965602
ACH-000251,0.0651194033834
ACH-000253,0.182515553217
ACH-000255,-0.079819871349
ACH-000256,0.0775545795594
ACH-000257,0.389372622055
ACH-000258,-0.17478232066500002
ACH-000259,0.331340307848
ACH-000260,0.23778082084000002
ACH-000261,0.035309266088300005
ACH-000262,0.130142020963
ACH-000263,0.15026799677799998
ACH-000264,0.0511959557629
ACH-000265,0.157716690966
ACH-000266,0.137195655462
ACH-000272,0.0861463196801
ACH-000273,0.0280179025464
ACH-000274,-0.0416689654991
ACH-000277,-0.21010305859700001
ACH-000278,0.09373852643740001
ACH-000279,0.00931255904215
ACH-000280,0.160975762578
ACH-000281,0.214579939648
ACH-000288,0.142033561505
ACH-000291,0.0535535882644
ACH-000293,0.124209839201
ACH-000294,-0.39801858838200005
ACH-000295,0.119370624802
ACH-000296,0.0120325741857
ACH-000302,0.116017809493
ACH-000304,0.0785561596342
ACH-000307,0.17869877032
ACH-000308,0.17555878949200002
ACH-000310,0.277169748246
ACH-000311,0.311726768017
ACH-000312,0.19726549887699998
ACH-000315,-0.146596575071
ACH-000316,0.130979984631
ACH-000317,0.0832147652839
ACH-000318,0.137574027579
