,RPUSD4 (84881)
ACH-000004,-0.38460172142399995
ACH-000007,-0.647466460635
ACH-000009,-0.444722201931
ACH-000011,-0.34036021040299996
ACH-000012,-0.705740489577
ACH-000013,-0.705468976834
ACH-000014,-0.540519880666
ACH-000015,-0.56146569184
ACH-000017,-0.399899133909
ACH-000018,-0.50249334734
ACH-000019,-0.775006230132
ACH-000021,-0.547867827513
ACH-000022,-0.651284609137
ACH-000025,-0.5380660801120001
ACH-000028,-1.0862989221400001
ACH-000030,-0.388805074969
ACH-000035,-0.659998486449
ACH-000036,-0.25502763352499996
ACH-000037,-0.419743177369
ACH-000039,-0.31234040911999994
ACH-000040,-0.406838721788
ACH-000041,-0.41633077414999997
ACH-000042,-0.278631664446
ACH-000045,-0.19060348076699998
ACH-000047,-0.9043724799230001
ACH-000052,-0.38834734508100005
ACH-000053,-0.521216713715
ACH-000054,-0.480962883055
ACH-000055,-0.36016134738399996
ACH-000060,-0.384688453373
ACH-000067,-0.43895285354099994
ACH-000070,-0.537374144872
ACH-000075,-0.5185905026100001
ACH-000078,-0.657408698548
ACH-000082,-0.364980487368
ACH-000085,-0.334923280343
ACH-000086,-0.695019775281
ACH-000087,-0.67850859199
ACH-000092,-0.38584789924
ACH-000095,-0.18285518326699998
ACH-000097,-0.35097412302500003
ACH-000098,-0.42001574304
ACH-000099,-0.805828485292
ACH-000108,-0.385638201804
ACH-000113,-0.752104276643
ACH-000115,-0.327166370939
ACH-000116,-0.48256999654700006
ACH-000118,-0.936694527943
ACH-000120,-0.550256174306
ACH-000123,-0.451242564953
ACH-000127,-0.51628389373
ACH-000128,-0.497395807997
ACH-000132,-0.42387168563
ACH-000133,-0.661100566464
ACH-000137,-0.51858462118
ACH-000138,-0.600670544676
ACH-000142,-0.25589057565
ACH-000143,-0.42265868838
ACH-000146,-0.237300646589
ACH-000148,-0.749993443641
ACH-000150,-0.818759973017
ACH-000152,-0.384582964556
ACH-000153,-0.8643912050650001
ACH-000159,-0.45643748257700006
ACH-000160,-1.02821762934
ACH-000163,-0.309408949862
ACH-000167,-0.349042828666
ACH-000168,-0.272902204701
ACH-000169,-0.630873513808
ACH-000178,-0.464867325737
ACH-000182,-0.8381468897679999
ACH-000183,-0.31055112865699996
ACH-000188,-0.601198185968
ACH-000189,-0.638415207536
ACH-000190,-0.7388409570379999
ACH-000198,-0.48801074172799996
ACH-000204,-0.420295598205
ACH-000206,-0.518403233443
