,FAM110D (79927)
ACH-000004,-0.52568441333
ACH-000007,-0.239125408977
ACH-000009,-0.158078430487
ACH-000011,-0.279039341856
ACH-000012,-0.32820602262
ACH-000013,-0.19963251439399998
ACH-000014,-0.554583564568
ACH-000015,-0.17304414328200002
ACH-000017,-0.535282954447
ACH-000018,-0.133079250275
ACH-000019,-0.150587832576
ACH-000021,-0.141139659449
ACH-000022,-0.285755408703
ACH-000025,-0.282638174213
ACH-000028,-0.182774793242
ACH-000030,-0.19378042771499998
ACH-000035,-0.376872290189
ACH-000036,-0.29093502727299997
ACH-000037,-0.237540102029
ACH-000039,-0.09923548460560001
ACH-000040,-0.282158200589
ACH-000041,-0.496124749805
ACH-000042,-0.21004380919799998
ACH-000045,-0.232883325552
ACH-000047,-0.108551370953
ACH-000052,-0.190671664522
ACH-000053,-0.18215890365600002
ACH-000054,-0.140188312489
ACH-000055,0.0297678846685
ACH-000060,-0.23029007011
ACH-000067,-0.0401457329083
ACH-000070,-0.274037002679
ACH-000075,-0.434761004733
ACH-000078,-0.117185720496
ACH-000082,-0.236749705104
ACH-000085,0.013841933555299998
ACH-000086,-0.286236586208
ACH-000087,-0.395373191117
ACH-000092,-0.331468880101
ACH-000095,-0.216860493261
ACH-000097,-0.167481856212
ACH-000098,-0.361388720187
ACH-000099,-0.211986944195
ACH-000108,0.0250739862987
ACH-000113,-0.369134730234
ACH-000115,-0.249815623179
ACH-000116,-0.141166061195
ACH-000118,-0.07484565699460001
ACH-000120,-0.318774049822
ACH-000123,-0.140805984023
ACH-000127,-0.17918571696199997
ACH-000128,-0.23986964122200002
ACH-000132,-0.157317024054
ACH-000133,-0.44160522848800005
ACH-000137,-0.17160780643399998
ACH-000138,0.0561179645994
ACH-000142,-0.238379642229
ACH-000143,-0.09890653809039998
ACH-000146,-0.167008366621
ACH-000148,-0.230184016299
ACH-000150,-0.701229305323
ACH-000152,-0.354923488498
ACH-000153,-0.7060398905959999
ACH-000159,-0.24336041282200002
ACH-000160,0.00995163971565
ACH-000163,-0.30268586921
ACH-000167,0.401868044832
ACH-000168,-0.169872916739
ACH-000169,-0.28735135990899996
ACH-000178,-0.164438906609
ACH-000182,-0.10357908608300001
ACH-000183,-0.40192748537199996
ACH-000188,-0.38171053951300005
ACH-000189,-0.00034820059904499997
ACH-000190,-0.12419295872000001
ACH-000198,-0.170222550951
ACH-000204,-0.211928233165
ACH-000206,-0.212956753942
ACH-000207,-0.179884070435
ACH-000211,-0.114962811065
ACH-000215,-0.17526210912
ACH-000221,-0.259267657462
ACH-000222,-0.589012234875
ACH-000223,-0.136539235088
ACH-000226,-0.0884594380861
ACH-000227,-0.5904283229249999
ACH-000228,-0.282713449554
ACH-000231,-0.1391764337
ACH-000232,-0.288866476932
ACH-000233,-0.00639389076088
ACH-000234,-0.436222744719
ACH-000235,-0.102199933802
ACH-000237,-0.146723767927
ACH-000238,-0.42321923775700004
ACH-000243,-0.111602182124
ACH-000244,-0.21580790351999998
ACH-000246,-0.26797397603900003
ACH-000248,-0.311334246657
ACH-000250,-0.309958317459
ACH-000251,-0.6932357907960001
ACH-000253,-0.34004531585000003
ACH-000255,-0.127158195404
ACH-000256,-0.40005927700099997
ACH-000257,-0.152931727322
ACH-000258,0.144353462073
ACH-000259,-0.165547724846
ACH-000260,-0.177689641136
ACH-000261,-0.099494097837
ACH-000262,0.034953466466
ACH-000263,-0.241067567106
ACH-000264,-0.147380124021
ACH-000265,-0.136679669817
ACH-000266,-0.235926265975
ACH-000272,-0.120593143319
ACH-000273,-0.19160787425099998
ACH-000274,-0.222727886052
ACH-000277,-0.23909432867
ACH-000278,-0.242407313693
ACH-000279,-0.25900483772300004
ACH-000280,-0.133837846055
ACH-000281,-0.09468529412639999
ACH-000288,-0.39036109617299997
ACH-000291,-0.145105135659
ACH-000293,-0.353185917574
ACH-000294,-0.13085550425
ACH-000295,-0.400233427658
ACH-000296,-0.0360458030471
ACH-000302,-0.267948243621
ACH-000304,-0.0770504690147
ACH-000307,-0.182208764736
ACH-000308,-0.12255780088300001
ACH-000310,-0.39432300556999994
ACH-000311,-0.138645451247
ACH-000312,-0.137060577155
ACH-000315,-0.230378127732
ACH-000316,-0.46724754533999996
ACH-000317,-0.10835686215700001
ACH-000318,-0.351166070718
ACH-000319,-0.0820855787273
ACH-000320,-0.08052720031
ACH-000322,-0.27141496141800003
ACH-000323,-0.31611251629000003
ACH-000324,-0.16949913931299998
ACH-000329,-0.4113224823800001
ACH-000330,-0.07266014901260001
ACH-000331,-0.360744027897
ACH-000332,-0.262959962678
ACH-000334,-0.20636774639199998
ACH-000335,0.12356469837999999
ACH-000336,-0.41605132906
ACH-000337,-0.21834458035999998
ACH-000339,-0.206118434648
ACH-000341,-0.0942596988819
ACH-000348,-0.335342610889
ACH-000350,-0.023764030373299997
ACH-000352,-0.40976018561
ACH-000356,-0.165829371926
ACH-000361,-0.105793408541
ACH-000362,-0.184129782096
ACH-000363,-0.37742164344400003
ACH-000364,-0.284916597966
ACH-000365,-0.24543493129000002
ACH-000366,-0.19324373422000002
ACH-000368,-0.409704277422
ACH-000374,0.0227278385537
ACH-000375,-0.319537949203
ACH-000376,-0.317257812623
ACH-000381,-0.0644409036754
ACH-000383,-0.295051830073
ACH-000387,-0.150747729179
ACH-000389,-0.12906200055199998
ACH-000390,-0.20346919058
ACH-000393,-0.320484754767
ACH-000395,-0.173190106703
ACH-000397,-0.0643952097841
ACH-000401,-0.062911820598
ACH-000402,-0.507650534504
ACH-000403,-0.31352516974800004
ACH-000404,-0.329386042304
ACH-000406,-0.19458235134399998
ACH-000407,-0.121553879966
ACH-000408,-0.29737886934
ACH-000410,-0.21072894760699998
ACH-000411,-0.140761613608
ACH-000414,-0.153705977061
ACH-000415,-0.23926248678000003
ACH-000416,-0.17960983178599998
ACH-000420,-0.115094277772
ACH-000421,-0.166246984159
ACH-000424,-0.436811314137
ACH-000425,-0.20558693605999998
ACH-000426,-0.13873735846
ACH-000427,-0.195054107617
ACH-000433,-0.18136613154599998
ACH-000436,-0.305742602899
ACH-000444,-0.020273934533
ACH-000445,-0.10264191509500001
ACH-000448,-0.125559913665
ACH-000450,-0.348434804446
ACH-000452,-0.165009481977
ACH-000454,-0.18138973189899998
ACH-000458,-0.262221125387
ACH-000459,-0.145282502353
ACH-000460,-0.231007252172
ACH-000461,-0.367819216427
ACH-000463,-0.20670514110500002
ACH-000464,-0.41476640351800004
ACH-000466,-0.09323482062090001
ACH-000467,-0.23376535132399998
ACH-000468,-0.128914928875
ACH-000469,-0.213158412838
ACH-000470,-0.19818099227699998
ACH-000471,-0.160751302072
ACH-000472,-0.271626719723
ACH-000473,0.0687204190014
ACH-000475,-0.272565903796
ACH-000476,-0.21712361201699998
ACH-000477,-0.726132540014
ACH-000480,-0.179628965991
ACH-000481,-0.199029879637
ACH-000483,-0.33201438266100003
ACH-000484,-0.218772195601
ACH-000485,-0.455587739406
ACH-000486,-0.0914859165877
ACH-000487,-0.192779607516
ACH-000488,-0.186234431055
ACH-000490,-0.250719848753
ACH-000491,-0.240933082313
ACH-000495,-0.352498516498
ACH-000496,-0.205028704892
ACH-000499,-0.317556209374
ACH-000500,-0.127094058352
ACH-000502,-0.12010366619599999
ACH-000503,0.0534167890072
ACH-000505,-0.20546406032200001
ACH-000507,-0.339290433429
ACH-000510,-0.244206003581
ACH-000511,-0.350667024926
ACH-000512,-0.275170305558
ACH-000516,-0.231990232525
ACH-000517,-0.158056508059
ACH-000518,-0.194750654128
ACH-000520,-0.129306786184
ACH-000521,-0.276589644953
ACH-000522,-0.324631984322
ACH-000524,-0.182757413244
ACH-000527,-0.228039726554
ACH-000528,-0.101171054947
ACH-000537,-0.0797329324755
ACH-000541,-0.523842671775
ACH-000542,-0.267805738985
ACH-000544,-0.427713584199
ACH-000545,-0.136815234993
ACH-000547,-0.0700652726654
ACH-000548,-0.264476473368
ACH-000549,-0.0774825386665
ACH-000550,-0.36666496623000006
ACH-000552,-0.262728077249
ACH-000556,-0.060056307796099995
ACH-000557,-0.465852401778
ACH-000570,-0.31140414370700004
ACH-000571,-0.251906755675
ACH-000573,-0.120809535507
ACH-000576,-0.45328283558700005
ACH-000580,-0.280013434143
ACH-000584,-0.06281482302579999
ACH-000585,-0.313036761529
ACH-000588,-0.347228447744
ACH-000589,-0.25943613278
ACH-000591,-0.22911975234
ACH-000593,-0.21510509189
ACH-000600,-0.227029684262
ACH-000601,-0.043052507229
ACH-000604,-0.0825825356652
ACH-000605,-0.1947780632
ACH-000606,-0.27753533603700004
ACH-000608,-0.265102002989
ACH-000614,-0.20669928439100002
ACH-000616,-0.47992221014499997
ACH-000618,-0.183563997626
ACH-000619,-0.219701270845
ACH-000620,-0.22683133036699998
ACH-000621,-0.24682647760600002
ACH-000622,-0.134829090662
ACH-000623,-0.274200012438
ACH-000624,-0.23244995140900002
ACH-000627,-0.25056718850000004
ACH-000630,-0.19157401495
ACH-000632,-0.26393795970899997
ACH-000633,-0.377518748253
ACH-000637,-0.232143279953
ACH-000638,-0.408681843127
ACH-000646,0.0576521994549
ACH-000647,-0.10054998715199999
ACH-000648,-0.201646125845
ACH-000649,-0.273212126891
ACH-000651,-0.181542782249
ACH-000652,-0.223227613173
ACH-000653,-0.536294207476
ACH-000657,-0.19840870384
ACH-000658,-0.453658113254
ACH-000661,-0.294932931559
ACH-000662,-0.497123792505
ACH-000663,-0.103622617222
ACH-000665,-0.286774576015
ACH-000671,-0.244517584752
ACH-000673,-0.283545440683
ACH-000676,-0.214665499824
ACH-000677,-0.103267897122
ACH-000681,-0.0765262073333
ACH-000682,-0.325473951331
ACH-000683,-0.38559782177599994
ACH-000684,-0.137599756215
ACH-000688,-0.326663960865
ACH-000693,-0.231170026791
ACH-000694,-0.248841936251
ACH-000695,-0.480889916453
ACH-000696,-0.212778010145
ACH-000697,-0.278623445381
ACH-000699,-0.40482584108900005
ACH-000701,-0.404555160581
ACH-000706,-0.24950545460499998
ACH-000711,-0.314614309812
ACH-000713,-0.09560943224139999
ACH-000714,-0.190688968275
ACH-000718,-0.127582398298
ACH-000720,-0.283157987887
ACH-000721,-0.297633251576
ACH-000724,-0.274587305931
ACH-000725,-0.139164811113
ACH-000732,0.16798309163
ACH-000734,-0.33198074534600003
ACH-000735,-0.256644879711
ACH-000736,-0.15292914411800002
ACH-000738,-0.283208625526
ACH-000746,-0.225841694236
ACH-000747,-0.216805926608
ACH-000748,-0.312787711846
ACH-000753,-0.262916556871
ACH-000756,0.0599871828807
ACH-000757,-0.114429775185
ACH-000758,-0.121542560607
ACH-000760,-0.311377023935
ACH-000763,-0.383002308939
ACH-000764,0.102350318139
ACH-000765,-0.145989022654
ACH-000766,-0.359967077078
ACH-000767,-0.280111977778
ACH-000768,-0.22204090294300002
ACH-000769,-0.299290170103
ACH-000770,-0.179469860684
ACH-000771,-0.443436562694
ACH-000773,-0.363616196184
ACH-000776,-0.234728828596
ACH-000777,-0.37626278790600004
ACH-000778,-0.11639345587300001
ACH-000781,-0.09900637576480001
ACH-000782,-0.421753275845
ACH-000783,-0.11082555826099999
ACH-000784,-0.32431450919
ACH-000785,-0.19214168514199997
ACH-000787,-0.228862036364
ACH-000788,-0.127770027521
ACH-000791,-0.15255653570299998
ACH-000792,-0.21692556706399999
ACH-000794,-0.287522855473
ACH-000796,-0.179628427575
ACH-000799,-0.0907749257311
ACH-000800,-0.326542582291
ACH-000802,-0.136157938345
ACH-000804,-0.0317761015064
ACH-000805,-0.342889081317
ACH-000809,-0.46971471810099996
ACH-000810,-0.71381027456
ACH-000811,-0.310221631072
ACH-000817,-0.202864739031
ACH-000819,-0.0584255143014
ACH-000820,0.13638441520400002
ACH-000821,-0.09199829927989998
ACH-000822,-0.130604170948
ACH-000823,-0.24710812585900002
ACH-000824,-0.206168374741
ACH-000827,-0.211012046164
ACH-000829,-0.23781641920899999
ACH-000831,-0.16494527430199998
ACH-000832,-0.08600951741599999
ACH-000833,-0.138699244329
