,NMB (4828)
ACH-000004,-0.129571331904
ACH-000007,0.10100124562400001
ACH-000009,0.10985914614299999
ACH-000011,-0.0709633554125
ACH-000012,0.11923093158600001
ACH-000013,0.041418152324699996
ACH-000014,0.091326664575
ACH-000015,0.152437967511
ACH-000017,0.027084847875799997
ACH-000018,-0.09951848893580001
ACH-000019,-0.023846022763299998
ACH-000021,0.145739817168
ACH-000022,-0.0450611613439
ACH-000025,0.0130972305789
ACH-000028,0.124134497619
ACH-000030,0.125724312929
ACH-000035,0.075770223555
ACH-000036,0.234122831419
ACH-000037,0.074653129996
ACH-000039,0.039313880413000005
ACH-000040,0.0452269865905
ACH-000041,0.0254343097656
ACH-000042,0.0513519044835
ACH-000045,0.191997899351
ACH-000047,0.045569976582199995
ACH-000052,0.0614399801237
ACH-000053,0.161652701702
ACH-000054,0.0696408840485
ACH-000055,-0.148583077777
ACH-000060,-0.0109816300724
ACH-000067,0.162887788752
ACH-000070,-0.012981411564499999
ACH-000075,0.22102520800500003
ACH-000078,0.14312381763499998
ACH-000082,0.0637742303056
ACH-000085,0.25134086311299997
ACH-000086,0.159370292938
ACH-000087,0.00512528600765
ACH-000092,0.026332549707
ACH-000095,0.121787033515
ACH-000097,0.142389006994
ACH-000098,0.219781641622
ACH-000099,0.0698489939491
ACH-000108,0.226347322599
ACH-000113,0.0975915618968
ACH-000115,0.143184629169
ACH-000116,0.145838368478
ACH-000118,0.178545442282
ACH-000120,-0.0975671170737
ACH-000123,0.129682874922
ACH-000127,0.0744736589645
ACH-000128,0.0204909721496
ACH-000132,0.138110834144
ACH-000133,0.260024320015
ACH-000137,0.0318506876566
ACH-000138,0.17098458545899997
ACH-000142,0.10677118266699999
ACH-000143,0.166808340536
ACH-000146,0.0836837685404
ACH-000148,-0.00186747211029
ACH-000150,0.15286922655
ACH-000152,0.169118950958
ACH-000153,-0.0347623597079
ACH-000159,0.12212984424699999
ACH-000160,-0.0273603970211
ACH-000163,0.314841192356
ACH-000167,-0.005532214994279999
ACH-000168,0.128865577821
ACH-000169,0.0753052251839
ACH-000178,0.05474626599219999
ACH-000182,0.020943848714599998
ACH-000183,0.07299621688189999
ACH-000188,0.26257090418400003
ACH-000189,0.279787576994
ACH-000190,0.07164497961239999
ACH-000198,0.10661009520300001
ACH-000204,0.247705389281
ACH-000206,0.390537894713
ACH-000207,0.140595555197
ACH-000211,0.10573179146
ACH-000215,0.05573649529540001
ACH-000221,0.21159550948
ACH-000222,0.128612104805
ACH-000223,0.0976131259959
ACH-000226,0.11503091205499999
ACH-000227,0.0339476696873
ACH-000228,-0.031182537409
ACH-000231,0.0159948230705
ACH-000232,-0.005363380046260001
ACH-000233,0.08927536809089999
ACH-000234,0.09840016994169999
ACH-000235,0.0631894976068
ACH-000237,0.051727591679499994
ACH-000238,0.1301733609
ACH-000243,0.00956521648266
ACH-000244,0.21137946042999997
ACH-000246,0.18489252148899998
ACH-000248,0.174551862798
ACH-000250,0.146221672177
ACH-000251,0.289315282452
ACH-000253,0.0206115227716
ACH-000255,0.166915364048
ACH-000256,0.11814097013599999
ACH-000257,0.0872944302688
ACH-000258,0.120233076164
ACH-000259,0.14941198687100002
ACH-000260,0.120990572504
ACH-000261,0.045322521512599995
ACH-000262,0.42124454038000003
ACH-000263,0.0281732481299
ACH-000264,-0.0661651350746
ACH-000265,0.106626503432
ACH-000266,0.07357585397639999
ACH-000272,0.0844874688952
ACH-000273,0.041865467406300004
ACH-000274,-0.09294221207699999
ACH-000277,-0.029707141141
ACH-000278,-0.0016965362024000002
ACH-000279,0.0389798204933
ACH-000280,0.28986194603300003
ACH-000281,0.055454314084099995
ACH-000288,-0.0552515641359
ACH-000291,0.205794896424
ACH-000293,0.130453295505
ACH-000294,0.159303727092
ACH-000295,0.0101367581774
ACH-000296,0.10764629009400001
ACH-000302,0.117764109587
ACH-000304,0.077000028665
ACH-000307,0.190115970779
ACH-000308,-0.0342253849565
ACH-000310,0.0777549495132
ACH-000311,0.10799657562100001
ACH-000312,0.238114713029
ACH-000315,-0.0262110765178
ACH-000316,0.24272619223499997
ACH-000317,0.122307404041
ACH-000318,0.03805629142130001
ACH-000319,0.173688814852
ACH-000320,0.238762077488
ACH-000322,0.269987895829
ACH-000323,0.19082035620499999
ACH-000324,0.208689701102
ACH-000329,0.100642632555
ACH-000330,0.28677453807799996
ACH-000331,0.0711472165689
ACH-000332,0.12235383361199999
ACH-000334,0.055970243228000004
ACH-000335,-0.0293080870792
ACH-000336,-0.155196513784
ACH-000337,0.265670574871
ACH-000339,0.22600485362300002
ACH-000341,-0.0033987189890100004
ACH-000348,0.023201965628299997
ACH-000350,0.155351009583
ACH-000352,0.11135221582699999
ACH-000356,0.13953820801
ACH-000361,0.116441999772
ACH-000362,0.08733295021080001
ACH-000363,0.08204630264889999
ACH-000364,0.191063888967
ACH-000365,0.198665609747
ACH-000366,0.101085676346
ACH-000368,-0.04849582256130001
ACH-000374,0.294277228234
ACH-000375,0.152133956819
ACH-000376,-0.026447468506099997
ACH-000381,0.36631208312700003
ACH-000383,0.101392116581
ACH-000387,0.0814528391243
ACH-000389,-0.0943190866494
ACH-000390,-0.0549722972251
ACH-000393,0.15068373337000002
ACH-000395,0.161108011071
ACH-000397,0.07331867140239999
ACH-000401,-0.048529567478599996
ACH-000402,-0.129977717111
ACH-000403,0.0589428011919
ACH-000404,-0.11545374857000001
ACH-000406,0.18773040828600002
ACH-000407,-0.0289122869905
ACH-000408,-0.0100233349319
ACH-000410,0.073302410638
ACH-000411,0.196713023427
ACH-000414,0.136416499891
ACH-000415,0.153256838537
ACH-000416,0.0631460714004
ACH-000420,0.157830409519
ACH-000421,0.223614261617
ACH-000424,-0.0764404510554
ACH-000425,0.0359985323676
ACH-000426,0.251225039059
ACH-000427,0.06714775393469999
ACH-000433,0.5811146015349999
ACH-000436,0.17371237378899998
ACH-000444,0.00347955742462
ACH-000445,0.264403634677
ACH-000448,0.1113761866
ACH-000450,-0.324596047825
ACH-000452,0.124722161425
ACH-000454,0.0122032408332
ACH-000458,0.14273341165200001
ACH-000459,0.0979867900994
ACH-000460,0.192466308048
ACH-000461,-0.0472169638882
ACH-000463,0.14846131185699998
