,IRX3 (79191)
ACH-000004,-0.29447642632
ACH-000007,-0.12693672377999998
ACH-000009,-0.0506025291141
ACH-000011,-0.43031517841300004
ACH-000012,-0.189672049326
ACH-000013,-0.253747232197
ACH-000014,-0.30543383903099997
ACH-000015,-0.374558769688
ACH-000017,-0.151933829692
ACH-000018,-0.55664085578
ACH-000019,-0.369281622507
ACH-000021,-0.23636248673000002
ACH-000022,-0.41108202418799994
ACH-000025,-0.33337831559000003
ACH-000028,-0.208914718783
ACH-000030,-0.188955202847
ACH-000035,-0.43361356041599997
ACH-000036,-0.511357889041
ACH-000037,-0.565958142875
ACH-000039,-0.23956388038100002
ACH-000040,-0.256683178059
ACH-000041,-0.298584877096
ACH-000042,-0.468221909266
ACH-000045,-0.343590487832
ACH-000047,-0.432020830047
ACH-000052,-0.07065912086960001
ACH-000053,-0.139615086809
ACH-000054,-0.216401451712
ACH-000055,-0.23888503571400002
ACH-000060,-0.6181480763939999
ACH-000067,-0.354990549873
ACH-000070,-0.584139575919
ACH-000075,-0.493057942227
ACH-000078,-0.182917459006
ACH-000082,-0.514120071759
ACH-000085,-0.289813661303
ACH-000086,-0.357578564512
ACH-000087,-0.252809424663
ACH-000092,-0.281157499323
ACH-000095,-0.37899315829700003
ACH-000097,-0.451443655554
ACH-000098,-0.446534773085
ACH-000099,-0.19415076971700002
ACH-000108,-0.226938601819
ACH-000113,-0.23482545130399998
ACH-000115,-0.307205349939
ACH-000116,-0.373667163102
ACH-000118,-0.290118089333
ACH-000120,-0.320548538721
ACH-000123,-0.22052704067899997
ACH-000127,-0.360025650407
ACH-000128,-0.508834518984
ACH-000132,-0.44238903329499996
ACH-000133,-0.440964321824
ACH-000137,-0.42885481412299997
ACH-000138,-0.255563293706
ACH-000142,-0.43574916810000003
ACH-000143,-0.420052687309
ACH-000146,-0.546785325998
ACH-000148,-0.47589611646499996
ACH-000150,-0.0895925269545
ACH-000152,-0.231005944359
ACH-000153,-0.004425700320779999
ACH-000159,-0.307708727037
ACH-000160,-0.44758123854099996
ACH-000163,-0.12712692572599998
ACH-000167,-0.581321522791
ACH-000168,-0.106422536028
ACH-000169,-0.458411527105
ACH-000178,-0.161277253839
ACH-000182,-0.153864155015
ACH-000183,-0.278752365682
ACH-000188,-0.275842640773
ACH-000189,-0.373768260208
ACH-000190,-0.49057750004600004
ACH-000198,-0.129415860921
ACH-000204,-0.25518088808600004
ACH-000206,-0.100647875549
ACH-000207,-0.241384923222
ACH-000211,-0.43472716723099997
ACH-000215,-0.397705282509
ACH-000221,-0.643135471352
ACH-000222,-0.30805697719
ACH-000223,-0.308767309192
ACH-000226,-0.528953638771
ACH-000227,-0.37608625695
ACH-000228,-0.203387877953
ACH-000231,-0.24974612797600002
ACH-000232,-0.430028865255
ACH-000233,-0.23027241363200002
ACH-000234,-0.279035920216
ACH-000235,-0.475762129086
ACH-000237,-0.179511223142
ACH-000238,-0.186935720832
ACH-000243,-0.22713970978599998
ACH-000244,-0.335533022172
ACH-000246,-0.319546358313
ACH-000248,-0.390307804262
ACH-000250,-0.297381190145
ACH-000251,-0.383027839086
ACH-000253,-0.35666281245700004
ACH-000255,-0.38230924038099995
ACH-000256,-0.323341316735
ACH-000257,-0.218739273563
ACH-000258,-0.016868243474700003
ACH-000259,-0.345918884783
ACH-000260,-0.203535616102
ACH-000261,-0.43195609919
ACH-000262,-0.45879952448600003
ACH-000263,-0.307882935653
ACH-000264,-0.599387137738
ACH-000265,-0.217453610247
ACH-000266,-0.36114446701200004
ACH-000272,-0.238539800576
ACH-000273,-0.25312707108000004
ACH-000274,-0.24019548523
ACH-000277,-0.284389202637
ACH-000278,-0.162085784773
ACH-000279,-0.49273511527099995
ACH-000280,-0.666692286316
ACH-000281,-0.12109690488500001
ACH-000288,-0.346360862649
ACH-000291,-0.249040310372
ACH-000293,-0.398557340746
ACH-000294,-0.40306560026199995
ACH-000295,-0.046770388055499997
ACH-000296,-0.230484111077
ACH-000302,-0.268383818537
ACH-000304,-0.6401800397380001
ACH-000307,-0.497075545593
ACH-000308,-0.28475909325
ACH-000310,-0.402829393667
ACH-000311,-0.415857802161
ACH-000312,-0.334190705094
ACH-000315,-0.12270466870100001
ACH-000316,-0.081961749316
ACH-000317,-0.371886785896
ACH-000318,-0.113225736868
ACH-000319,-0.20051154574000002
ACH-000320,-0.40314888864
ACH-000322,-0.350207957332
ACH-000323,-0.13915785173599998
ACH-000324,-0.23364603257
ACH-000329,-0.42027352037199994
ACH-000330,-0.235254136834
ACH-000331,-0.43805979318000005
ACH-000332,-0.31321625559
ACH-000334,-0.191869810056
ACH-000335,-0.19385761264600002
ACH-000336,0.41404642748899995
ACH-000337,-0.32474889480999997
ACH-000339,-0.34527098004100004
ACH-000341,-0.361433131241
ACH-000348,-0.39746478353500003
ACH-000350,-0.20503397750500002
ACH-000352,-0.617431362556
ACH-000356,-0.372412651405
ACH-000361,0.0991013811602
ACH-000362,-0.23701972381499997
ACH-000363,-0.24562339629299998
ACH-000364,-0.33993420262400004
ACH-000365,-0.25502592521899997
ACH-000366,-0.24898022920899998
ACH-000368,-0.490069962026
ACH-000374,-0.201746915031
ACH-000375,-0.341388636499
ACH-000376,-0.44741052191200004
ACH-000381,-0.36186616621600004
ACH-000383,-0.431687915567
ACH-000387,-0.23862540250999997
ACH-000389,-0.30734872616799996
ACH-000390,-0.38709210395599997
ACH-000393,-0.44835667846199995
ACH-000395,-0.308836825016
ACH-000397,-0.412505551796
ACH-000401,-0.556097842669
ACH-000402,-0.0652402707714
ACH-000403,-0.388098745361
ACH-000404,-0.240411703635
ACH-000406,-0.24372197761300002
ACH-000407,-0.356971197521
ACH-000408,-0.382863765523
ACH-000410,-0.38349349133
ACH-000411,-0.446616124795
ACH-000414,-0.16726298197
ACH-000415,-0.231023495262
ACH-000416,-0.41930283253399997
ACH-000420,-0.271848796843
ACH-000421,-0.360830218611
ACH-000424,-0.09018128767400001
ACH-000425,-0.378502790578
ACH-000426,-0.213274537113
ACH-000427,-0.35545245415700005
ACH-000433,-0.283062060093
ACH-000436,-0.19540919382
ACH-000444,-0.284419573677
ACH-000445,-0.274183022595
ACH-000448,-0.322082542247
ACH-000450,-0.041405439975099996
ACH-000452,-0.24775535397100001
ACH-000454,-0.452059931147
ACH-000458,-0.0953384945521
ACH-000459,-0.320047182315
ACH-000460,-0.378626972321
ACH-000461,-0.132256933209
ACH-000463,-0.43858810062700004
ACH-000464,-0.571092587719
ACH-000466,-0.372462133292
ACH-000467,-0.20136663379
ACH-000468,-0.292004193879
ACH-000469,-0.16902134411800002
ACH-000470,-0.173166207094
ACH-000471,-0.437048273433
ACH-000472,-0.284390271096
ACH-000473,-0.462061892087
ACH-000475,-0.546902972544
ACH-000476,-0.224980868319
ACH-000477,-0.06384821918809999
ACH-000480,-0.401006935999
ACH-000481,-0.33646157484899997
ACH-000483,-0.39997073151199997
ACH-000484,-0.550825739971
ACH-000485,-0.368341347454
ACH-000486,-0.205656666492
ACH-000487,-0.142992637418
ACH-000488,-0.199892275337
ACH-000490,-0.291413405889
ACH-000491,-0.656239180072
ACH-000495,-0.284868394943
ACH-000496,-0.5663026789060001
ACH-000499,-0.567003708886
ACH-000500,0.162470604276
ACH-000502,-0.28355492492
ACH-000503,-0.246476389887
ACH-000505,-0.493140464815
ACH-000507,-0.39380904895900004
ACH-000510,-0.37519757095399997
ACH-000511,-0.378331805764
ACH-000512,-0.43238176228799996
ACH-000516,-0.432677965719
ACH-000517,-0.395989398099
ACH-000518,-0.271516263081
ACH-000520,-0.446374669143
ACH-000521,-0.406658397273
ACH-000522,-0.454263457843
ACH-000524,-0.40116903368600004
ACH-000527,-0.292679341262
ACH-000528,-0.442294835086
ACH-000537,-0.5065625279070001
ACH-000541,-0.32421494096000003
ACH-000542,-0.35001746169299996
ACH-000544,-0.31575189446999996
ACH-000545,-0.328296004461
ACH-000547,-0.42010684282
ACH-000548,-0.338157921937
ACH-000549,-0.268943747621
ACH-000550,-0.554751990881
ACH-000552,-0.225417729787
ACH-000556,-0.283619767733
ACH-000557,-0.413560787023
ACH-000570,-0.432041978069
ACH-000571,-0.281078505377
ACH-000573,-0.461555133718
ACH-000576,-0.09428024923869999
ACH-000580,-0.357372302697
ACH-000584,-0.342915846352
ACH-000585,-0.15561703260399998
ACH-000588,-0.406170180458
ACH-000589,-0.464604226144
ACH-000591,-0.7229909506569999
ACH-000593,-0.314009482509
ACH-000600,-0.15891810443399998
ACH-000601,-0.341099718608
ACH-000604,-0.58675018718
ACH-000605,-0.42623971109
ACH-000606,-0.239639035777
ACH-000608,-0.229460043193
ACH-000614,-0.0421868949089
ACH-000616,-0.46363413139
ACH-000618,-0.37768698159100006
ACH-000619,-0.317154898116
ACH-000620,-0.245670428945
ACH-000621,-0.314522674807
ACH-000622,-0.130892937799
ACH-000623,-0.0114742780813
ACH-000624,-0.375315108631
ACH-000627,-0.149759732513
ACH-000630,-0.385957728706
ACH-000632,-0.257971250528
ACH-000633,-0.18496238026700001
ACH-000637,-0.188063992515
ACH-000638,-0.34365407840499995
ACH-000646,-0.549176363524
ACH-000647,-0.435851106017
ACH-000648,-0.301788978062
ACH-000649,-0.22527539855300002
ACH-000651,-0.648805368819
ACH-000652,-0.24168070073000003
ACH-000653,-0.170488676278
ACH-000657,-0.3832249788
ACH-000658,-0.18336870172699998
ACH-000661,-0.253062296633
ACH-000662,-0.343480330969
ACH-000663,-0.13550545406199999
ACH-000665,-0.251137360934
ACH-000671,-0.32374486319
ACH-000673,-0.252007500692
ACH-000676,-0.318391653969
ACH-000677,-0.5210947650850001
ACH-000681,-0.514818577232
ACH-000682,-0.322796849113
ACH-000683,-0.368232518837
ACH-000684,-0.370317110715
ACH-000688,-0.411979989101
ACH-000693,-0.315988381416
ACH-000694,-0.360171851348
ACH-000695,-0.556347725072
ACH-000696,-0.31821789636500003
ACH-000697,-0.051620447297300004
ACH-000699,-0.219392516139
