,GRHPR (9380)
ACH-000004,-0.316284045777
ACH-000007,-0.35662753983499995
ACH-000009,-0.25782266959600003
ACH-000011,-0.198553508714
ACH-000012,-0.0215529719919
ACH-000013,-0.19487530708599998
ACH-000014,-0.19321349414099998
ACH-000015,-0.205023609785
ACH-000017,0.013948795843499999
ACH-000018,-0.131587359475
ACH-000019,0.0587600332653
ACH-000021,-0.16803765295200002
ACH-000022,-0.278287420877
ACH-000025,-0.28032189638099997
ACH-000028,-0.0658993174499
ACH-000030,-0.198207895853
ACH-000035,-0.156162497958
ACH-000036,-0.19010645722
ACH-000037,-0.544015712588
ACH-000039,-0.0101628944559
ACH-000040,-0.0933620911063
ACH-000041,-0.352363192154
ACH-000042,-0.28859634762499997
ACH-000045,-0.0252003759552
ACH-000047,-0.270344233899
ACH-000052,-0.398593165999
ACH-000053,-0.173086445223
ACH-000054,0.022345647757900003
ACH-000055,-0.0877375066048
ACH-000060,-0.0412099495511
ACH-000067,-0.033350189798
ACH-000070,-0.190515174547
ACH-000075,-0.36272387627499997
ACH-000078,-0.363754547595
ACH-000082,-0.349745776814
ACH-000085,-0.312068622661
ACH-000086,-0.121234302088
ACH-000087,-0.434512331713
ACH-000092,-0.42025522931599996
ACH-000095,-0.28328705650499997
ACH-000097,-0.218959968026
ACH-000098,-0.17806798841200003
ACH-000099,-0.0261572416696
ACH-000108,-0.138005571365
ACH-000113,-0.034293751505999996
ACH-000115,-0.145913548852
ACH-000116,-0.0455491229811
ACH-000118,-0.15706971432800002
ACH-000120,0.177837968678
ACH-000123,-0.363630693049
ACH-000127,-0.128629700834
ACH-000128,-0.328457537486
ACH-000132,-0.173234618338
ACH-000133,-0.0044388831273
ACH-000137,-0.239083245231
ACH-000138,-0.128876456764
ACH-000142,0.161286978744
ACH-000143,-0.254335062736
ACH-000146,-0.15112277534600002
ACH-000148,-0.265310694747
ACH-000150,-0.21734971642700002
ACH-000152,-0.15146667769799999
ACH-000153,-0.415501649482
ACH-000159,-0.108208887123
ACH-000160,-0.162050922076
ACH-000163,-0.266112708767
ACH-000167,-0.357488600674
ACH-000168,-0.030851995594000002
ACH-000169,-0.206065734328
ACH-000178,-0.16796533387
ACH-000182,-0.169504014238
ACH-000183,-0.123574394883
ACH-000188,-0.236028495273
ACH-000189,-0.47408022168200004
ACH-000190,-0.341914123603
ACH-000198,-0.0959950568268
ACH-000204,-0.36308775573700003
ACH-000206,-0.203498320912
ACH-000207,0.0479782983416
ACH-000211,-0.0930898242152
ACH-000215,-0.225705292436
ACH-000221,-0.152484549531
ACH-000222,0.0385465010701
ACH-000223,-0.0578864146677
ACH-000226,-0.284678630497
ACH-000227,0.0758788758225
ACH-000228,-0.148014131459
ACH-000231,-0.044375135264499994
ACH-000232,-0.0689084997602
ACH-000233,0.0420608853916
ACH-000234,-0.256802721169
ACH-000235,-0.278078102296
ACH-000237,-0.28716680078
ACH-000238,-0.188637563468
ACH-000243,-0.13647829161299999
ACH-000244,-0.0743141894585
ACH-000246,-0.258560062608
ACH-000248,-0.208729528022
ACH-000250,-0.114620995646
ACH-000251,-0.27182343780900003
ACH-000253,0.00765179984376
ACH-000255,-0.12783299486400002
ACH-000256,0.0276005988387
ACH-000257,-0.496145160263
ACH-000258,-0.17317810070099998
ACH-000259,-0.138781338773
ACH-000260,-0.161703520459
ACH-000261,-0.18233993074700003
ACH-000262,-0.289381191415
ACH-000263,-0.108326927216
ACH-000264,-0.32192700940200003
ACH-000265,-0.103192836523
ACH-000266,-0.180989639524
ACH-000272,-0.247798240447
ACH-000273,-0.08874544693730001
ACH-000274,-0.105884824219
ACH-000277,-0.0214948409502
ACH-000278,-0.40596929741300003
ACH-000279,-0.19870561403
ACH-000280,-0.242448153898
ACH-000281,-0.038939324106800004
ACH-000288,-0.12196058177500001
ACH-000291,-0.223115175052
ACH-000293,-0.107350042908
ACH-000294,-0.0662647194115
ACH-000295,-0.00784092879181
ACH-000296,-0.265449289143
ACH-000302,-0.0620612832334
ACH-000304,-0.619670438821
ACH-000307,-0.25752135974
ACH-000308,-0.233530340852
ACH-000310,-0.102773836654
ACH-000311,-0.0518168302917
ACH-000312,0.0415608971459
ACH-000315,-0.255756642037
ACH-000316,-0.227859931919
ACH-000317,-0.09288498859989999
ACH-000318,-0.17866968333299998
ACH-000319,-0.05396827721940001
ACH-000320,-0.14856046997400002
ACH-000322,-0.27939945389299997
ACH-000323,-0.149843782826
ACH-000324,-0.0961506825916
ACH-000329,-0.10313198956599999
ACH-000330,-0.143620499438
ACH-000331,-0.152972426446
ACH-000332,-0.150503726165
ACH-000334,-0.296668962929
ACH-000335,0.17754828687899998
ACH-000336,0.17676394812
ACH-000337,-0.513484075083
ACH-000339,-0.203850638788
ACH-000341,-0.190104051122
ACH-000348,-0.12485442153
ACH-000350,-0.0581251036807
ACH-000352,-0.29073085522500003
ACH-000356,-0.174204548999
ACH-000361,-0.130359337242
ACH-000362,-0.05949479155730001
ACH-000363,-0.103791676121
ACH-000364,-0.24876874654800002
ACH-000365,-0.222691376391
ACH-000366,-0.0893573126378
ACH-000368,-0.18549682820399999
ACH-000374,-0.375073570022
ACH-000375,-0.189123668166
ACH-000376,-0.18101416491500003
ACH-000381,-0.12196217177200001
ACH-000383,-0.196814477381
ACH-000387,-0.16378424315
ACH-000389,-0.134118635526
ACH-000390,-0.19528766850600002
ACH-000393,0.00608578762259
ACH-000395,-0.311324642028
ACH-000397,-0.18690588925299997
ACH-000401,-0.314952844837
ACH-000402,-0.24521824630300001
ACH-000403,-0.108206997314
ACH-000404,-0.132191392445
ACH-000406,-0.16545282323899999
ACH-000407,-0.149000304792
ACH-000408,-0.255719868916
ACH-000410,-0.239668646047
ACH-000411,-0.189181135171
ACH-000414,-0.17665890672899998
ACH-000415,-0.0823375187213
ACH-000416,-0.20240232092
ACH-000420,-0.225092906838
ACH-000421,-0.220219186337
ACH-000424,-0.024612653081700003
ACH-000425,-0.0126707563372
ACH-000426,-0.11899194966900001
ACH-000427,-0.17764911726799998
ACH-000433,-0.34185931818000004
ACH-000436,-0.240602393853
ACH-000444,-0.0894255833916
ACH-000445,0.0301009293469
ACH-000448,-0.127206336183
ACH-000450,-0.08472442655239999
ACH-000452,-0.24455059351199998
ACH-000454,-0.23206990735999997
ACH-000458,-0.0441217624038
ACH-000459,-0.252823243785
ACH-000460,-0.0727116273125
ACH-000461,-0.012944960848600001
ACH-000463,-0.13428986606499999
ACH-000464,-0.208408504901
ACH-000466,-0.0856118523814
ACH-000467,-0.12071869195
ACH-000468,-0.27436676058000004
ACH-000469,-0.151327663342
ACH-000470,-0.126055769716
ACH-000471,-0.222715892867
ACH-000472,-0.251136762881
ACH-000473,-0.032573031967599995
ACH-000475,-0.151737663826
ACH-000476,-0.016774741221300002
ACH-000477,-0.20673502278499997
ACH-000480,-0.244536386356
ACH-000481,-0.17620033354200001
ACH-000483,-0.042237188580599994
ACH-000484,-0.183412578578
ACH-000485,-0.178267864621
ACH-000486,-0.114937732013
ACH-000487,-0.123046246867
ACH-000488,-0.0621026792997
ACH-000490,-0.302837783781
ACH-000491,-0.08648975248600001
ACH-000495,-0.116108758802
ACH-000496,-0.162791775899
ACH-000499,-0.232765098852
ACH-000500,-0.368906811672
ACH-000502,-0.24881232252500002
ACH-000503,-0.454141701168
ACH-000505,-0.025087263228899998
ACH-000507,-0.119179879283
ACH-000510,-0.130161594872
ACH-000511,-0.204480131048
ACH-000512,0.0821819712452
ACH-000516,-0.231928879104
ACH-000517,-0.231511625933
ACH-000518,-0.215673373963
ACH-000520,-0.246543456877
ACH-000521,-0.303244196258
ACH-000522,-0.13599810417000002
ACH-000524,-0.283288657856
ACH-000527,-0.12022112894300001
ACH-000528,-0.200385716665
ACH-000537,-0.149486498207
ACH-000541,-0.160419604673
ACH-000542,-0.141481658185
ACH-000544,0.0372494542795
ACH-000545,-0.0220050968583
ACH-000547,0.0146346593475
ACH-000548,0.0458150080753
ACH-000549,-0.0368273380543
ACH-000550,-0.0337309985684
ACH-000552,-0.07968787626439999
ACH-000556,-0.22569768875
ACH-000557,0.00036665771658400003
ACH-000570,-0.11320473908199999
ACH-000571,-0.142414015098
ACH-000573,-0.171503066855
ACH-000576,-0.168725955594
ACH-000580,0.0818634228493
ACH-000584,-0.072964917259
ACH-000585,-0.0581107670865
ACH-000588,-0.24499609819
ACH-000589,-0.132656955796
ACH-000591,-0.0377297570892
ACH-000593,-0.07641864857200001
ACH-000600,-0.057327524910399996
ACH-000601,-0.195981454348
ACH-000604,0.0683770997784
ACH-000605,-0.08478017029349999
ACH-000606,-0.13614929263
ACH-000608,-0.0468139756446
ACH-000614,-0.11824902956599999
ACH-000616,-0.29023699206799997
ACH-000618,-0.0621456724375
ACH-000619,-0.235327632706
ACH-000620,-0.052918799585999994
ACH-000621,-0.11763216922599999
ACH-000622,-0.17788915532900001
ACH-000623,-0.0858738877222
ACH-000624,-0.17527478043900002
ACH-000627,0.0132203114004
ACH-000630,-0.0431482502424
ACH-000632,-0.0797480865234
ACH-000633,0.16006346122
ACH-000637,-0.122065694368
