,NECAP2 (55707)
ACH-000004,-0.172132175744
ACH-000007,-0.44583878201099997
ACH-000009,-0.262278751988
ACH-000011,-0.382653304114
ACH-000012,-0.175573709527
ACH-000013,-0.270436326172
ACH-000014,-0.220624507535
ACH-000015,-0.0328795900364
ACH-000017,-0.136474216566
ACH-000018,-0.05796655556869999
ACH-000019,0.176577397923
ACH-000021,-0.150757474035
ACH-000022,-0.26199546245
ACH-000025,-0.312372199779
ACH-000028,-0.13233115091800002
ACH-000030,-0.175514769934
ACH-000035,-0.511542541567
ACH-000036,-0.421720608816
ACH-000037,-0.5079997792100001
ACH-000039,-0.341498844494
ACH-000040,-0.21835957749899998
ACH-000041,-0.340346942183
ACH-000042,-0.21942138768599997
ACH-000045,-0.140793440228
ACH-000047,-0.355743032267
ACH-000052,-0.0966345370418
ACH-000053,-0.296947834711
ACH-000054,-0.10859394229000001
ACH-000055,-0.149217534774
ACH-000060,-0.185517720941
ACH-000067,-0.240416026456
ACH-000070,-0.156124684502
ACH-000075,-0.280571379412
ACH-000078,-0.272655133841
ACH-000082,-0.17548720971700002
ACH-000085,-0.258311263449
ACH-000086,-0.27818288106999994
ACH-000087,-0.47461282322
ACH-000092,-0.180226181617
ACH-000095,-0.116112660826
ACH-000097,-0.156861660703
ACH-000098,-0.344572623926
ACH-000099,-0.165835359336
ACH-000108,-0.357319065185
ACH-000113,-0.15366657675
ACH-000115,-0.44080319974
ACH-000116,-0.08573229931639999
ACH-000118,-0.103827110855
ACH-000120,0.170091935681
ACH-000123,-0.24758475294500001
ACH-000127,-0.305037028634
ACH-000128,-0.395171656987
ACH-000132,-0.20807505720400002
ACH-000133,-0.232031129186
ACH-000137,-0.370384607352
ACH-000138,-0.29405413303100003
ACH-000142,-0.42567702831200005
ACH-000143,-0.220684282491
ACH-000146,-0.24387856339699998
ACH-000148,-0.296459016701
ACH-000150,-0.634029126244
ACH-000152,-0.325843868174
ACH-000153,-0.0533007483086
ACH-000159,-0.21477872436
ACH-000160,-0.34832416420699996
ACH-000163,-0.119539044342
ACH-000167,-0.48163426909999996
ACH-000168,-0.35999548202799997
ACH-000169,-0.180768821141
ACH-000178,-0.22193089669799998
