,ITGA6 (3655)
ACH-000004,-0.227546379494
ACH-000007,-0.022224219457799996
ACH-000009,-0.23123878817899998
ACH-000011,0.12306319324300001
ACH-000012,-0.109543427096
ACH-000013,-0.255530656856
ACH-000014,-0.347649456179
ACH-000015,-0.16300390844100002
ACH-000017,-0.252528869434
ACH-000018,0.0841602775794
ACH-000019,-0.19203657979699998
ACH-000021,-0.181253039372
ACH-000022,-0.155993261197
ACH-000025,0.0942580774763
ACH-000028,-0.19078355109700001
ACH-000030,-0.135189770894
ACH-000035,-0.0275305832172
ACH-000036,-0.264482117849
ACH-000037,0.134702450424
ACH-000039,-0.49027895842299996
ACH-000040,-0.27575262691999997
ACH-000041,-0.322120994941
ACH-000042,-0.26836927511799996
ACH-000045,-0.24533475223600001
ACH-000047,-0.0744177519645
ACH-000052,-0.105971314198
ACH-000053,-0.277316828591
ACH-000054,-0.18571811725900003
ACH-000055,-0.0611467436968
ACH-000060,-0.266700722838
ACH-000067,-0.412504193763
ACH-000070,-0.28587584724
ACH-000075,-0.24236176520799999
ACH-000078,-0.179854868043
ACH-000082,-0.15312795968
ACH-000085,-0.0928420069017
ACH-000086,-0.0447730568343
ACH-000087,-0.0612807649979
ACH-000092,-0.381625272142
ACH-000095,-0.15363707213400002
ACH-000097,-0.161376601739
ACH-000098,-0.471967076945
ACH-000099,-0.133706829967
ACH-000108,-0.059701819864099996
ACH-000113,-0.0674864136429
ACH-000115,0.0829761799244
ACH-000116,-0.05288534157790001
ACH-000118,-0.08044875341860001
ACH-000120,-0.105598132575
ACH-000123,-0.194325298491
ACH-000127,-0.156365042248
ACH-000128,-0.012291300072700002
ACH-000132,-0.569335543462
ACH-000133,-0.385190969053
ACH-000137,-0.08751679970460001
ACH-000138,-0.224662196584
ACH-000142,-0.0818877476858
ACH-000143,-0.166468095277
ACH-000146,0.0070851612546
ACH-000148,-0.0371308026555
ACH-000150,0.0245940992469
ACH-000152,-0.166495921743
ACH-000153,-0.17386429732500003
ACH-000159,-0.398654959828
ACH-000160,-0.411906677862
ACH-000163,-0.25629136395999996
ACH-000167,0.119971685254
ACH-000168,-0.12158669938200001
ACH-000169,-0.09226853614439999
ACH-000178,-0.0992806028281
ACH-000182,-0.145528914575
ACH-000183,0.05811955882809999
ACH-000188,-0.163318686795
ACH-000189,0.0696473668931
ACH-000190,-0.563133978113
ACH-000198,-0.154912576767
ACH-000204,-0.17625948045
ACH-000206,-0.28527983213
ACH-000207,-0.10851156041099999
ACH-000211,-0.17519865847899999
ACH-000215,-0.157190221478
ACH-000221,-0.221332257124
ACH-000222,-0.458143979664
ACH-000223,-0.336007427952
ACH-000226,-0.21911761783199998
ACH-000227,-0.0892990336012
ACH-000228,-0.21792077641199997
ACH-000231,-0.148924896605
ACH-000232,-0.292314229131
ACH-000233,-0.08217834159739999
ACH-000234,-0.489979435315
ACH-000235,-0.128085261718
ACH-000237,-0.17900658597199998
ACH-000238,0.00719978923991
ACH-000243,-0.359675776762
ACH-000244,-0.46125936813600005
ACH-000246,-0.120751187884
ACH-000248,-0.22999951737100002
ACH-000250,-0.130717134683
ACH-000251,-0.680656042468
ACH-000253,0.175461846802
ACH-000255,-0.165194332706
ACH-000256,-0.193515653149
ACH-000257,-0.00535076541977
ACH-000258,-0.156445237544
ACH-000259,-0.189568087755
ACH-000260,-0.09250279186110001
ACH-000261,-0.023526908056099995
ACH-000262,-0.16598092854
ACH-000263,-0.438350514717
ACH-000264,-0.041463836934099996
ACH-000265,-0.195475218706
ACH-000266,-0.316929817924
ACH-000272,-0.26994539720800004
ACH-000273,-0.251351358957
ACH-000274,-0.194078003563
ACH-000277,-0.0108074246411
ACH-000278,-0.050503520573000005
ACH-000279,-0.228658147547
ACH-000280,-0.10110488359400001
ACH-000281,-0.176884669758
ACH-000288,-0.0814954167912
ACH-000291,-0.148102444246
ACH-000293,0.160109914961
ACH-000294,-0.217298018121
ACH-000295,-0.0830527530622
ACH-000296,0.255802170315
ACH-000302,-0.203025688129
ACH-000304,0.028585587157799998
ACH-000307,-0.0294577849387
ACH-000308,-0.17681217162
ACH-000310,-0.266497004813
ACH-000311,-0.202208440003
ACH-000312,-0.24458341790999996
ACH-000315,-0.39254468121299996
ACH-000316,-0.137644371218
ACH-000317,-0.21450821101
ACH-000318,-0.050385782613
ACH-000319,-0.071730323889
ACH-000320,-0.32120982834
ACH-000322,-0.174710902287
ACH-000323,-0.290541287968
ACH-000324,-0.131207347432
ACH-000329,-0.35623621066100003
ACH-000330,-0.140315336273
ACH-000331,-0.290365146189
ACH-000332,-0.12306866283
ACH-000334,0.203078009298
ACH-000335,-0.24297201563700002
ACH-000336,0.021733754860099996
ACH-000337,-0.261395002032
ACH-000339,-0.280949912696
ACH-000341,-0.060432369544400004
ACH-000348,0.023272755196000004
ACH-000350,-0.0598612115267
ACH-000352,0.0093943448745
ACH-000356,-0.0503669707551
ACH-000361,-0.22289938782699997
ACH-000362,-0.11984533338
ACH-000363,-0.153252993781
ACH-000364,-0.049826187282
ACH-000365,-0.0928888675942
ACH-000366,-0.0946013502551
ACH-000368,-0.1320999343
ACH-000374,-0.243625828112
ACH-000375,-0.08928667249330001
ACH-000376,-0.199989349075
ACH-000381,-0.10515984961300001
ACH-000383,-0.32247679813700003
ACH-000387,-0.187851590873
ACH-000389,-0.33715323023599997
ACH-000390,-0.22679428424400003
ACH-000393,-0.00368990171552
ACH-000395,0.033839567604000004
ACH-000397,-0.010957579801700002
ACH-000401,0.12561397001
ACH-000402,-0.339914510721
ACH-000403,0.09859915087980001
ACH-000404,-0.394421269313
ACH-000406,-0.0270497484808
ACH-000407,-0.124283188153
ACH-000408,0.341477055145
ACH-000410,-0.224882569078
ACH-000411,-0.11707503582699999
ACH-000414,-0.0518245039989
ACH-000415,-0.153904736596
ACH-000416,-0.23645124313000002
ACH-000420,-0.204970972942
ACH-000421,-0.0993548748945
ACH-000424,-0.22228069655299998
ACH-000425,-0.283245932041
ACH-000426,-0.303878060986
ACH-000427,-0.00752772889029
ACH-000433,-0.354463117683
ACH-000436,-0.13300460620899998
ACH-000444,-0.108937105735
