,KIDINS220 (57498)
ACH-000004,-0.252091700253
ACH-000007,0.23943023806999997
ACH-000009,-0.0496769424106
ACH-000011,-0.5227095581
ACH-000012,-0.194048422439
ACH-000013,-0.432590830195
ACH-000014,0.0321653642006
ACH-000015,0.14389917580199998
ACH-000017,-0.12036329148600002
ACH-000018,0.0649109146632
ACH-000019,0.0760149141795
ACH-000021,-0.49463234704400005
ACH-000022,0.018513286865400002
ACH-000025,0.036424202887599996
ACH-000028,0.0969439075065
ACH-000030,-0.311474026146
ACH-000035,-0.0875825139494
ACH-000036,-0.198552621585
ACH-000037,-0.294128619683
ACH-000039,-0.10928421365499999
ACH-000040,-0.0788671948155
ACH-000041,0.11187423404300001
ACH-000042,-0.287366452173
ACH-000045,-0.0802962579782
ACH-000047,-0.0635928520905
ACH-000052,-0.04766381423359999
ACH-000053,-0.00018646444735099998
ACH-000054,-0.019970900075400002
ACH-000055,-0.28856849549400004
ACH-000060,0.031002930929400003
ACH-000067,-0.14875089223
ACH-000070,-0.179075374549
ACH-000075,-0.386261043984
ACH-000078,-0.211651433659
ACH-000082,0.0979628469259
ACH-000085,0.0917049225845
ACH-000086,0.07374154886039999
ACH-000087,-0.237284544501
ACH-000092,-0.18745383856400002
ACH-000095,-0.0372727345581
ACH-000097,-0.69800573473
ACH-000098,-0.07164560638289999
ACH-000099,0.011159646386200001
ACH-000108,-0.21482716693000004
ACH-000113,0.140216175515
ACH-000115,-0.109463871502
ACH-000116,-0.521745347055
ACH-000118,-0.445033843925
ACH-000120,-0.0608259144539
ACH-000123,-0.00347890861555
ACH-000127,0.106301443844
ACH-000128,0.111185324708
ACH-000132,0.23176680941
ACH-000133,-0.03986716409919999
ACH-000137,-0.34016986172200003
ACH-000138,-0.111589133703
ACH-000142,-0.062435791619300005
ACH-000143,-0.010624957438
ACH-000146,0.205481814963
ACH-000148,-0.35397821103200006
ACH-000150,0.172235276558
ACH-000152,-0.167985818497
ACH-000153,-0.213780425158
ACH-000159,-0.042839785456
ACH-000160,-0.135697699536
ACH-000163,-0.006688559614839999
ACH-000167,-0.0131969431723
ACH-000168,0.393467381088
ACH-000169,-0.0748793722718
ACH-000178,0.0202098110966
ACH-000182,0.00450271147335
ACH-000183,0.11328332455
ACH-000188,-0.0887843876691
ACH-000189,-0.20870903241
ACH-000190,-0.462159847487
ACH-000198,-0.742564475572
ACH-000204,-0.0307233493041
ACH-000206,-0.0265756012915
ACH-000207,0.09491449474860002
ACH-000211,-0.188911779021
ACH-000215,-0.0404824863488
ACH-000221,0.07001462365819999
ACH-000222,-0.466523498138
ACH-000223,-0.0345421436091
ACH-000226,-0.045769912665
