,MLST8 (64223)
ACH-000004,-0.536001713362
ACH-000007,-1.1102716317499999
ACH-000009,-0.248159044324
ACH-000011,-1.1399621579
ACH-000012,-0.388791710708
ACH-000013,-1.3322649226
ACH-000014,-1.2740859804
ACH-000015,-0.9135595419570001
ACH-000017,-1.34146640221
ACH-000018,-1.2141830278
ACH-000019,-0.8570162577179999
ACH-000021,-0.7177341571320001
ACH-000022,-0.745820045108
ACH-000025,-1.04819333961
ACH-000028,-0.731297540742
ACH-000030,-0.806023005518
ACH-000035,-0.843367998847
ACH-000036,-0.956184668267
ACH-000037,-0.8315213750660001
ACH-000039,-0.975138419446
ACH-000040,-1.0407372862100002
ACH-000041,-1.35765421111
ACH-000042,-0.465316385744
ACH-000045,-0.5711700183030001
ACH-000047,-0.739605595467
ACH-000052,-0.97182886933
ACH-000053,-1.04908324678
ACH-000054,-0.546694895231
ACH-000055,-0.44036148974699996
ACH-000060,-1.04360268831
ACH-000067,-0.964968171142
ACH-000070,-1.1533192641
ACH-000075,-0.577569109793
ACH-000078,-0.849291662179
ACH-000082,-0.538940624908
ACH-000085,-0.7586742248280001
ACH-000086,-0.8552166840019999
ACH-000087,-1.00349579361
ACH-000092,-0.8623813093930001
ACH-000095,-0.925393656025
ACH-000097,-0.8993878057770001
ACH-000098,-1.53271106609
ACH-000099,-0.725665902906
ACH-000108,-0.748034210321
ACH-000113,-0.759025004146
ACH-000115,-1.00013940662
ACH-000116,-0.53581048952
ACH-000118,-0.6595530070960001
ACH-000120,-0.8553264347949999
ACH-000123,-0.564243527705
ACH-000127,-0.7803624505300001
ACH-000128,-1.47325333487
ACH-000132,-0.8389629373049999
ACH-000133,-0.772121540409
ACH-000137,-0.853093037093
ACH-000138,-0.82293482403
ACH-000142,-1.1325688253
ACH-000143,-1.0979554318200002
ACH-000146,-0.9497690426200001
ACH-000148,-1.28682381433
ACH-000150,-1.01374993084
ACH-000152,-0.986522529354
ACH-000153,-0.744247457491
ACH-000159,-1.08452882085
ACH-000160,-0.541246602255
ACH-000163,-1.2317742280600001
ACH-000167,-0.887881583942
ACH-000168,-0.725675132432
ACH-000169,-0.46776787626599997
ACH-000178,-1.24967173412
ACH-000182,-0.35999939781499996
ACH-000183,-1.2105995255600002
ACH-000188,-0.488055356477
ACH-000189,-0.846741800556
ACH-000190,-0.477602044002
ACH-000198,-0.698979488645
ACH-000204,-0.963774254469
ACH-000206,-0.587469127596
ACH-000207,-0.8851389351710001
ACH-000211,-0.9957139849
ACH-000215,-1.23697750009
ACH-000221,-0.376315853944
ACH-000222,-0.7791154912289999
ACH-000223,-0.49615004258400003
ACH-000226,-0.541286021411
ACH-000227,-0.41760785957400004
ACH-000228,-0.445383329213
ACH-000231,-1.15435910142
ACH-000232,-1.1800853174400001
ACH-000233,-0.7029392849670001
ACH-000234,-0.7108122088879999
ACH-000235,-0.7630613118089999
ACH-000237,-1.05656670331
ACH-000238,-0.813421615029
ACH-000243,-0.79792771611
ACH-000244,-1.0217999121999999
ACH-000246,-1.06165032497
ACH-000248,-0.917137500389
ACH-000250,-0.74758665298
ACH-000251,-0.5530892086829999
ACH-000253,-0.544664201063
ACH-000255,-0.7723381215289999
ACH-000256,-0.539016732295
ACH-000257,-1.03274381657
ACH-000258,-0.8477471765160001
ACH-000259,-0.558546585103
ACH-000260,-0.43706101830899996
ACH-000261,-0.849572563319
ACH-000262,-1.17809815613
ACH-000263,-0.9111540107770001
ACH-000264,-0.735590760359
ACH-000265,-0.700482459641
ACH-000266,-0.608480106833
ACH-000272,-0.991638662531
ACH-000273,-1.10703116395
ACH-000274,-0.49054362508
ACH-000277,-0.875435081584
ACH-000278,-0.68495729982
ACH-000279,-1.3952737858700002
ACH-000280,-1.10708858365
ACH-000281,-0.959925452554
ACH-000288,-1.3589411604700001
ACH-000291,-0.860581879454
ACH-000293,-0.9942668544769999
ACH-000294,-0.42746417660700003
ACH-000295,-1.16441401021
ACH-000296,-1.3836607054199999
ACH-000302,-0.8071038040090001
ACH-000304,-1.0992900475299998
ACH-000307,-0.949623157439
ACH-000308,-0.693294693809
ACH-000310,-0.44975361501999994
ACH-000311,-0.471676335053
ACH-000312,-0.573865178946
ACH-000315,-1.38786942742
