,GHRH (2691)
ACH-000004,0.0443846903826
ACH-000007,0.190386371965
ACH-000009,0.07480284794150001
ACH-000011,-0.00478943612306
ACH-000012,0.234143724633
ACH-000013,0.14937589639499999
ACH-000014,0.183810008735
ACH-000015,0.0888342181419
ACH-000017,0.0876905251872
ACH-000018,0.180628291433
ACH-000019,0.141634254544
ACH-000021,0.102857898696
ACH-000022,0.19573603079399998
ACH-000025,0.0287288224902
ACH-000028,0.142316179561
ACH-000030,-0.0126137601575
ACH-000035,0.20017152817000003
ACH-000036,0.241977701148
ACH-000037,0.225896079829
ACH-000039,0.10120632501900001
ACH-000040,0.0940868330683
ACH-000041,0.171423453673
ACH-000042,0.0838851542808
ACH-000045,0.15208457144
ACH-000047,0.0388467881254
ACH-000052,0.159843318257
ACH-000053,0.0721072941686
ACH-000054,0.120085434784
ACH-000055,-0.152251350608
ACH-000060,0.121901291086
ACH-000067,0.177424202211
ACH-000070,0.27157557706700003
ACH-000075,0.0927487107194
ACH-000078,0.107409423827
ACH-000082,0.188601301494
ACH-000085,-0.131998633481
ACH-000086,-0.0333229515226
ACH-000087,0.04819537609
ACH-000092,0.0313336572076
ACH-000095,0.264839745362
ACH-000097,0.100259043338
ACH-000098,0.320423430584
ACH-000099,0.118041122766
ACH-000108,0.113747980364
ACH-000113,0.142902370558
ACH-000115,-0.0325717830901
ACH-000116,0.12286992131300001
ACH-000118,0.058357571507900004
ACH-000120,0.0723576743323
ACH-000123,0.0127146337789
ACH-000127,0.184220659484
ACH-000128,0.109670103605
ACH-000132,0.306470838502
ACH-000133,-0.021086383780499998
ACH-000137,0.191746114741
ACH-000138,0.168363330849
ACH-000142,0.202457680028
ACH-000143,0.0236361778413
ACH-000146,0.15111272528
ACH-000148,0.168307944347
ACH-000150,0.160612203471
ACH-000152,0.16199823370400002
ACH-000153,0.240631739989
ACH-000159,0.25223715638099997
ACH-000160,0.200210380794
ACH-000163,0.10406067538899999
ACH-000167,0.40399056546800005
ACH-000168,0.095051200682
ACH-000169,0.0384542084252
ACH-000178,0.194634957283
ACH-000182,0.038422283287900004
ACH-000183,0.0865555109453
ACH-000188,0.198384425024
ACH-000189,0.272894844644
ACH-000190,-0.061263392285599995
ACH-000198,0.166761709052
ACH-000204,0.346182664986
ACH-000206,0.048735619645800005
ACH-000207,-0.20788656363699998
ACH-000211,0.099101854913
ACH-000215,0.22313040707100001
ACH-000221,0.13647616234999999
ACH-000222,0.286196958778
ACH-000223,0.137858177517
ACH-000226,0.158773889048
ACH-000227,0.0270923861948
ACH-000228,0.07427834433330001
ACH-000231,-0.0642296589402
ACH-000232,0.140064304586
ACH-000233,0.202089233937
ACH-000234,0.0568372597199
ACH-000235,0.115168906867
ACH-000237,0.271800200018
ACH-000238,0.00835497073248
ACH-000243,0.0837384264544
ACH-000244,-0.022978660722
ACH-000246,0.029256525035900004
ACH-000248,-0.06861800849880001
ACH-000250,0.222905216852
ACH-000251,0.06972227224239999
ACH-000253,0.207414302562
ACH-000255,-0.23283380767700002
