,AVPR1B (553)
ACH-000167,-0.0860186953731
ACH-000168,-0.046328232615099996
ACH-000169,-0.261617719366
ACH-000178,-0.033796123889
ACH-000182,0.0643813310502
ACH-000183,-0.345921116025
ACH-000188,-0.0920340343594
ACH-000189,-0.258678931941
ACH-000190,-0.0344992273875
ACH-000198,0.09738025070739999
ACH-000204,-0.024794884550200003
ACH-000206,-0.023624484035900003
ACH-000207,-0.00411446894177
ACH-000211,-0.00036865555253699995
ACH-000215,-0.28595564053100003
ACH-000221,-0.142997713019
ACH-000222,-0.17733707118
ACH-000223,-0.19892969465
ACH-000226,-0.5710820499679999
ACH-000227,-0.029901156735099996
ACH-000228,-0.330821163836
ACH-000231,-0.18303724205299998
ACH-000232,-0.0676794192036
ACH-000233,-0.317635058542
ACH-000234,-0.07684621247389999
ACH-000235,-0.18737808441
ACH-000237,-0.165136160683
ACH-000238,-0.193022688345
ACH-000243,-0.171751907417
ACH-000244,-0.30596583994000004
ACH-000246,-0.14701955747
ACH-000248,-0.15678185461
ACH-000250,-0.0303196132627
ACH-000251,-0.24564265895799997
ACH-000253,-0.196415430936
ACH-000255,-0.09156826110670001
ACH-000256,-0.355944868988
ACH-000257,0.236353423359
ACH-000258,-0.676620491618
ACH-000259,-0.177458528138
ACH-000260,-0.044877550904199995
ACH-000261,-0.009575663509209999
ACH-000262,-0.187390896348
ACH-000263,-0.0619646438982
ACH-000264,-0.232414322057
ACH-000265,-0.0970202608999
ACH-000266,-0.11829719414999999
ACH-000272,-0.218463990461
ACH-000273,0.0019630882011500003
ACH-000274,-0.126337244368
ACH-000277,0.170977803205
ACH-000278,-0.167397802775
ACH-000279,0.166933753411
ACH-000280,-0.0369388353514
ACH-000281,-0.358650022247
ACH-000288,-0.18342523925299997
ACH-000291,-0.114094153862
ACH-000293,0.144481736545
ACH-000294,-0.171031678094
ACH-000295,-0.043919795038199996
ACH-000296,-0.245322262588
ACH-000302,-0.063594033357
ACH-000304,0.0026610627136000003
ACH-000307,-0.042717435143
ACH-000308,-0.294032373726
ACH-000310,-0.13444799215
ACH-000311,-0.11580323341700001
ACH-000312,-0.206360716303
ACH-000315,-0.0404305024651
ACH-000316,-0.0329789210184
ACH-000317,-0.160078998002
ACH-000318,-0.174843835597
ACH-000319,-0.0411584942876
ACH-000320,-0.256403745903
ACH-000322,-0.0913938953382
ACH-000323,-0.194789788177
ACH-000324,-0.204331146939
ACH-000329,-0.118445885666
ACH-000330,-0.169033341561
ACH-000331,-0.0495684062248
ACH-000332,0.028392436349400002
ACH-000334,-0.171471372278
ACH-000335,-0.09927166761150001
ACH-000336,-0.7757617724920001
ACH-000337,-0.12761397288100002
ACH-000339,-0.13186381069599998
ACH-000341,-0.28244509736900003
ACH-000348,-0.196971584644
ACH-000350,-0.304999174412
ACH-000352,-0.164344972092
ACH-000356,-0.0698641289026
ACH-000361,0.143141359193
ACH-000362,0.11732937856899998
ACH-000363,0.00425481060867
ACH-000364,-0.176314643178
ACH-000365,0.09458792489589998
ACH-000366,-0.263212423411
ACH-000368,-0.217873103849
ACH-000374,-0.104364782325
ACH-000375,-0.274784158199
ACH-000376,-0.09378053848310001
ACH-000381,-0.121659691076
ACH-000383,-0.04926847526769999
ACH-000387,0.030972739894099998
ACH-000389,-0.253276627631
ACH-000390,-0.18970224164000002
ACH-000393,-0.10582754794
ACH-000395,-0.118209079548
ACH-000397,-0.0591246374044
ACH-000401,0.209906249725
ACH-000402,-0.012830256572499999
ACH-000403,-0.194794056502
ACH-000404,0.196444504639
ACH-000406,-0.024626061480700002
ACH-000407,-0.0463290030189
ACH-000408,-0.133088701014
ACH-000410,-0.18634484128800002
ACH-000411,-0.0303449366378
ACH-000414,-0.0703960923646
ACH-000415,-0.36242071711199997
ACH-000416,-0.147844614857
ACH-000420,-0.209221438888
ACH-000421,0.00828386480318
ACH-000424,-0.0240938510555
ACH-000425,0.0194955583426
ACH-000426,-0.043015470605100005
ACH-000427,0.153199449201
ACH-000433,-0.455561028256
ACH-000436,-0.0761955674794
ACH-000444,-0.0293391447793
ACH-000445,-0.00840611465222
ACH-000448,-0.132552341806
ACH-000450,-0.22188833179499998
ACH-000452,-0.233985895383
ACH-000454,-0.220624031994
ACH-000458,-0.48296013266599996
ACH-000459,-0.476487027939
ACH-000460,-0.0813867821807
ACH-000461,0.126201972528
ACH-000463,-0.0721526333331
ACH-000464,0.0863580681978
ACH-000466,0.0465335804048
ACH-000467,-0.154396928584
ACH-000468,-0.124662556855
ACH-000469,-0.024061111657400002
ACH-000470,-0.0476238245319
ACH-000471,-0.0270675751766
ACH-000472,-0.200447503384
ACH-000473,-0.00476666275047
ACH-000475,-0.142276318255
ACH-000476,0.10805221162699999
ACH-000477,-0.0420843317185
ACH-000480,0.137263675753
ACH-000481,0.036419631371
ACH-000483,-0.027271142965099998
ACH-000484,0.0205957793582
ACH-000485,-0.06129827158580001
ACH-000486,-0.112352446528
ACH-000487,-0.20165927246800003
ACH-000488,-0.0285183389181
ACH-000490,0.009606720937459998
ACH-000491,0.240054971899
ACH-000495,-0.246137661943
ACH-000496,-0.0873326733024
ACH-000499,0.0477813069898
ACH-000500,-0.522366805818
ACH-000502,-0.0635778071865
ACH-000503,-0.216039752395
ACH-000505,-0.124947695107
ACH-000507,-0.159801503594
ACH-000510,-0.09416016431839999
ACH-000511,-0.205989277388
ACH-000512,-0.375457871904
ACH-000516,-0.188864502895
ACH-000517,-0.0554052730499
ACH-000518,-0.0112126924789
ACH-000520,-0.08409411599819999
ACH-000521,0.0853959645822
ACH-000522,-0.119970891011
ACH-000524,-0.230120547957
ACH-000527,-0.222636801294
ACH-000528,-0.12547838121899998
ACH-000537,-0.241880632269
ACH-000541,-0.043224549469800005
ACH-000542,-0.06150690182969999
ACH-000544,-0.220876240764
ACH-000545,-0.10438916556399999
ACH-000547,-0.146436956904
ACH-000548,-0.231048526138
ACH-000549,-0.025800347845000002
ACH-000550,-0.111867683422
ACH-000552,-0.126020061137
ACH-000556,-0.1822009684
ACH-000557,-0.08688586043169999
ACH-000570,-0.0197265085541
ACH-000571,-0.0568762731111
ACH-000573,-0.145133918151
ACH-000576,-0.237137629994
ACH-000580,-0.25079958187199997
ACH-000584,-0.30901329750900003
ACH-000585,-0.303613157984
ACH-000588,-0.213655472278
ACH-000589,-0.0532165548794
ACH-000591,-0.148768615684
ACH-000593,-0.11960934248400001
ACH-000600,-0.028690307787799997
ACH-000601,-0.194712232361
ACH-000604,-0.179320033136
ACH-000605,-0.00324591208692
ACH-000606,-0.21675109388799998
ACH-000608,-0.05776309756109999
ACH-000614,0.08388773972069999
ACH-000616,-0.0916531143472
ACH-000618,-0.200527614132
ACH-000619,-0.162000526923
ACH-000620,-0.00496448026755
ACH-000621,0.111205671884
ACH-000622,-0.06678426063080001
ACH-000623,0.0770073839245
ACH-000624,-0.0153373681785
ACH-000627,-0.17149780651000002
ACH-000630,-0.214920161065
ACH-000632,-0.198926558696
ACH-000633,-0.124953976604
ACH-000637,-0.168222915568
ACH-000638,-0.0798874044943
ACH-000646,-0.5307658370530001
ACH-000647,-0.021432878418
ACH-000648,-0.38445625228299996
ACH-000649,-0.0774907235238
ACH-000651,-0.132574426012
ACH-000652,-0.29210919696800003
ACH-000653,-0.142723201667
ACH-000657,-0.0928943701421
ACH-000658,-0.263352816627
ACH-000661,-0.25734680370499996
ACH-000662,-0.0886927723208
ACH-000663,-0.0203589147836
ACH-000665,-0.164059962402
ACH-000671,-0.057349766389999994
ACH-000673,-0.048182988114099996
ACH-000676,-0.09367671993200001
ACH-000677,0.057179417697199995
ACH-000681,0.0850564063605
ACH-000682,-0.21513622620099998
ACH-000683,-0.275318632119
ACH-000684,0.047032693820699994
ACH-000688,0.120823665351
ACH-000693,-0.08812925433160002
ACH-000694,-0.242150869395
ACH-000695,-0.13583510499
ACH-000696,-0.12218799024700001
ACH-000697,-0.0521287061085
ACH-000699,0.0370184617716
ACH-000701,-0.0340846930394
ACH-000706,-0.362362321647
ACH-000711,-0.115930449501
ACH-000713,-0.24385992986299998
ACH-000714,-0.21321876027399997
ACH-000718,-0.139212764829
ACH-000720,-0.113702478066
ACH-000721,-0.0923536407938
ACH-000724,-0.0587193869192
ACH-000725,-0.17742919916799998
ACH-000732,-0.163190867135
ACH-000734,-0.124162708061
ACH-000735,-0.27318162391
ACH-000736,-0.213215810216
ACH-000738,-0.034431239815699996
ACH-000746,0.0868901997263
ACH-000747,-0.29792417290199996
ACH-000748,-0.180036802576
ACH-000753,-0.237365242255
ACH-000756,-0.0934942020854
ACH-000757,0.045727739985100005
ACH-000758,-0.133477098411
ACH-000760,-0.129114177294
ACH-000763,-0.358054541343
ACH-000764,0.0542332451461
ACH-000765,0.00411341620465
ACH-000766,0.132364277858
ACH-000767,0.028613275099800002
ACH-000768,-0.0802263332772
ACH-000769,-0.00159208568652
ACH-000770,-0.127114610041
ACH-000771,-0.0038534399637
ACH-000773,-0.205617747794
ACH-000776,-0.146154651405
ACH-000777,-0.140384230637
ACH-000778,0.09656212027550001
ACH-000781,-0.146363831519
ACH-000782,-0.12280252447000001
ACH-000783,-0.10265690273499999
ACH-000784,-0.183275706787
ACH-000785,-0.136835095958
ACH-000787,-0.162388152063
ACH-000788,-0.0968797540773
ACH-000791,-0.114473531709
ACH-000792,-0.21841962034600002
ACH-000794,-0.191619919025
ACH-000796,-0.15702721750999998
ACH-000799,0.133875022524
ACH-000800,-0.101707389327
ACH-000802,-0.08417342101639999
ACH-000804,-0.11937951678200001
ACH-000805,-0.09808914081039999
ACH-000809,-0.0269254492397
ACH-000810,-0.13959059372500002
ACH-000811,-0.0811091460596
ACH-000817,-0.330846766736
ACH-000819,-0.433274630353
ACH-000820,-0.608423571303
ACH-000821,0.103007368825
ACH-000822,-0.194282848
ACH-000823,-0.28374714977
ACH-000824,-0.222012543704
ACH-000827,-0.176844272669
ACH-000829,0.0476739074762
ACH-000831,-0.08478791625019999
ACH-000832,-0.202465510917
ACH-000833,-0.20369284978
ACH-000834,-0.244663371004
ACH-000835,-0.21999727248300002
ACH-000836,-0.0662144837034
ACH-000837,-0.113370016443
ACH-000838,-0.0361973062613
ACH-000839,-0.0769341324135
ACH-000840,0.0471138263224
ACH-000841,0.052330125097
ACH-000843,-0.11835396607899999
ACH-000846,-0.147213753
ACH-000847,-0.09087531570839999
ACH-000848,-0.391150401113
ACH-000849,-0.169905813631
ACH-000851,-0.15316430229
ACH-000855,-0.239155842017
ACH-000856,0.009204672438020001
ACH-000858,-0.109426722854
ACH-000859,-0.06949021293600001
ACH-000861,-0.0754486574486
ACH-000862,-0.30535203243000003
ACH-000865,-0.188923196307
ACH-000866,-0.178655816478
ACH-000867,-0.115783310612
ACH-000869,-0.17454191802400001
ACH-000872,-0.154007234913
ACH-000873,-0.226244024001
ACH-000876,-0.263045930694
ACH-000878,-0.08550976281160001
ACH-000880,-0.0989209271827
ACH-000881,-0.089174848318
ACH-000882,-0.0228965355263
ACH-000884,-0.0849476988728
ACH-000885,-0.00979648741118
ACH-000887,-0.08001916670419999
ACH-000888,-0.0662730719522
ACH-000889,-0.149832495609
ACH-000890,0.0798540312702
ACH-000896,-0.08597363916210002
ACH-000898,0.08478761327050001
ACH-000900,-0.0240345062701
ACH-000901,-0.08108566806919999
ACH-000905,-0.180965118586
ACH-000906,-0.139773823695
ACH-000907,-0.0186681495464
ACH-000910,-0.267667690087
ACH-000911,-0.280013181052
ACH-000912,-0.154078340284
ACH-000913,-0.133618349557
ACH-000915,0.100829213874
ACH-000916,0.197223551624
ACH-000917,-0.179666177262
ACH-000921,-0.213538912648
ACH-000924,-0.347606526677
ACH-000926,-0.0837119581315
ACH-000928,-0.35911280969000003
ACH-000929,-0.344205145572
ACH-000932,-0.0533920870524
ACH-000935,-0.121634536508
ACH-000936,-0.345903611399
ACH-000937,-0.06916705477099999
ACH-000938,-0.185960537181
ACH-000939,-0.0626037413751
ACH-000941,-0.12030081250800001
ACH-000943,-0.06202296336180001
ACH-000946,-0.0204667180515
ACH-000947,-0.08617613834860001
ACH-000948,-0.158146632533
ACH-000950,0.00832323254312
ACH-000953,-0.10520893002800001
ACH-000957,0.00725934522735
ACH-000958,0.0839780899801
ACH-000960,0.019765676272799997
ACH-000963,-0.00978174613925
ACH-000968,0.035553547163699996
ACH-000969,0.0427286727789
ACH-000973,-0.09600806268670001
ACH-000974,-0.0624333679253
ACH-000975,-0.114942281538
ACH-000976,-0.036494942222000004
ACH-000978,0.00225298479695
ACH-000980,-0.12164075474700001
ACH-000984,-0.276111671219
ACH-000986,-0.12517719267400002
ACH-000988,-0.0771614201002
ACH-000993,-0.24148365201400002
ACH-000994,-0.20056404641399997
ACH-000996,-0.256487192282
ACH-001001,-0.193755282696
ACH-001020,-0.201326126888
ACH-001028,-0.189927440805
ACH-001031,-0.08768217109110002
ACH-001038,-0.028504054358599998
ACH-001048,-0.0342424444703
ACH-001050,-0.19527801580499998
ACH-001053,0.0385627084837
ACH-001054,-0.0632559539729
ACH-001061,-0.1488240132
ACH-001067,-0.137440930114
ACH-001075,-0.149843276395
ACH-001096,-0.127694022493
ACH-001128,-0.46820643305200005
ACH-001134,-0.047469090736999994
ACH-001151,-0.10341483389699999
ACH-001163,-0.281783239701
ACH-001164,-0.0903362260672
ACH-001173,-0.223250101957
ACH-001183,-0.315973391009
ACH-001184,-0.391349125258
ACH-001190,-0.0861339135667
ACH-001192,0.09287925374
ACH-001193,-0.47925490371000007
ACH-001196,-0.0554338826623
ACH-001197,-0.426355457518
ACH-001205,-0.0958149271524
ACH-001211,-0.18215880186
ACH-001212,-0.0833736019331
ACH-001228,-0.069246563832
ACH-001232,-0.21936674373599999
ACH-001239,-0.17211845273499998
ACH-001274,-0.00475654845086
ACH-001275,-0.0592557829196
ACH-001277,-0.19129868671
ACH-001278,0.0674762934491
ACH-001280,-0.112143864263
ACH-001283,0.123582770813
ACH-001289,-0.0150616802386
ACH-001295,-0.0632207878212
ACH-001300,-0.188087810441
ACH-001301,-0.283381102674
ACH-001302,-0.47498143341000004
ACH-001303,-0.134594707665
ACH-001306,-0.283156435185
ACH-001318,0.0286447911088
ACH-001322,-0.0717174264388
ACH-001328,-0.248204368486
ACH-001332,-0.218199179632
ACH-001333,-0.255265144722
ACH-001336,-0.20584419797200001
ACH-001340,-0.225295617539
ACH-001346,-0.283860465884
ACH-001353,-0.23006663590100002
ACH-001354,-0.194106798257
ACH-001367,-0.399711661407
ACH-001368,-0.0510957369417
ACH-001374,0.339906186009
ACH-001375,-0.108046845414
ACH-001377,-0.23828019599800002
ACH-001380,-0.211059218592
ACH-001391,-0.00752157794059
ACH-001407,-0.0574969258857
ACH-001408,-0.11302661031500001
ACH-001413,-0.270932859682
ACH-001430,-0.046662639418599994
ACH-001431,0.114923961392
ACH-001450,-0.30530176016399996
ACH-001496,-0.09579509882239999
ACH-001500,-0.08826445077390001
ACH-001521,-0.0995747917658
ACH-001523,-0.0763007268905
ACH-001532,0.00997832976634
ACH-001536,0.022326152644700004
ACH-001550,-0.0663207996036
ACH-001552,0.0672802514872
ACH-001554,-0.00680005497828
ACH-001645,-0.0893701081589
ACH-001654,-0.179715764359
ACH-001715,0.0820397654807
ACH-001735,-0.0533138116687
ACH-001736,-0.129673251286
ACH-001737,-0.145757729961
ACH-001740,-0.194242657615
ACH-001745,-0.304492391538
ACH-001750,-0.105014557163
ACH-001765,-0.0625109315089
ACH-001956,-0.276092344901
ACH-001957,-0.116449738882
