,XPR1 (9213)
ACH-000004,-0.39867604550999997
ACH-000007,0.11782515357000001
ACH-000009,-0.141807101623
ACH-000011,-0.78035827502
ACH-000012,-0.311978090299
ACH-000013,-0.592432272552
ACH-000014,-0.109244275688
ACH-000015,-0.0942132341319
ACH-000017,-0.062387453973199995
ACH-000018,-0.0462980568731
ACH-000019,-0.17390389412300003
ACH-000021,-0.7843892716680001
ACH-000022,-0.0172107740756
ACH-000025,-0.0377704933213
ACH-000028,-0.127728172807
ACH-000030,-0.442536864997
ACH-000035,-0.11433316448799999
ACH-000036,-0.189057972026
ACH-000037,-0.130995836569
ACH-000039,-0.381754791004
ACH-000040,-0.0110083006424
ACH-000041,-0.11302748019200001
ACH-000042,-0.328694332398
ACH-000045,-0.0273084671179
ACH-000047,-0.343724180404
ACH-000052,-0.189071785261
ACH-000053,0.00932268949445
ACH-000054,-0.21208635645799997
ACH-000055,-0.309682063941
ACH-000060,0.077575249897
ACH-000067,-0.187867617475
ACH-000070,-0.226221537881
ACH-000075,-0.580860991125
ACH-000078,-0.104932864345
ACH-000082,-0.184309231963
ACH-000085,-0.13475771679600002
ACH-000086,0.0446011150074
ACH-000087,-0.125642957417
ACH-000092,-0.057781857456800007
ACH-000095,0.023342699025
ACH-000097,-0.8190438574250001
ACH-000098,-0.08282589415529999
ACH-000099,0.0763240614345
ACH-000108,-0.0599593682228
ACH-000113,0.051522839818599994
ACH-000115,-0.0797367530052
ACH-000116,-0.632258003074
ACH-000118,-0.619519886565
ACH-000120,-0.134694050475
ACH-000123,-0.0415035318365
ACH-000127,0.022337368362799998
ACH-000128,0.060687007521
ACH-000132,0.0382728274571
ACH-000133,-0.22888722239999998
ACH-000137,-0.460550088336
ACH-000138,-0.19961361274300002
ACH-000142,0.044020794912
ACH-000143,-0.171270929398
ACH-000146,0.188608224386
ACH-000148,-0.378845991815
ACH-000150,-0.0770332712503
ACH-000152,-0.104090829236
ACH-000153,-0.277634604428
ACH-000159,-0.222243842212
ACH-000160,-0.019847094406
ACH-000163,-0.08279130924339999
ACH-000167,-0.184777563358
ACH-000168,0.19879787670899998
ACH-000169,-0.33727640247199997
ACH-000178,-0.00719263803123
ACH-000182,-0.160127759187
ACH-000183,-0.112243588742
ACH-000188,-0.111351550646
ACH-000189,-0.213895171913
ACH-000190,-0.48818813108599995
ACH-000198,-0.750018972007
ACH-000204,-0.115928235766
ACH-000206,0.0313999052362
ACH-000207,0.016493062267
ACH-000211,-0.39901717049900004
ACH-000215,-0.166792675216
ACH-000221,0.0429671267624
ACH-000222,-0.205098632621
ACH-000223,-0.3108563696
ACH-000226,-0.139773617997
ACH-000227,-0.106950138011
ACH-000228,-0.0613696392675
ACH-000231,-0.12998117088400002
ACH-000232,-0.0441230315161
ACH-000233,-0.00508446253965
ACH-000234,-0.246722368102
ACH-000235,-0.0558281786502
ACH-000237,-0.09229197254079999
ACH-000238,0.0159775261569
ACH-000243,-0.20077953396499998
ACH-000244,-0.122048461004
ACH-000246,-0.152793981046
ACH-000248,-0.0123750252115
ACH-000250,-0.110266431428
ACH-000251,-0.35505995211900004
ACH-000253,-0.183603973588
ACH-000255,-0.0632616688435
ACH-000256,-0.193485088962
ACH-000257,-0.221597268418
ACH-000258,-0.101201638597
ACH-000259,0.10783758429000001
ACH-000260,-0.060842416522500005
ACH-000261,-0.29962527288199997
ACH-000262,0.21611292180199998
ACH-000263,0.142772290603
ACH-000264,-0.472010764819
ACH-000265,-0.0837140719655
ACH-000266,-0.048626228415699996
ACH-000272,0.481233133547
ACH-000273,-0.126102348749
ACH-000274,-0.0273274577647
ACH-000277,-0.122021412967
ACH-000278,-0.341483853664
ACH-000279,0.00109252052618
ACH-000280,-0.0592500944436
ACH-000281,-0.373930310631
ACH-000288,-0.14122866787
ACH-000291,-0.0594581267381
ACH-000293,-0.08163816901399999
ACH-000294,-0.886882140083
ACH-000295,-0.173106746415
ACH-000296,0.0417347923422
ACH-000302,-0.149597155992
ACH-000304,-0.38526199938600003
ACH-000307,-0.0742698771551
ACH-000308,-0.7378265741600001
ACH-000310,-0.146671704822
ACH-000311,-0.587082130437
ACH-000312,-0.0813197531045
ACH-000315,-0.037411816771300004
ACH-000316,0.182102908609
ACH-000317,-0.477927179655
ACH-000318,-0.10190508969
ACH-000319,-0.0670523361991
ACH-000320,-0.052456714539400005
ACH-000322,-0.0742733543479
ACH-000323,-0.0642749820534
ACH-000324,-0.265471883877
ACH-000329,0.035355538895900006
ACH-000330,0.0139532873908
ACH-000331,-0.0332684789869
ACH-000332,-0.0592163144558
ACH-000334,-0.387411975787
ACH-000335,-0.0285611840175
ACH-000336,-0.06602239679140001
ACH-000337,-0.20035734696600002
ACH-000339,-0.346316594182
ACH-000341,0.045414260091900006
ACH-000348,-0.370179988805
ACH-000350,-0.118328894112
ACH-000352,-0.0535368256116
ACH-000356,-0.0841117572374
ACH-000361,-0.07813827714310001
ACH-000362,-0.14564483635
ACH-000363,-0.0657936607106
ACH-000364,-0.0198011327963
ACH-000365,-0.07368110768839999
ACH-000366,0.010875768888700002
ACH-000368,-0.0638329128591
ACH-000374,-4.90106323468e-05
ACH-000375,-0.814234849433
ACH-000376,-0.0650736480294
ACH-000381,-0.0795787483672
ACH-000383,-0.536891294628
ACH-000387,-0.108032709683
ACH-000389,-0.257351109589
ACH-000390,-0.255454492555
ACH-000393,-0.40816302270800003
ACH-000395,0.11796920910700001
ACH-000397,-0.483411511726
ACH-000401,-0.447111117065
ACH-000402,-0.41502643011699997
ACH-000403,-0.127072998674
ACH-000404,-0.21478080281599998
ACH-000406,-0.0162922917829
ACH-000407,-0.029330547418999996
ACH-000408,-0.269072517195
ACH-000410,-0.0485046644238
ACH-000411,-0.024626393035800002
ACH-000414,-0.0251251817135
ACH-000415,-0.214039071848
ACH-000416,-0.297067688658
ACH-000420,0.0175388661095
ACH-000421,-0.06622937466109999
ACH-000424,-0.187148068425
ACH-000425,-0.253821926335
ACH-000426,-0.22523070815699997
ACH-000427,-0.14694030140699998
ACH-000433,0.119573223085
ACH-000436,-0.663387210695
ACH-000444,-0.401833701091
ACH-000445,0.045146769209199994
ACH-000448,0.0301887086188
ACH-000450,-0.257635725457
ACH-000452,-0.08406964462000001
ACH-000454,-0.8939393694399999
ACH-000458,-0.04221809800509999
ACH-000459,-0.533565355141
ACH-000460,-0.84098714854
ACH-000461,-0.160360614704
ACH-000463,-0.0543978503852
ACH-000464,0.000599340133272
ACH-000466,-0.131612084025
ACH-000467,-0.129721403858
ACH-000468,0.1101212656
ACH-000469,-0.029266967106099998
ACH-000470,0.0712174474851
ACH-000471,0.24436114014600002
ACH-000472,-0.20117557478300002
ACH-000473,0.0165833554307
ACH-000475,-0.0999798161134
ACH-000476,-0.110928685821
ACH-000477,-0.231465047452
ACH-000480,0.0167230021229
ACH-000481,-0.318292751671
ACH-000483,0.016533746074000003
ACH-000484,-0.24318592815499998
ACH-000485,-0.010546986373999999
ACH-000486,-0.18862423573800002
ACH-000487,0.00185135633386
ACH-000488,-0.501020107409
ACH-000490,-0.26021751286
ACH-000491,0.062182339855000004
ACH-000495,-0.328158132332
ACH-000496,-0.05060884445740001
ACH-000499,-0.27132827395
ACH-000500,0.10017993453400001
ACH-000502,0.0965007361782
ACH-000503,-0.35205804529600004
ACH-000505,-0.0766722249313
ACH-000507,-0.0832289419417
ACH-000510,-0.18508333268899999
ACH-000511,-0.242631965402
ACH-000512,-0.24604794659899998
ACH-000516,-0.0875660741632
ACH-000517,0.118538526429
ACH-000518,-0.0499684875045
ACH-000520,-0.49345879848800006
ACH-000521,0.08811670170949999
ACH-000522,-0.00167039553885
ACH-000524,-0.390179213347
ACH-000527,-1.25600482185
ACH-000528,-0.49163910088600005
ACH-000537,-0.072475904566
ACH-000541,-0.228386030683
ACH-000542,-0.16790083775400003
ACH-000544,-0.135348084906
ACH-000545,-0.168790423171
ACH-000547,-0.469638608229
ACH-000548,-0.231816274187
ACH-000549,-0.12860898869100001
ACH-000550,0.059954199397
ACH-000552,0.10447950539100001
ACH-000556,5.71678059774e-06
ACH-000557,0.110224224727
ACH-000570,0.19470621216200001
ACH-000571,-0.30648818408000006
ACH-000573,0.154793655692
ACH-000576,-0.251346710876
ACH-000580,-0.139453413316
ACH-000584,-0.8167334505930001
ACH-000585,-0.139161620429
ACH-000588,-0.11068515183599999
ACH-000589,-0.560688759999
ACH-000591,-0.12461958291
ACH-000593,-0.043309432911
ACH-000600,-0.00128214906356
ACH-000601,-0.738165472193
ACH-000604,-0.204953051045
ACH-000605,-0.123569711349
ACH-000606,-0.33489933694
ACH-000608,-0.17811261273899998
ACH-000614,-0.104449453114
ACH-000616,-0.051056424797999996
ACH-000618,-0.304379055474
ACH-000619,-0.497079229456
ACH-000620,-1.04624122518
ACH-000621,-0.08992522138839999
ACH-000622,-0.14609190416200002
ACH-000623,-0.12332256922599999
ACH-000624,-0.0861733527654
ACH-000627,0.026755367828900003
ACH-000630,0.0357975051934
ACH-000632,-0.165310253288
ACH-000633,-0.0557787515044
ACH-000637,-0.064287211203
ACH-000638,-0.254005662848
ACH-000646,-1.8481499771
ACH-000647,-0.070264899533
ACH-000648,0.17897308157699998
ACH-000649,0.079463344964
ACH-000651,-0.0355350166965
ACH-000652,-0.05249047124009999
ACH-000653,-0.178175094097
ACH-000657,-0.057157628438800005
ACH-000658,-0.280740809556
ACH-000661,-0.622541250821
ACH-000662,-0.22549449255600001
ACH-000663,-1.05043313015
ACH-000665,-0.299478802099
ACH-000671,-0.04792948175419999
ACH-000673,-0.145717520347
ACH-000676,-0.403470251008
ACH-000677,0.0800937526488
ACH-000681,0.0656169010496
ACH-000682,0.04622601032819999
ACH-000683,-0.446417595058
ACH-000684,0.275438290134
ACH-000688,0.0209228158603
ACH-000693,-0.386013278463
ACH-000694,-0.0532949270565
ACH-000695,-0.174556511654
ACH-000696,-0.560083097574
ACH-000697,-0.236187345404
ACH-000699,-0.013585237361
ACH-000701,-0.28842306357299996
ACH-000706,-0.05303139991280001
ACH-000711,-0.9675189926890001
ACH-000713,-0.31178623154199997
ACH-000714,-0.375786551404
ACH-000718,-0.268047808329
ACH-000720,-0.123161276879
ACH-000721,0.000596566993576
ACH-000724,-0.198140252141
ACH-000725,-0.17360823239999998
ACH-000732,0.0496637935449
ACH-000734,-0.0702787079497
ACH-000735,-0.0304165551467
ACH-000736,0.015149043628400001
ACH-000738,0.0140282518545
ACH-000746,-0.08576771532250001
ACH-000747,-0.137081835868
ACH-000748,-0.122639203045
ACH-000753,-0.331301916252
ACH-000756,-0.184699151446
ACH-000757,-0.37638505985799997
ACH-000758,-0.27682361414
ACH-000760,-0.14010911307
ACH-000763,0.119905748147
ACH-000764,0.0287091569115
ACH-000765,-0.307091852686
ACH-000766,0.0847951421262
ACH-000767,-0.130285188839
ACH-000768,-0.039937973109
ACH-000769,-0.142467057948
ACH-000770,0.0323471334508
ACH-000771,0.160455672285
ACH-000773,-0.13305387691
ACH-000776,-0.14989711150499999
ACH-000777,-0.23999937334000002
ACH-000778,-0.0959903623567
ACH-000781,0.17527333092300001
ACH-000782,0.0152704827856
ACH-000783,-0.224934234237
ACH-000784,-0.025728337784599997
ACH-000785,-0.287086691332
ACH-000787,-0.0114452284708
ACH-000788,-0.184555551357
ACH-000791,-0.0664675182697
ACH-000792,0.0294947523958
ACH-000794,-0.060610318647600005
ACH-000796,-0.370767466417
ACH-000799,-0.282388780163
ACH-000800,-0.23215032486099998
ACH-000802,-0.177667350504
ACH-000804,-0.157073884919
ACH-000805,-0.588700638193
ACH-000809,-0.147952896282
ACH-000810,-0.158707748783
ACH-000811,0.115075729497
ACH-000817,-0.209534604755
ACH-000819,-0.27306413081799996
ACH-000820,0.11041592920999999
ACH-000821,-0.364164945688
ACH-000822,-0.447613688327
ACH-000823,-0.17277742659200002
ACH-000824,0.0008984942584239999
ACH-000827,-0.549295819369
ACH-000829,-0.225513976981
ACH-000831,-0.306819946041
ACH-000832,0.021510935803099998
ACH-000833,0.0507752969362
ACH-000834,-0.045707645203
ACH-000835,-0.0851988008795
ACH-000836,-0.0757921574457
ACH-000837,-0.539533099383
ACH-000838,-1.16664217325
ACH-000839,0.0383004287135
ACH-000840,-0.33282555359099997
ACH-000841,-0.248953906397
ACH-000843,-0.33502699329999996
ACH-000846,-0.21224696897700002
ACH-000847,0.0373170377946
ACH-000848,0.04379736585730001
ACH-000849,-0.24224587697900002
ACH-000851,-0.317401735927
ACH-000855,-0.160701717007
ACH-000856,-0.354787471556
ACH-000858,-0.0721705662462
ACH-000859,-0.812450823075
ACH-000861,-0.296585199531
ACH-000862,-0.0915746468745
ACH-000865,-0.253627064109
ACH-000866,0.034293255560499995
ACH-000867,-0.0597159437333
ACH-000869,-0.137277894742
ACH-000872,0.17319592818399998
ACH-000873,-0.24167921221000002
ACH-000876,-0.601159725867
ACH-000878,-0.09433902911049999
ACH-000880,-0.11286116809499999
