,SMAP1 (60682)
ACH-000004,0.201616411074
ACH-000007,0.168958829457
ACH-000009,0.41679815566
ACH-000011,0.308799412743
ACH-000012,0.20657007417999998
ACH-000013,0.153521686718
ACH-000014,0.0124920942344
ACH-000015,0.200579156202
ACH-000017,0.178803844309
ACH-000018,0.179662572064
ACH-000019,0.09477102869580001
ACH-000021,-0.20455192011
ACH-000022,0.19944873667500002
ACH-000025,0.070163446952
ACH-000028,0.05004742032890001
ACH-000030,0.140576546109
ACH-000035,0.0331172083118
ACH-000036,0.19005932491
ACH-000037,0.206527289373
ACH-000039,-0.203596571106
ACH-000040,0.06801440257659999
ACH-000041,0.191510466371
ACH-000042,0.113229190933
ACH-000045,0.09713157747880001
ACH-000047,0.129126795865
ACH-000052,0.179152179426
ACH-000053,0.0389457033672
ACH-000054,0.189656052213
ACH-000055,0.110932856998
ACH-000060,0.232811808049
ACH-000067,-0.0910241638856
ACH-000070,0.007547889481779999
ACH-000075,0.196219907653
ACH-000078,0.07203253991339999
ACH-000082,0.007543421486550001
ACH-000085,0.157327414276
ACH-000086,0.19566830983600003
ACH-000087,0.330634686893
ACH-000092,0.168351526382
ACH-000095,0.038634416546699996
ACH-000097,0.17510931807
ACH-000098,0.114335604555
ACH-000099,0.140300340833
ACH-000108,0.101893434804
ACH-000113,0.166556088254
ACH-000115,0.326013240193
ACH-000116,0.155298491629
ACH-000118,0.120051870893
ACH-000120,0.195293680306
ACH-000123,0.116566874592
ACH-000127,0.190186614857
ACH-000128,0.15445477025499998
ACH-000132,0.038091053065699994
ACH-000133,0.0610554494106
ACH-000137,0.213561904839
ACH-000138,0.21146326090700002
ACH-000142,0.288802257284
ACH-000143,0.07633572946810001
ACH-000146,0.017481998037400002
ACH-000148,0.10921940617
ACH-000150,0.038165014264800005
ACH-000152,0.16786621383900002
ACH-000153,0.247611968878
ACH-000159,0.143677476144
ACH-000160,0.123839213226
ACH-000163,0.106056272731
ACH-000167,0.0923982700467
ACH-000168,0.24473348123799998
ACH-000169,0.18746537285700002
ACH-000178,0.209077362379
ACH-000182,0.027236382414199997
ACH-000183,0.238158023233
ACH-000188,0.223939525988
ACH-000189,0.024813320780599998
ACH-000190,0.191753031087
ACH-000198,0.174296747081
ACH-000204,0.0905427307855
ACH-000206,0.1053320313
ACH-000207,0.345249199969
ACH-000211,0.127803823087
ACH-000215,0.126701280295
ACH-000221,0.00179502394474
ACH-000222,-0.0167513531776
ACH-000223,0.0660035601787
ACH-000226,0.06449943949919999
ACH-000227,0.21434953860800002
ACH-000228,-0.0445239934145
ACH-000231,0.0166414761896
ACH-000232,0.0484750016901
ACH-000233,0.013438289883900001
ACH-000234,0.181094188674
ACH-000235,0.0645921699105
ACH-000237,-0.023419450053599997
ACH-000238,0.0409291414915
ACH-000243,0.0800512271608
ACH-000244,-0.13598305860999998
ACH-000246,0.0183442971486
ACH-000248,0.25505532425
ACH-000250,0.260032904417
ACH-000251,-0.09959719086539999
ACH-000253,0.195601868319
ACH-000255,0.0618818876407
ACH-000256,0.272813086385
ACH-000257,0.018292164471
ACH-000258,0.31727553013500004
ACH-000259,0.08065420940700001
ACH-000260,0.0643184562818
ACH-000261,0.138519353539
ACH-000262,0.09100962716060002
ACH-000263,0.22238178866099997
ACH-000264,0.07005007613610001
ACH-000265,0.11947232496400001
ACH-000266,0.08638314889620001
ACH-000272,0.0852960375284
ACH-000273,0.09430250131380001
ACH-000274,0.16438987348099998
ACH-000277,0.143527927268
ACH-000278,-0.189761251296
ACH-000279,0.0952119411146
ACH-000280,0.286515230191
ACH-000281,0.088425560448
ACH-000288,0.198647286004
ACH-000291,0.236247704928
ACH-000293,0.264933324154
ACH-000294,0.0908596075963
ACH-000295,0.298057223492
ACH-000296,0.185937703091
ACH-000302,0.0403599474987
ACH-000304,0.233474937632
ACH-000307,0.0648102447545
ACH-000308,0.10556211074300001
ACH-000310,-0.0020160387528900003
ACH-000311,0.00552490467146
ACH-000312,0.153069471702
ACH-000315,-0.00408463812823
ACH-000316,0.44501641301600003
ACH-000317,-0.0331909542777
ACH-000318,0.276484334067
ACH-000319,0.159404973426
ACH-000320,0.0040485712641
ACH-000322,0.17735444169
ACH-000323,0.25326023364100003
ACH-000324,0.130865947496
ACH-000329,0.19591671298
ACH-000330,0.090245733404
ACH-000331,0.15828827435599999
ACH-000332,0.158761377089
ACH-000334,0.0749335135084
ACH-000335,0.0629159551659
ACH-000336,-0.011745781873600002
ACH-000337,0.111147769575
ACH-000339,0.0644692827133
ACH-000341,0.0190032553829
ACH-000348,0.09144791798639999
ACH-000350,0.007419703214539999
ACH-000352,0.190718118762
ACH-000356,0.243782949505
ACH-000361,-0.035636962017
ACH-000362,0.0668984026327
ACH-000363,0.011655275375299999
ACH-000364,0.044152208220199995
ACH-000365,0.163882316988
ACH-000366,0.110464416855
ACH-000368,0.160321687209
ACH-000374,0.151617913233
ACH-000375,-0.0505753525057
ACH-000376,0.0550650583014
ACH-000381,0.138743121625
ACH-000383,0.203121497922
ACH-000387,0.0228872098283
ACH-000389,0.156994823367
ACH-000390,0.130044022419
ACH-000393,0.109751330659
ACH-000395,0.0502313583256
ACH-000397,0.13551267644200002
ACH-000401,0.11987568407299999
ACH-000402,0.42590804711900004
ACH-000403,0.12325096047700002
ACH-000404,0.143488479129
ACH-000406,0.088593945894
