,FLT3LG (2323)
ACH-000004,-0.0416415882808
ACH-000007,-0.11352606764
ACH-000009,-0.24283876122099998
ACH-000011,-0.12933004262199999
ACH-000012,-0.185018560106
ACH-000013,-0.354146581772
ACH-000014,-0.0842588241188
ACH-000015,-0.452002150787
ACH-000017,-0.191421511648
ACH-000018,-0.0886655307106
ACH-000019,-0.0941418028875
ACH-000021,-0.191029980547
ACH-000022,-0.27625215154
ACH-000025,-0.018734954128099997
ACH-000028,-0.237862360787
ACH-000030,-0.222691053119
ACH-000035,-0.0781117976647
ACH-000036,-0.22968224476
ACH-000037,-0.00526231364093
ACH-000039,-0.155539915206
ACH-000040,-0.109615136529
ACH-000041,-0.165495720255
ACH-000042,-0.260395723768
ACH-000045,-0.200564246752
ACH-000047,-0.421569284741
ACH-000052,-0.355987140661
ACH-000053,-0.118263624649
ACH-000054,-0.105135426263
ACH-000055,-0.105966207554
ACH-000060,-0.0358336914506
ACH-000067,-0.38137934387500005
ACH-000070,0.07208233724610001
ACH-000075,-0.306214343304
ACH-000078,-0.307684232802
ACH-000082,-0.05990703914469999
ACH-000085,-0.158888722039
ACH-000086,-0.40513474357199997
ACH-000087,0.0565130997828
ACH-000092,-0.187109178713
ACH-000095,-0.19748325021699997
ACH-000097,-0.229559482229
ACH-000098,-0.42282074098899997
ACH-000099,-0.30269986794
ACH-000108,-0.327715806577
ACH-000113,-0.35067266535499997
ACH-000115,-0.12748724255000002
ACH-000116,-0.173275425415
ACH-000118,-0.17710888158799998
ACH-000120,-0.38445056239799996
ACH-000123,-0.297123415865
ACH-000127,-0.237515935548
ACH-000128,-0.291053310973
ACH-000132,-0.0665903244621
ACH-000133,-0.304759412412
ACH-000137,-0.38539222562
ACH-000138,-0.286576455206
ACH-000142,-0.279834864226
ACH-000143,-0.13636299241900002
ACH-000146,-0.318747202295
ACH-000148,-0.202723102117
ACH-000150,-0.436462782391
ACH-000152,-0.18124947304699998
ACH-000153,-0.125297441094
ACH-000159,-0.107267888358
ACH-000160,-0.328964892779
ACH-000163,-0.0400097760965
ACH-000167,-0.0235803689217
ACH-000168,-0.41145913141999996
ACH-000169,-0.0488843356312
ACH-000178,-0.256434669422
ACH-000182,-0.105756625775
ACH-000183,-0.0503520067995
ACH-000188,-0.07841576578110002
ACH-000189,-0.25205148616
ACH-000190,-0.060481464723
ACH-000198,-0.207679178025
ACH-000204,0.150565143529
ACH-000206,-0.261038185672
ACH-000207,-0.101212992687
ACH-000211,-0.248275589228
ACH-000215,-0.09397469414960001
ACH-000221,-0.20717594963599997
ACH-000222,-0.109666223482
ACH-000223,-0.134527475291
ACH-000226,-0.119824716087
ACH-000227,0.124036733519
ACH-000228,-0.167264527071
ACH-000231,-0.08988623084359999
ACH-000232,-0.050963102615800004
ACH-000233,-0.179368666908
ACH-000234,-0.210112186976
ACH-000235,-0.24205636698600003
ACH-000237,-0.20091337908799997
ACH-000238,-0.07226784870610001
ACH-000243,-0.0318753961157
ACH-000244,-0.09150780709669999
ACH-000246,-0.244390894287
ACH-000248,-0.0413150338855
ACH-000250,-0.27890252514
ACH-000251,-0.6264357892319999
ACH-000253,-0.27443796616099997
ACH-000255,-0.207762391029
ACH-000256,-0.187981078766
ACH-000257,0.0892510695393
ACH-000258,-0.118186675929
ACH-000259,-0.264587128076
ACH-000260,-0.24802848673900002
ACH-000261,-0.225557866968
ACH-000262,-0.201214602631
ACH-000263,0.0414097632546
ACH-000264,-0.170378660365
ACH-000265,-0.246173013445
ACH-000266,-0.186769845155
ACH-000272,-0.0601744489769
ACH-000273,-0.20356888302
ACH-000274,-0.22165643879
ACH-000277,-0.00484786394746
ACH-000278,-0.142451521246
ACH-000279,-0.08491424681189999
ACH-000280,-0.149846230155
ACH-000281,-0.019232239566
ACH-000288,0.0295932658447
ACH-000291,-0.506246011037
ACH-000293,0.0713395225758
ACH-000294,-0.302518589875
ACH-000295,-0.054507455136400006
ACH-000296,-0.09710263929749999
ACH-000302,-0.5889668396509999
ACH-000304,-0.194288085077
ACH-000307,-0.0537903467811
ACH-000308,-0.342323045761
ACH-000310,-0.203883768494
ACH-000311,-0.254797715458
ACH-000312,-0.118829962712
ACH-000315,-0.287679573906
ACH-000316,0.0427660994831
ACH-000317,0.0476176509693
ACH-000318,-0.272058215231
ACH-000319,-0.29454784129
ACH-000320,-0.174363671869
ACH-000322,-0.17381538234299998
ACH-000323,-0.158227213773
ACH-000324,-0.260474227018
ACH-000329,-0.257711955226
ACH-000330,-0.114146133323
ACH-000331,-0.08096807512189999
ACH-000332,-0.24042792750599998
ACH-000334,-0.33200569484299997
ACH-000335,-0.310002350082
ACH-000336,-0.7078894285899999
ACH-000337,-0.18771787383400002
ACH-000339,-0.21977479360100002
ACH-000341,-0.593765569316
ACH-000348,-0.11094932025
ACH-000350,-0.18670537636
ACH-000352,-0.359214747626
ACH-000356,-0.247825859672
ACH-000361,-0.14131941371099999
ACH-000362,-0.230204158609
ACH-000363,-0.0784598017968
ACH-000364,-0.38423081489200006
ACH-000365,-0.233130368715
ACH-000366,-0.284460776401
ACH-000368,-0.025902731455900004
ACH-000374,-0.029590118619
ACH-000375,-0.320360507308
ACH-000376,-0.12483419452099999
ACH-000381,-0.125331264133
ACH-000383,-0.28341844459800003
ACH-000387,-0.14792058034299999
ACH-000389,-0.20298188126400002
ACH-000390,-0.225651477589
ACH-000393,-0.20503538473900002
ACH-000395,-0.446331939209
ACH-000397,-0.277942892503
ACH-000401,-0.150284194728
ACH-000402,-0.41035217976599997
ACH-000403,-0.178255743548
ACH-000404,-0.206812185575
ACH-000406,-0.10092650548
ACH-000407,-0.282397462088
ACH-000408,-0.21146164060800002
ACH-000410,-0.450195523905
ACH-000411,-0.398079247054
ACH-000414,-0.27311427133
ACH-000415,-0.10668227604800001
ACH-000416,-0.212089737493
ACH-000420,-0.153828225435
ACH-000421,-0.229698940027
ACH-000424,0.06987870057630001
ACH-000425,-0.127165357865
ACH-000426,0.19030077082000002
ACH-000427,-0.09075781548289999
ACH-000433,-0.228848697238
ACH-000436,-0.0733549024504
ACH-000444,-0.232494755876
ACH-000445,-0.39007621054200003
ACH-000448,-0.326104080831
ACH-000450,-0.26681027888000003
ACH-000452,-0.12535531979
ACH-000454,-0.0758089278682
ACH-000458,-0.23466283396600002
ACH-000459,-0.35344630991
ACH-000460,-0.20793744534699998
ACH-000461,-0.142067690469
ACH-000463,-0.17894503368700002
ACH-000464,-0.0697917925722
ACH-000466,-0.163175571259
ACH-000467,-0.356826087257
ACH-000468,-0.171630701272
ACH-000469,-0.281937632271
ACH-000470,-0.235009408182
ACH-000471,-0.420453714943
ACH-000472,-0.314441841951
ACH-000473,-0.201056681553
ACH-000475,-0.140004020995
ACH-000476,-0.322103639624
ACH-000477,-0.505062029376
ACH-000480,-0.25624401072299996
ACH-000481,-0.154585210406
ACH-000483,-0.150490024861
ACH-000484,-0.415516019142
ACH-000485,-0.510455792782
ACH-000486,-0.205256838798
ACH-000487,-0.253988348278
ACH-000488,-0.0939418440649
ACH-000490,-0.130505474778
ACH-000491,-0.08266385537069999
ACH-000495,0.00516953113532
ACH-000496,-0.020321289609400002
ACH-000499,-0.234317322123
ACH-000500,0.293062765894
ACH-000502,-0.286643685264
ACH-000503,-0.491655820044
ACH-000505,-0.205039050637
ACH-000507,-0.143007249668
ACH-000510,-0.37881686595799996
ACH-000511,-0.109614213925
ACH-000512,-0.025072263774
ACH-000516,-0.303674909199
ACH-000517,-0.160599650522
ACH-000518,-0.149617249299
ACH-000520,-0.12344059523800001
ACH-000521,-0.134936019223
ACH-000522,-0.075935429347
ACH-000524,-0.044562670024199995
ACH-000527,-0.14502424601
ACH-000528,-0.09224111345760001
ACH-000537,-0.103799069886
ACH-000541,0.0597644342471
ACH-000542,-0.28313617847100003
ACH-000544,-0.207634965202
ACH-000545,-0.273304595717
ACH-000547,-0.243685709643
ACH-000548,-0.18918221853199998
ACH-000549,-0.121110961888
ACH-000550,0.0454931515772
ACH-000552,-0.242709472251
ACH-000556,-0.271633596825
ACH-000557,-0.161557086177
ACH-000570,-0.0882199867475
ACH-000571,-0.23208817695999998
ACH-000573,-0.0522399311216
ACH-000576,-0.149399149736
ACH-000580,-0.039561072625099995
ACH-000584,-0.104040289212
ACH-000585,-0.388742436286
ACH-000588,-0.0830651125738
ACH-000589,-0.305002620154
ACH-000591,-0.0326088123538
ACH-000593,-0.208785601238
ACH-000600,-0.375497903036
ACH-000601,-0.220769505613
ACH-000604,-0.0808269756827
ACH-000605,-0.11993574939000001
ACH-000606,-0.198996387858
ACH-000608,-0.280367853989
ACH-000614,-0.10058441127699999
ACH-000616,-0.258764747663
ACH-000618,-0.0232056027772
ACH-000619,-0.0320059742552
ACH-000620,-0.40548435310000003
ACH-000621,-0.362815906668
ACH-000622,-0.0754331641509
ACH-000623,-0.25703764806699997
ACH-000624,-0.295721776933
ACH-000627,-0.417003445918
ACH-000630,-0.0952673341818
ACH-000632,-0.158878798774
ACH-000633,-0.222007946533
ACH-000637,-0.332805808404
ACH-000638,-0.281836702992
ACH-000646,-0.44477893916699995
ACH-000647,-0.128540051958
ACH-000648,-0.197772985534
ACH-000649,-0.177119075823
ACH-000651,-0.11188255004599999
ACH-000652,-0.134160301546
ACH-000653,-0.00151698055299
ACH-000657,-0.20000898854600002
ACH-000658,0.0714941796182
ACH-000661,-0.283039774578
ACH-000662,-0.261352933374
ACH-000663,-0.29614877730300004
ACH-000665,-0.164646699486
ACH-000671,-0.19984441295400002
ACH-000673,-0.206490971019
ACH-000676,-0.167597576556
ACH-000677,-0.324550016748
ACH-000681,-0.43313422203
ACH-000682,-0.11978446611600001
ACH-000683,-0.19649379398800002
ACH-000684,0.00382401781367
ACH-000688,-0.114894851912
ACH-000693,-0.164558350306
ACH-000694,-0.190722942887
ACH-000695,-0.021300592403299998
ACH-000696,-0.171810441747
ACH-000697,-0.04965109743559999
ACH-000699,-0.206625851878
ACH-000701,-0.129869715525
ACH-000706,-0.13884746552000002
ACH-000711,-0.128575372406
ACH-000713,-0.0845727800808
ACH-000714,-0.170657759001
ACH-000718,-0.106339181951
ACH-000720,-0.105271837366
ACH-000721,-0.00618023381885
ACH-000724,-0.23224791161
ACH-000725,-0.439355428729
ACH-000732,-0.053635548599100004
ACH-000734,-0.48857105318800004
ACH-000735,-0.213974167434
ACH-000736,-0.22076385654800001
ACH-000738,-0.22077608475000002
ACH-000746,-0.044627435994100004
ACH-000747,-0.0904236647057
ACH-000748,-0.22197957928599998
ACH-000753,0.029050509947200005
ACH-000756,-0.353166959762
ACH-000757,-0.458604025637
ACH-000758,-0.147110135255
ACH-000760,-0.146679623575
ACH-000763,0.113740817583
ACH-000764,-0.244199022987
ACH-000765,-0.27487263475900003
ACH-000766,-0.33025744989100003
ACH-000767,-0.049095938205500005
ACH-000768,-0.162375141958
ACH-000769,-0.10216303557800001
ACH-000770,-0.11933200101199999
ACH-000771,-0.226903079718
ACH-000773,-0.275576648985
ACH-000776,-0.30440141866500003
ACH-000777,-0.483802741526
ACH-000778,0.0654739197325
ACH-000781,-0.214254143284
ACH-000782,-0.196081590308
ACH-000783,-0.292660399679
ACH-000784,-0.134270043517
ACH-000785,-0.300091022057
ACH-000787,-0.318955504776
ACH-000788,-0.239329810733
ACH-000791,-0.264653068458
ACH-000792,-0.242812617982
ACH-000794,-0.148509963543
ACH-000796,-0.351952757116
