,KTN1 (3895)
ACH-000004,0.310321245967
ACH-000007,0.28012061959199996
ACH-000009,0.27855356630399997
ACH-000011,0.30201863507800003
ACH-000012,0.16850454100900003
ACH-000013,0.29490673139400003
ACH-000014,0.228822455749
ACH-000015,0.265125066955
ACH-000017,0.321239934286
ACH-000018,0.412883752186
ACH-000019,0.330534117308
ACH-000021,0.370718656616
ACH-000022,0.17939346690699998
ACH-000025,0.5044416438880001
ACH-000028,0.37866082823200004
ACH-000030,0.178002617443
ACH-000035,0.316135073928
ACH-000036,0.261609967262
ACH-000037,0.218522046096
ACH-000039,0.240718584933
ACH-000040,0.226271315596
ACH-000041,0.273890834536
ACH-000042,0.32261652997400003
ACH-000045,0.149220788342
ACH-000047,0.297986808719
ACH-000052,0.33607241254500003
ACH-000053,0.174594669308
ACH-000054,0.23005141598200002
ACH-000055,0.158995454029
ACH-000060,0.230817903763
ACH-000067,0.248489998038
ACH-000070,0.43718428268799997
ACH-000075,0.483169175444
ACH-000078,0.253433519222
ACH-000082,0.248614349443
ACH-000085,0.17259745149099998
ACH-000086,0.249180468231
ACH-000087,0.205560274364
ACH-000092,0.298086965228
ACH-000095,0.282547970724
ACH-000097,0.223007321412
ACH-000098,0.34633347508699996
ACH-000099,0.336270160043
ACH-000108,0.256748042926
ACH-000113,0.271685013624
ACH-000115,0.36071855638000005
ACH-000116,0.303971639619
ACH-000118,0.32999664822299996
ACH-000120,0.335492248531
ACH-000123,0.26357407993
ACH-000127,0.323950918639
ACH-000128,0.256278559086
ACH-000132,0.399181553167
ACH-000133,0.251463809451
ACH-000137,0.309617039433
ACH-000138,0.27644151681999996
ACH-000142,0.260143151092
ACH-000143,0.23282272886799998
ACH-000146,0.243926288821
ACH-000148,0.312940568253
ACH-000150,0.29652779259
ACH-000152,0.341850331786
ACH-000153,0.0939109135346
ACH-000159,0.36605415019599996
ACH-000160,0.271097243209
ACH-000163,0.281092999855
ACH-000167,0.14521107221100002
ACH-000168,0.21044002386799998
ACH-000169,0.343453098541
ACH-000178,0.24263775765999998
ACH-000182,0.14186806894
ACH-000183,0.465940607941
ACH-000188,0.369941941383
ACH-000189,0.295491605511
ACH-000190,0.29769663266
ACH-000198,0.211163661692
ACH-000204,0.22729553421100002
ACH-000206,0.269648677079
ACH-000207,0.17873143309300002
ACH-000211,0.301946547693
ACH-000215,0.277371803486
ACH-000221,0.37047396348800005
ACH-000222,0.337334156712
ACH-000223,0.41536376771
ACH-000226,0.11605030503799998
ACH-000227,0.380789874548
ACH-000228,0.266629812821
ACH-000231,0.33269489184
ACH-000232,0.396583197834
ACH-000233,0.255927487049
ACH-000234,0.436460409898
ACH-000235,0.239864770793
ACH-000237,0.437630017991
ACH-000238,0.298057945092
ACH-000243,0.11156036299699999
ACH-000244,0.7172816719949999
ACH-000246,0.331635176709
ACH-000248,0.211050356582
ACH-000250,0.276388993844
ACH-000251,-0.0400460290346
ACH-000253,0.225414472554
ACH-000255,0.186928065942
ACH-000256,0.436456417922
ACH-000257,0.187357882786
ACH-000258,0.34443787382700003
ACH-000259,0.19425486193100003
ACH-000260,0.344030024484
ACH-000261,0.284233408367
ACH-000262,0.278732690567
ACH-000263,0.436451420707
ACH-000264,0.182173217119
ACH-000265,0.388508979046
ACH-000266,0.210094229823
ACH-000272,0.300647566513
ACH-000273,0.316829671621
ACH-000274,0.33826954148000005
ACH-000277,0.299187566015
ACH-000278,0.270665505441
ACH-000279,0.208391777104
ACH-000280,0.367328210543
ACH-000281,0.22156154875700002
ACH-000288,0.392271029921
ACH-000291,0.329623493994
ACH-000293,0.39135416408600004
ACH-000294,0.12847826701
ACH-000295,0.37090240215000003
ACH-000296,0.414233211442
ACH-000302,0.329728852766
