,SIN3A (25942)
ACH-000630,-0.9128830333319999
ACH-000632,-0.9316381919410001
ACH-000633,-0.9943868032
ACH-000637,-0.561850944674
ACH-000638,-0.996440365135
ACH-000646,-1.06216427823
ACH-000647,-0.31578620198699997
ACH-000648,-0.442747548579
ACH-000649,-0.780917281412
ACH-000651,-0.7509659478540001
ACH-000652,-0.6817352742530001
ACH-000653,-0.9303338284839999
ACH-000657,-0.815103724095
ACH-000658,-0.996982326762
ACH-000661,-0.758701429332
ACH-000662,-0.36893429155599994
ACH-000663,-0.9371700368610001
ACH-000665,-0.958483388797
ACH-000671,-0.9749249495710001
ACH-000673,-1.01216244075
ACH-000676,-0.7916479703479999
ACH-000677,-0.9581717959180001
ACH-000681,-0.7207099657230001
ACH-000682,-0.83313199515
ACH-000683,-0.650621201151
ACH-000684,-0.852647663964
ACH-000688,-1.2192569706899998
ACH-000693,-0.888970197676
ACH-000694,-0.600519525887
ACH-000695,-1.09598594239
ACH-000696,-0.770944286954
ACH-000697,-0.819596484938
ACH-000699,-0.921796575348
ACH-000701,-0.9011823360150001
ACH-000706,-0.48958012378
ACH-000711,-0.7783321280600001
ACH-000713,-0.6978256628020001
ACH-000714,-1.01310664856
ACH-000718,-0.679636208883
ACH-000720,-0.49080733309299995
ACH-000721,-0.716726732146
ACH-000724,-1.0835537458
ACH-000725,-1.10103162859
ACH-000732,-0.9808316678650001
ACH-000734,-0.46576598547
ACH-000735,-0.863284606469
ACH-000736,-1.0005641497
ACH-000738,-0.728136204604
ACH-000746,-0.720777320614
ACH-000747,-0.983780247706
ACH-000748,-0.7399207462299999
ACH-000753,-0.890095604006
ACH-000756,-0.5664229184
ACH-000757,-0.756111599507
ACH-000758,-0.542731180675
ACH-000760,-0.6953443082969999
ACH-000763,-0.604168066165
ACH-000764,-0.83776813183
ACH-000765,-0.6638324628419999
ACH-000766,-0.8937900072570001
ACH-000767,-0.6216907253580001
ACH-000768,-1.05674680637
ACH-000769,-0.742401290978
ACH-000770,-0.985979232721
ACH-000771,-0.85275259782
ACH-000773,-0.768384987835
ACH-000776,-1.03363637736
ACH-000777,-0.589091024958
ACH-000778,-1.16866008647
ACH-000781,-0.524916318967
ACH-000782,-0.934610102893
ACH-000783,-1.42579482334
ACH-000784,-0.6728852887360001
ACH-000785,-0.7721455013099999
ACH-000787,-0.9201067648919999
ACH-000788,-0.91960076638
ACH-000791,-0.820315008909
ACH-000792,-0.43208063461
ACH-000794,-0.851479313807
ACH-000796,-0.657058246098
ACH-000799,-0.65116785287
ACH-000800,-0.604354306647
ACH-000802,-0.792589595704
ACH-000804,-0.605911307368
ACH-000805,-0.995537801012
ACH-000809,-1.02839176429
ACH-000810,-0.908056953062
ACH-000811,-0.857344436515
ACH-000817,-0.858419136829
ACH-000819,-0.614723529598
ACH-000820,-0.622716981776
ACH-000821,-1.00996032375
ACH-000822,-0.761593015777
ACH-000823,-0.811873298998
ACH-000824,-1.23401777134
ACH-000827,-0.8975818458820001
ACH-000829,-0.6821584045290001
ACH-000831,-0.7571321976440001
ACH-000832,-1.05637983267
ACH-000833,-0.662845851959
ACH-000834,-0.866217266444
ACH-000835,-0.908847127394
ACH-000836,-0.727930786898
ACH-000837,-0.571433853453
ACH-000838,-0.547569363805
ACH-000839,-0.789682875601
ACH-000840,-0.685551598258
ACH-000841,-0.817714548048
ACH-000843,-0.7673146285439999
ACH-000846,-0.6731706272050001
ACH-000847,-1.0730238571
ACH-000848,-0.758954960889
ACH-000849,-0.930577940579
ACH-000851,-0.7982997258519999
ACH-000855,-0.371134203309
ACH-000856,-0.891152183045
ACH-000858,-0.38135629658200004
ACH-000859,-1.03101670579
ACH-000861,-0.75683836197
ACH-000862,-0.592060959663
ACH-000865,-0.607426476418
ACH-000866,-0.899493224295
ACH-000867,-0.643153077798
ACH-000869,-0.883695654277
ACH-000872,-0.6223486352090001
ACH-000873,-0.922734856406
ACH-000876,-0.654195297307
ACH-000878,-0.49792103471999993
ACH-000880,-1.10894314606
ACH-000881,-0.739259262163
ACH-000882,-1.0580840576100001
ACH-000884,-0.797115576178
ACH-000885,-0.8500856663490001
ACH-000887,-0.6705565733259999
ACH-000888,-0.700964156454
ACH-000889,-1.0078789329
ACH-000890,-0.622662436395
ACH-000896,-0.641395349415
ACH-000898,-0.906702209068
ACH-000900,-0.712976250432
ACH-000901,-0.937454608758
ACH-000905,-0.923382058812
ACH-000906,-0.663619942093
ACH-000907,-0.8570293995970001
ACH-000910,-1.06652978516
ACH-000911,-0.938091950412
ACH-000912,-0.813693812381
ACH-000913,-0.421712070792
ACH-000915,-0.814697637129
ACH-000916,-0.5508135856899999
ACH-000917,-0.830093946311
ACH-000921,-0.720860787694
ACH-000924,-0.896602120441
ACH-000926,-0.42445816453100005
ACH-000928,-0.9598758418109999
ACH-000929,-0.956678464928
ACH-000932,-0.726836381987
ACH-000935,-0.970968643811
ACH-000936,-0.8438209544159999
ACH-000937,-0.784492049473
ACH-000938,-0.918452435373
ACH-000939,-0.747181225942
ACH-000941,-1.0186741542
ACH-000943,-0.816362583147
ACH-000946,-0.938906838096
ACH-000947,-0.814633780433
ACH-000948,-0.8569860263369999
ACH-000950,-0.8176558936280001
ACH-000953,-0.9207808513779999
ACH-000957,-0.937507878223
ACH-000958,-1.00775884477
ACH-000960,-0.986876688385
ACH-000963,-0.625054830284
ACH-000968,-0.8862146087430001
ACH-000969,-0.84035533656
ACH-000973,-0.852123296475
ACH-000974,-0.964047449764
ACH-000975,-0.767468982936
ACH-000976,-0.7813779552869999
ACH-000978,-0.9794393916959999
ACH-000980,-0.452116525353
ACH-000984,-1.0274346994399999
ACH-000986,-0.740743350525
ACH-000988,-0.8738756809
ACH-000993,-0.709235047506
ACH-000994,-0.884883187411
ACH-000996,-0.7975466712720001
ACH-001001,-0.725088967739
ACH-001020,-0.801997478881
ACH-001028,-0.19336939462000002
ACH-001031,-0.705594168531
ACH-001038,-0.7688936254150001
ACH-001048,-0.421955962734
ACH-001050,-1.04571906598
ACH-001053,-0.614665806656
ACH-001054,-0.7345356927310001
ACH-001061,-0.7637286382780001
ACH-001067,-0.798670190009
ACH-001075,-0.9442035553579999
ACH-001096,-0.7486673297480001
ACH-001128,-0.337730157143
ACH-001134,-0.7729619308869999
ACH-001151,-0.9432223766769999
ACH-001163,-1.0094776621500001
ACH-001164,-0.654569243478
ACH-001173,-0.626336562443
ACH-001183,-0.7016846682860001
ACH-001184,-0.589878744695
ACH-001190,-1.12105488209
ACH-001192,-0.9887007526899999
ACH-001193,-0.946258502738
ACH-001196,-0.631371330696
ACH-001197,-1.03348377899
ACH-001205,-0.7785057740449999
ACH-001211,-0.763119792287
ACH-001212,-0.566770068799
ACH-001228,-1.03519642381
ACH-001232,-0.7844633078380001
ACH-001239,-0.902410525164
ACH-001274,-0.886174521895
ACH-001275,-0.844232500629
ACH-001277,-0.828969347146
ACH-001278,-0.5678624643810001
ACH-001280,-1.42657379143
ACH-001283,-0.691582005191
ACH-001289,-0.848891789924
ACH-001295,-0.797089849235
ACH-001300,-0.947520564737
ACH-001301,-0.9284281412150001
ACH-001302,-0.522684353949
ACH-001303,-1.16486076777
ACH-001306,-1.04656737706
ACH-001318,-0.644562202397
ACH-001322,-0.946559801475
ACH-001328,-0.460229074252
ACH-001332,-0.579023957628
ACH-001333,-0.586352749205
ACH-001336,-0.9604765375640001
ACH-001340,-0.8810168759639999
ACH-001346,-0.9595730725920001
ACH-001353,-0.6020049981610001
ACH-001354,-1.03632213057
ACH-001367,-0.775107793189
ACH-001368,-0.703828159918
ACH-001374,-1.3758908236399998
ACH-001375,-0.644230935318
ACH-001377,-0.76531836178
ACH-001380,-0.84204560199
ACH-001391,-1.25222754037
ACH-001407,-0.9115232727089999
ACH-001408,-0.8719889373
ACH-001413,-0.729448449516
ACH-001430,-0.570522326986
ACH-001431,-0.700275775385
ACH-001450,-1.0106891356
ACH-001496,-0.49443043143700005
ACH-001500,-0.60979724342
ACH-001521,-1.23301512358
ACH-001523,-0.691845876789
ACH-001532,-0.888112986462
ACH-001536,-0.9327038296250001
ACH-001550,-0.469893860581
ACH-001552,-0.8907153427169999
ACH-001554,-0.972962249402
ACH-001645,-0.582834257536
ACH-001654,-0.7731768223119999
ACH-001715,-0.635237875333
ACH-001735,-0.7195536249250001
ACH-001736,-0.8368957361049999
ACH-001737,-0.800928902035
ACH-001740,-0.873761336483
ACH-001745,-1.03347551563
ACH-001750,-0.8580612311650001
ACH-001765,-1.0841685965899999
ACH-001956,-0.883298819655
ACH-001957,-0.778986122735
