,CPXM2 (119587)
ACH-000004,-0.17597731644200001
ACH-000007,-0.0993718298937
ACH-000009,0.000782750062524
ACH-000011,0.034300313629200004
ACH-000012,0.035532259519099996
ACH-000013,0.0163938753373
ACH-000014,-0.0880542172264
ACH-000015,-0.07895902954760001
ACH-000017,0.113010104133
ACH-000018,0.193804121932
ACH-000019,0.03802010333
ACH-000021,0.09747818924809999
ACH-000022,-0.11460847432299999
ACH-000025,0.0814709393384
ACH-000028,0.04259603819709999
ACH-000030,-0.097255134871
ACH-000035,0.0212921776364
ACH-000036,-0.0885672239122
ACH-000037,0.211802250222
ACH-000039,-0.0680512031091
ACH-000040,0.09514599511590001
ACH-000041,-0.151267684803
ACH-000042,-0.190694510208
ACH-000045,0.06271837767369999
ACH-000047,0.0667359398153
ACH-000052,0.13711277479
ACH-000053,0.12521976293
ACH-000054,-0.177879454095
ACH-000055,-0.29529132689
ACH-000060,-0.09273979551619999
ACH-000067,0.0716605108125
ACH-000070,0.278797674786
ACH-000075,-0.34968675654
ACH-000078,-0.00642208626499
ACH-000082,-0.011879373437700002
ACH-000085,0.00523125900606
ACH-000086,-0.0781972655469
ACH-000087,-0.011160921004299999
ACH-000092,-0.025359209399900003
ACH-000095,-0.0211396027602
ACH-000097,0.034586231949699994
ACH-000098,-0.139899708968
ACH-000099,-0.10312371175599999
ACH-000108,-0.07149790312139999
ACH-000113,-0.0733642396737
ACH-000115,-0.204492411419
ACH-000116,-0.07601313405469999
ACH-000118,-0.0960188922526
ACH-000120,-0.0415272792823
ACH-000123,0.08651933526380001
ACH-000127,-0.061527844919
ACH-000128,0.0640664521318
ACH-000132,-0.202150413102
ACH-000133,-0.00214380996526
ACH-000137,-0.0317919914646
ACH-000138,-0.07896266475489999
ACH-000142,0.061847321431999995
ACH-000143,-0.0795239515965
ACH-000146,-0.0623570746908
ACH-000148,-0.0453151639207
ACH-000150,-0.046417278349
ACH-000152,0.067615615881
ACH-000153,-0.129160848335
ACH-000159,-0.049655546342699995
ACH-000160,-0.146616881295
ACH-000163,0.0713621424551
ACH-000167,0.0020472309453099997
ACH-000168,0.092246402495
ACH-000169,-0.261145680363
ACH-000178,-0.108710823731
ACH-000182,-0.05829944042219999
ACH-000183,-0.284593482232
ACH-000188,0.112179372764
ACH-000189,-0.150943797245
ACH-000190,-0.0503607669496
ACH-000198,0.0448128090226
ACH-000204,-0.09868616969310001
ACH-000206,-0.17405753139000002
ACH-000207,-0.276460080646
ACH-000211,-0.012483443966299999
ACH-000215,0.0068886942729399995
ACH-000221,0.01427999628
ACH-000222,-0.227460372874
ACH-000223,-0.12972874753799998
ACH-000226,-0.0134834858506
ACH-000227,-0.0674458582271
ACH-000228,-0.0269640339946
ACH-000231,-0.0424312616359
ACH-000232,-0.0833671873456
ACH-000233,0.0277735651239
ACH-000234,-0.08102476775289999
ACH-000235,-0.0764206553818
ACH-000237,0.054250205228399996
ACH-000238,-0.153491411044
ACH-000243,0.012466835546799998
ACH-000244,0.40355129392300004
ACH-000246,-0.00408239878039
ACH-000248,-0.140709104349
ACH-000250,0.015134142041200001
ACH-000251,-0.05122928632899999
ACH-000253,0.052132104619300006
ACH-000255,0.048106558553300004
ACH-000256,-0.0483728501886
ACH-000257,-0.0642894172939
ACH-000258,-0.00201335940758
ACH-000259,-0.125451440881
ACH-000260,-0.0455828142464
ACH-000261,-0.078184315606
ACH-000262,-0.0521611069912
ACH-000263,-0.17685810061999999
ACH-000264,-0.0556709588142
ACH-000265,-0.0884594306616
ACH-000266,-0.0660258085939
ACH-000272,-0.0760620965431
ACH-000273,0.017712900922
ACH-000274,-0.0636012499773
ACH-000277,0.056005074596100005
ACH-000278,0.0296365797871
ACH-000279,-0.182367827226
ACH-000280,-0.0539982746127
