,FXR1 (8087)
ACH-000004,0.324227784408
ACH-000007,0.29635407748500003
ACH-000009,0.20692671348900002
ACH-000011,0.0528769525179
ACH-000012,0.0975718088206
ACH-000013,0.151461351671
ACH-000014,0.13442129464000002
ACH-000015,0.161671836407
ACH-000017,-0.116665774714
ACH-000018,0.339643435242
ACH-000019,0.0923282700106
ACH-000021,0.179234597239
ACH-000022,0.0947147658065
ACH-000025,0.0560438703741
ACH-000028,0.0766030304188
ACH-000030,0.19982121607
ACH-000035,0.349513284486
ACH-000036,-0.14337377264
ACH-000037,0.254191363779
ACH-000039,-0.00252936958703
ACH-000040,0.0581944448126
ACH-000041,0.06897263015920001
ACH-000042,0.639102478869
ACH-000045,0.256613134516
ACH-000047,0.179076976477
ACH-000052,0.407270029278
ACH-000053,0.21902392443500002
ACH-000054,-0.140126495124
ACH-000055,0.0241017430172
ACH-000060,0.36612284537199996
ACH-000067,-0.117138996228
ACH-000070,0.05887147086569999
ACH-000075,0.13276048285800002
ACH-000078,0.175705991199
ACH-000082,0.138143585709
ACH-000085,0.0794578310994
ACH-000086,0.200939363628
ACH-000087,0.164211228486
ACH-000092,0.150497194317
ACH-000095,0.270175868444
ACH-000097,0.117789494112
ACH-000098,0.0865840831049
ACH-000099,0.433246480035
ACH-000108,0.37519780391400004
ACH-000113,-0.148324838214
ACH-000115,0.150123926943
ACH-000116,-0.0670888008545
ACH-000118,0.281159980523
ACH-000120,0.18385899848
ACH-000123,0.0122167036345
ACH-000127,0.243657723449
ACH-000128,0.25069393559500003
ACH-000132,0.257871676969
ACH-000133,-0.043870755604600006
ACH-000137,0.474677451827
ACH-000138,0.285180232575
ACH-000142,0.16906898630699999
ACH-000143,0.231919387495
ACH-000146,0.35113029974200005
ACH-000148,0.20087831549000001
ACH-000150,0.32028556514
ACH-000152,0.255800134993
ACH-000153,-0.0668147685044
ACH-000159,0.212686844474
ACH-000160,-0.148544515688
ACH-000163,0.0966094980868
ACH-000167,0.0246791559586
ACH-000168,0.153500589651
ACH-000169,0.391937808969
ACH-000178,0.269547418709
ACH-000182,-0.03598694625
ACH-000183,0.301843444018
ACH-000188,0.318020963965
ACH-000189,0.0817234119258
ACH-000190,-0.0382630778243
