,GGNBP2 (79893)
ACH-000004,-0.205515825865
ACH-000007,-0.15823439452
ACH-000009,-0.283350555591
ACH-000011,-0.6700372867100001
ACH-000012,-0.67556310528
ACH-000013,-0.213664114653
ACH-000014,0.189752490848
ACH-000015,-0.39250884899099997
ACH-000017,-0.211165875381
ACH-000018,-0.36575397130000004
ACH-000019,-0.594176399359
ACH-000021,-0.25397913055
ACH-000022,-0.08094378920189998
ACH-000025,-0.23616560336999998
ACH-000028,-0.0746084279156
ACH-000030,-0.37552363254
ACH-000035,-0.687520779193
ACH-000036,-0.502998446411
ACH-000037,-0.351026348811
ACH-000039,-0.18947278530699999
ACH-000040,-0.640257642336
ACH-000041,0.07623191318969999
ACH-000042,-0.23276167950100002
ACH-000045,-0.37366652483900004
ACH-000047,-0.627126144569
ACH-000052,-0.345445492404
ACH-000053,-0.383303058858
ACH-000054,-0.41130583090899997
ACH-000055,0.247095821837
ACH-000060,-0.574614480665
ACH-000067,-0.611159185371
ACH-000070,-0.177891965922
ACH-000075,-0.308837340466
ACH-000078,-0.32266297474
ACH-000082,-0.7582042146410001
ACH-000085,-0.490521193041
ACH-000086,-0.49019782353999997
ACH-000087,-0.0154275878932
ACH-000092,-0.0505061249283
ACH-000095,-0.311806678229
ACH-000097,0.0552889617079
ACH-000098,-0.564461200346
ACH-000099,-0.226390536728
ACH-000108,-0.6884796132209999
ACH-000113,-0.5179071333240001
ACH-000115,-0.154368651049
ACH-000116,-0.142545908476
ACH-000118,-0.203935914676
ACH-000120,-0.294781603578
ACH-000123,-0.12210801850299999
ACH-000127,-0.42255576672
ACH-000128,-0.17308208214600002
ACH-000132,-0.456441787084
ACH-000133,-0.49885269486100003
ACH-000137,-0.262022413934
ACH-000138,-0.207750134135
ACH-000142,-0.677238299102
ACH-000143,-0.16861019158799997
ACH-000146,-0.437669667156
ACH-000148,-0.252231986064
ACH-000150,-0.0631068130057
ACH-000152,-0.450214328896
ACH-000153,-0.849921650861
ACH-000159,-0.295559989834
ACH-000160,-0.289120094293
ACH-000163,-0.349443935316
ACH-000167,-0.443073449111
ACH-000168,-0.654607368765
ACH-000169,-0.25958806051100003
ACH-000178,-0.691193912301
ACH-000182,-0.558992992761
ACH-000183,-0.365514538886
ACH-000188,-0.607552738058
ACH-000189,-0.405372342148
ACH-000190,-0.0794262640488
ACH-000198,-0.693675465294
ACH-000204,-0.5243073963939999
ACH-000206,-0.553387321898
ACH-000207,-0.315244257586
ACH-000211,-0.334806467957
ACH-000215,-0.527826104836
ACH-000221,-0.44307742333899997
ACH-000222,-0.7431245470029999
ACH-000223,-0.595442916695
ACH-000226,-0.504901099418
ACH-000227,-0.38901745113200004
ACH-000228,-0.62788386922
ACH-000231,-0.235626924106
ACH-000232,-0.419940208163
ACH-000233,-0.49747791810900005
ACH-000234,-0.424591344466
ACH-000235,-0.604491910001
ACH-000237,-0.220112754496
ACH-000238,-0.547020380002
ACH-000243,-0.491409273954
ACH-000244,0.0583091731342
ACH-000246,-0.379262370426
ACH-000248,-0.40396175828100006
