,LSR (51599)
ACH-000004,0.218800628437
ACH-000007,0.253184878125
ACH-000009,0.28321113678800003
ACH-000011,0.269559207826
ACH-000012,0.179010917748
ACH-000013,-0.0927072724665
ACH-000014,0.192954299543
ACH-000015,-0.102437020156
ACH-000017,0.257037503322
ACH-000018,0.36318611356700004
ACH-000019,0.41353492635399997
ACH-000021,0.0394788909099
ACH-000022,0.16678381307499998
ACH-000025,0.11388783214600001
ACH-000028,0.23223885593199997
ACH-000030,0.170933478649
ACH-000035,0.12096323325200001
ACH-000036,0.20288660584399998
ACH-000037,0.0984569911113
ACH-000039,0.242476811084
ACH-000040,0.338881746445
ACH-000041,0.14398705997199998
ACH-000042,0.220959741558
ACH-000045,0.30461508671
ACH-000047,0.238231157331
ACH-000052,0.441959797431
ACH-000053,0.180637573013
ACH-000054,0.32037492673900003
ACH-000055,-0.028586304197200003
ACH-000060,0.143827142934
ACH-000067,0.340532891917
ACH-000070,0.289578252887
ACH-000075,0.116630107706
ACH-000078,0.292270598596
ACH-000082,0.237687108215
ACH-000085,-0.0190262392877
ACH-000086,0.172147842671
ACH-000087,0.303329860432
ACH-000092,0.0142988708534
ACH-000095,0.235178165083
ACH-000097,0.00427835559937
ACH-000098,0.00217034975559
ACH-000099,0.329174969864
ACH-000108,0.20774036098499998
ACH-000113,0.24760305829799997
ACH-000115,0.223885716281
ACH-000116,0.299667003858
ACH-000118,0.10633519779100001
ACH-000120,0.153995057172
ACH-000123,0.0891824773582
ACH-000127,0.106827317009
ACH-000128,0.177204831915
ACH-000132,0.38171589192500005
ACH-000133,0.030561969825
ACH-000137,-0.051200214412000004
ACH-000138,0.138372892248
ACH-000142,0.14656760001
ACH-000143,0.175591215146
ACH-000146,0.174985171737
ACH-000148,0.19792414954100002
ACH-000150,0.18310838656599998
ACH-000152,0.21690368981199998
ACH-000153,-0.0213510105112
ACH-000159,0.178030361283
ACH-000160,0.0305312771045
ACH-000163,-0.09117610221860001
ACH-000167,0.565762781788
ACH-000168,0.277930305206
ACH-000169,0.332120713505
ACH-000178,0.258013305536
ACH-000182,0.103131728822
ACH-000183,0.134609576766
ACH-000188,0.407168108054
ACH-000189,0.384032055035
ACH-000190,0.0124063943471
ACH-000198,0.191807511419
