,HTR2A (3356)
ACH-000004,-0.0715010621116
ACH-000007,-0.228361107324
ACH-000009,0.18415094902100002
ACH-000011,-0.00631438504118
ACH-000012,-0.0114600389509
ACH-000013,0.130145984424
ACH-000014,-0.0518684811995
ACH-000015,-0.020271138764900002
ACH-000017,0.0023415511780700005
ACH-000018,-0.108300419055
ACH-000019,0.0593596539633
ACH-000021,0.0568294547278
ACH-000022,0.113650501692
ACH-000025,0.0401550359069
ACH-000028,0.057833188100199995
ACH-000030,0.07852328617889999
ACH-000035,0.0607559450239
ACH-000036,0.11802274769000001
ACH-000037,0.056318394987199996
ACH-000039,0.0263631177195
ACH-000040,0.191720464705
ACH-000041,-0.06863529189590001
ACH-000042,-0.129469107599
ACH-000045,0.0215649262532
ACH-000047,0.0590121968499
ACH-000052,-0.325471437773
ACH-000053,0.10640147621099999
ACH-000054,-0.0870839395683
ACH-000055,-0.14297075879
ACH-000060,-0.004712001993939999
ACH-000067,-0.0696285972865
ACH-000070,0.0027297821009499997
ACH-000075,-0.0635942104185
ACH-000078,-0.0060264944759899994
ACH-000082,-0.23776322981999998
ACH-000085,-0.137150071565
ACH-000086,0.144572554144
ACH-000087,0.26483690219
ACH-000092,0.08893112664969999
ACH-000095,0.0823983999162
ACH-000097,0.159230978998
ACH-000098,0.0899977054171
ACH-000099,0.0139656800831
ACH-000108,0.0294504988717
ACH-000113,-0.0102869866651
ACH-000115,-0.160792964702
ACH-000116,-0.0985540042584
ACH-000118,-0.102145058346
ACH-000120,0.00908110022314
ACH-000123,-0.0281607899002
ACH-000127,0.023660836833700002
ACH-000128,-0.0732486766403
ACH-000132,-0.286291325654
ACH-000133,-0.06425020213190001
ACH-000137,-0.042904533227000004
ACH-000138,0.04499815672
ACH-000142,0.020451274173
ACH-000143,0.31430459406800004
ACH-000146,0.0357784131846
ACH-000148,0.107877838673
ACH-000150,0.108862399542
ACH-000152,-0.0313214293523
ACH-000153,-0.109852931826
ACH-000159,-0.17731907293299998
ACH-000160,0.19204760544
ACH-000163,0.0924962642294
ACH-000167,0.0906510605373
ACH-000168,0.0017376068334
ACH-000169,0.08115794230449999
ACH-000178,0.07229975449860002
ACH-000182,0.0714839302504
ACH-000183,0.113565074565
ACH-000188,0.0170282876982
ACH-000189,0.110938898907
ACH-000190,0.218999839126
ACH-000198,0.028268892906499997
ACH-000204,0.014175885333799999
ACH-000206,0.109362778486
ACH-000207,0.140346858454
