,SSFA2 (6744)
ACH-000004,-0.33868426199699997
ACH-000007,-0.028171081636099996
ACH-000009,-0.184809474813
ACH-000011,-0.0268590240013
ACH-000012,-0.08776873673709999
ACH-000013,-0.00203733028135
ACH-000014,-0.213085921924
ACH-000015,-0.0833648532169
ACH-000017,-0.128179348937
ACH-000018,-0.257053803669
ACH-000019,-0.33799480170699997
ACH-000021,0.0356633833555
ACH-000022,-0.009813659911370001
ACH-000025,0.048893665985300004
ACH-000028,-0.028479928689099997
ACH-000030,-0.18057297601599998
ACH-000035,0.0482360003203
ACH-000036,-0.00941448036924
ACH-000037,-0.36401805070500004
ACH-000039,-0.210769039224
ACH-000040,-0.102045118772
ACH-000041,-0.244526427059
ACH-000042,-0.0295974858685
ACH-000045,-0.0796566006341
ACH-000047,-0.108174256089
ACH-000052,0.0671014234116
ACH-000053,0.0054065471924600005
ACH-000054,-0.200625837193
ACH-000055,-0.12048180743100001
ACH-000060,-0.0336415573583
ACH-000067,-0.046538570349000004
ACH-000070,-0.234132259801
ACH-000075,-0.17885959413600003
ACH-000078,-0.05648209985119999
ACH-000082,0.07644953610939999
ACH-000085,-0.023907783072299998
ACH-000086,-0.0102808408853
ACH-000087,-0.21401502528900002
ACH-000092,-0.10852827972000001
ACH-000095,-0.132196018967
ACH-000097,-0.09483868608570001
ACH-000098,-0.286481328844
ACH-000099,-0.183845882098
ACH-000108,-0.116124303108
ACH-000113,-0.0375686632934
ACH-000115,-0.0404378198754
ACH-000116,-0.000246209875179
ACH-000118,-0.010963558816
ACH-000120,-0.102748481583
ACH-000123,-0.19025432469200002
ACH-000127,-0.0246012846199
ACH-000128,0.246411817121
ACH-000132,-0.09044565459989999
ACH-000133,0.00885914769517
ACH-000137,-0.28740459182100003
ACH-000138,-0.137540685554
ACH-000142,0.0799502629301
ACH-000143,-0.149240858891
ACH-000146,-0.00474550558068
ACH-000148,0.0399869811859
ACH-000150,0.11034123029000001
ACH-000152,0.07489267317010001
ACH-000153,0.159038404744
ACH-000159,0.0090293829445
ACH-000160,-0.168323394361
ACH-000163,-0.23261501594
ACH-000167,0.177772862669
ACH-000168,-0.109050388408
ACH-000169,-0.0999640022129
ACH-000178,-0.04455579546419999
ACH-000182,-0.08982436554639998
ACH-000183,-0.057969799356500006
ACH-000188,-0.036001404695599995
ACH-000189,-0.135990230686
ACH-000190,0.0437692134456
ACH-000198,-0.258973682648
ACH-000204,-0.263092111149
ACH-000206,-0.20674650924600002
ACH-000207,-0.026179293282699998
ACH-000211,-0.11210676546599999
ACH-000215,0.071610428559
ACH-000221,0.0582783945111
ACH-000222,-0.132387546609
ACH-000223,-0.30237282949
ACH-000226,0.06686186197319999
ACH-000227,-0.0639106285255
ACH-000228,0.05236014376709999
ACH-000231,-0.09635211718489999
ACH-000232,-0.120467635045
