,MIA (8190)
ACH-000004,0.0419285928387
ACH-000007,0.12380234505400001
ACH-000009,0.04161173487830001
ACH-000011,0.012507775309899999
ACH-000012,0.12269393424599999
ACH-000013,-0.0324990550799
ACH-000014,0.0744598624582
ACH-000015,0.030077135753099997
ACH-000017,0.112126375845
ACH-000018,0.08803925957660001
ACH-000019,-0.011565753385
ACH-000021,0.10876621188300001
ACH-000022,0.0034580585062800005
ACH-000025,0.143735592173
ACH-000028,0.23235244665999996
ACH-000030,-0.0416354979483
ACH-000035,0.0710012604602
ACH-000036,0.19967208629799998
ACH-000037,0.0530770351024
ACH-000039,0.40361998303400004
ACH-000040,0.0296433402328
ACH-000041,0.134113713906
ACH-000042,0.20511477897799998
ACH-000045,-0.0164392494786
ACH-000047,0.157591643699
ACH-000052,0.137296693121
ACH-000053,0.0567492355114
ACH-000054,-0.0123723231604
ACH-000055,-0.156318366479
ACH-000060,0.293822224528
ACH-000067,0.209958150209
ACH-000070,0.313949091593
ACH-000075,-0.0010135369656499998
ACH-000078,0.188906421213
ACH-000082,-0.034131472767500004
ACH-000085,0.0476517835487
ACH-000086,0.142461804241
ACH-000087,0.201318624138
ACH-000092,0.0383882989112
ACH-000095,0.0657267736666
ACH-000097,0.0815519397464
ACH-000098,0.122019692973
ACH-000099,0.129220371324
ACH-000108,0.028669966825
ACH-000113,0.118976776423
ACH-000115,0.0775866285963
ACH-000116,0.141479742188
ACH-000118,0.023035368648299998
ACH-000120,0.0822319577254
ACH-000123,-0.0715931437313
ACH-000127,0.0674317503706
ACH-000128,0.138195217158
ACH-000132,0.103724834899
ACH-000133,-0.0173724534306
ACH-000137,-0.010778711873600001
ACH-000138,-0.012031202772699999
ACH-000142,0.038793810513199994
ACH-000143,0.12301397420299999
ACH-000146,0.0685043810537
ACH-000148,0.144072962454
ACH-000150,0.00578569724716
ACH-000152,0.248041074359
ACH-000153,0.197246643671
ACH-000159,0.18988997682999997
ACH-000160,-0.097058866293
ACH-000163,0.10091535734899999
ACH-000167,0.160662130089
ACH-000168,0.19269557006700003
ACH-000169,0.0575437000374
ACH-000178,0.124633581375
ACH-000182,0.0744257975046
ACH-000183,-0.139693616285
ACH-000188,-0.106954732722
ACH-000189,-0.044738665344400005
ACH-000190,-0.0598757774977
ACH-000198,0.151561366171
ACH-000204,0.19737316266399998
ACH-000206,-0.044688700242300004
ACH-000207,-0.153687139858
ACH-000211,0.09136565338130001
ACH-000215,0.11978688239
ACH-000221,0.0288891839909
ACH-000222,-0.052858288101399996
ACH-000223,0.06749666025050001
ACH-000226,0.125386105276
ACH-000227,0.0613404716751
ACH-000228,-0.0806673728633
ACH-000231,0.112363338078
ACH-000232,-0.0319662602153
ACH-000233,0.019312309558900002
ACH-000234,0.0706108574703
ACH-000235,0.132103662902
ACH-000237,0.08473687026280001
ACH-000238,0.18922342428800001
ACH-000243,0.104041444385
ACH-000244,-0.0774642297673
ACH-000246,0.133155257354
ACH-000248,0.113605375486
ACH-000250,-0.0151254089834
ACH-000251,0.09006554443590001
ACH-000253,0.0804348674021
ACH-000255,0.11283028951199998
ACH-000256,0.0436357997004
ACH-000257,0.164971672391
