,PROP1 (5626)
ACH-000004,-0.19891440058499998
ACH-000007,0.011580319391700001
ACH-000009,0.0122232117541
ACH-000011,0.00172739822304
ACH-000012,0.148961879066
ACH-000013,-0.00239549220412
ACH-000014,-0.0804406559568
ACH-000015,-0.0300328586466
ACH-000017,-0.0572447728371
ACH-000018,0.249476464797
ACH-000019,0.056260430678000004
ACH-000021,0.0267887473838
ACH-000022,-0.047684976166199995
ACH-000025,0.013944541145899998
ACH-000028,0.230518288431
ACH-000030,0.0897668122305
ACH-000035,-0.158010251787
ACH-000036,-0.0120540694359
ACH-000037,-0.09289511446830001
ACH-000039,0.327646407815
ACH-000040,-0.0209678466332
ACH-000041,0.0101077164947
ACH-000042,-0.10656924172700001
ACH-000045,-0.09972414095410001
ACH-000047,0.142218240697
ACH-000052,0.265623565573
ACH-000053,0.0750765417242
ACH-000054,-0.152061528822
ACH-000055,-0.0848844015116
ACH-000060,-0.1688584013
ACH-000067,-0.0261964309888
ACH-000070,-0.32480596987300003
ACH-000075,0.08131353504769999
ACH-000078,-0.135666250254
ACH-000082,-0.00686078867163
ACH-000085,-0.314463039067
ACH-000086,0.15352631284499998
ACH-000087,-0.11272255718
ACH-000092,0.110989569573
ACH-000095,0.140115234707
ACH-000097,0.00867008952665
ACH-000098,-0.236432602161
ACH-000099,-0.0427006228234
ACH-000108,0.118599700488
ACH-000113,-0.17500829546799998
ACH-000115,0.025867260548099996
ACH-000116,-0.07822917166280001
ACH-000118,0.187816306646
ACH-000120,0.06757916474780001
ACH-000123,0.147417256128
ACH-000127,0.09093703600130001
ACH-000128,-0.25808945470600003
ACH-000132,-0.0651915122462
ACH-000133,-0.0372166232975
ACH-000137,0.157166741986
ACH-000138,-0.010547627329200001
ACH-000142,0.10984927794000002
ACH-000143,-0.148894440851
ACH-000146,-0.09460187821
ACH-000148,-0.11373181252299999
ACH-000150,-0.279591156266
ACH-000152,-0.0384438281361
ACH-000153,-0.141369698125
ACH-000159,0.017890287247099998
ACH-000160,0.17883751590799998
ACH-000163,0.0700001497491
ACH-000167,0.326981837872
ACH-000168,-0.393631691489
ACH-000169,-0.0977235904157
ACH-000178,0.0163635067352
ACH-000182,0.013000986650200002
ACH-000183,-0.107723762038
ACH-000188,-0.018201633139900003
ACH-000189,-0.0012774487737600001
ACH-000190,-0.0814949750785
ACH-000198,-0.226019786767
ACH-000204,0.017965274652599998
ACH-000206,0.07147869795919999
ACH-000207,0.15246069952
ACH-000211,-0.0717890163858
ACH-000215,0.104947299578
ACH-000221,0.0309380578877
ACH-000222,0.0259950345738
ACH-000223,-0.0555872207914
ACH-000226,0.08312558592989999
ACH-000227,-0.19285001780299998
ACH-000228,0.0891005917185
ACH-000231,-0.00100022288477
ACH-000232,-0.0816963369196
ACH-000233,-0.0718004340893
ACH-000234,-0.328318873911
ACH-000235,0.00621773928992
ACH-000237,0.06076293373240001
ACH-000238,0.0388555149604
ACH-000243,-0.00872817048118
ACH-000244,0.023123599791599996
ACH-000246,0.100693738923
ACH-000248,0.0414588621856
ACH-000250,-0.0406287567089
ACH-000251,0.170322127313
ACH-000253,0.09383339332280001
ACH-000255,0.049413670522099995
ACH-000256,0.127963306819
ACH-000257,-0.137960032928
ACH-000258,0.0614155265499
ACH-000259,-0.0378957763165
ACH-000260,-0.0329004265576
ACH-000261,0.0156668256321
ACH-000262,0.23828382152199998
ACH-000263,0.0719908160496
ACH-000264,0.00920505459372
ACH-000265,0.024642929666
ACH-000266,0.00914360123898
ACH-000272,0.024413164201799998
ACH-000273,-0.08665849794819999
ACH-000274,0.0413502563933
ACH-000277,-0.005802354811159999
ACH-000278,0.0742846936067
ACH-000279,-0.0269811840289
ACH-000280,-0.18296068892499998
ACH-000281,-0.25893142594
ACH-000288,-0.014863446523500001
ACH-000291,0.21065594040999996
ACH-000293,-0.142403181958
ACH-000294,-0.108375219048
ACH-000295,-0.166590130219
ACH-000296,0.0313339226881
ACH-000302,-0.044741754808599994
ACH-000304,-0.0181363557785
ACH-000307,-0.191025342141
ACH-000308,0.170449581342
ACH-000310,0.123828193817
ACH-000311,0.14003094646
ACH-000312,-0.0016130131811500001
ACH-000315,-0.140823433783
ACH-000316,0.0072879266897899996
ACH-000317,-0.0611081713167
ACH-000318,-0.0158101102535
ACH-000319,0.03944652929419999
ACH-000320,-0.16792244804
ACH-000322,-0.0881000082575
ACH-000323,0.11465107289000001
ACH-000324,0.178428248395
ACH-000329,-0.21634292603799998
ACH-000330,-0.0310004165064
ACH-000331,0.0174757923386
ACH-000332,0.0610866623587
ACH-000334,-0.0314459809615
ACH-000335,0.0470458421395
ACH-000336,-0.11939146377399999
ACH-000337,0.114877958952
ACH-000339,0.0537961504424
ACH-000341,0.00654252870279
ACH-000348,-0.0334987909271
ACH-000350,0.007230687025489999
ACH-000352,0.12428900305099999
ACH-000356,-0.06603235304920001
ACH-000361,0.2767790848
